chr	start	end	strand	target_id	gene_name	pval	qval	num_aggregated_transcripts	sum_mean_obs_counts
chr6	44219553	44234142	+	ENSG00000112759.19	SLC29A1	0.308338116911741	0.999993256694946	8	19.4726036187422
chr17	80466834	80477843	-	ENSG00000171246.6	NPTX1	0.308346569825996	0.999993256694946	1	4.76203035956926
chr11	57712593	57740973	+	ENSG00000213593.10	TMX2	0.308352666684379	0.999993256694946	6	29.3614748198779
chr20	46414228	46459276	-	ENSG00000215452.5	ZNF663P	0.308412394781504	0.999993256694946	2	9.71838641399046
chr2	171434217	171485052	+	ENSG00000115827.14	DCAF17	0.308506946853623	0.999993256694946	11	45.344158074046
chr2	75646783	75690851	+	ENSG00000115364.14	MRPL19	0.30851239323595	0.999993256694946	5	24.1022863268944
chr14	35121846	35277622	+	ENSG00000100890.16	PRORP	0.308593473022535	0.999993256694946	10	30.5490624783851
chrX	41724181	41730130	+	ENSG00000171657.6	GPR82	0.308693399631752	0.999993256694946	2	7.30883065460007
chr14	93207241	93229215	+	ENSG00000012963.15	UBR7	0.308807426361083	0.999993256694946	2	10.6324563576007
chr1	44405194	44651724	+	ENSG00000187147.18	RNF220	0.308842551070594	0.999993256694946	14	54.4019443944375
chr12	1791963	1918666	-	ENSG00000151062.15	CACNA2D4	0.308928553389011	0.999993256694946	1	3.04747668926697
chrY	6910686	7101970	+	ENSG00000092377.15	TBL1Y	0.308932727237727	0.999993256694946	3	10.8839578563537
chr19	53197111	53214522	+	ENSG00000269001.2	AC092070.2	0.308975956528774	0.999993256694946	3	13.1965710296173
chr1	37474580	37484377	+	ENSG00000163874.11	ZC3H12A	0.309008086003748	0.999993256694946	4	19.7063733477266
chr3	42979267	43060211	+	ENSG00000144649.9	GASK1A	0.309036484109492	0.999993256694946	3	10.8533761147423
chr12	55572468	55575612	+	ENSG00000179615.2	OR2AP1	0.309077332740734	0.999993256694946	1	2.7150717393635
chr20	58389229	58451101	+	ENSG00000124164.16	VAPB	0.309077956293978	0.999993256694946	5	27.6125958318242
chr17	79833156	79839440	-	ENSG00000141582.15	CBX4	0.309079572369371	0.999993256694946	3	13.9746461409334
chr6	127362513	127363403	+	ENSG00000220744.1	RPL5P18	0.309117936388322	0.999993256694946	1	2.50191678249537
chr5	140698680	140706686	+	ENSG00000146007.11	ZMAT2	0.309187732054268	0.999993256694946	2	8.87888156719523
chr11	76782251	76798153	+	ENSG00000182704.8	TSKU	0.309231395290082	0.999993256694946	4	18.3258099418327
chr11	4786754	4787705	+	ENSG00000176951.6	OR51N1P	0.309256355509548	0.999993256694946	1	4.97578721821635
chr14	74941834	74955626	-	ENSG00000119630.14	PGF	0.309279565237869	0.999993256694946	4	11.7900103402683
chr10	133379261	133391694	+	ENSG00000148832.16	PAOX	0.309327089939858	0.999993256694946	7	25.9056630427528
chr15	56421544	56465137	-	ENSG00000138587.6	MNS1	0.30932799254489	0.999993256694946	2	7.27529021601891
chr4	139426299	139430884	-	ENSG00000248863.2	AC097376.2	0.309407762288536	0.999993256694946	2	6.64366810788957
chr4	625584	670782	+	ENSG00000133256.12	PDE6B	0.309431924862509	0.999993256694946	4	10.030698886165
chr12	65824131	65966295	+	ENSG00000149948.13	HMGA2	0.309543589273645	0.999993256694946	3	8.68929831826896
chr4	158672125	158709623	+	ENSG00000171503.12	ETFDH	0.309835256603213	0.999993256694946	6	24.0834961859101
chr19	35641745	35644871	+	ENSG00000105672.14	ETV2	0.309936350675856	0.999993256694946	1	2.10018086348024
chr2	170751805	170752788	+	ENSG00000128692.8	EIF2S2P4	0.309974037919147	0.999993256694946	1	3.70204736698533
chr12	39626167	39908300	+	ENSG00000180116.15	C12orf40	0.310050060611278	0.999993256694946	1	4.68296465428187
chr5	132481609	132490777	-	ENSG00000125347.14	IRF1	0.310091887734088	0.999993256694946	9	39.8588001822059
chr16	30182827	30189076	+	ENSG00000102879.15	CORO1A	0.310134749301443	0.999993256694946	7	20.807765826776
chr14	80954989	81146302	+	ENSG00000165409.17	TSHR	0.310153591701511	0.999993256694946	1	6.45597306504304
chr3	164978898	165078496	-	ENSG00000090402.8	SI	0.310193103966979	0.999993256694946	1	5.05820845356933
chr7	97851677	97872542	-	ENSG00000070669.17	ASNS	0.310252729683984	0.999993256694946	14	52.5609219630925
chr17	4269259	4366628	-	ENSG00000132388.12	UBE2G1	0.31027783368182	0.999993256694946	6	28.2179638877442
chr15	43323649	43330582	-	ENSG00000168806.8	LCMT2	0.310300035347921	0.999993256694946	1	5.52157165834376
chr3	13937273	14082811	+	ENSG00000180438.15	TPRXL	0.31030049442318	0.999993256694946	5	17.7495512514414
chr3	119298665	119299012	+	ENSG00000242829.1	RPS26P21	0.310305468636898	0.999993256694946	1	2.44986189429233
chr17	74203582	74210655	+	ENSG00000172809.13	RPL38	0.31031651295935	0.999993256694946	7	37.7446604085249
chr3	120324509	120349354	-	ENSG00000163428.4	LRRC58	0.310399859546539	0.999993256694946	1	9.04785782525983
chr1	40245947	40251684	+	ENSG00000188800.6	TMCO2	0.310477901550562	0.999993256694946	1	3.18410446090572
chr2	94867486	94947341	-	ENSG00000259848.9	AC097374.1	0.310492633275062	0.999993256694946	3	7.90469084488808
chr12	52022832	52059507	+	ENSG00000123358.20	NR4A1	0.310570934671328	0.999993256694946	16	78.2151587398333
chr14	94026340	94048930	+	ENSG00000089723.10	OTUB2	0.310588131756667	0.999993256694946	1	5.38302539831837
chr12	88057876	88058578	-	ENSG00000257752.1	AC091516.1	0.31064765933795	0.999993256694946	1	3.15416495595154
chr2	128236716	128318868	-	ENSG00000136720.7	HS6ST1	0.310708258040422	0.999993256694946	4	14.8861338180541
chr17	78187317	78207701	+	ENSG00000183077.15	AFMID	0.3107284308242	0.999993256694946	15	55.361395456427
chr20	833715	857463	+	ENSG00000125898.13	FAM110A	0.310736977677869	0.999993256694946	5	15.9286359002517
chr5	176063748	176126959	+	ENSG00000285476.1	AC139491.7	0.310757786766716	0.999993256694946	1	5.61692510579984
chr10	73110375	73131828	+	ENSG00000166321.14	NUDT13	0.31081165189982	0.999993256694946	5	14.0381390521197
chr10	26714622	26715832	+	ENSG00000234788.1	HSPA8P3	0.310837499827211	0.999993256694946	1	2.60850688455548
chr6	37005646	37029069	+	ENSG00000146192.15	FGD2	0.310900798519166	0.999993256694946	9	27.4604275423186
chr10	80131682	80145359	+	ENSG00000189129.14	PLAC9	0.311085916985026	0.999993256694946	1	3.32031780695131
chr2	36696690	36814792	+	ENSG00000205221.12	VIT	0.311176431217792	0.999993256694946	4	10.1735785357736
chr17	42546764	42548706	+	ENSG00000108785.7	HSD17B1P1	0.311178681030601	0.999993256694946	1	2.00709705287391
chr1	182054570	182061712	-	ENSG00000179930.6	ZNF648	0.311243710797932	0.999993256694946	1	1.54793894784541
chrX	101418287	101533459	+	ENSG00000196440.11	ARMCX4	0.311321111964599	0.999993256694946	9	40.6661042114537
chr20	35648925	35664956	-	ENSG00000244462.8	RBM12	0.311580276507862	0.999993256694946	5	27.0238591246302
chr12	44508275	44921848	-	ENSG00000184613.10	NELL2	0.311583186669514	0.999993256694946	10	26.2875279385174
chr19	281040	291403	-	ENSG00000141934.10	PLPP2	0.311743763041958	0.999993256694946	5	20.0663028901008
chr7	99392048	99408597	-	ENSG00000106244.13	PDAP1	0.311779509031773	0.999993256694946	4	18.6722020129388
chr20	2536607	2641784	+	ENSG00000149488.13	TMC2	0.311804939661382	0.999993256694946	1	6.10611738431788
chr10	102449837	102451543	-	ENSG00000120055.7	C10orf95	0.31181083137102	0.999993256694946	1	3.2068900597686
chr16	66921679	66925536	-	ENSG00000166592.12	RRAD	0.311870601116011	0.999993256694946	2	7.15411252231263
chr6	26087281	26098343	+	ENSG00000010704.18	HFE	0.311915617343765	0.999993256694946	7	18.0270838946073
chr10	88761406	88778242	+	ENSG00000204020.5	LIPN	0.311970199531024	0.999993256694946	1	1.82891098396359
chr7	45723780	45768985	-	ENSG00000214765.8	SEPTIN7P2	0.312029745064163	0.999993256694946	8	38.3307839058909
chr12	105019784	105107643	-	ENSG00000136010.14	ALDH1L2	0.312101707158926	0.999993256694946	3	13.7839389048477
chr3	96617188	96618236	-	ENSG00000269028.3	MTRNR2L12	0.312118109085482	0.999993256694946	1	15.5756835085051
chr6	110609978	110815958	-	ENSG00000155111.15	CDK19	0.31231746073152	0.999993256694946	8	41.0842045171799
chr3	60732144	60732636	-	ENSG00000244183.1	PPIAP71	0.312392354695842	0.999993256694946	1	2.77731522400721
chr2	24029347	24049575	-	ENSG00000163026.12	WDCP	0.312627302254819	0.999993256694946	2	9.71280803154958
chr16	74296814	74306288	+	ENSG00000103035.11	PSMD7	0.312629310060965	0.999993256694946	6	31.4022525709095
chr12	132710819	132722734	+	ENSG00000247077.7	PGAM5	0.312658918683855	0.999993256694946	4	18.8803961559228
chr4	182143987	182803024	+	ENSG00000218336.9	TENM3	0.312759107526445	0.999993256694946	4	18.5685897381726
chr20	25368275	25368766	-	ENSG00000227379.2	PPIAP2	0.312810147010143	0.999993256694946	1	2.7439202623216
chr11	57703714	57712323	-	ENSG00000156603.18	MED19	0.312810919369494	0.999993256694946	5	17.0745107149648
chr19	22179089	22215801	-	ENSG00000196109.9	ZNF676	0.312845215335188	0.999993256694946	2	7.57318201662324
chrX	154675249	154751583	-	ENSG00000160219.12	GAB3	0.312866440377318	0.999993256694946	5	16.8897786749205
chr19	9198354	9210067	+	ENSG00000187847.4	OR7E25P	0.313128824967709	0.999993256694946	1	5.27216371142804
chr9	70217195	70217668	+	ENSG00000236801.1	RPL24P8	0.313136900308856	0.999993256694946	1	2.27773554242088
chr15	101961603	101976543	+	ENSG00000185596.16	WASH3P	0.313145439290868	0.999993256694946	5	29.6159118321925
chr4	165361194	165498547	+	ENSG00000109472.14	CPE	0.313213416294329	0.999993256694946	5	31.8235782772442
chr1	202348699	202592706	+	ENSG00000077157.22	PPP1R12B	0.313337826627394	0.999993256694946	14	72.2215568351018
chr17	48048329	48061545	+	ENSG00000082641.16	NFE2L1	0.313377259454928	0.999993256694946	14	56.3900039495208
chr6	33771202	33789130	-	ENSG00000161904.12	LEMD2	0.313387907851011	0.999993256694946	12	50.225287564829
chr19	46480796	46601200	-	ENSG00000230510.6	PPP5D1	0.313413626786978	0.999993256694946	4	14.8324281393487
chr17	72121020	72126416	+	ENSG00000125398.8	SOX9	0.313420302230153	0.999993256694946	1	7.87825587882709
chr17	34255218	34257203	+	ENSG00000108691.9	CCL2	0.313420432909126	0.999993256694946	4	17.9244057110023
chr11	43733759	43734564	+	ENSG00000254512.1	PHBP2	0.313486828968333	0.999993256694946	1	3.82177670149089
chr12	121712752	121783001	+	ENSG00000188735.13	TMEM120B	0.313492066724308	0.999993256694946	5	23.7944203798851
chr3	194394821	194398354	-	ENSG00000178732.5	GP5	0.313494497819654	0.999993256694946	1	2.17143119819035
chr7	128862856	128865847	+	ENSG00000128524.5	ATP6V1F	0.313515563821357	0.999993256694946	2	8.98814041928112
chr9	81583683	81689547	-	ENSG00000196781.16	TLE1	0.313598698124903	0.999993256694946	4	20.2591656400767
chr13	29509414	29595688	-	ENSG00000139514.13	SLC7A1	0.31364312528015	0.999993256694946	3	17.0719536030503
chr22	50756948	50801309	+	ENSG00000184319.16	RPL23AP82	0.313650412690676	0.999993256694946	5	24.1573498634666
chr12	18080869	18320107	-	ENSG00000111404.6	RERGL	0.313712602369209	0.999993256694946	2	6.26967142825077
chr1	116111755	116135240	+	ENSG00000173212.4	MAB21L3	0.313720950748724	0.999993256694946	1	7.33441739228033
chr3	98497912	98523066	-	ENSG00000080822.17	CLDND1	0.313766711496724	0.999993256694946	14	50.7488830719323
chr22	50622754	50628173	-	ENSG00000100299.18	ARSA	0.313948221854107	0.999993256694946	6	30.5376121057755
chr12	8913896	8941467	+	ENSG00000111752.11	PHC1	0.314016272362118	0.999993256694946	4	24.1470252643822
chrX	107064420	107118823	-	ENSG00000089682.16	RBM41	0.314031900426281	0.999993256694946	6	28.1463666379197
chr6	28141883	28159460	+	ENSG00000198315.11	ZKSCAN8	0.314119208607733	0.999993256694946	4	24.0543732252454
chr11	27365961	27472790	-	ENSG00000205213.14	LGR4	0.314121057157349	0.999993256694946	6	27.4539088808893
chr7	143800732	143817973	+	ENSG00000159860.7	TCAF2P1	0.314149990456398	0.999993256694946	1	3.09503898277491
chr11	65174117	65176470	-	ENSG00000255200.1	PGAM1P8	0.314249659031096	0.999993256694946	1	4.39407047481995
chr15	69452814	69456205	+	ENSG00000137818.12	RPLP1	0.314453714873205	0.999993256694946	4	27.9543834384278
chr6	138422043	138692571	-	ENSG00000135540.11	NHSL1	0.314469462908702	0.999993256694946	7	22.8186608172837
chr1	22563489	22603595	+	ENSG00000070886.12	EPHA8	0.314557452987423	0.999993256694946	2	3.73231430134622
chr13	52412602	52450634	-	ENSG00000136100.14	VPS36	0.314564706483836	0.999993256694946	9	39.9869287612948
chr4	158709127	158723396	-	ENSG00000171497.5	PPID	0.314646915631223	0.999993256694946	3	14.9954565765032
chr19	35106510	35124297	+	ENSG00000285526.1	AC020907.6	0.314668578735014	0.999993256694946	1	2.65464703445851
chr19	42268537	42295797	+	ENSG00000079432.7	CIC	0.314683612770475	0.999993256694946	5	25.5853886354072
chr14	21723713	21724321	+	ENSG00000211777.2	TRAV3	0.314905529307787	0.999993256694946	1	1.50445462927793
chr10	129467190	129770983	+	ENSG00000170430.10	MGMT	0.3149132453996	0.999993256694946	5	22.5451499053982
chr11	64223799	64226254	-	ENSG00000149743.14	TRPT1	0.314925246913485	0.999993256694946	13	43.455518826803
chr16	18313294	18316984	+	ENSG00000276484.1	AC126755.5	0.314941189725495	0.999993256694946	1	2.50970191505518
chr16	715118	719655	+	ENSG00000103260.9	METRN	0.314948929774652	0.999993256694946	5	18.1797678734379
chr12	49866896	49904217	-	ENSG00000135472.9	FAIM2	0.315100633605464	0.999993256694946	4	13.8021803764971
chr14	54423561	54441391	-	ENSG00000100528.12	CNIH1	0.315145814846145	0.999993256694946	7	37.133243048904
chr17	5499427	5619424	-	ENSG00000091592.16	NLRP1	0.315183065295639	0.999993256694946	9	32.4466963963207
chr17	19127535	19159187	+	ENSG00000189152.11	GRAPL	0.315223963261973	0.999993256694946	1	2.86548998744968
chr14	19612191	19619490	+	ENSG00000278184.1	NF1P11	0.315267766586398	0.999993256694946	1	4.30090462495085
chr3	60690225	60690719	-	ENSG00000232407.3	PPIAP70	0.315286184003741	0.999993256694946	1	2.81237147669642
chrX	25003694	25016420	-	ENSG00000004848.8	ARX	0.315423078133285	0.999993256694946	1	3.97110430295884
chr1	37793802	37801137	+	ENSG00000185090.14	MANEAL	0.315479562124618	0.999993256694946	5	22.5535076507515
chr11	68052859	68121444	-	ENSG00000110721.12	CHKA	0.315555594043823	0.999993256694946	7	38.391529474624
chr8	85987323	86154225	+	ENSG00000147614.4	ATP6V0D2	0.31559286287663	0.999993256694946	2	6.23357033703497
chr3	119780484	119818485	+	ENSG00000144852.17	NR1I2	0.315738721115516	0.999993256694946	1	1.50276613213488
chr11	86832540	86833449	-	ENSG00000197882.3	OR7E13P	0.315874744574415	0.999993256694946	1	1.52036735693906
chr8	39934614	40016391	+	ENSG00000188676.13	IDO2	0.315880411668003	0.999993256694946	1	4.58932698817685
chr2	199928913	199955736	-	ENSG00000162971.11	TYW5	0.315893215265036	0.999993256694946	5	25.8802849833337
chr17	28648346	28662189	-	ENSG00000132581.10	SDF2	0.315953555553033	0.999993256694946	8	29.1211792746102
chr18	24426634	24453531	+	ENSG00000154059.11	IMPACT	0.316191064770167	0.999993256694946	5	23.389991579837
chr15	82725873	82738904	-	ENSG00000259315.1	ACTG1P17	0.316345825076106	0.999993256694946	2	7.10503352124806
chr22	29419155	29423193	-	ENSG00000242156.1	AC000041.1	0.316369912627759	0.999993256694946	1	5.49335273836943
chr12	62234390	62235515	-	ENSG00000258316.1	KLF17P1	0.316409546277113	0.999993256694946	1	2.93472404455177
chr2	86503430	86563479	-	ENSG00000115561.16	CHMP3	0.31649421136933	0.999993256694946	9	46.3711102721399
chr19	50797704	50804929	-	ENSG00000167747.14	C19orf48	0.316537703967134	0.999993256694946	13	60.827771891293
chr7	101218165	101224190	+	ENSG00000106400.12	ZNHIT1	0.316552796024457	0.999993256694946	3	16.9891322645276
chr10	69403903	69416918	-	ENSG00000075073.15	TACR2	0.316563331970801	0.999993256694946	2	6.99523234191306
chr20	45948660	45972203	-	ENSG00000198026.8	ZNF335	0.316932733359198	0.999993256694946	4	19.6015980768172
chr22	41673933	41690504	-	ENSG00000100138.15	SNU13	0.316944957496115	0.999993256694946	11	39.8380278293903
chr22	50185915	50199598	+	ENSG00000170638.9	TRABD	0.317178316688584	0.999993256694946	6	29.0322623449094
chr7	44104345	44114562	+	ENSG00000106624.11	AEBP1	0.317385672229487	0.999993256694946	9	28.7289418461215
chr1	17539698	17697874	+	ENSG00000074964.17	ARHGEF10L	0.317424038907995	0.999993256694946	9	38.4881129415771
chr11	61680391	61747001	+	ENSG00000134780.10	DAGLA	0.317441521579136	0.999993256694946	1	5.93385706727003
chr5	151765859	151766378	-	ENSG00000213433.5	RPLP1P6	0.317653777630513	0.999993256694946	1	2.7797277261228
chr2	74529377	74533348	+	ENSG00000115317.11	HTRA2	0.317678605160781	0.999993256694946	9	30.0410003305837
chr19	19320829	19358754	+	ENSG00000129933.21	MAU2	0.31771239652566	0.999993256694946	16	62.1985532349441
chr19	37551406	37614179	+	ENSG00000171817.17	ZNF540	0.317926286854571	0.999993256694946	9	33.0320209286459
chr6	134960378	135103056	-	ENSG00000112339.15	HBS1L	0.318173626248488	0.999993256694946	10	48.5914691944401
chr18	27950966	28177130	-	ENSG00000170558.9	CDH2	0.318222684309794	0.999993256694946	2	6.93403042487789
chr8	143267433	143276931	+	ENSG00000250571.7	GLI4	0.318272048803556	0.999993256694946	5	18.0315396211637
chrX	133024631	133097109	-	ENSG00000134588.12	USP26	0.318276140427088	0.999993256694946	1	1.82318888069898
chr2	30910467	31155202	-	ENSG00000158089.15	GALNT14	0.31846778545767	0.999993256694946	3	7.98987085734355
chr5	80556755	80570280	-	ENSG00000189127.8	ANKRD34B	0.318497524076066	0.999993256694946	1	3.88967752486359
chr17	4731428	4733607	+	ENSG00000161920.10	MED11	0.318576617362544	0.999993256694946	3	11.8611150297325
chr7	100367530	100400096	+	ENSG00000085514.16	PILRA	0.318597669621501	0.999993256694946	6	15.8476450386142
chr1	202331657	202341980	-	ENSG00000077152.11	UBE2T	0.318665953051998	0.999993256694946	3	4.75833590381315
chr7	77004662	77005774	+	ENSG00000242435.1	UPK3BP1	0.318709513261864	0.999993256694946	1	3.43018594477749
chr3	32685145	32773875	+	ENSG00000182973.18	CNOT10	0.318838510677621	0.999993256694946	17	58.5648882415691
chr7	43866558	43869893	-	ENSG00000062582.14	MRPS24	0.318882337330329	0.999993256694946	3	14.2902147487407
chr9	33503655	33510711	-	ENSG00000226823.1	SUGT1P1	0.318925771764351	0.999993256694946	1	4.2174692451328
chr11	62686406	62689530	-	ENSG00000177363.5	LRRN4CL	0.31892735433549	0.999993256694946	1	5.58954531453262
chr19	18196784	18204042	-	ENSG00000105649.10	RAB3A	0.31902415260506	0.999993256694946	3	5.39886227211715
chr14	104937244	104978374	-	ENSG00000185567.7	AHNAK2	0.319051838533563	0.999993256694946	3	18.8032027062591
chr15	22160431	22160868	-	ENSG00000270505.1	IGHV1OR15-1	0.319224778577884	0.999993256694946	1	2.59743520106743
chr15	21717808	21718245	-	ENSG00000281179.1	AC135068.8	0.319224778577884	0.999993256694946	1	2.59743520106743
chr1	247183813	247185482	-	ENSG00000215795.2	AL390728.2	0.319290299347425	0.999993256694946	1	1.79086319548748
chr7	75288120	75299795	-	ENSG00000276840.1	PMS2P10	0.319384832689243	0.999993256694946	1	5.81109245473676
chr16	30778456	30787205	-	ENSG00000102870.6	ZNF629	0.319436499147458	0.999993256694946	1	7.61297060948282
chr16	18788063	18801519	-	ENSG00000260342.2	AC138811.2	0.319466624260622	0.999993256694946	1	1.81859586478347
chr1	197084127	197146694	-	ENSG00000066279.18	ASPM	0.319467176964815	0.999993256694946	1	5.72396110921576
chr4	103077592	103099870	-	ENSG00000164039.15	BDH2	0.31948567790852	0.999993256694946	8	28.4938080402411
chr12	6873569	6914241	+	ENSG00000010626.15	LRRC23	0.31949875526656	0.999993256694946	7	18.0098973244837
chr10	45706431	45727231	-	ENSG00000237840.6	FAM21FP	0.319514705201895	0.999993256694946	3	8.05418548037094
chr9	38694263	38720428	-	ENSG00000283329.1	FAM240B	0.319563699984	0.999993256694946	1	1.80124038775602
chr17	212389	386254	-	ENSG00000181031.16	RPH3AL	0.319587939490041	0.999993256694946	4	10.0629522437569
chr1	47760528	47997385	-	ENSG00000269113.4	TRABD2B	0.319633361823535	0.999993256694946	1	5.41385156288624
chrX	134373253	134428791	+	ENSG00000156531.16	PHF6	0.319687139844004	0.999993256694946	5	29.3457023923729
chr16	31090842	31095980	-	ENSG00000167397.15	VKORC1	0.319747389741363	0.999993256694946	5	19.998339707586
chr22	24555958	24582052	+	ENSG00000100028.12	SNRPD3	0.319763949512805	0.999993256694946	3	18.2307204382892
chr19	544034	549924	+	ENSG00000197540.8	GZMM	0.319787197183189	0.999993256694946	1	2.74082396097179
chr5	148268180	148286255	+	ENSG00000214510.10	SPINK13	0.319942368550294	0.999993256694946	1	1.44097164439025
chrX	47145221	47186813	+	ENSG00000182872.16	RBM10	0.320026611942671	0.999993256694946	5	24.6615783470837
chr2	112439312	112469687	-	ENSG00000283698.1	VINAC1P	0.320084975172538	0.999993256694946	1	3.12514206259987
chr15	89834308	89912882	-	ENSG00000250021.7	ARPIN-AP3S2	0.320100700849102	0.999993256694946	2	8.54199222474455
chr19	58513530	58538911	-	ENSG00000119574.13	ZBTB45	0.320110667884252	0.999993256694946	3	9.4836854508163
chr6	26215159	26216692	-	ENSG00000273802.2	H2BC8	0.320148636349475	0.999993256694946	1	7.92616207337996
chr11	119355215	119381711	-	ENSG00000036672.16	USP2	0.320168710130532	0.999993256694946	3	7.26936697783549
chr2	74421678	74425755	+	ENSG00000005448.17	WDR54	0.320179492618254	0.999993256694946	4	11.5453156816196
chr22	49960768	49964072	+	ENSG00000198355.5	PIM3	0.320194404819821	0.999993256694946	2	10.6656406731502
chr14	62699464	63102037	-	ENSG00000140015.20	KCNH5	0.320311368492786	0.999993256694946	2	3.993533820252
chr18	49782164	49813953	-	ENSG00000167315.18	ACAA2	0.320396391363953	0.999993256694946	6	24.4645267320866
chr4	40749925	40811184	+	ENSG00000179299.17	NSUN7	0.320466547524774	0.999993256694946	7	33.9518414624082
chr18	46104378	46128333	+	ENSG00000152240.13	HAUS1	0.320472631799689	0.999993256694946	10	26.7841219287643
chr1	18904280	18956676	-	ENSG00000169991.11	IFFO2	0.320479773778003	0.999993256694946	2	11.3738723777311
chr11	103907189	104164379	-	ENSG00000170962.13	PDGFD	0.320557478475802	0.999993256694946	2	11.9320644109025
chr12	31012503	31015806	+	ENSG00000256984.2	AC008013.3	0.320658224527956	0.999993256694946	1	2.69479800439416
chr2	111295629	111296046	-	ENSG00000226928.1	RPS14P4	0.320727251533094	0.999993256694946	1	1.80889707904621
chr12	109850945	109880541	-	ENSG00000139433.10	GLTP	0.320773439425865	0.999993256694946	3	10.4072521543197
chr9	4709556	4742043	-	ENSG00000147853.17	AK3	0.320787022965455	0.999993256694946	4	23.7039330084739
chr2	135136916	135531218	-	ENSG00000121988.18	ZRANB3	0.320852149357569	0.999993256694946	11	40.6123690407841
chr22	42796502	42858106	-	ENSG00000242247.11	ARFGAP3	0.320865879699421	0.999993256694946	5	24.1634405759886
chr18	75210755	75289950	+	ENSG00000179981.10	TSHZ1	0.321011878498308	0.999993256694946	5	25.0783967280294
chr9	26880178	26880549	-	ENSG00000232466.1	H3P31	0.321065492026674	0.999993256694946	1	3.578120521283
chr15	43614208	43632283	-	ENSG00000284772.1	AC011330.3	0.32114540358094	0.999993256694946	1	3.70337615308189
chr12	109929802	109996389	-	ENSG00000139436.21	GIT2	0.321280368556414	0.999993256694946	18	71.348024065245
chrX	153447666	153495516	-	ENSG00000213397.10	HAUS7	0.321339583418992	0.999993256694946	8	22.8970542442141
chr1	168079543	168137667	-	ENSG00000143147.14	GPR161	0.321430834977958	0.999993256694946	10	37.6950392956402
chrX	103356489	103358462	+	ENSG00000185222.10	TCEAL9	0.321435820910057	0.999993256694946	3	17.4393139510905
chrX	15345596	15384413	-	ENSG00000165197.5	VEGFD	0.321467000809159	0.999993256694946	1	2.72223929009576
chr1	53226900	53238518	-	ENSG00000162385.11	MAGOH	0.321534248613145	0.999993256694946	4	16.1841305765304
chr19	56087366	56121295	-	ENSG00000142409.6	ZNF787	0.321565239215138	0.999993256694946	2	10.3867413981199
chr8	6808517	6835524	-	ENSG00000275591.5	XKR5	0.321629921919768	0.999993256694946	1	4.46130025153013
chr15	22278971	22282872	+	ENSG00000258732.1	AC025884.1	0.321643182107982	0.999993256694946	1	2.13138429102743
chr6	73290403	73291262	+	ENSG00000239626.1	RPSAP41	0.321654441027721	0.999993256694946	1	4.04617928285776
chr1	33145399	33182059	-	ENSG00000116525.14	TRIM62	0.321671547053138	0.999993256694946	2	10.866434695448
chr7	144183466	144186053	+	ENSG00000225932.3	CTAGE4	0.321685485441831	0.999993256694946	1	6.43194204069534
chr3	10026414	10101930	+	ENSG00000144554.10	FANCD2	0.321715852403794	0.999993256694946	8	27.5885431315024
chr3	46574534	46582457	+	ENSG00000241186.10	TDGF1	0.322003442125367	0.999993256694946	2	4.44743746711861
chr22	22880706	22881396	+	ENSG00000211673.2	IGLV3-1	0.322095924498782	0.999993256694946	1	4.69458166726096
chr2	219209772	219222738	-	ENSG00000284820.1	AC068946.2	0.32228287481671	0.999993256694946	1	4.38804089338271
chr2	120217479	120223400	-	ENSG00000226479.4	TMEM185B	0.32241868588642	0.999993256694946	1	7.90356314836718
chr3	60730055	60730644	-	ENSG00000225673.3	AC104164.1	0.322576649286312	0.999993256694946	1	3.50020817573542
chr18	31498177	31549008	+	ENSG00000046604.13	DSG2	0.32257700352598	0.999993256694946	2	12.7780786601832
chr11	27040725	27127809	+	ENSG00000129151.9	BBOX1	0.322655512784336	0.999993256694946	1	1.8317700862134
chr17	36534987	36539310	+	ENSG00000277161.2	PIGW	0.322728084740364	0.999993256694946	3	11.9828724000889
chr6	31718594	31726714	+	ENSG00000204420.10	MPIG6B	0.322964178516956	0.999993256694946	1	2.4124186401953
chr13	99404684	99417224	-	ENSG00000238241.2	CCR12P	0.322987304688424	0.999993256694946	1	3.94076404629352
chr11	1274371	1309654	-	ENSG00000078902.16	TOLLIP	0.323202290742916	0.999993256694946	11	43.237504715318
chr5	140926369	141012344	+	ENSG00000248383.4	PCDHAC1	0.323309480892222	0.999993256694946	2	7.1382586044125
chr10	86992253	87000435	+	ENSG00000240089.2	BMS1P3	0.323369648292515	0.999993256694946	1	4.92755793529261
chr15	21846329	21877703	-	ENSG00000233917.8	POTEB	0.323442797833915	0.999993256694946	1	6.20448235930761
chr16	10928891	10942468	-	ENSG00000182108.11	DEXI	0.323480982943709	0.999993256694946	4	21.8178609432327
chr22	17418697	17419828	+	ENSG00000229492.1	FO681548.1	0.323589177256322	0.999993256694946	1	3.43013943979733
chr8	213186	232231	-	ENSG00000223508.5	RPL23AP53	0.323728695250379	0.999993256694946	2	8.00313852828264
chr1	158544550	158554405	-	ENSG00000197532.2	OR6Y1	0.323819759363381	0.999993256694946	1	5.72205339454617
chr4	25861830	25929874	+	ENSG00000250317.8	SMIM20	0.323998676785785	0.999993256694946	4	17.3152065204354
chr12	53985845	54034888	+	ENSG00000273049.1	AC012531.3	0.32408781223869	0.999993256694946	1	1.2135111408756
