event_ID	gene_id	gene_name	chr	start_gene	end_gene	gene_dge_status	strand_gene	start_prom	end_prom	start_enh	end_enh	detected_prom_enh_loop
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42179675	42180176	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42180430	42180931	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42182523	42183024	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42183024	42183525	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42184864	42185365	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42186140	42186641	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42187359	42187860	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42194390	42194891	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42297598	42298099	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42303416	42303917	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42305607	42306108	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42315363	42315864	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42317478	42317979	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42318581	42319082	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42331013	42331514	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42338445	42338946	False
PCa19121_6	ENSG00000147536.12	GINS4	chr8	41529218	41545030	none	+	41527718	41529718	42391552	42392053	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	3960849	3961350	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	3964279	3964780	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	3964838	3965339	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	3980189	3980690	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	3983074	3983575	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	3988301	3988802	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4200012	4200513	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4214980	4215481	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4217855	4218356	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4253243	4253744	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4272115	4272616	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4288388	4288889	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4293949	4294450	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4307508	4308009	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4313821	4314322	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4315130	4315631	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4321844	4322345	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4323800	4324301	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4324778	4325279	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4327820	4328321	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4344575	4345076	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4350822	4351323	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4611462	4611963	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4615833	4616334	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4624916	4625417	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4675994	4676495	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4680320	4680821	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4693252	4693753	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4795459	4795960	True
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4801714	4802215	True
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4828478	4828979	True
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4846849	4847350	False
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4924546	4925470	True
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4936475	4936976	True
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4944683	4945184	True
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4957618	4958119	True
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	4958280	4958781	True
PCa19121_7	ENSG00000067836.12	ROGDI	chr16	4796968	4802950	none	-	4802450	4804450	5239780	5240281	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	3960849	3961350	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	3964279	3964780	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	3964838	3965339	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	3980189	3980690	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	3983074	3983575	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	3988301	3988802	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4200012	4200513	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4214980	4215481	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4217855	4218356	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4253243	4253744	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4272115	4272616	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4288388	4288889	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4293949	4294450	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4307508	4308009	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4313821	4314322	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4315130	4315631	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4321844	4322345	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4323800	4324301	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4324778	4325279	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4327820	4328321	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4344575	4345076	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4350822	4351323	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4611462	4611963	True
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4615833	4616334	True
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4624916	4625417	True
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4675994	4676495	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4680320	4680821	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4693252	4693753	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4795459	4795960	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4801714	4802215	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4828478	4828979	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4846849	4847350	False
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4924546	4925470	True
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4936475	4936976	True
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4944683	4945184	True
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4957618	4958119	True
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	4958280	4958781	True
PCa19121_7	ENSG00000102858.13	MGRN1	chr16	4616493	4690974	none	+	4614993	4616993	5239780	5240281	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	3960849	3961350	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	3964279	3964780	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	3964838	3965339	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	3980189	3980690	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	3983074	3983575	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	3988301	3988802	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4200012	4200513	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4214980	4215481	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4217855	4218356	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4253243	4253744	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4272115	4272616	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4288388	4288889	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4293949	4294450	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4307508	4308009	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4313821	4314322	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4315130	4315631	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4321844	4322345	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4323800	4324301	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4324778	4325279	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4327820	4328321	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4344575	4345076	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4350822	4351323	False
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4611462	4611963	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4615833	4616334	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4624916	4625417	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4675994	4676495	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4680320	4680821	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4693252	4693753	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4795459	4795960	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4801714	4802215	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4828478	4828979	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4846849	4847350	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4924546	4925470	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4936475	4936976	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4944683	4945184	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4957618	4958119	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	4958280	4958781	True
PCa19121_7	ENSG00000103184.12	SEC14L5	chr16	4958330	5019157	none	+	4956830	4958830	5239780	5240281	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	3960849	3961350	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	3964279	3964780	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	3964838	3965339	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	3980189	3980690	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	3983074	3983575	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	3988301	3988802	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4200012	4200513	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4214980	4215481	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4217855	4218356	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4253243	4253744	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4272115	4272616	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4288388	4288889	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4293949	4294450	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4307508	4308009	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4313821	4314322	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4315130	4315631	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4321844	4322345	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4323800	4324301	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4324778	4325279	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4327820	4328321	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4344575	4345076	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4350822	4351323	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4611462	4611963	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4615833	4616334	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4624916	4625417	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4675994	4676495	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4680320	4680821	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4693252	4693753	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4795459	4795960	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4801714	4802215	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4828478	4828979	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4846849	4847350	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4924546	4925470	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4936475	4936976	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4944683	4945184	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4957618	4958119	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	4958280	4958781	False
PCa19121_7	ENSG00000103199.14	ZNF500	chr16	4748239	4767624	none	-	4767124	4769124	5239780	5240281	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	3960849	3961350	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	3964279	3964780	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	3964838	3965339	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	3980189	3980690	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	3983074	3983575	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	3988301	3988802	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4200012	4200513	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4214980	4215481	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4217855	4218356	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4253243	4253744	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4272115	4272616	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4288388	4288889	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4293949	4294450	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4307508	4308009	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4313821	4314322	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4315130	4315631	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4321844	4322345	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4323800	4324301	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4324778	4325279	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4327820	4328321	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4344575	4345076	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4350822	4351323	False
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4611462	4611963	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4615833	4616334	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4624916	4625417	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4675994	4676495	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4680320	4680821	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4693252	4693753	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4795459	4795960	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4801714	4802215	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4828478	4828979	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4846849	4847350	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4924546	4925470	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4936475	4936976	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4944683	4945184	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4957618	4958119	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	4958280	4958781	True
PCa19121_7	ENSG00000118898.16	PPL	chr16	4882507	4960741	none	-	4960241	4962241	5239780	5240281	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	3960849	3961350	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	3964279	3964780	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	3964838	3965339	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	3980189	3980690	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	3983074	3983575	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	3988301	3988802	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4200012	4200513	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4214980	4215481	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4217855	4218356	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4253243	4253744	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4272115	4272616	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4288388	4288889	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4293949	4294450	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4307508	4308009	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4313821	4314322	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4315130	4315631	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4321844	4322345	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4323800	4324301	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4324778	4325279	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4327820	4328321	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4344575	4345076	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4350822	4351323	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4611462	4611963	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4615833	4616334	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4624916	4625417	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4675994	4676495	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4680320	4680821	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4693252	4693753	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4795459	4795960	False
PCa19121_7	ENSG00000118900.15	UBN1	chr16	4846665	4882401	none	+	4845165	4847165	4801714	4802215	False
