Gene	22Rv1	DU145	LNCaP	MDA PCa 2b	NCI-H660	PC3	VCaP
LINC00680		0.0869935423221	0.238989273436	0.141242523759		0.081114812362	
FARS2	-0.286828692695	-0.0909041224863	-0.237944201236	-0.506639434936	-0.230684635734	-0.158925949039	-0.201988844471
CGRRF1	0.363794222782	0.192438243795	0.0860627635938	-0.0162508608984	0.0762011528178	0.173089076527	-0.0770022589118
CGREF1	0.332310294301	-0.0405511080686	0.319104885089	0.28089234827	0.0736430208427	0.186694960635	0.214383450628
RRAGA	-0.157059637444	0.11843354858	-0.00789513272956	-0.025308360906	0.0761977098904	0.168197179609	-0.0346404250936
DCTN6		-0.306371504913	-0.213980393705	-0.238773298394		-0.529324664397	
GNA13	0.267333288561	0.0489240555698	-0.0169435459752		0.0780358187602		0.326719500485
TNFSF13B	0.16610436088	-0.27791529027	-0.00124714344269	-0.0419070225635	-0.00411714392376	-0.103924463529	-0.107948139354
CSPG5	-0.0589957580619	-0.136369470416	0.0324531391933	-0.0506999956012	0.103388747688	-0.100011715935	-0.218791252061
AVIL	0.083343400558	0.0543035206217	0.0225921792613	0.0702219584857	0.0576513685195	0.0247231065077	-0.0685089365187
B3GNT2	0.13858994959	-0.392923489699	0.270571408878	-0.000150126635596	0.192055423293	-0.0900071025301	-0.0272343887
KCNK4-TEX40&KCNK4	-0.145864141029	0.164248178233	-0.0407840715493	-0.352281953869	0.513195733403	-0.126856282924	-0.0650784840536
CETN1	-0.155302893212	-0.0865285892231	-0.105506606902	-0.0387007128868	-0.193717463117	0.0792852802567	-0.299946123105
GNB5	-0.10441666782	-0.172642709214	-0.200514607366	0.0748473779256	-0.666266533288	-0.0773793092462	-0.282198292441
EBP	0.353282643073	0.0737907449253	0.380120671161	0.313024154558	-0.0115321520597	-0.0139740256978	0.218694201638
BUB1B-PAK6&PAK6	-0.0140714610389	0.263708893967	-0.0375360653591	0.078712590479	-0.252907794454	-0.0958676252331	0.117535406381
DLL3	0.271074947285	-0.117874392579	0.0883029080705	0.0326280744398	0.0857513147169	-0.0194109637599	0.345748166922
CLDN16		-0.0635562275212	-0.130919334294	-0.0122894815995		0.103832588536	
WRB-SH3BGR		-0.0598626370224	0.0900628945852	0.599334869806		0.221643735078	
PNMA2	0.200247325381	0.0183808552409	0.132738003762	-0.043327806987	0.13016918585	0.0335125619679	0.0687408713849
CETN2	-0.193456449107	0.126750071899	0.0251790813514	-0.269938627908	0.087926786033	0.185894870873	0.0154895905434
FUT9	-0.328807119984	-0.105896434982	-0.138896632556	-0.184367785525	-0.120978933933	-0.0107202902117	0.125691137099
GMEB1	0.110769763439	-0.204665624432	-0.0656385184081	-0.146524019066	-0.370552783598	-0.117463608706	0.13997634057
RRH	0.239108853401	-0.0141104066457	-2.99599492192e-05	0.119315928731	-0.308758467267	-0.101823301926	0.381837245446
CCT6B		-0.100557958476	-0.05310384797	-0.0690930463394		-0.183769179487	
CCT8		-0.925195060239	-0.984974045996	-0.815222376883		-0.875880969234	
CNPY3		-0.116441748359	0.107207959844	0.0319297330754		-0.160353311698	
CORIN	0.0796601739045	0.000199156330908	-0.186911294301	0.042058085056	-0.186259935435	0.0421120892371	0.272639301063
ADCY1	0.0596146931129	0.0108350658985	-0.0776749460768	-0.154553935591	-0.184697625937	-0.0636158694888	-0.177767928175
CETN3	0.0315283635915	-0.00596519671699	0.0510520537207	0.0556728859021	-0.108755814171	0.136699590859	0.236376247575
TBC1D7-LOC100130357		0.127034228871	0.175147366698	0.021669373964		0.0923383838272	
CNPY3-GNMT	0.0615612973627	0.280918278324	0.207985583807	0.0634281776822	0.208873502961	0.285769751299	0.163886990143
CETP	0.353824615872	0.0523887164079	-0.0850670422549	0.261656180123	-0.0456525151073	0.174751707921	0.0408360191392
FAM189B		0.11576784788	0.160547492254	-0.0280764015781		0.131285052564	
USP39	-1.30024410224	-1.47272490771	-1.73778808637	-1.23478695042	-1.3201003957	-1.1559847398	-1.65213801497
POLD3	-0.315487402355	0.0773367170466	-0.0597747413764	-0.0906505134682	0.111673414378	0.0557479227009	0.46774006962
CERS1&GDF1		-0.175795051505	-0.301925473605	-0.436098180675		0.0635586923628	
TBR1	0.185372408372	0.0835901501968	0.215498850546	0.133176241879	-0.0339322869055	0.0823304123367	0.0688958569736
AP4B1		-0.0892196763663	0.00327822272462	-0.0530205498651		-0.0449526533697	
NRG3		0.0800910659385	0.0252613934772	-0.118184114755		0.068878224655	
CFL1	-0.341305095056	0.0462375128788	0.0292983504762	-0.136493090193	0.0520215704353	-0.00530868217084	-0.134407452254
UGT2B11	-0.226539983446	0.153589162631	-0.0230741320347	0.0225274545924	-0.0286084305694	0.0415139758649	0.0292134621259
POLQ	-0.45200351725	-0.0852355639441	0.0236572309276	-0.21360374842	-0.124828201528	-0.0217535338674	0.0795562716648
SLC12A7	-0.0411601626022	-0.138325793506	-0.026503326921	-0.104573558093	0.296563894175	-0.103243998042	-0.139299820471
MGEA5		-0.129538408877	0.104029779444	-0.110092409583		-0.00776359720325	
NFAT5	0.00154760598196	-0.0201929238962	0.0356882978228	0.0480285919221	0.106575632794	-0.319643009536	0.0352207800707
NUDC		-0.712557837867	-0.480744704527	-0.523581909898		-0.195461849892	
PTGES3	-0.038214462992	0.159728135239	-0.131414303731	-0.0763038207452	0.24009610115	0.106318777715	0.0547163542545
CFL2	0.268763041007	-0.157068640857	0.0870562845622	0.201310880636	-0.113897339577	0.0698585747033	0.104871465388
YME1L1	-0.294919500733	-0.252817934555	-0.564927441022	-0.336435306308	-0.195490477813	-0.429075259881	0.0211089940923
SETDB2-PHF11	0.0574319711893	0.124759158545	0.07153091433	-0.0190638772703	-0.126502606015	0.243392903122	0.0985109811212
TCFL5	-0.254337101179	0.0369403736143	0.0438220749291	0.109007457043	0.287472036407	0.0274487290548	-0.014833327981
PLK4	-0.544735549162	-0.239170799412	-0.318605846502	-0.339106578327	0.234109354805	-0.384017149112	-0.0291322878394
STAG3	0.0127655857238	0.132465252918	-0.0782019633705	0.146913104293	-0.0459201320947	0.234554423929	0.0315701625464
STAG2		-0.376704225472	-0.689953957207	-0.672324883317		-0.244625162607	
SIX2	-0.318797421491	-0.27025675448	0.0821559431129	0.0135409910535	0.295965110903	-0.0571291113633	-0.360120906671
RFPL3	0.34138765216	0.291748742247	0.0159675663468	0.157079585636	-0.0538271754793	0.236324122152	0.297099815534
RFPL2	0.16984223433	-0.062821801526	0.318765254531	0.0394875510401	0.150671034928	0.166345079369	0.156802591922
RBBP9		0.0709502375505	0.0756789699915	-0.0192126221976		0.255936580546	
RAI2		-0.0747343897475	0.0702241662431	0.0252593475126		-0.243767902413	
RAI1	0.236002084001	-0.0521302563435	0.0132047437058	0.169994522346	0.228621400284	-0.0497809924491	0.318400180473
PTTG2	-0.258232265214	0.0711269509487	-0.132211644011	0.16386987982	-0.164742210347	0.00719890200157	0.016364370138
PHTF1	0.214244336215	-0.214331311207	0.174411896909	0.0343194916679	-0.092841910038	0.0480159686878	0.225084619465
MAP3K2	-0.0873357620087	-0.0817347723357	0.0217084453033	-0.029961338782	0.173659102815	0.0613947309386	-0.156840360165
MASP2	-0.359770214803	-0.587885480411	-0.221195018567	-0.121837304276	0.282090974997	-0.505565735052	-0.181035211469
KLRA1P	0.234238840231	-0.320754606491	0.0760403281116	-0.1026574069	-0.0593954275303	-0.319830690333	-0.214607185998
KIF1C	0.367130346601	0.0713093197591	0.0619684290176	0.110182507585	-0.0685839846391	0.0877054716008	0.296579238413
CTSC	-0.0934670184773	0.112546862735	-0.00803009690889	0.17313220443	0.0919666745007	0.279410753327	0.232203444251
GRAP	-0.318179390435	-0.0103599896824	-0.00456829090009	-0.0312127400019	0.0370478124525	-0.033750686325	-0.303458722429
CAPN9	-0.212837119731	5.43229510035e-05	0.00708575773604	-0.132506779765	-0.0740796887995	0.100092409108	-0.0810586585564
GIPC1	-0.185701180133	-0.182662118721	-0.0464163189753	-0.270594359844	-0.157827475825	-0.122657121751	-0.167961100427
TRAF3IP2		0.137711374072	-0.298872325591	-0.053720112037		0.188491194283	
PLAC1		0.0702141096859	0.101276509688	-0.0129054970085		0.0280399675257	
NUP50		-0.308919228786	0.0962805934931	-0.0881341248494		0.0797580378153	
NES	-0.0420081454503	0.0931122624128	-0.150804880097	0.0297536377308	0.142324928615	-0.0172605413927	0.0718657904037
KDM5B	-0.0053270321651	-0.0504025217994	0.238733374069	-0.107793463633	-0.356598291266	0.00434060903174	0.0450393630367
TOB2	0.055551017663	0.161043990061	0.219996774555	-0.0137459569423	0.12074420604	0.23872283803	0.148726642112
HBS1L		0.0771196594054	-0.26647200459	-0.343153326214		-0.128570048873	
AHCYL1	-0.478115751265	-0.111589835941	0.268054502268	0.029928979156	-0.110452188666	-0.106724463761	-0.0726771611885
PLK2	0.0766018951063	0.046381139338	0.104185756717	-0.215033492624	0.0911972363331	-0.0280707173767	-0.054430038711
ZMYND11	-0.270107418714	-0.101635347393	-0.0278406645411	-0.0870725000881	-0.0696578479173	0.000814816416269	-0.346624943579
SRSF10	-0.674698149973	-0.253367711165	-0.272763360834	-0.696894748389	0.0474689554221	-0.468163904875	-0.819546271064
ZBTB6		0.0140210371588	-0.0851249839342	-0.0929944990213		-0.0404309219982	
POP4	0.00232746937964	-0.147219415964	0.193988037516	-0.046762549307	-0.0547740340284	-0.56968962757	-0.138210926063
ARPP19		0.118770696572	-0.135038197361	0.0384687312567		0.0417911900962	
ARPP21	-0.264468664393	-0.0885572339368	0.0717297987373	-0.195731653901	-0.276580563831	-0.282162966429	-0.181111818987
ZNF234	-0.132934180986	0.098524080705	0.0433921527198	-0.0153968665235	0.164249353071	-0.0717232546447	0.043500591018
ZNF266	0.163636694274	-0.395263346914	-0.122531498149	-0.266230722969	0.0689673727394	0.0495058582898	-0.132781412519
ZNF274	-0.0461614115993	0.0817508359063	0.0697492851897	0.0784679518775	-0.27393202186	0.170870522048	-0.059543854487
NEK6	-0.0224687218728	0.0554622699977	0.00627008127568	0.0888912438638	-0.17278822415	-0.109420186551	-0.118396064549
WDR4		0.0258865548758	-0.0232821893861	-0.0637700215654		-0.229624985712	
SLC17A3	0.151058379412	0.270686608502	0.402086210751	0.00918617746712	0.0243654262225	0.155633909298	0.209334124115
NCKAP1		-0.232408456143	0.0280013624069	-0.135463191766		-0.076106184088	
IQGAP2	0.200057544129	-0.058856973842	-0.0781352577855	-0.0891387340052	0.00456354463674	0.0534732917433	-0.46388926852
VAMP5		0.132830248412	0.403100697139	0.296342557487		0.303874043567	
ZNF273	-0.293160345278	0.184111377431	-0.133621738796	-0.0449014113176	0.244698743591	-0.063522044097	-0.138134468464
ZNF460	0.239367986929	-0.173396526605	0.211696821207	-0.118043988783	0.0113960372967	0.0848222293029	-0.0344338174803
ZNF268	0.300972236635	0.118624671414	0.221186175062	-0.134601555245	0.137539166934	-0.00250621891069	0.170812906878
MTHFD2	0.0427441043189	0.0389958345551	-0.0718031230384	-0.0760276134454	-0.579849671456	-0.144252668059	-0.240265900067
OR5I1	-0.298426319346	-0.0762976659416	0.0712845269575	-0.0783882212117	0.0938357316917	0.0715670122	-0.00352126710518
LOC107983965		0.124781896496	-0.052356751414	-0.107245591696		0.056208807763	
UPK3BL2		0.0329703763846	-0.426183480214				
LOC107984021		-0.0366177572628	-0.369690075333				
LOC107984026	-0.0352235761378	0.226171899113	0.338399832253	0.0778178981912	-0.0146794441339	-0.0826387344899	0.105543221372
LOC107984050	0.279279818704	0.305852052025	0.143965333123	-0.0559641039882	0.294774436108	0.273929271311	0.340667590145
LOC107984054	0.203739215174	0.246245868882	0.0289739821461	3.61452476505e-05	-0.212526223414	0.170877658764	0.144533489754
LOC107984055	0.252514379255	0.212382478845	0.18727647763	0.219783606782	0.299549185929	0.286904593501	0.20311668663
LOC107984056	0.382675670751	-0.028492067597	0.122947330172	0.0437841245014	0.145569261587	0.0642278598038	0.0789789479007
LOC107984058		0.0846137765957	0.0115304870746	0.13091279952		-0.0803135584037	
LOC107984062&CNTNAP3P2&CNTNAP3B&CNTNAP3		0.105115878625	0.0536032691786	0.0532449047176		-0.0289235440417	
LOC107984064&GUSBP4							
LOC107984065		0.261361017633	0.0878167366407				
LOC107984067		0.17099895555	0.215100950569	0.0277855876669		0.257497708871	
LOC107984086		0.184939344965	-0.0811175030065	0.123596375483		-0.0203340633033	
LOC107984090	0.205145937384	0.114224125948	0.274100376137	0.199907699549	0.285228754533	-0.0055114564886	0.229957001898
LOC107984099	0.413244308464	0.181562980551	0.267320862822	0.506372278615	-0.330187854442	0.41150711225	-0.18841398733
LOC107984110	-0.0274510007809	0.103910465155	-0.0134650100526	0.199679126734	-0.18721964804	0.0424704850797	0.148328410264
LOC107984126		0.251227364766	0.420017001489	0.233315612786		0.0262786560504	
LOC107984148&DEFB104A&DEFB104B		-0.21084080251	-0.325269464395	-0.284863912161		-0.108493357558	
LOC107984289	0.0172455774644	-0.00622968247685	0.153576930132	-0.014693957149	-0.0652639759438	0.246032531294	0.120228233482
LOC107984562	0.102139297139	0.0009257832701	-0.111628837283	-0.281677534926	-0.565764272965	0.243591754268	-0.455635355957
LOC107984838	-0.302928739828	0.107031170494	-0.167622532658	-0.255186476584	-0.0531341497042	-0.0250491055466	-0.0828187647658
LOC107984873		0.251259750076	0.248009981309	0.176319983809		0.062790610267	
LOC107984923&EIF1AX	-0.675326298306	-0.495094214287	-0.280703866852	-0.347695554279	-0.826257719321	-0.796512299297	-0.479293117335
LOC107985117	-0.0689687762489	-0.203598996088	-0.491311381239	-0.294312460006	-0.000304960615047	-0.237568525413	-0.343026387054
LOC107985332		-0.116905058051	-0.293988101798	-0.0171552858377		-0.0458832121488	
LOC107985636	0.176633532568	0.319807989023	0.0313340537977	-0.0189415426225	-0.0588411463709	-0.380584099078	-0.121542935038
LOC107986078		0.15184785679	0.366715407775	0.129739644499		0.183329229891	
LOC107986102		0.10051865502	-0.0316557534974	-0.205708905711		0.0577428186607	
LOC107986383	-0.193382393407	0.14403916755	0.0157237024983	-0.151547108405	0.0417967085021	-0.0827452354054	-0.149350801614
LOC107986460&GRAMD1B		0.509080694528	0.516694894335				
LOC107986810		0.0787587792068	0.107420274893	0.314733096649		0.0294067452395	
CZ1P-ASNS	0.217452133739	0.0824331715292	0.16565654267	0.080814250298	-0.0910207291076	0.048792562372	-0.228898192941
REXO1L5P	0.0572397236687	0.101665395221	-0.0499567855469	-0.101906426249	0.159289846894	-0.517313705598	-0.24060566762
LOC107986988		-0.0420977970741	-0.263884632102				
LOC107987005		0.0286913456273	-0.050272148306	0.135044965233		0.0921344230613	
LOC107987163		0.111366424015	0.397608781844				
LOC107987188		0.1003731399	0.134150027157				
LOC107987373&MRPL23		-0.212358972683	-0.76830257821	-0.466421721224		-0.0753549151032	
LOC107987397		-0.0025548954815	-0.0729853947055	-0.144014040344		-0.098395977402	
LOC107987423	-0.106050151967	-0.377511872477	-0.187752825046	-0.268691807763	-0.0175568367727	-0.164075887582	-0.0732383577798
LOC107987425&LILRB3	0.150266593466	0.00054203300864	0.133348575615	0.105816714202	0.0411745934153	-0.0568364792435	0.0256377717273
LOC107987433		0.0716970197044	-0.0337544937324	0.034474522125		0.290023425012	
LOC107987438	0.0773879619187	0.0771792184365	0.074145539578	0.0102548734392	-0.00232225462874	-0.0393462038314	0.0837119635595
LOC107987461		0.103090298672	-0.0134981056766	0.00582114560696		0.250373014713	
LOC107987462	-0.22830218618	0.338793034521	-0.177808974116	-0.00217973465838	0.289732210747	0.314659059136	0.0174155834882
LOC107987478&LOC107987479	0.00253470820026	0.0208010551167	0.273383706176	0.375434299396	0.0276325068202	0.271278572539	0.0770600899147
LOC107987484&LOC107987485&LOC107987486&LOC107987487&LOC107987488&LOC107987489&LOC107987490&LOC107987491	0.0352351455984	0.286753660604	0.000679392678937	0.491410188383	0.153029309458	0.436932830822	0.228953557261
LOC107987545&OR2A7&OR2A4	-0.123758259669	-0.153464237439	0.0041591165843	0.0768254380284	-0.0987967994656	0.128592991274	-0.256319500495
LOC107987587	0.213294992241	0.0793735066211	-0.17138076265	0.0813692983044	-0.0319864957483	0.0333988493697	-0.0385621688539
RPP40	-0.862116349927	-0.50439666798	-0.407265025232	-0.554871752984	-0.329212412506	-0.594485454701	-0.661215536325
ADCY2	-0.246833604472	0.0010453153138	-0.197197423219	-0.0600333725775	-0.360210509715	-0.28585959596	0.0856330459312
CFTR	-0.066942051809	0.0307903183562	-0.11752810801	0.0334516526426	-0.300267823575	0.0535578713323	0.0296442006207
CYSLTR1	0.0468462344151	-0.0209175733253	0.0913821298651	0.054537589579	-0.0695008589668	0.0167575070995	-0.148715898427
SEPT9		-0.0840617810181	-0.157033378544	-0.115873122349		-0.135064586868	
CCR9	0.084171877466	0.135047934709	0.102417808184	0.0743778809568	0.146016103336	-0.0247837948143	-0.0841474097718
GJB6	-0.163997832662	0.230847012127	0.14975192996	0.0409243851381	0.38062383509	-0.00175566241466	0.121967023271
SDCCAG8		-0.366113339676	0.0170859296265	-0.142962086494		-0.311198702736	
SDCCAG3		-0.111556254143	0.0376034084457	-0.141500000924		-0.267768495181	
HSPH1		-0.273345716493	-0.327467008114	-0.0806109253904		0.0969182845801	
STARD10		-0.194924886615	-0.168468408479	-0.104683503727		0.202588934899	
CGA		0.0967232779856	-0.0634048419711	-0.513320115393		-0.220250138453	
WASF3		0.0601675271875	-0.0083798199541	-0.0733698636503		0.0755641682787	
NOXA1	0.144792657927	0.177127551415	0.256934277548	0.0682129953431	-0.180133508529	-0.111150010339	0.383815516729
UTP14A		-0.849373649138	-0.927747031884	-0.948180814554		-0.819923348118	
CPLX2		-0.112079315759	-0.312350524691	-0.204839835713		-0.0918204993059	
CPLX1		-0.0285144237566	0.117142971367	0.0513846818617		-0.0396221351642	
SPINT3		-0.367598573754	-1.42160105108e-05	-0.273317288066		-0.0766956127919	
FRS3	0.113085639556	-0.156222148219	-0.047624491288	-0.00379401712	-0.0627691260211	-0.388356491919	0.118052328899
FRS2	-0.0541130980021	-0.0890765245703	0.140960636092	0.0516174028864	-0.389242101919	0.080551451801	-0.212132976336
CGB3&CGB1&CGB2&CGB5&CGB7&CGB8	0.162296473231	0.0237172961086	-0.0451047308419	0.0924362804451	-0.0280306471024	0.0160605891121	-0.0787583460793
NEU3	-0.126188365058	0.117386393028	-0.00672592269594	0.0261007949212	-0.247154852426	-0.33937948006	0.0764536493909
FAXDC2		0.161628933895	0.112010970773	-0.160010961089		0.131181337186	
FAM114A2		-0.0416078925078	0.255873425423	0.139182796318		-0.122048422627	
ZNF275	0.159843428404	-0.00873766005896	0.117405442816	0.0581030600122	-0.0883604954206	0.141757243736	0.104242537221
CEACAM3	0.0155031759305	-0.279979733817	0.000102213290517	-0.0743882294523	-0.295645312073	-0.235645678323	0.0516034079692
ALDH1L1	0.131659770948	0.115134174076	-0.124181823868	0.0743765480952	-0.041912444224	0.0469384610223	0.387361530423
FTCD	0.0830952142573	-0.157745696838	-0.161653545977	-0.325888383237	-0.180871167598	-0.0316019847087	-0.447487048569
PPP1R17	-0.312276950047	-0.280223138436	0.18675627532	-0.0495037426282	-0.0888857227292	-0.163654118223	0.218853400674
TUBGCP2		-1.11404522173	-1.09786985966	-1.20848134749		-1.05795445354	
CLPX		0.0517966998133	0.363614059192	0.179160302303		0.190077047146	
PDE10A	-0.238673346447	-0.0621923728368	-0.147119157069	0.0115624987626	-0.0727641174219	-0.20671700072	-0.0257328368871
SRCAP	-0.128838721174	-0.683627778574	-0.633963413606	-0.551910545728	0.019080406558	-0.340616186353	-0.837255384832
PPP1R13L	0.183750795888	-0.253672960184	-0.152748801594	0.0424997611168	0.243751004001	-0.118086861417	0.0367394148029
CD3EAP		-0.0328862283986	-0.220277433455	0.0578016206241		0.129428424362	
CCL27	-0.415155736103	-0.202582858195	-0.359628899938	-0.166348867993	-0.192513062157	-0.0973655907004	0.229656002221
HPSE		-0.18928315654	-0.0597871555646	0.126211890653		-0.198595981397	
RUVBL2	-1.23762820826	-1.1148341964	-1.12121796195	-1.172799702	-1.62472700573	-1.49537633362	-1.0306278066
PGRMC1	-0.0709839637155	-0.0398106944451	0.188928032855	0.117252792933	0.157739807582	-0.0945863012723	0.258134126873
CYP46A1	-0.183792148326	0.0317078158024	0.108416222685	-0.233285630428	-0.0780171998559	0.0530284216125	0.116872036605
LILRB1	-0.0216792188731	-0.0777947115622	0.0128825558142	-0.0254733334405	-0.0584348183312	-0.157868675071	-0.0404194256179
SLC26A1	-0.0704662483427	0.168749360289	0.261021380798	0.0882269793372	-0.285662698839	-0.0307203310065	-0.050209277649
ADAM28	0.0860504940649	0.0148920438171	0.0344744584331	-0.122954680232	0.0304063938923	-0.122947130204	-0.0110406809196
SLC22A7	-0.0740476558951	0.109848222634	0.155658900347	-0.0467207188954	0.175511417439	-0.0688888728728	-0.110125052095
ARID5A		0.0844533740282	0.0430088980702	0.0469920346903		0.0256254038	
HCP5		0.153467217029	0.0900087787227	0.0636431123522		0.131937028303	
TSPAN9		-0.0547751866032	-0.136952178502	-0.0899442315459		-0.346277372792	
USP20	0.075852218695	0.118680192021	-0.0691724907215	-0.0711412534188	-0.0889080973204	0.0558749331003	0.0666366946013
USP19	-0.278383277603	0.0304766001914	-0.203864690707	-0.188320927851	-0.255068005265	-0.354759359733	-0.147966034887
CEACAM7		-0.305203583618	-0.373647367018	-0.533968993661		-0.734720034028	
CD300C	0.0898057906319	-0.0966513921907	-0.127104856734	-0.137703950489	-0.250770113871	-0.0324798800565	-0.134984893963
ME3	-0.0745878048513	0.125568570433	-0.057799784433	0.223335672161	-0.0531730497804	-0.0402010107256	0.299072641157
NMU		-0.219938363774	0.0876887468791	-0.174269826761		-0.0406164326086	
FGL2		-0.0850869638987	-0.163511443354	-0.100991236143		-0.157785838596	
EDDM3A		0.107716692586	-0.116153216379	-0.120413453959		-0.0405989369217	
CFHR4		-0.136897201056	0.173317086322	0.386788424265		-0.340260550091	
CFHR3		0.2725487069	-0.140639648872	-0.307279714233		0.131259626118	
SMR3B		-0.220076522661	-0.054044945998	0.0825096173654		-0.0393377858493	
CEACAM8	0.0238803453167	0.00608854399164	0.156577509641	-0.281616614052	-0.0340875820352	-0.0468567077352	-0.167522278303
ACTL7B	0.00831995516519	0.308067599482	-0.0360724208313	0.0814135410731	0.10616525269	0.0194942561672	-0.166058563207
ACTL7A	-0.141957297291	-0.181473030312	-0.0218579143335	-0.45359220322	-0.417248980612	-0.238579928252	-0.468616827484
C1QL1		0.11143486673	-0.239635372607	0.100813673427		-0.1046937674	
WDR3		-0.832971331853	-0.386311520417	-0.787253337815		-0.489455832971	
NPFFR2	0.291097660703	0.112910467236	0.17926090367	0.166004648759	0.0554237850597	-0.0160428545966	0.356702641489
PROKR1	0.220413260441	-0.0829358691044	0.230389533391	0.217006074586	0.25162703073	0.0356852065631	0.29405787577
GPR83	-0.254235283113	-0.146098890437	-0.231493625167	-0.149714448842	-0.222587712163	-0.00776478528414	-0.218153362528
CEACAM4		-0.149884286219	0.0493457882539	-0.221807801636		0.0577395148391	
RAB10	-0.194806390461	-0.119280763123	0.0571673140155	0.00714171955174	-0.145653655699	-0.197291653723	-0.430965322252
ZNF8-ERVK3-1	-0.228727296858	-0.448625432345	-0.393486640598	-0.362470912263	-0.491348204403	-0.382663224445	0.0100589209302
PPARGC1A	-0.364062130788	-0.0483309849538	0.0807176302457	-0.422747114814	-0.344239753035	-0.00481326901206	-0.505424654826
MALT1	0.26852460455	-0.0852959937811	0.160655179465	-0.0669867279042	-0.36272895775	-0.0337675765483	0.140308087464
MMP24	0.00624603660503	0.0511470092933	0.217407712575	-0.0621594963326	-0.0416215792922	-0.0155211068846	-0.144265038854
LYVE1	-0.374477683437	-0.173110965351	-0.185103374127	-0.0910512515158	-0.32008054733	-0.0833548860892	-0.502193253189
OCLM		0.115149905238	0.101742611285	0.0141785315324		0.0778075937659	
YIF1A		-0.117276073349	-0.089798984919	-0.0358918857797		0.0183355384254	
CPSF4	-0.639729226126	-0.283879005677	-0.381192083455	-0.364385662625	-0.357146969881	-0.319803864338	-0.252813785034
JTB	-0.0211993792247	-0.0186035536687	0.139312754714	-0.197797733324	-0.0739301758889	-0.00147947421554	-0.164054286106
ADCY3	-0.126032704167	-0.078511343247	0.179672520077	0.234665527439	0.170568150275	-0.0292199779872	0.125126230982
RUNDC3A	-0.230277591716	0.267166353468	0.0919647898998	-0.0257912980169	0.0946922842549	-0.1521508403	0.00783534540417
DHRS4	0.346759860161	0.0278859687038	0.263611789134	0.197638968834	0.0776028765073	-0.00048639914599	0.0776152739763
BRD8	-0.0113858938387	-0.0252140419492	-0.0691870609569	0.11484931694	-0.258778187453	-0.0775701538443	-0.0181902927363
BLCAP		0.048182658406	0.138629606959	0.214587849808		0.0740123263933	
MAN1A2	-0.0519878596924	-0.150081165108	0.110123581524	-0.129142360298	0.101156045019	0.231835547214	0.181883170979
TRAFD1	0.0374549369156	-0.10563299774	0.106746093385	-0.0467731450547	-0.161627467452	0.109268933002	-0.0225369787772
TXNL4A	-0.601376812955	-0.426765338302	-0.65933576953	-0.516716768636	-0.228310244025	-0.577825200642	-0.243679110274
PNPLA6	-0.180431321371	-0.12256704949	0.136475533608	-0.019918659976	-0.0671727739785	-0.211976730493	-0.278301843328
SUGT1	0.0514702106524	0.000441444327959	-0.113020033787	-0.0874668005437	-0.0378344317081	-0.23612173086	0.0954832103334
UTS2		0.0359609734191	-0.276038792385	-0.0540312198595		-0.216426217705	
GADD45G	0.0622577722817	0.173278202038	-0.127609216754	-0.124222469725	-0.05559629228	0.143517388694	-0.0969110452934
EDAR	-0.115761869598	-0.307055594661	-0.083406784539	-0.132473746181	-0.555195880367	-0.152149569484	-0.235914031403
PAPOLA	-0.147946795128	-0.3713097905	-0.482723819461	-0.216940388422	-0.394184741499	-0.394796101965	-0.397991507685
TCERG1	-0.589311214245	-0.483064270555	-0.437456859995	-0.770252932895	-0.319967959526	-0.899413818976	-0.605339562861
MAGED2		-0.0994052815437	0.0411692765896	-0.12346598237		-0.250809509981	
BTNL3	-0.15478251529	0.0111580792526	-0.154237290985	-0.0275317698776	0.185937616981	-0.149743732116	-0.189264386393
EHMT2	-0.0149101704279	-0.294922554233	-0.090155461669	-0.205255073259	-0.0742686323066	-0.0801576567984	-0.25173469731
COPS8	-1.03245108538	-1.27851434596	-1.81198299511	-0.924187349086	-0.67484132923	-0.382573430171	-1.40292453374
RNPS1	-1.19605617082	-1.3086816855	-0.771103381258	-1.00375014543	-1.46246667225	-1.4184829347	-1.53182965195
FASTK	0.0800558194519	-0.0588463798256	0.000422569622841	0.17904766032	0.13555433414	-0.201490857274	-0.275798934125
SUB1	0.337333735156	-0.163448386627	0.0889403365104	-0.0162462743551	0.221855483182	0.396966385407	-0.107341312694
SMPDL3A	0.109454218635	-0.0435533653613	0.401899822929	0.0119154086767	0.0999496030395	0.044961215001	0.105919499107
DBF4	-0.0364593446475	-0.292017652439	-0.210543151591	-0.235116784725	-0.507236013974	-0.176061431014	-0.125962842863
SPIN1		-0.176364968133	0.035524411975	-0.151023641681		-0.018311203283	
RALBP1	-0.337703666072	-0.187679049116	-0.276008640776	-0.211780538358	-0.0492057811932	-0.182330517299	-0.136723518047
ARHGAP27P1-BPTFP1-KPNA2P3		-0.0157833855341	-0.707614262365				
SRSF8	0.202318572424	-0.132918693223	-0.175380737837	0.0178116671866	-0.162536055438	-0.0396050662529	-0.176528066406
APOBEC2	0.190242725884	-0.167733798372	0.0939583253885	0.0755246414003	0.111991406547	-0.122412121529	0.162497946302
MORF4L1	-0.193008092943	0.0296098755647	-0.0797335050425	-0.0197402665046	0.154650711444	0.18637433536	-0.0266383954984
PRDX3	-0.318368419399	0.0100376759997	0.139064788508	0.000802236403894	0.0673137218781	-0.0721940072812	0.216057717483
