#	Symbol	Description	Category	Score	PubmedIds
305	PTK2	Protein Tyrosine Kinase 2	Protein Coding	29.58	18922979 14767470 15866427 (more) 
306	CASP7	Caspase 7	Protein Coding	29.58	9865748 10786680 9927051 (more) 
307	LYVE1	Lymphatic Vessel Endothelial Hyaluronan Receptor 1	Protein Coding	29.56	7512791 9032526 1710213 (more) 
308	HYAL1	Hyaluronidase 1	Protein Coding	29.55	16140946 18718911 12084718 (more) 
309	TP63	Tumor Protein P63	Protein Coding	29.48	19142959 19155438 18300803 (more) 
310	VDR	Vitamin D Receptor	Protein Coding	29.4	9816072 7682937 8836163 (more) 
311	IGF2	Insulin Like Growth Factor 2	Protein Coding	29.27	8855837 9809814 9671770 (more) 
312	PAWR	Pro-Apoptotic WT1 Regulator	Protein Coding	29.24	19470463 19625770 15202013 (more) 
313	ENO2	Enolase 2	Protein Coding	29.19	18452460 1715080 12932928 (more) 
314	CCNB1	Cyclin B1	Protein Coding	29.09	10761703 17513602 14613989 (more) 
315	CREBBP	CREB Binding Protein	Protein Coding	29.07	12507906 15635605 12239622 (more) 
316	SPINT1	Serine Peptidase Inhibitor, Kunitz Type 1	Protein Coding	29	16353247 17786295 18813126 (more) 
317	RAF1	Raf-1 Proto-Oncogene, Serine/Threonine Kinase	Protein Coding	28.95	15754006 15151133 12171880 (more) 
318	PIK3CG	Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma	Protein Coding	28.93	10362360 15548710 14743383 (more) 
319	CDH2	Cadherin 2	Protein Coding	28.93	10487836 12095980 12526217 (more) 
320	MKI67	Marker Of Proliferation Ki-67	Protein Coding	28.92	9457254 18312749 8751578 (more) 
321	REPS2	RALBP1 Associated Eps Domain Containing 2	Protein Coding	28.89	15184881 15455380 15707977
322	CREB1	CAMP Responsive Element Binding Protein 1	Protein Coding	28.89	20370681 15663358 19026724 (more) 
323	FAS	Fas Cell Surface Death Receptor	Protein Coding	28.87	12939396 12782597 11340632 (more) 
324	RELA	RELA Proto-Oncogene, NF-KB Subunit	Protein Coding	28.84	19664134 16205698
325	TERT	Telomerase Reverse Transcriptase	Protein Coding	28.8	12467061 16515751 17712489 (more) 
326	TNFSF11	TNF Superfamily Member 11	Protein Coding	28.79	18366009 19085839 18645583 (more) 
327	MSMP	Microseminoprotein, Prostate Associated	Protein Coding	28.78	
328	CHUK	Component Of Inhibitor Of Nuclear Factor Kappa B Kinase Complex	Protein Coding	28.75	17377533 15576374 17616684
329	MIR335	MicroRNA 335	RNA Gene	28.66	
330	FN1	Fibronectin 1	Protein Coding	28.59	
331	ZEB1	Zinc Finger E-Box Binding Homeobox 1	Protein Coding	28.41	
332	TSPY1	Testis Specific Protein Y-Linked 1	Protein Coding	28.39	11743352 16618725 10090875 (more) 
333	ERBB3	Erb-B2 Receptor Tyrosine Kinase 3	Protein Coding	28.24	9590694 17634423 12888923 (more) 
	ERBB3::MIR125A 46 	MIR125A Macro RNA (hsa-miR-125a) targets ERBB3			
334	ALOX12	Arachidonate 12-Lipoxygenase, 12S Type	Protein Coding	28.12	14669797 10667391 17443494 (more) 
335	PTGS2	Prostaglandin-Endoperoxide Synthase 2	Protein Coding	28.09	15907789 16597032 17609663 (more) 
336	IKBKB	Inhibitor Of Nuclear Factor Kappa B Kinase Subunit Beta	Protein Coding	28.07	17000695 16052230 17616684
337	GSK3B	Glycogen Synthase Kinase 3 Beta	Protein Coding	28.06	14985354 15178691
338	MMP7	Matrix Metallopeptidase 7	Protein Coding	28.06	9783977 11494336 1848860 (more) 
339	SETD2	SET Domain Containing 2, Histone Lysine Methyltransferase	Protein Coding	27.95	12070140 16678800 12213806 (more) 
340	AKT3	AKT Serine/Threonine Kinase 3	Protein Coding	27.92	10419456 20102399 16721361
341	INS	Insulin	Protein Coding	27.8	
342	FGF7	Fibroblast Growth Factor 7	Protein Coding	27.71	8759054 11061946 10544296 (more) 
343	MET	MET Proto-Oncogene, Receptor Tyrosine Kinase	Protein Coding	27.63	7639332 15274358 11948964 (more) 
344	XIAP	X-Linked Inhibitor Of Apoptosis	Protein Coding	27.62	18259199 15595685 17947468 (more) 
345	SKP2	S-Phase Kinase Associated Protein 2	Protein Coding	27.61	14960249 12855638 12188931 (more) 
346	GNRHR	Gonadotropin Releasing Hormone Receptor	Protein Coding	27.52	19331222 16301116 16712461 (more) 
347	SYT7	Synaptotagmin 7	Protein Coding	27.48	
348	EGR1	Early Growth Response 1	Protein Coding	27.39	16552752 19885607 11567222 (more) 
349	CCNA2	Cyclin A2	Protein Coding	27.35	11444193 10068341 8797586 (more) 
350	PDPK1	3-Phosphoinositide Dependent Protein Kinase 1	Protein Coding	27.27	19822882
351	HDAC9	Histone Deacetylase 9	Protein Coding	27.12	14729640 15447991 15389787 (more) 
352	MCL1	MCL1 Apoptosis Regulator, BCL2 Family Member	Protein Coding	27.1	18691406 11781193 8623925 (more) 
353	CFLAR	CASP8 And FADD Like Apoptosis Regulator	Protein Coding	27.09	17106251 15638938 19095249 (more) 
354	BMP4	Bone Morphogenetic Protein 4	Protein Coding	27.08	16294272 8146069 16166304 (more) 
355	KLK4	Kallikrein Related Peptidase 4	Protein Coding	27.06	17545602 12370833 16322328 (more) 
356	ETS2	ETS Proto-Oncogene 2, Transcription Factor	Protein Coding	26.99	15314206 11114728
357	ILK	Integrin Linked Kinase	Protein Coding	26.98	15704679 15870868 15782140 (more) 
358	RHOA	Ras Homolog Family Member A	Protein Coding	26.96	15075243 19920825 16402387 (more) 
359	GRB2	Growth Factor Receptor Bound Protein 2	Protein Coding	26.93	18645672
360	PIAS3	Protein Inhibitor Of Activated STAT 3	Protein Coding	26.68	15138572 11071847
361	TCHP	Trichoplein Keratin Filament Binding	Protein Coding	26.67	
362	IGFBP2	Insulin Like Growth Factor Binding Protein 2	Protein Coding	26.64	9156044 9135695 7682560 (more) 
363	PRKCE	Protein Kinase C Epsilon	Protein Coding	26.61	12616719
364	ANXA5	Annexin A5	Protein Coding	26.44	18377872 11971968 16585199 (more) 
365	PDGFRA	Platelet Derived Growth Factor Receptor Alpha	Protein Coding	26.41	18850002 20442296 16007172
366	TCF7L2	Transcription Factor 7 Like 2	Protein Coding	26.4	18302196 12799378
367	CDC25C	Cell Division Cycle 25C	Protein Coding	26.4	17936851 16000564 15961392 (more) 
368	HSP90B1	Heat Shock Protein 90 Beta Family Member 1	Protein Coding	26.34	16204082
369	TSG101	Tumor Susceptibility 101	Protein Coding	26.11	9444960 14991575 10505033 (more) 
370	MMP3	Matrix Metallopeptidase 3	Protein Coding	26.01	
371	MCAM	Melanoma Cell Adhesion Molecule	Protein Coding	25.94	11722842 18196513 14980717 (more) 
372	COL18A1	Collagen Type XVIII Alpha 1 Chain	Protein Coding	25.89	
373	ETV5	ETS Variant Transcription Factor 5	Protein Coding	25.87	
374	EDNRB	Endothelin Receptor Type B	Protein Coding	25.84	8988036 16956712 16026642 (more) 
375	TGFBR2	Transforming Growth Factor Beta Receptor 2	Protein Coding	25.83	9487120 14654931 18381416 (more) 
	TGFBR2::MIR20A 46 	MIR20A Macro RNA (hsa-miR-20a) targets TGFBR2			
376	AKR1C3	Aldo-Keto Reductase Family 1 Member C3	Protein Coding	25.81	18508192 19489685 17220347 (more) 
377	HSPB1	Heat Shock Protein Family B (Small) Member 1	Protein Coding	25.74	8814840 16038406 11156417 (more) 
378	SEMA4F	Ssemaphorin 4F	Protein Coding	25.73	
379	CDK1	Cyclin Dependent Kinase 1	Protein Coding	25.71	17070313 17043241 15961392 (more) 
380	CDH5	Cadherin 5	Protein Coding	25.68	
381	DNMT1	DNA Methyltransferase 1	Protein Coding	25.55	16533763 11870882 11563853 (more) 
382	PLK1	Polo Like Kinase 1	Protein Coding	25.55	15176053 17265445 14718382 (more) 
383	INHA	Inhibin Subunit Alpha	Protein Coding	25.53	14665874 15451570 14765992 (more) 
384	PDZD2	PDZ Domain Containing 2	Protein Coding	25.48	
385	CYP19A1	Cytochrome P450 Family 19 Subfamily A Member 1	Protein Coding	25.45	14981949 18483761 11595700 (more) 
386	SHBG	Sex Hormone Binding Globulin	Protein Coding	25.42	18339472 8757191 17514649 (more) 
387	CCNG1	Cyclin G1	Protein Coding	25.35	10196184 11451350
388	PDGFD	Platelet Derived Growth Factor D	Protein Coding	25.31	
389	BGLAP	Bone Gamma-Carboxyglutamate Protein	Protein Coding	25.29	1385126 2180721 15781644 (more) 
390	MMP14	Matrix Metallopeptidase 14	Protein Coding	25.29	14673954 12727852 18196535 (more) 
391	ODC1	Ornithine Decarboxylase 1	Protein Coding	25.28	9570735 16103892 15378650 (more) 
392	CCNE1	Cyclin E1	Protein Coding	25.24	
393	PIK3CB	Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Beta	Protein Coding	25.21	
394	TNFRSF10B	TNF Receptor Superfamily Member 10b	Protein Coding	25.2	17320696 11559570 18483298 (more) 
395	ATM	ATM Serine/Threonine Kinase	Protein Coding	25.19	16997395 18634747 15629612 (more) 
396	NFKB1	Nuclear Factor Kappa B Subunit 1	Protein Coding	25.19	
397	GSTM1	Glutathione S-Transferase Mu 1	Protein Coding	25.16	15472409 16720291 18304461 (more) 
398	HDAC1	Histone Deacetylase 1	Protein Coding	25.15	11563853 19252524 15042618 (more) 
399	ALOX15B	Arachidonate 15-Lipoxygenase Type B	Protein Coding	25.1	11839751 20428779 12189136 (more) 
400	CCN1	Cellular Communication Network Factor 1	Protein Coding	25.06	20172544 19180570 9655260 (more) 
401	NCOA2	Nuclear Receptor Coactivator 2	Protein Coding	25.04	19240160 17079484 14871982 (more) 
402	E2F2	E2F Transcription Factor 2	Protein Coding	25.04	
403	UGT2B15	UDP Glucuronosyltransferase Family 2 Member B15	Protein Coding	25.04	15126881 9564848 17848572 (more) 
404	GAPDH	Glyceraldehyde-3-Phosphate Dehydrogenase	Protein Coding	25.01	8650074 18651557 17553795 (more) 
405	PDGFB	Platelet Derived Growth Factor Subunit B	Protein Coding	24.98	
406	EIF3H	Eukaryotic Translation Initiation Factor 3 Subunit H	Protein Coding	24.93	11733359 14997205 10825005 (more) 
407	CHKA	Choline Kinase Alpha	Protein Coding	24.91	19154451 18172309 15389786 (more) 
408	PXN	Paxillin	Protein Coding	24.89	11478803 18449907 17329398 (more) 
409	FOXO3	Forkhead Box O3	Protein Coding	24.81	12351634 17522055 15798096 (more) 
410	CDK6	Cyclin Dependent Kinase 6	Protein Coding	24.8	15790678 18199714
411	FLT4	Fms Related Receptor Tyrosine Kinase 4	Protein Coding	24.75	15880525 16044920 16197616 (more) 
412	TPD52	Tumor Protein D52	Protein Coding	24.73	17418805 15172988 14996714 (more) 
413	CTNND1	Catenin Delta 1	Protein Coding	24.71	17639504 16226102 14748788 (more) 
414	ITGB4	Integrin Subunit Beta 4	Protein Coding	24.67	11026565 9563778 11170153 (more) 
415	KDR	Kinase Insert Domain Receptor	Protein Coding	24.66	17018613 17013882 16197616 (more) 
416	PRDX3	Peroxiredoxin 3	Protein Coding	24.64	
417	VEGFC	Vascular Endothelial Growth Factor C	Protein Coding	24.63	10390013 16978291 18798279 (more) 
418	RASSF1	Ras Association Domain Family Member 1	Protein Coding	24.62	12360410 15289848 17698033 (more) 
419	NTS	Neurotensin	Protein Coding	24.61	10365121 16601285 9167771 (more) 
420	LOX	Lysyl Oxidase	Protein Coding	24.61	8564968 15010818 19020742 (more) 
421	TOP2A	DNA Topoisomerase II Alpha	Protein Coding	24.59	17363613 16556661 8712704 (more) 
422	BMI1	BMI1 Proto-Oncogene, Polycomb Ring Finger	Protein Coding	24.57	16963837 17483039 17134822 (more) 
423	CLDN7	Claudin 7	Protein Coding	24.54	
424	UGT2B17	UDP Glucuronosyltransferase Family 2 Member B17	Protein Coding	24.46	17826523 18247404 16896035 (more) 
425	TNFRSF11B	TNF Receptor Superfamily Member 11b	Protein Coding	24.44	15753366 15042606 11912131 (more) 
426	LGALS3	Galectin 3	Protein Coding	24.39	19286570 11757037 16540661 (more) 
427	TOP1	DNA Topoisomerase I	Protein Coding	24.34	11280753 17080014 18089815 (more) 
428	PRKCA	Protein Kinase C Alpha	Protein Coding	24.33	14719062 7518003 11723237 (more) 
429	CCNE2	Cyclin E2	Protein Coding	24.31	
430	SMAD4	SMAD Family Member 4	Protein Coding	24.27	9285566 19288748 18213629 (more) 
431	APC	APC Regulator Of WNT Signaling Pathway	Protein Coding	24.15	17947477 14743506 11251183 (more) 
432	USP7	Ubiquitin Specific Peptidase 7	Protein Coding	24.14	
433	ARAF	A-Raf Proto-Oncogene, Serine/Threonine Kinase	Protein Coding	24.09	
434	SPP1	Secreted Phosphoprotein 1	Protein Coding	24.01	16424021 20501415 19010864 (more) 
435	RARB	Retinoic Acid Receptor Beta	Protein Coding	24.01	16956712 15289848 9528984 (more) 
436	SCAP	SREBF Chaperone	Protein Coding	24	15133039
437	TIMP3	TIMP Metallopeptidase Inhibitor 3	Protein Coding	23.97	15623627 19798124 16950615 (more) 
438	PCAT4	Prostate Cancer Associated Transcript 4	RNA Gene	23.95	
439	TNFRSF10A	TNF Receptor Superfamily Member 10a	Protein Coding	23.93	11212279 17320696 18056199 (more) 
440	FOS	Fos Proto-Oncogene, AP-1 Transcription Factor Subunit	Protein Coding	23.9	1714628 7522082 18381418 (more) 
441	IKBKG	Inhibitor Of Nuclear Factor Kappa B Kinase Regulatory Subunit Gamma	Protein Coding	23.89	
442	HGF	Hepatocyte Growth Factor	Protein Coding	23.88	12792760 11215208 18312940 (more) 
443	PPARG	Peroxisome Proliferator Activated Receptor Gamma	Protein Coding	23.83	11034093 10984506 12767049 (more) 
444	PROM1	Prominin 1	Protein Coding	23.83	17409422 20407603
445	HOXB9	Homeobox B9	Protein Coding	23.82	
446	NCOA3	Nuclear Receptor Coactivator 3	Protein Coding	23.81	16140970 19305643 18260363 (more) 
447	SPANXD	SPANX Family Member D	Protein Coding	23.8	
448	CIP2A	Cellular Inhibitor Of PP2A	Protein Coding	23.78	
449	S100P	S100 Calcium Binding Protein P	Protein Coding	23.75	
450	PMEPA1	Prostate Transmembrane Protein, Androgen Induced 1	Protein Coding	23.75	12907594 14639658
451	FGF8	Fibroblast Growth Factor 8	Protein Coding	23.74	8891346 8645626 9525747 (more) 
452	STEAP4	STEAP4 Metalloreductase	Protein Coding	23.74	
453	CXCR4	C-X-C Motif Chemokine Receptor 4	Protein Coding	23.67	15240098 18983683 18431597 (more) 
454	BRAF	B-Raf Proto-Oncogene, Serine/Threonine Kinase	Protein Coding	23.66	
455	IBSP	Integrin Binding Sialoprotein	Protein Coding	23.6	14524533 15781644 9665149 (more) 
456	HSD3B2	Hydroxy-Delta-5-Steroid Dehydrogenase, 3 Beta- And Steroid Delta-Isomerase 2	Protein Coding	23.59	17823934 9294620 19505920 (more) 
457	KLK11	Kallikrein Related Peptidase 11	Protein Coding	23.56	10209959 11550212 15893744 (more) 
458	TUSC3	Tumor Suppressor Candidate 3	Protein Coding	23.56	
459	RARRES1	Retinoic Acid Receptor Responder 1	Protein Coding	23.54	
460	KRT5	Keratin 5	Protein Coding	23.54	1711687 16512601 18257370
461	WNT3A	Wnt Family Member 3A	Protein Coding	23.51	15604245 18724388
	WNT3A::MIR15A 46 	MIR15A Macro RNA (hsa-miR-15a) targets WNT3A			
	WNT3A::MIR16-1 46 	MIR16-1 Macro RNA (hsa-miR-16-1) targets WNT3A			
462	FKBP5	FKBP Prolyl Isomerase 5	Protein Coding	23.48	15131019 15821585 20023700
463	NOTCH1	Notch Receptor 1	Protein Coding	23.46	19147749 16230388 11585768 (more) 
	NOTCH1::MIR23B 46 	MIR23B Macro RNA (hsa-miR-23b) targets NOTCH1			
	NOTCH1::MIR27B 46 	MIR27B Macro RNA (hsa-miR-27b) targets NOTCH1			
464	CXCL12	C-X-C Motif Chemokine Ligand 12	Protein Coding	23.45	18983683 17034033 15240098 (more) 
	CXCL12::MIR23A 46 	MIR23A Macro RNA (hsa-miR-23a) targets CXCL12			
465	PIK3R3	Phosphoinositide-3-Kinase Regulatory Subunit 3	Protein Coding	23.39	
466	PRAC2	PRAC2 Small Nuclear Protein	Protein Coding	23.38	
467	PLAT	Plasminogen Activator, Tissue Type	Protein Coding	23.37	
468	XRCC1	X-Ray Repair Cross Complementing 1	Protein Coding	23.24	12643788 19428062 12433703 (more) 
469	TGM4	Transglutaminase 4	Protein Coding	23.23	18983858 17552366 17244021 (more) 
470	PIK3CD	Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Delta	Protein Coding	23.21	
471	GLI1	GLI Family Zinc Finger 1	Protein Coding	23.17	20333644 19158486
472	SP1	Sp1 Transcription Factor	Protein Coding	23.12	15708372 11336792 19017637 (more) 
473	PIK3R2	Phosphoinositide-3-Kinase Regulatory Subunit 2	Protein Coding	23.06	
474	NWD1	NACHT And WD Repeat Domain Containing 1	Protein Coding	23.02	
475	HSP90AB1	Heat Shock Protein 90 Alpha Family Class B Member 1	Protein Coding	23	
476	SHC1	SHC Adaptor Protein 1	Protein Coding	22.99	18504439 20111892 14696093 (more) 
477	PEBP1	Phosphatidylethanolamine Binding Protein 1	Protein Coding	22.98	15565643 16175585 19779262 (more) 
478	NTRK1	Neurotrophic Receptor Tyrosine Kinase 1	Protein Coding	22.98	17596848 16242838 11027413 (more) 
479	HBEGF	Heparin Binding EGF Like Growth Factor	Protein Coding	22.95	9518259 14518027 10579352 (more) 
480	EPCAM	Epithelial Cell Adhesion Molecule	Protein Coding	22.94	16404366 17516570 10810356
481	STEAP3	STEAP3 Metalloreductase	Protein Coding	22.93	
482	SOS1	SOS Ras/Rac Guanine Nucleotide Exchange Factor 1	Protein Coding	22.91	
483	KDM4C	Lysine Demethylase 4C	Protein Coding	22.91	
484	MIEN1	Migration And Invasion Enhancer 1	Protein Coding	22.88	
485	CYP27B1	Cytochrome P450 Family 27 Subfamily B Member 1	Protein Coding	22.84	17932346 15947108 20147525 (more) 
486	CCND2	Cyclin D2	Protein Coding	22.83	19577536 14581343 20418948 (more) 
487	VAV3	Vav Guanine Nucleotide Exchange Factor 3	Protein Coding	22.83	18676865 16762975 18079321 (more) 
488	HSPA5	Heat Shock Protein Family A (Hsp70) Member 5	Protein Coding	22.77	19097122 17062670 17640713 (more) 
489	CSNK2A1	Casein Kinase 2 Alpha 1	Protein Coding	22.74	17044081 12738992 16489027 (more) 
490	ANXA1	Annexin A1	Protein Coding	22.73	16324197 19351789 16741918 (more) 
491	ELOC	Elongin C	Protein Coding	22.7	
492	MAP2K2	Mitogen-Activated Protein Kinase Kinase 2	Protein Coding	22.69	
493	BIRC2	Baculoviral IAP Repeat Containing 2	Protein Coding	22.67	15065090 19549337 11948968
494	INTS6	Integrator Complex Subunit 6	Protein Coding	22.67	
495	TNS4	Tensin 4	Protein Coding	22.65	
496	IGSF8	Immunoglobulin Superfamily Member 8	Protein Coding	22.62	
497	HMGN2P46	High Mobility Group Nucleosomal Binding Domain 2 Pseudogene 46	Pseudogene	22.61	
498	CYP1B1	Cytochrome P450 Family 1 Subfamily B Member 1	Protein Coding	22.59	16115918 12200121 19919114 (more) 
	CYP1B1::MIR27B 46 	MIR27B Macro RNA (hsa-miR-27b) targets CYP1B1			
499	DIABLO	Diablo IAP-Binding Mitochondrial Protein	Protein Coding	22.59	12752217 19895686 16517140 (more) 
500	RPS6KB1	Ribosomal Protein S6 Kinase B1	Protein Coding	22.58	12799464 17624310 19443706
501	DKK1	Dickkopf WNT Signaling Pathway Inhibitor 1	Protein Coding	22.57	18453541
502	BMP7	Bone Morphogenetic Protein 7	Protein Coding	22.52	17656261 15861517 19111825 (more) 
503	RECK	Reversion Inducing Cysteine Rich Protein With Kazal Motifs	Protein Coding	22.49	16806661 17583418 15928670 (more) 
504	JAK2	Janus Kinase 2	Protein Coding	22.48	15256446 14749471 20233708 (more) 
	JAK2::MIR375 46 	MIR375 Macro RNA (hsa-miR-375) targets JAK2			
505	NR3C1	Nuclear Receptor Subfamily 3 Group C Member 1	Protein Coding	22.46	11717335 17062674 11357055 (more) 
506	CYP24A1	Cytochrome P450 Family 24 Subfamily A Member 1	Protein Coding	22.41	12270218 12485911 17368180 (more) 
507	ITGB1	Integrin Subunit Beta 1	Protein Coding	22.4	11205242 8878413 9135498 (more) 
508	CYP1A1	Cytochrome P450 Family 1 Subfamily A Member 1	Protein Coding	22.38	14743400 18304461 16466991 (more) 
509	FASLG	Fas Ligand	Protein Coding	22.33	17875776 11585763 18790782 (more) 
510	EDNRA	Endothelin Receptor Type A	Protein Coding	22.27	17368711 12193141 17656249 (more) 
511	RCN1	Reticulocalbin 1	Protein Coding	22.21	
512	FGF1	Fibroblast Growth Factor 1	Protein Coding	22.21	14673954 11146443 9777371 (more) 
513	BCL2L11	BCL2 Like 11	Protein Coding	22.19	12019181 15767553 12629510
514	HSD3B1	Hydroxy-Delta-5-Steroid Dehydrogenase, 3 Beta- And Steroid Delta-Isomerase 1	Protein Coding	22.16	11912155 19505920
515	BAK1	BCL2 Antagonist/Killer 1	Protein Coding	22.14	16794010 17062688 9815595 (more) 
516	LPXN	Leupaxin	Protein Coding	22.12	
517	TNFRSF10D	TNF Receptor Superfamily Member 10d	Protein Coding	22.11	17853923 11212279 16541419 (more) 
518	CDH11	Cadherin 11	Protein Coding	22.1	18708358 20484040 10910081 (more) 
519	STK4	Serine/Threonine Kinase 4	Protein Coding	22.09	
520	H2AC18	H2A Clustered Histone 18	Protein Coding	22.09	
521	PCNA	Proliferating Cell Nuclear Antigen	Protein Coding	22.02	14748788 1360498 15555337 (more) 
522	FADD	Fas Associated Via Death Domain	Protein Coding	22.02	19955841 15906275 18196534 (more) 
523	CREB5	CAMP Responsive Element Binding Protein 5	Protein Coding	22.01	
524	MME	Membrane Metalloendopeptidase	Protein Coding	22.01	17083125 19047112 15217945 (more) 
525	IL6	Interleukin 6	Protein Coding	22	
526	TCF7L1	Transcription Factor 7 Like 1	Protein Coding	21.97	
527	EZR	Ezrin	Protein Coding	21.96	16230228 18459457 15028477 (more) 
528	CREB3	CAMP Responsive Element Binding Protein 3	Protein Coding	21.93	
529	BMX	BMX Non-Receptor Tyrosine Kinase	Protein Coding	21.93	16912182 15355990 9520419 (more) 
530	ERBB4	Erb-B2 Receptor Tyrosine Kinase 4	Protein Coding	21.92	17922460 17440944 9072304 (more) 
531	EEF1A1	Eukaryotic Translation Elongation Factor 1 Alpha 1	Protein Coding	21.91	16707856 8988032 18853312 (more) 
532	PRKD1	Protein Kinase D1	Protein Coding	21.89	12859948 17979146 19767773 (more) 
533	ID1	Inhibitor Of DNA Binding 1, HLH Protein	Protein Coding	21.89	18752043 20388787 20186495 (more) 
534	JAK1	Janus Kinase 1	Protein Coding	21.86	10660600 14749471 16102578 (more) 
535	HSPA4	Heat Shock Protein Family A (Hsp70) Member 4	Protein Coding	21.86	17114456 17079215 15764345 (more) 
536	TGIF1	TGFB Induced Factor Homeobox 1	Protein Coding	21.83	1650622 7974525 9486855 (more) 
537	BIRC3	Baculoviral IAP Repeat Containing 3	Protein Coding	21.83	19549337 12269771 11948968
538	NCOR1	Nuclear Receptor Corepressor 1	Protein Coding	21.83	16886664 14744261 16373395
539	SOD2	Superoxide Dismutase 2	Protein Coding	21.8	18784358 19647296 19528373 (more) 
540	DMTN	Dematin Actin Binding Protein	Protein Coding	21.79	10565303
541	AGR3	Anterior Gradient 3, Protein Disulphide Isomerase Family Member	Protein Coding	21.76	
542	AKR1C2	Aldo-Keto Reductase Family 1 Member C2	Protein Coding	21.76	17283174 12539226 18508192 (more) 
543	TWIST1	Twist Family BHLH Transcription Factor 1	Protein Coding	21.71	15958559 17394502 18453541
544	RDH11	Retinol Dehydrogenase 11	Protein Coding	21.67	
545	ANXA2	Annexin A2	Protein Coding	21.66	18636554 12629510 18924133 (more) 
546	RUNX2	RUNX Family Transcription Factor 2	Protein Coding	21.65	19509141 19915614 18453541 (more) 
547	SOS2	SOS Ras/Rho Guanine Nucleotide Exchange Factor 2	Protein Coding	21.62	
548	NCOR2	Nuclear Receptor Corepressor 2	Protein Coding	21.62	15300237 15948728 17804755 (more) 
549	THBS1	Thrombospondin 1	Protein Coding	21.6	11856116 15180634 11228532 (more) 
550	AREG	Amphiregulin	Protein Coding	21.55	8049525 19735466 18023415 (more) 
551	MAP2K4	Mitogen-Activated Protein Kinase Kinase 4	Protein Coding	21.53	11306453 17577251 18337456 (more) 
552	FLT1	Fms Related Receptor Tyrosine Kinase 1	Protein Coding	21.51	18814815 19385972 16197616 (more) 
553	LGALS1	Galectin 1	Protein Coding	21.51	17616672 16607379 9917496 (more) 
554	F2R	Coagulation Factor II Thrombin Receptor	Protein Coding	21.46	14716737 16245281 12429291 (more) 
555	MAPK14	Mitogen-Activated Protein Kinase 14	Protein Coding	21.46	17531530 12589052 18337475 (more) 
556	BMP2	Bone Morphogenetic Protein 2	Protein Coding	21.4	16391828 18512729 19811499 (more) 
557	AGK	Acylglycerol Kinase	Protein Coding	21.35	19549252 16246119 15939762
558	PCAT19	Prostate Cancer Associated Transcript 19	RNA Gene	21.32	
559	SAT1	Spermidine/Spermine N1-Acetyltransferase 1	Protein Coding	21.28	15096507
560	MIRLET7A1	MicroRNA Let-7a-1	RNA Gene	21.27	
561	IGFBP1	Insulin Like Growth Factor Binding Protein 1	Protein Coding	21.26	12746292 11352850 20166103 (more) 
562	NDRG1	N-Myc Downstream Regulated 1	Protein Coding	21.26	14734473 16920733 19622774
563	TUBB	Tubulin Beta Class I	Protein Coding	21.25	18957327 19947927 19690549 (more) 
564	SPINK1	Serine Peptidase Inhibitor Kazal Type 1	Protein Coding	21.25	17306443 20442300 18538735 (more) 
565	EIF4EBP1	Eukaryotic Translation Initiation Factor 4E Binding Protein 1	Protein Coding	21.24	17440067 16652388 19383915
566	NCOA1	Nuclear Receptor Coactivator 1	Protein Coding	21.22	19305643 19255064 15027889 (more) 
567	ABCG2	ATP Binding Cassette Subfamily G Member 2 (Junior Blood Group)	Protein Coding	21.22	18056989 18710444 16061644
568	TNK2	Tyrosine Kinase Non Receptor 2	Protein Coding	21.21	17494760 18190847 16288044
569	CTSB	Cathepsin B	Protein Coding	21.2	15330217 10652560 11536307 (more) 
570	IFI27	Interferon Alpha Inducible Protein 27	Protein Coding	21.2	17938263 20208355 10066070 (more) 
571	NPM1	Nucleophosmin 1	Protein Coding	21.14	10344220 17549383 7511264 (more) 
572	SMAD2	SMAD Family Member 2	Protein Coding	21.13	12853969
573	KLK6	Kallikrein Related Peptidase 6	Protein Coding	21.12	12218299 14696124 12142373
574	CALR	Calreticulin	Protein Coding	21.08	19608864 10213498 10229657
575	CDKN2B	Cyclin Dependent Kinase Inhibitor 2B	Protein Coding	21.07	10797499 20021940 9112579 (more) 
576	TIMP2	TIMP Metallopeptidase Inhibitor 2	Protein Coding	21.07	17847032 9174126 15999602 (more) 
577	ITGA2	Integrin Subunit Alpha 2	Protein Coding	21.06	19424590 11918080 9009105
578	SPOP	Speckle Type BTB/POZ Protein	Protein Coding	21.04	
579	MAPK9	Mitogen-Activated Protein Kinase 9	Protein Coding	21.03	12538493 12633850
580	NME1	NME/NM23 Nucleoside Diphosphate Kinase 1	Protein Coding	21.03	10072163 9394845 7510345 (more) 
581	FST	Follistatin	Protein Coding	21.01	10081911 9360551 8940339 (more) 
582	FOXA1	Forkhead Box A1	Protein Coding	20.95	
583	SNAI1	Snail Family Transcriptional Repressor 1	Protein Coding	20.93	
584	WDR77	WD Repeat Domain 77	Protein Coding	20.92	
585	RAC1	Rac Family Small GTPase 1	Protein Coding	20.9	19242540 15077174 20203103 (more) 
586	TGFB2	Transforming Growth Factor Beta 2	Protein Coding	20.89	9000208 8274428 9316654 (more) 
587	NOG	Noggin	Protein Coding	20.88	18931653 17200191 19111821 (more) 
