chr_x	start_x	end_x	chr_y	start_y	end_y	Replicate	Seq_Depth	anchor_ID_x	anchor_ID_y	loop_ID	fdr	detection_scale
chr6	112170000	112190000	chr6	112310000	112330000	8	200000000	1986	1987	1986_1987	0.18375314396394	2.11121265723663
chr6	118290000	118300000	chr6	118500000	118510000	8	200000000	1993	1994	1993_1994	0.101030188377767	2.11121265723663
chr6	133930000	133950000	chr6	134070000	134100000	8	200000000	2013	2014	2013_2014	0.0954442714458209	2.59920766833995
chr6	134130000	134180000	chr6	134810000	134830000	8	200000000	2015	2017	2015_2017	0.0569990640896182	2.11121265723663
chr6	136640000	136660000	chr6	136780000	136800000	8	200000000	2023	2024	2023_2024	0.183815126878375	2.11121265723663
chr6	148330000	148340000	chr6	148440000	148460000	8	200000000	2057	2058	2057_2058	0.175147353573632	2.11121265723663
chr6	150070000	150090000	chr6	150310000	150350000	8	200000000	2067	2068	2067_2068	0.0350811984637997	2.11121265723663
chr6	150410000	150430000	chr6	150800000	150820000	8	200000000	2069	2070	2069_2070	0.0381311858517296	2.11121265723663
chr6	158700000	158740000	chr6	158940000	158990000	8	200000000	2098	2099	2098_2099	0.0368537273192937	2.11121265723663
chr6	160110000	160130000	chr6	160450000	160470000	8	200000000	2102	2103	2102_2103	0.0837890020046784	2.11121265723663
chr6	165880000	165900000	chr6	166090000	166120000	8	200000000	2110	2111	2110_2111	0.0132588621841389	2.59920766833995
chr6	166250000	166270000	chr6	166400000	166420000	8	200000000	2112	2113	2112_2113	0.0444315022734324	2.11121265723663
chr7	1180000	1210000	chr7	1390000	1400000	8	200000000	5001	5002	5001_5002	0.184450093474783	2.11121265723663
chr7	1650000	1670000	chr7	2210000	2230000	8	200000000	5007	5012	5007_5012	0.11139286581357	2.11121265723663
chr7	6150000	6180000	chr7	6300000	6350000	8	200000000	5029	5031	5029_5031	0.143892788381073	2.59920766833995
chr7	8430000	8460000	chr7	8710000	8740000	8	200000000	5034	5036	5034_5036	0.134343647638258	2.59920766833995
chr7	8430000	8460000	chr7	8630000	8640000	8	200000000	5034	5035	5034_5035	0.13061020675271	2.11121265723663
chr7	16430000	16440000	chr7	16560000	16570000	8	200000000	5050	5051	5050_5051	0.184350219228385	2.11121265723663
chr7	23560000	23580000	chr7	23700000	23720000	8	200000000	5065	5066	5065_5066	0.04269673384159	2.11121265723663
chr7	25240000	25270000	chr7	25380000	25400000	8	200000000	5069	5070	5069_5070	0.0833089431321117	2.11121265723663
chr7	26350000	26380000	chr7	26650000	26670000	8	200000000	5077	5079	5077_5079	0.160937534841338	2.11121265723663
chr7	26850000	26870000	chr7	27100000	27140000	8	200000000	5080	5081	5080_5081	0.0600689212672487	2.11121265723663
chr7	39570000	39590000	chr7	39730000	39740000	8	200000000	5100	5102	5100_5102	0.109338097020424	2.59920766833995
chr7	48310000	48320000	chr7	49840000	49850000	8	200000000	5124	5125	5124_5125	0.187608054261272	2.59920766833995
chr7	54770000	54780000	chr7	55240000	55270000	8	200000000	5128	5129	5128_5129	0.0469715484758766	2.59920766833995
chr7	74200000	74220000	chr7	74390000	74410000	8	200000000	5172	5175	5172_5175	0.0381813172093773	2.11121265723663
chr7	80050000	80120000	chr7	80380000	80450000	8	200000000	5194	5197	5194_5197	0.0381813172093773	3.2
chr7	83400000	83410000	chr7	83650000	83680000	8	200000000	5216	5217	5216_5217	0.0239734402026134	2.59920766833995
chr7	87290000	87320000	chr7	87410000	87440000	8	200000000	5233	5234	5233_5234	0.044867871347281	2.11121265723663
chr7	95510000	95530000	chr7	95680000	95700000	8	200000000	5258	5259	5258_5259	0.00699120041265868	2.11121265723663
chr7	98460000	98470000	chr7	98730000	98760000	8	200000000	5265	5268	5265_5268	0.171658448613064	3.2
chr7	98890000	98940000	chr7	99290000	99370000	8	200000000	5270	5275	5270_5275	0.0778547679818416	2.11121265723663
chr7	99020000	99060000	chr7	99290000	99370000	8	200000000	5272	5275	5272_5275	0.0628027781694246	2.11121265723663
chr7	100550000	100580000	chr7	100680000	100700000	8	200000000	5279	5280	5279_5280	0.0508920060472002	2.11121265723663
chr7	101540000	101560000	chr7	102230000	102290000	8	200000000	5285	5296	5285_5296	0.149596621136542	2.11121265723663
chr7	101570000	101590000	chr7	101680000	101720000	8	200000000	5286	5287	5286_5287	0.185315354990672	2.11121265723663
chr7	101790000	101820000	chr7	102190000	102220000	8	200000000	5288	5295	5288_5295	0.0932393665967926	2.59920766833995
chr7	113150000	113160000	chr7	113270000	113280000	8	200000000	5317	5318	5317_5318	0.172864857910187	2.11121265723663
chr7	117440000	117480000	chr7	117680000	117720000	8	200000000	5321	5322	5321_5322	0.155243275902742	3.2
chr7	120960000	120970000	chr7	121080000	121090000	8	200000000	5323	5324	5323_5324	0.184687094869459	2.11121265723663
chr7	138190000	138210000	chr7	138320000	138340000	8	200000000	5367	5368	5367_5368	0.0881909429287874	2.11121265723663
chr7	139600000	139640000	chr7	139970000	140010000	8	200000000	5373	5378	5373_5378	0.0606388322218146	2.11121265723663
chr7	149300000	149310000	chr7	149430000	149440000	8	200000000	5408	5409	5408_5409	0.129948075581296	2.11121265723663
chr7	156950000	156990000	chr7	157220000	157270000	8	200000000	5434	5436	5434_5436	0.123461885247056	3.67583473599051
chr8	2590000	2640000	chr8	2790000	2860000	8	200000000	5445	5447	5445_5447	0.185729501298086	3.67583473599051
chr8	8740000	8810000	chr8	8940000	9000000	8	200000000	5466	5468	5466_5468	0.105621889007066	2.11121265723663
chr8	9030000	9060000	chr8	9150000	9170000	8	200000000	5469	5470	5469_5470	0.164488849135147	2.59920766833995
chr8	11540000	11580000	chr8	11720000	11760000	8	200000000	5479	5480	5479_5480	0.0371694184344421	2.59920766833995
chr8	16820000	16830000	chr8	17100000	17140000	8	200000000	5491	5494	5491_5494	0.163331271512444	2.11121265723663
chr8	17690000	17750000	chr8	17850000	17860000	8	200000000	5498	5499	5498_5499	0.147510973701316	2.11121265723663
chr8	18900000	18940000	chr8	19260000	19280000	8	200000000	5513	5515	5513_5515	0.155738917716856	2.11121265723663
chr8	22410000	22450000	chr8	22560000	22590000	8	200000000	5531	5532	5531_5532	0.0216393959785383	2.59920766833995
chr8	30190000	30230000	chr8	30550000	30580000	8	200000000	5553	5554	5553_5554	0.0847991454599478	4.22242531447326
chr8	30910000	30930000	chr8	31130000	31140000	8	200000000	5555	5557	5555_5557	0.188022089587473	2.11121265723663
chr8	37530000	37550000	chr8	37680000	37720000	8	200000000	5562	5563	5562_5563	0.155346210621956	2.11121265723663
chr8	37780000	37810000	chr8	37910000	37930000	8	200000000	5564	5565	5564_5565	0.115273692380808	2.11121265723663
chr8	41680000	41710000	chr8	41820000	41840000	8	200000000	5586	5587	5586_5587	0.0657057835682591	2.11121265723663
chr8	41980000	42010000	chr8	42120000	42150000	8	200000000	5589	5590	5589_5590	0.114276648810699	2.59920766833995
chr8	48280000	48340000	chr8	48880000	48940000	8	200000000	5602	5607	5602_5607	0.119708821684813	2.59920766833995
chr8	78500000	78510000	chr8	78620000	78640000	8	200000000	5642	5643	5642_5643	0.119137935943315	2.59920766833995
chr8	86120000	86130000	chr8	86350000	86360000	8	200000000	5656	5657	5656_5657	0.166927983235346	2.11121265723663
chr8	100140000	100160000	chr8	100530000	100550000	8	200000000	5677	5681	5677_5681	0.102700414142522	3.2
chr8	100570000	100580000	chr8	100810000	100860000	8	200000000	5682	5684	5682_5684	0.124322800457705	3.67583473599051
chr8	100810000	100860000	chr8	101280000	101300000	8	200000000	5684	5686	5684_5686	0.0675514385595431	2.11121265723663
chr8	102640000	102670000	chr8	102790000	102820000	8	200000000	5689	5690	5689_5690	0.19145003450561	2.59920766833995
chr8	111460000	111470000	chr8	111780000	111800000	8	200000000	5699	5700	5699_5700	0.108678980152513	2.11121265723663
chr8	124580000	124610000	chr8	124900000	124950000	8	200000000	5720	5722	5720_5722	0.133602087335335	3.67583473599051
chr8	124740000	124750000	chr8	124900000	124950000	8	200000000	5721	5722	5721_5722	0.186873061712012	2.59920766833995
chr8	134460000	134480000	chr8	134590000	134600000	8	200000000	5735	5736	5735_5736	0.0781403631865159	2.11121265723663
chr9	600000	630000	chr9	740000	770000	8	200000000	5772	5773	5772_5773	0.182488563897033	2.59920766833995
chr9	13420000	13440000	chr9	14400000	14420000	8	200000000	5791	5794	5791_5794	0.0581474228254762	2.59920766833995
chr9	27320000	27340000	chr9	27520000	27550000	8	200000000	5809	5810	5809_5810	0.121053523611549	2.11121265723663
chr9	34400000	34430000	chr9	34570000	34600000	8	200000000	5817	5819	5817_5819	0.149169570969821	3.67583473599051
chr9	36210000	36220000	chr9	36360000	36370000	8	200000000	5824	5825	5824_5825	0.12331733219018	2.59920766833995
chr9	71060000	71080000	chr9	71190000	71210000	8	200000000	5843	5844	5843_5844	0.14917005468273	2.11121265723663
chr9	74760000	74800000	chr9	74990000	75010000	8	200000000	5853	5855	5853_5855	0.0956862486129078	2.11121265723663
chr9	83320000	83350000	chr9	83530000	83550000	8	200000000	5860	5861	5860_5861	0.161393951146577	2.11121265723663
chr9	86460000	86470000	chr9	87310000	87350000	8	200000000	5867	5869	5867_5869	0.0956862486129078	3.67583473599051
chr9	89590000	89610000	chr9	90080000	90110000	8	200000000	5875	5879	5875_5879	0.0752677630402575	2.11121265723663
chr9	90900000	90910000	chr9	91430000	91450000	8	200000000	5882	5884	5882_5884	0.104163129167769	2.11121265723663
chr9	93150000	93160000	chr9	93290000	93310000	8	200000000	5887	5888	5887_5888	0.189900251575545	2.11121265723663
chr9	109890000	109910000	chr9	110150000	110160000	8	200000000	5921	5923	5921_5923	0.132492873316036	2.11121265723663
chr9	114740000	114750000	chr9	114900000	114930000	8	200000000	5937	5940	5937_5940	0.174092301625576	2.11121265723663
chr9	120610000	120620000	chr9	120730000	120740000	8	200000000	5942	5943	5942_5943	0.185753031557793	2.11121265723663
chr9	122110000	122140000	chr9	122340000	122360000	8	200000000	5946	5947	5946_5947	0.0643217651087122	2.59920766833995
chr9	122450000	122480000	chr9	122800000	122810000	8	200000000	5948	5949	5948_5949	0.0353006476763786	2.11121265723663
chr9	126940000	126970000	chr9	127180000	127200000	8	200000000	5960	5962	5960_5962	0.0744476262054984	2.11121265723663
chr9	128460000	128470000	chr9	128590000	128610000	8	200000000	5972	5973	5972_5973	0.196205452759564	2.11121265723663
chr9	129120000	129150000	chr9	129590000	129640000	8	200000000	5978	5988	5978_5988	0.0325725048812756	2.11121265723663
chr9	131180000	131200000	chr9	131320000	131360000	8	200000000	6001	6002	6001_6002	0.18108912875967	2.59920766833995
chr9	131580000	131610000	chr9	131720000	131750000	8	200000000	6005	6006	6005_6006	0.18108912875967	2.59920766833995
chr9	131760000	131780000	chr9	132230000	132260000	8	200000000	6007	6011	6007_6011	0.0637393593407823	2.11121265723663
chr9	135960000	136000000	chr9	136100000	136130000	8	200000000	6022	6023	6022_6023	0.0762558993238804	2.11121265723663
chr10	7520000	7540000	chr10	7680000	7700000	8	200000000	2432	2433	2432_2433	0.0552768037522886	2.59920766833995
chr10	17300000	17310000	chr10	17440000	17450000	8	200000000	2456	2457	2456_2457	0.105380466162398	2.11121265723663
chr10	35100000	35120000	chr10	35210000	35220000	8	200000000	2481	2482	2481_2482	0.0948471741225663	2.11121265723663
chr10	47080000	47100000	chr10	47250000	47370000	8	200000000	2503	2507	2503_2507	0.0575647973552106	3.67583473599051
chr10	60440000	60450000	chr10	60630000	60650000	8	200000000	2540	2541	2540_2541	0.159282979309379	2.11121265723663
chr10	70910000	70930000	chr10	71270000	71300000	8	200000000	2559	2560	2559_2560	0.0607805622616693	2.59920766833995
chr10	71380000	71390000	chr10	71590000	71600000	8	200000000	2562	2566	2562_2566	0.147647289960844	2.11121265723663
chr10	84370000	84390000	chr10	84510000	84540000	8	200000000	2615	2617	2615_2617	0.131782601794832	2.59920766833995
chr10	89020000	89040000	chr10	89190000	89220000	8	200000000	2633	2634	2633_2634	0.0516556873804465	2.11121265723663
chr10	95410000	95450000	chr10	95580000	95610000	8	200000000	2656	2657	2656_2657	0.171448493856509	2.11121265723663
chr10	97890000	97920000	chr10	98040000	98070000	8	200000000	2670	2671	2670_2671	0.0614928254500984	2.11121265723663
chr10	100550000	100580000	chr10	100860000	100880000	8	200000000	2675	2677	2675_2677	0.101696033366694	2.11121265723663
chr10	101200000	101300000	chr10	101550000	101580000	8	200000000	2678	2682	2678_2682	0.102648211767787	3.2
chr10	101860000	101880000	chr10	102000000	102010000	8	200000000	2684	2685	2684_2685	0.141661833323993	2.11121265723663
chr10	102180000	102190000	chr10	102370000	102400000	8	200000000	2688	2691	2688_2691	0.110529299722481	4.22242531447326
chr10	102890000	102920000	chr10	103060000	103110000	8	200000000	2697	2698	2697_2698	0.137130501430951	2.11121265723663
chr10	103700000	103740000	chr10	103850000	103880000	8	200000000	2699	2700	2699_2700	0.0238058968928106	2.11121265723663
chr10	110130000	110150000	chr10	110270000	110290000	8	200000000	2703	2704	2703_2704	0.0638052738675056	2.11121265723663
chr10	110320000	110350000	chr10	110530000	110560000	8	200000000	2705	2706	2705_2706	0.119502126205405	3.67583473599051
chr10	113680000	113710000	chr10	114080000	114130000	8	200000000	2707	2709	2707_2709	0.12720616845639	2.59920766833995
chr10	113790000	113820000	chr10	114080000	114130000	8	200000000	2708	2709	2708_2709	0.172306953724187	2.59920766833995
chr10	115800000	115820000	chr10	116270000	116300000	8	200000000	2712	2715	2712_2715	0.182726882777755	2.11121265723663
chr10	117490000	117520000	chr10	118230000	118260000	8	200000000	2718	2719	2718_2719	0.102274966011261	2.11121265723663
chr10	118560000	118590000	chr10	118710000	118730000	8	200000000	2721	2722	2721_2722	0.0266854582080468	2.11121265723663
chr10	119190000	119220000	chr10	119420000	119450000	8	200000000	2723	2724	2723_2724	0.0266854582080468	2.59920766833995
chr10	123570000	123590000	chr10	123960000	124030000	8	200000000	2735	2736	2735_2736	0.102274966011261	2.11121265723663
chr10	127890000	127910000	chr10	128000000	128020000	8	200000000	2742	2743	2742_2743	0.144321207592055	2.11121265723663
chr10	132460000	132490000	chr10	132630000	132650000	8	200000000	2750	2751	2750_2751	0.0599365094733456	2.11121265723663
chr11	2530000	2580000	chr11	2830000	2870000	8	200000000	12	13	12_13	0.109038224083805	2.11121265723663
chr11	9000000	9030000	chr11	9120000	9150000	8	200000000	45	46	45_46	0.160003218754069	2.11121265723663
chr11	12030000	12060000	chr11	12260000	12290000	8	200000000	64	67	64_67	0.0196185494982324	3.2
chr11	13200000	13230000	chr11	13330000	13360000	8	200000000	73	74	73_74	0.190767211677136	2.59920766833995
chr11	16800000	16820000	chr11	16930000	16940000	8	200000000	90	91	90_91	0.106328373618954	2.11121265723663
chr11	17380000	17400000	chr11	17500000	17530000	8	200000000	92	93	92_93	0.0608246352113395	2.11121265723663
chr11	17720000	17750000	chr11	17950000	17980000	8	200000000	94	95	94_95	0.0669608002693	3.2
chr11	18540000	18560000	chr11	18710000	18740000	8	200000000	96	97	96_97	0.044211195999361	2.11121265723663
chr11	19520000	19570000	chr11	19730000	19760000	8	200000000	99	101	99_101	0.133560183098087	2.11121265723663
chr11	19940000	19970000	chr11	20100000	20130000	8	200000000	103	104	103_104	0.104455839365736	2.11121265723663
chr11	44090000	44120000	chr11	44510000	44560000	8	200000000	144	149	144_149	0.0128889478055096	2.11121265723663
chr11	44270000	44300000	chr11	44510000	44560000	8	200000000	146	149	146_149	0.0835785025572427	2.11121265723663
chr11	46880000	46910000	chr11	47120000	47170000	8	200000000	167	171	167_171	0.0175811851349598	3.2
chr11	47930000	47950000	chr11	48100000	48120000	8	200000000	174	175	174_175	0.0116518267537303	2.11121265723663
chr11	57120000	57140000	chr11	57240000	57280000	8	200000000	180	181	180_181	0.089049157334371	2.59920766833995
chr11	62890000	62920000	chr11	63020000	63040000	8	200000000	209	210	209_210	0.0965690570320121	2.11121265723663
chr11	63990000	64030000	chr11	64130000	64170000	8	200000000	215	216	215_216	0.125971204169268	3.2
chr11	64360000	64380000	chr11	64620000	64660000	8	200000000	217	221	217_221	0.121722625010772	2.11121265723663
chr11	64430000	64450000	chr11	64620000	64660000	8	200000000	218	221	218_221	0.108942613540232	2.11121265723663
chr11	65360000	65400000	chr11	65590000	65610000	8	200000000	229	231	229_231	0.106183418961214	2.59920766833995
chr11	65360000	65400000	chr11	65510000	65550000	8	200000000	229	230	229_230	0.0266910576860732	2.59920766833995
chr11	66550000	66590000	chr11	66670000	66710000	8	200000000	241	242	241_242	0.158496783472942	2.11121265723663
chr11	69690000	69710000	chr11	70150000	70210000	8	200000000	252	254	252_254	0.125010622569232	2.11121265723663
chr11	69880000	69940000	chr11	70150000	70210000	8	200000000	253	254	253_254	0.0292040856721966	2.11121265723663
chr11	72830000	72870000	chr11	73120000	73190000	8	200000000	268	272	268_272	0.0911093088263274	2.11121265723663
chr11	75420000	75450000	chr11	75520000	75540000	8	200000000	285	286	285_286	0.0681536552295168	2.11121265723663
chr11	78630000	78650000	chr11	79080000	79100000	8	200000000	304	308	304_308	0.0681536552295168	2.11121265723663
chr11	83300000	83330000	chr11	83790000	83830000	8	200000000	312	314	312_314	0.119513966465019	2.11121265723663
chr11	85930000	85960000	chr11	86160000	86220000	8	200000000	320	322	320_322	0.125974668799548	2.11121265723663
chr11	86940000	86990000	chr11	87280000	87310000	8	200000000	328	330	328_330	0.0172031764372121	2.11121265723663
chr11	111270000	111300000	chr11	111420000	111450000	8	200000000	343	344	343_344	0.112753514271848	2.59920766833995
chr11	113980000	114060000	chr11	114240000	114290000	8	200000000	351	354	351_354	0.0353797495040147	2.11121265723663
chr11	124650000	124670000	chr11	124760000	124780000	8	200000000	378	379	378_379	0.0671488089274202	2.11121265723663
chr11	125910000	125940000	chr11	126170000	126200000	8	200000000	387	390	387_390	0.040416059858033	2.11121265723663
chr11	128290000	128320000	chr11	128620000	128650000	8	200000000	393	394	393_394	0.0452453798799098	2.11121265723663
chr11	129920000	129960000	chr11	130130000	130150000	8	200000000	403	407	403_407	0.143491287747451	2.11121265723663
chr11	130410000	130450000	chr11	130840000	130900000	8	200000000	410	411	410_411	0.04015720673474	2.11121265723663
chr12	560000	610000	chr12	720000	740000	8	200000000	418	419	418_419	0.0998283353909722	2.11121265723663
chr12	1640000	1660000	chr12	1770000	1820000	8	200000000	428	429	428_429	0.0766065588813869	2.11121265723663
chr12	1770000	1820000	chr12	1920000	1950000	8	200000000	429	430	429_430	0.15839898479142	2.11121265723663
chr12	3070000	3150000	chr12	3260000	3280000	8	200000000	436	438	436_438	0.124251233192938	2.11121265723663
chr12	3290000	3310000	chr12	3590000	3600000	8	200000000	439	441	439_441	0.113260112634619	2.11121265723663
chr12	6180000	6200000	chr12	6270000	6300000	8	200000000	450	451	450_451	0.117738340061684	2.11121265723663
chr12	6730000	6740000	chr12	6810000	6860000	8	200000000	456	457	456_457	0.162642488946111	2.11121265723663
chr12	8660000	8700000	chr12	8870000	8920000	8	200000000	465	466	465_466	0.114057454019954	3.2
chr12	15300000	15320000	chr12	15470000	15530000	8	200000000	501	503	501_503	0.143002922437076	2.59920766833995
chr12	22070000	22110000	chr12	22320000	22350000	8	200000000	516	517	516_517	0.177323550918501	3.67583473599051
chr12	29070000	29100000	chr12	29310000	29330000	8	200000000	528	529	528_529	0.129947849140889	2.59920766833995
chr12	32450000	32460000	chr12	32650000	32660000	8	200000000	539	540	539_540	0.142780874534202	2.11121265723663
chr12	40630000	40650000	chr12	40900000	40930000	8	200000000	545	546	545_546	0.0612330083632152	2.11121265723663
chr12	49290000	49310000	chr12	49510000	49540000	8	200000000	571	573	571_573	0.175693481070017	2.11121265723663
chr12	49320000	49370000	chr12	49510000	49540000	8	200000000	572	573	572_573	0.1575721789999	3.2
chr12	50460000	50510000	chr12	50630000	50670000	8	200000000	583	584	583_584	0.0692605387255721	2.11121265723663
chr12	52140000	52190000	chr12	52840000	52890000	8	200000000	594	602	594_602	0.0370522355002909	2.11121265723663
chr12	52500000	52610000	chr12	52840000	52890000	8	200000000	599	602	599_602	0.0259259392531019	2.59920766833995
chr12	52840000	52890000	chr12	52960000	52990000	8	200000000	602	603	602_603	0.129254311646182	2.11121265723663
chr12	53530000	53560000	chr12	53660000	53690000	8	200000000	609	610	609_610	0.0895833357068373	2.59920766833995
chr12	53760000	53780000	chr12	53970000	54030000	8	200000000	611	613	611_613	0.103015675073121	3.67583473599051
chr12	53970000	54030000	chr12	54190000	54210000	8	200000000	613	614	613_614	0.0259259392531019	2.11121265723663
chr12	56330000	56340000	chr12	56450000	56460000	8	200000000	620	622	620_622	0.177346999409547	2.11121265723663
chr12	68850000	68890000	chr12	69050000	69100000	8	200000000	653	654	653_654	0.0618409629074708	3.67583473599051
chr12	69400000	69410000	chr12	69550000	69580000	8	200000000	656	658	656_658	0.180043136428055	2.59920766833995
chr12	71420000	71440000	chr12	71610000	71620000	8	200000000	663	664	663_664	0.162228499508288	2.59920766833995
chr12	89030000	89050000	chr12	89450000	89470000	8	200000000	675	676	675_676	0.182164680569094	2.59920766833995
chr12	97130000	97140000	chr12	97300000	97310000	8	200000000	693	694	693_694	0.193692090028573	2.11121265723663
chr12	106380000	106390000	chr12	106900000	106910000	8	200000000	702	703	702_703	0.193692090028573	2.11121265723663
chr12	110500000	110510000	chr12	110600000	110610000	8	200000000	717	718	717_718	0.14505753657729	2.11121265723663
chr12	110920000	110950000	chr12	111300000	111320000	8	200000000	719	722	719_722	0.109781235621399	2.11121265723663
chr12	118150000	118190000	chr12	118350000	118380000	8	200000000	752	753	752_753	0.101436071199711	2.11121265723663
chr12	120350000	120360000	chr12	120440000	120450000	8	200000000	756	757	756_757	0.189754237767928	2.11121265723663
chr12	120600000	120670000	chr12	120970000	121000000	8	200000000	758	761	758_761	0.150862120251132	2.59920766833995
chr12	122360000	122370000	chr12	122480000	122490000	8	200000000	766	767	766_767	0.1622944023864	2.59920766833995
chr12	124020000	124060000	chr12	124740000	124790000	8	200000000	778	790	778_790	0.076947153484317	2.59920766833995
chr12	124020000	124060000	chr12	124300000	124380000	8	200000000	778	782	778_782	0.0423320754395797	3.2
chr12	124130000	124140000	chr12	124300000	124380000	8	200000000	780	782	780_782	0.178296237389933	2.11121265723663
chr12	124300000	124380000	chr12	124740000	124790000	8	200000000	782	790	782_790	0.0987545359272078	3.67583473599051
chr12	130040000	130070000	chr12	130320000	130350000	8	200000000	793	794	793_794	0.0614072575727529	2.59920766833995
chr13	26950000	27000000	chr13	27340000	27400000	8	200000000	6045	6047	6045_6047	0.0989229168951522	3.67583473599051
chr13	27340000	27400000	chr13	27800000	27850000	8	200000000	6047	6052	6047_6052	0.122691953951984	2.59920766833995
chr13	27800000	27850000	chr13	27970000	28000000	8	200000000	6052	6053	6052_6053	0.126644453204593	2.59920766833995
chr13	29490000	29520000	chr13	29700000	29730000	8	200000000	6058	6059	6058_6059	0.0835136212735194	2.59920766833995
chr13	29760000	29780000	chr13	30090000	30120000	8	200000000	6060	6062	6060_6062	0.162131564409675	2.59920766833995
chr13	45040000	45080000	chr13	45240000	45250000	8	200000000	6096	6098	6096_6098	0.112856897656392	3.2
chr13	45040000	45080000	chr13	45270000	45300000	8	200000000	6096	6099	6096_6099	0.0963763308786108	3.2
chr13	46490000	46560000	chr13	46710000	46730000	8	200000000	6100	6101	6100_6101	0.0842508321384575	2.59920766833995
chr13	48570000	48610000	chr13	48760000	48780000	8	200000000	6103	6104	6103_6104	0.110535297965045	2.11121265723663
chr13	51430000	51440000	chr13	51780000	51790000	8	200000000	6109	6111	6109_6111	0.0786514560438005	2.11121265723663
chr13	51930000	51940000	chr13	52120000	52140000	8	200000000	6112	6113	6112_6113	0.0907452049378027	2.11121265723663
chr13	73820000	73830000	chr13	75230000	75240000	8	200000000	6116	6117	6116_6117	0.0506870676543155	2.11121265723663
chr13	97100000	97130000	chr13	97330000	97360000	8	200000000	6127	6128	6127_6128	0.175701435547416	2.11121265723663
chr13	111540000	111550000	chr13	112440000	112450000	8	200000000	6140	6141	6140_6141	0.159812431807981	2.11121265723663
chr13	113930000	113950000	chr13	114220000	114230000	8	200000000	6146	6147	6146_6147	0.0705668784833538	2.11121265723663
chr14	23400000	23410000	chr14	23520000	23530000	8	200000000	6153	6154	6153_6154	0.18098984951103	2.11121265723663
chr14	24310000	24330000	chr14	24430000	24440000	8	200000000	6161	6162	6161_6162	0.100163044706196	2.11121265723663
chr14	24790000	24830000	chr14	25030000	25050000	8	200000000	6164	6165	6164_6165	0.12231572676174	2.59920766833995
chr14	55250000	55260000	chr14	55360000	55370000	8	200000000	6207	6208	6207_6208	0.170917459053255	2.11121265723663
chr14	61440000	61490000	chr14	61830000	61850000	8	200000000	6217	6222	6217_6222	0.0972480155906277	2.59920766833995
chr14	65180000	65220000	chr14	65370000	65390000	8	200000000	6228	6229	6228_6229	0.141844067025077	3.2
chr14	67940000	67970000	chr14	68220000	68250000	8	200000000	6240	6242	6240_6242	0.179985633827184	2.59920766833995
chr14	68220000	68250000	chr14	68800000	68820000	8	200000000	6242	6243	6242_6243	0.0823626263717991	2.11121265723663
chr14	68890000	68910000	chr14	69070000	69110000	8	200000000	6245	6247	6245_6247	0.0672754331304	2.11121265723663
chr14	69240000	69260000	chr14	69450000	69490000	8	200000000	6248	6249	6248_6249	0.140404313708698	2.59920766833995
chr14	69580000	69600000	chr14	69700000	69730000	8	200000000	6250	6251	6250_6251	0.0729761304127525	3.2
chr14	69800000	69820000	chr14	70020000	70040000	8	200000000	6252	6253	6252_6253	0.182769646816893	2.11121265723663
chr14	72500000	72530000	chr14	72870000	72910000	8	200000000	6262	6263	6262_6263	0.133061563849456	2.11121265723663
chr14	75100000	75150000	chr14	75290000	75350000	8	200000000	6269	6270	6269_6270	0.0406680686572749	2.11121265723663
chr14	81260000	81300000	chr14	81440000	81470000	8	200000000	6282	6283	6282_6283	0.0483227199010341	2.11121265723663
chr14	90320000	90330000	chr14	90690000	90710000	8	200000000	6291	6297	6291_6297	0.122636913639175	2.11121265723663
chr14	92930000	92980000	chr14	93120000	93150000	8	200000000	6307	6309	6307_6309	0.0586963648016831	3.67583473599051
chr14	96070000	96100000	chr14	96260000	96310000	8	200000000	6323	6324	6323_6324	0.0356719178976905	2.11121265723663
chr14	96260000	96310000	chr14	96420000	96450000	8	200000000	6324	6325	6324_6325	0.119876483018653	2.11121265723663
chr14	96570000	96600000	chr14	96730000	96740000	8	200000000	6326	6327	6326_6327	0.136711933903675	2.11121265723663
chr14	99510000	99530000	chr14	99620000	99650000	8	200000000	6334	6335	6334_6335	0.139524563151307	2.11121265723663
chr14	100390000	100420000	chr14	100630000	100660000	8	200000000	6342	6343	6342_6343	0.0491139050357619	2.59920766833995
chr14	100830000	100850000	chr14	101620000	101640000	8	200000000	6346	6352	6346_6352	0.0872589555171254	2.59920766833995
chr14	102740000	102770000	chr14	102900000	102930000	8	200000000	6358	6360	6358_6360	0.0882634576344447	2.11121265723663
chr14	103080000	103120000	chr14	103280000	103310000	8	200000000	6361	6363	6361_6363	0.0260832733432521	3.2
chr14	103590000	103610000	chr14	103710000	103730000	8	200000000	6364	6365	6364_6365	0.163261566826658	2.11121265723663
chr15	34060000	34100000	chr15	34200000	34230000	8	200000000	6423	6424	6423_6424	0.136812750825516	3.2
chr15	34690000	34710000	chr15	34920000	34940000	8	200000000	6425	6426	6425_6426	0.170697041561692	2.11121265723663
chr15	38350000	38470000	chr15	38670000	38690000	8	200000000	6432	6433	6432_6433	0.0878169378191035	3.2
chr15	42000000	42010000	chr15	42130000	42140000	8	200000000	6441	6442	6441_6442	0.158677346859668	2.11121265723663
chr15	42690000	42730000	chr15	42920000	42950000	8	200000000	6447	6448	6447_6448	0.179231084568208	3.2
chr15	51630000	51660000	chr15	51750000	51780000	8	200000000	6463	6464	6463_6464	0.189821458038841	2.59920766833995
