chr_x	start_x	end_x	chr_y	start_y	end_y	Replicate	Seq_Depth	anchor_ID_x	anchor_ID_y	loop_ID	fdr	detection_scale
chr20	5540000	5570000	chr20	5780000	5800000	1	200000000	3393	3394	3393_3394	0.0671219833582975	2.59920766833995
chr20	9400000	9420000	chr20	9600000	9630000	1	200000000	3405	3406	3405_3406	0.0842194376859273	2.11121265723663
chr20	17630000	17710000	chr20	17870000	17920000	1	200000000	3414	3415	3414_3415	0.0991553432247711	2.11121265723663
chr20	17630000	17710000	chr20	17870000	17920000	1	200000000	3414	3415	3414_3415	0.0759703646790337	2.59920766833995
chr20	33460000	33480000	chr20	33650000	33670000	1	200000000	3456	3458	3456_3458	0.0457587577386	2.11121265723663
chr20	35130000	35150000	chr20	35260000	35270000	1	200000000	3466	3467	3466_3467	0.18359078026031	2.11121265723663
chr20	36200000	36240000	chr20	36420000	36450000	1	200000000	3478	3480	3478_3480	0.12518880380129	2.11121265723663
chr20	37260000	37290000	chr20	37510000	37540000	1	200000000	3483	3485	3483_3485	0.0361653337620739	2.59920766833995
chr20	41170000	41190000	chr20	41320000	41340000	1	200000000	3498	3499	3498_3499	0.178273661220277	2.59920766833995
chr20	45310000	45330000	chr20	45430000	45460000	1	200000000	3508	3509	3508_3509	0.177690512721899	2.11121265723663
chr20	46120000	46140000	chr20	46320000	46360000	1	200000000	3513	3514	3513_3514	0.149274066027896	3.2
chr20	46730000	46780000	chr20	47190000	47210000	1	200000000	3517	3523	3517_3523	0.178273661220277	2.59920766833995
chr20	47260000	47280000	chr20	47380000	47400000	1	200000000	3524	3525	3524_3525	0.152585703343981	2.11121265723663
chr20	49330000	49350000	chr20	49480000	49530000	1	200000000	3535	3536	3535_3536	0.0424093369213109	2.11121265723663
chr20	49610000	49620000	chr20	49870000	49880000	1	200000000	3537	3540	3537_3540	0.0418847121719379	2.11121265723663
chr20	49690000	49710000	chr20	49830000	49860000	1	200000000	3538	3539	3538_3539	0.188473671251891	2.11121265723663
chr20	50310000	50340000	chr20	50440000	50470000	1	200000000	3544	3546	3544_3546	0.192891414302497	2.59920766833995
chr20	50990000	51020000	chr20	51290000	51350000	1	200000000	3549	3550	3549_3550	0.101646291725432	2.11121265723663
chr20	51360000	51390000	chr20	51580000	51600000	1	200000000	3551	3552	3551_3552	0.0424093369213109	2.11121265723663
chr20	54090000	54100000	chr20	54190000	54210000	1	200000000	3562	3563	3562_3563	0.143588188909654	2.11121265723663
chr20	56640000	56650000	chr20	56940000	56980000	1	200000000	3567	3570	3567_3570	0.156054463867173	3.67583473599051
chr20	57050000	57110000	chr20	57260000	57350000	1	200000000	3572	3573	3572_3573	0.0767811019601112	3.2
chr20	57590000	57630000	chr20	58170000	58220000	1	200000000	3576	3581	3576_3581	0.0253078323905799	2.59920766833995
chr20	62500000	62510000	chr20	62610000	62620000	1	200000000	3593	3594	3593_3594	0.178902394283967	2.11121265723663
chr20	62650000	62690000	chr20	62780000	62820000	1	200000000	3595	3596	3595_3596	0.196747788886302	3.2
chr21	34900000	34910000	chr21	35070000	35080000	1	200000000	6281	6282	6281_6282	0.138707733811072	2.11121265723663
chr21	41820000	41840000	chr21	42100000	42170000	1	200000000	6297	6301	6297_6301	0.106974375695687	2.59920766833995
chr21	44950000	44980000	chr21	45120000	45150000	1	200000000	6319	6320	6319_6320	0.158759305452575	2.11121265723663
chr22	22950000	22970000	chr22	23120000	23140000	1	200000000	1502	1503	1502_1503	0.0199074300609895	2.11121265723663
chr22	28840000	28880000	chr22	29020000	29060000	1	200000000	1537	1539	1537_1539	0.0470799760535283	2.59920766833995
chr22	29690000	29830000	chr22	29990000	30090000	1	200000000	1545	1547	1545_1547	0.186901011907597	2.59920766833995
chr22	30100000	30120000	chr22	30250000	30280000	1	200000000	1548	1549	1548_1549	0.00818879102508521	2.11121265723663
chr22	30250000	30280000	chr22	30370000	30390000	1	200000000	1549	1550	1549_1550	0.178954026202074	2.11121265723663
chr22	35410000	35450000	chr22	35560000	35660000	1	200000000	1583	1584	1583_1584	0.0365089050605947	2.11121265723663
chr22	36300000	36330000	chr22	36450000	36480000	1	200000000	1592	1593	1592_1593	0.0199074300609895	2.59920766833995
chr22	38850000	38880000	chr22	39110000	39140000	1	200000000	1619	1621	1619_1621	0.111387035071236	2.11121265723663
chr22	39160000	39180000	chr22	39300000	39320000	1	200000000	1622	1623	1622_1623	0.0564111851308338	2.11121265723663
chr22	41380000	41410000	chr22	41510000	41540000	1	200000000	1638	1639	1638_1639	0.0596958935883485	2.11121265723663
chr22	42130000	42190000	chr22	42420000	42450000	1	200000000	1643	1645	1643_1645	0.0762810199690728	2.11121265723663
chr22	45250000	45280000	chr22	45420000	45440000	1	200000000	1668	1669	1668_1669	0.0564111851308338	2.11121265723663
chr22	45630000	45660000	chr22	45960000	46020000	1	200000000	1672	1674	1672_1674	0.0596958935883485	2.59920766833995
chr22	46350000	46380000	chr22	46510000	46550000	1	200000000	1677	1678	1677_1678	0.0686605863422986	2.11121265723663
chr1	2190000	2220000	chr1	2380000	2400000	2	200000000	3	5	3_5	0.0482399771444035	2.11121265723663
chr1	2910000	2920000	chr1	3390000	3430000	2	200000000	9	18	9_18	0.193390070755377	2.11121265723663
chr1	3450000	3500000	chr1	3610000	3650000	2	200000000	19	20	19_20	0.156755425338147	2.59920766833995
chr1	8040000	8060000	chr1	8180000	8210000	2	200000000	39	41	39_41	0.178943241210004	2.11121265723663
chr1	9270000	9320000	chr1	9450000	9500000	2	200000000	47	50	47_50	0.0437826544907115	3.2
chr1	9720000	9730000	chr1	9860000	9890000	2	200000000	52	53	52_53	0.166669577286893	2.59920766833995
chr1	10500000	10540000	chr1	10930000	10970000	2	200000000	54	59	54_59	0.104826309463927	2.11121265723663
chr1	10500000	10540000	chr1	10850000	10910000	2	200000000	54	58	54_58	0.0499090929861366	2.59920766833995
chr1	10500000	10540000	chr1	10630000	10660000	2	200000000	54	55	54_55	0.158457124547415	2.11121265723663
chr1	11350000	11370000	chr1	11610000	11660000	2	200000000	62	65	62_65	0.185634518896532	2.59920766833995
chr1	12280000	12310000	chr1	12640000	12660000	2	200000000	68	72	68_72	0.0499090929861366	2.59920766833995
chr1	12380000	12390000	chr1	12590000	12610000	2	200000000	69	71	69_71	0.102745897240007	2.59920766833995
chr1	15120000	15160000	chr1	15290000	15330000	2	200000000	78	79	78_79	0.0715707427665698	2.59920766833995
chr1	15290000	15330000	chr1	15430000	15450000	2	200000000	79	80	79_80	0.174890343805629	2.11121265723663
chr1	17100000	17130000	chr1	17230000	17250000	2	200000000	87	88	87_88	0.172689468813842	2.11121265723663
chr1	17490000	17510000	chr1	17610000	17620000	2	200000000	90	91	90_91	0.0880458650831218	2.11121265723663
chr1	17650000	17680000	chr1	18560000	18620000	2	200000000	92	102	92_102	0.144607743837673	2.59920766833995
chr1	18560000	18620000	chr1	18800000	18850000	2	200000000	102	104	102_104	0.0999157299515645	3.67583473599051
chr1	19330000	19380000	chr1	19630000	19670000	2	200000000	108	113	108_113	0.0702948719732499	3.67583473599051
chr1	20210000	20230000	chr1	20430000	20440000	2	200000000	118	119	118_119	0.110737801293084	2.11121265723663
chr1	21220000	21270000	chr1	21340000	21380000	2	200000000	125	126	125_126	0.152627325201389	2.11121265723663
chr1	22420000	22440000	chr1	22630000	22650000	2	200000000	131	132	131_132	0.0683797736908601	2.11121265723663
chr1	22670000	22700000	chr1	22890000	22920000	2	200000000	133	134	133_134	0.0675694390500577	2.59920766833995
chr1	24190000	24210000	chr1	24360000	24400000	2	200000000	140	141	140_141	0.0766870255134635	2.11121265723663
chr1	25590000	25610000	chr1	25770000	25800000	2	200000000	147	149	147_149	0.114643165481284	2.59920766833995
chr1	25830000	25850000	chr1	25980000	26000000	2	200000000	150	151	150_151	0.122992033530456	2.11121265723663
chr1	27090000	27120000	chr1	27260000	27270000	2	200000000	155	156	155_156	0.14842314018172	2.11121265723663
chr1	27330000	27350000	chr1	27590000	27630000	2	200000000	159	163	159_163	0.19210023545604	3.67583473599051
chr1	28880000	28900000	chr1	29020000	29040000	2	200000000	164	165	164_165	0.141223559808998	2.11121265723663
chr1	30780000	30810000	chr1	30900000	30930000	2	200000000	167	168	167_168	0.0622728502057723	2.11121265723663
chr1	31810000	31850000	chr1	31960000	31990000	2	200000000	173	174	173_174	0.14675596126536	2.11121265723663
chr1	32930000	32950000	chr1	33050000	33080000	2	200000000	177	178	177_178	0.122421224304273	2.11121265723663
chr1	38240000	38250000	chr1	38380000	38390000	2	200000000	193	194	193_194	0.19845449676337	2.11121265723663
chr1	43770000	43790000	chr1	43920000	43940000	2	200000000	212	213	212_213	0.127009138416995	2.59920766833995
chr1	47510000	47530000	chr1	47700000	47720000	2	200000000	224	225	224_225	0.152240014982822	2.59920766833995
chr1	48090000	48100000	chr1	48210000	48230000	2	200000000	228	230	228_230	0.148444841273559	2.11121265723663
chr1	67530000	67560000	chr1	67710000	67730000	2	200000000	262	263	262_263	0.153453898101225	2.11121265723663
chr1	93600000	93640000	chr1	93820000	93850000	2	200000000	292	293	292_293	0.0511740712721945	2.59920766833995
chr1	94030000	94080000	chr1	94320000	94350000	2	200000000	294	297	294_297	0.034650178955112	2.11121265723663
chr1	94540000	94550000	chr1	94780000	94820000	2	200000000	299	302	299_302	0.137189427769124	2.11121265723663
chr1	94620000	94630000	chr1	94780000	94820000	2	200000000	300	302	300_302	0.141460963901284	2.11121265723663
chr1	94840000	94880000	chr1	95030000	95050000	2	200000000	303	304	303_304	0.156599545006081	2.59920766833995
chr1	109230000	109270000	chr1	109400000	109420000	2	200000000	318	319	318_319	0.079140885002125	2.59920766833995
chr1	110170000	110220000	chr1	110450000	110490000	2	200000000	327	329	327_329	0.0662879006191594	3.67583473599051
chr1	110170000	110220000	chr1	110300000	110330000	2	200000000	327	328	327_328	0.0424774061807934	2.11121265723663
chr1	110620000	110640000	chr1	110760000	110780000	2	200000000	330	331	330_331	0.0992265160743685	2.11121265723663
chr1	153340000	153360000	chr1	153480000	153500000	2	200000000	393	394	393_394	0.128904441586358	2.11121265723663
chr1	154650000	154690000	chr1	154860000	154900000	2	200000000	403	406	403_406	0.0879744936515539	2.11121265723663
chr1	181190000	181210000	chr1	181410000	181430000	2	200000000	486	487	486_487	0.13601221686394	2.59920766833995
chr1	182980000	182990000	chr1	183100000	183110000	2	200000000	497	498	497_498	0.158633729087465	2.11121265723663
chr1	201530000	201580000	chr1	201690000	201720000	2	200000000	519	520	519_520	0.172974834859297	2.11121265723663
chr1	201880000	201890000	chr1	201970000	202000000	2	200000000	522	523	522_523	0.0687380712046698	2.11121265723663
chr1	201970000	202000000	chr1	202110000	202130000	2	200000000	523	524	523_524	0.0647910972401467	2.11121265723663
chr1	203860000	203880000	chr1	204110000	204150000	2	200000000	534	536	534_536	0.0670880748070389	2.11121265723663
chr1	204180000	204230000	chr1	204350000	204380000	2	200000000	538	539	538_539	0.157949720893685	2.59920766833995
chr1	204560000	204580000	chr1	204770000	204810000	2	200000000	540	542	540_542	0.0819710780145373	2.59920766833995
chr1	205340000	205360000	chr1	205470000	205480000	2	200000000	546	547	546_547	0.135101759080623	2.11121265723663
chr1	214370000	214400000	chr1	214550000	214590000	2	200000000	585	586	585_586	0.100679514962079	2.11121265723663
chr1	225460000	225500000	chr1	225820000	225900000	2	200000000	612	616	612_616	0.113818332200093	3.2
chr1	226200000	226220000	chr1	226330000	226350000	2	200000000	619	620	619_620	0.10030350507385	2.11121265723663
chr1	226610000	226650000	chr1	226810000	226850000	2	200000000	621	622	621_622	0.0404831267075529	2.59920766833995
chr1	230640000	230650000	chr1	230770000	230780000	2	200000000	638	639	638_639	0.194696819836321	2.11121265723663
chr1	231350000	231370000	chr1	231560000	231600000	2	200000000	643	644	643_644	0.0464432954102945	3.67583473599051
chr1	234720000	234750000	chr1	234910000	234930000	2	200000000	649	652	649_652	0.10030350507385	3.2
chr1	236090000	236130000	chr1	236480000	236510000	2	200000000	655	656	655_656	0.0845213960836367	2.59920766833995
chr2	10100000	10150000	chr2	10410000	10450000	2	200000000	3612	3614	3612_3614	0.114054072221958	2.59920766833995
chr2	10410000	10450000	chr2	10660000	10670000	2	200000000	3614	3615	3614_3615	0.131177464611066	2.11121265723663
chr2	20100000	20130000	chr2	20220000	20240000	2	200000000	3632	3633	3632_3633	0.132873351812408	2.11121265723663
chr2	20420000	20470000	chr2	20620000	20640000	2	200000000	3635	3636	3635_3636	0.0549251199483005	2.11121265723663
chr2	25350000	25360000	chr2	25500000	25510000	2	200000000	3645	3646	3645_3646	0.145014841976665	2.11121265723663
chr2	25940000	26000000	chr2	26130000	26160000	2	200000000	3648	3649	3648_3649	0.0548574732961965	3.2
chr2	26590000	26610000	chr2	26730000	26750000	2	200000000	3650	3651	3650_3651	0.0338755484775731	2.11121265723663
chr2	26830000	26850000	chr2	26930000	26950000	2	200000000	3652	3653	3652_3653	0.180478611291604	2.11121265723663
chr2	27090000	27120000	chr2	27260000	27300000	2	200000000	3654	3656	3654_3656	0.159414786408265	2.11121265723663
chr2	27710000	27730000	chr2	28430000	28460000	2	200000000	3657	3660	3657_3660	0.148594096729737	2.59920766833995
chr2	28580000	28630000	chr2	28740000	28770000	2	200000000	3661	3663	3661_3663	0.0338755484775731	2.11121265723663
chr2	30170000	30210000	chr2	30670000	30710000	2	200000000	3666	3669	3666_3669	0.0738169301843061	2.59920766833995
chr2	37390000	37420000	chr2	37880000	37910000	2	200000000	3674	3676	3674_3676	0.0956317408473415	2.11121265723663
chr2	41850000	41880000	chr2	42060000	42090000	2	200000000	3685	3686	3685_3686	0.0282218431497855	2.11121265723663
chr2	42490000	42520000	chr2	42650000	42670000	2	200000000	3689	3690	3689_3690	0.142561018846809	2.59920766833995
chr2	42930000	42960000	chr2	43220000	43290000	2	200000000	3692	3696	3692_3696	0.131335551198254	3.2
chr2	61990000	62010000	chr2	62390000	62430000	2	200000000	3732	3733	3732_3733	0.132840546990371	2.59920766833995
chr2	68720000	68760000	chr2	68890000	68920000	2	200000000	3749	3750	3749_3750	0.114383191366654	2.59920766833995
chr2	69890000	69930000	chr2	70150000	70160000	2	200000000	3756	3758	3756_3758	0.07525719742787	2.11121265723663
chr2	69890000	69930000	chr2	70050000	70090000	2	200000000	3756	3757	3756_3757	0.0538591087302433	2.11121265723663
chr2	70300000	70350000	chr2	70620000	70650000	2	200000000	3759	3761	3759_3761	0.101069407928273	2.11121265723663
chr2	74690000	74720000	chr2	74860000	74880000	2	200000000	3770	3771	3770_3771	0.0664911775477808	2.11121265723663
chr2	85410000	85430000	chr2	85540000	85570000	2	200000000	3784	3785	3784_3785	0.0275519294332554	2.11121265723663
chr2	85720000	85740000	chr2	85810000	85830000	2	200000000	3787	3788	3787_3788	0.141555427590974	2.11121265723663
chr2	85840000	85900000	chr2	86010000	86110000	2	200000000	3789	3790	3789_3790	0.170134207460357	4.22242531447326
chr2	85840000	85900000	chr2	86010000	86110000	2	200000000	3789	3790	3789_3790	0.153688171953969	2.11121265723663
chr2	85840000	85900000	chr2	86010000	86110000	2	200000000	3789	3790	3789_3790	0.139599915232524	2.11121265723663
chr2	86210000	86240000	chr2	86360000	86380000	2	200000000	3791	3792	3791_3792	0.171240661067257	2.59920766833995
chr2	96840000	96870000	chr2	96950000	96970000	2	200000000	3800	3801	3800_3801	0.137877591809516	2.11121265723663
chr2	101010000	101040000	chr2	101150000	101200000	2	200000000	3823	3824	3823_3824	0.0676842901211126	3.2
chr2	105570000	105600000	chr2	106090000	106100000	2	200000000	3840	3848	3840_3848	0.184002739582816	2.11121265723663
chr2	120660000	120720000	chr2	121060000	121090000	2	200000000	3881	3887	3881_3887	0.0122330360961197	2.11121265723663
chr2	135900000	135930000	chr2	136360000	136390000	2	200000000	3910	3914	3910_3914	0.0439091217256359	2.11121265723663
chr2	170360000	170400000	chr2	170790000	170820000	2	200000000	3943	3945	3943_3945	0.0524743568331349	2.59920766833995
chr2	176120000	176160000	chr2	176540000	176570000	2	200000000	3959	3961	3959_3961	0.0949071526417295	2.59920766833995
chr2	196080000	196090000	chr2	196270000	196280000	2	200000000	3973	3974	3973_3974	0.0602523975180196	2.11121265723663
chr2	218270000	218300000	chr2	218380000	218400000	2	200000000	4008	4009	4008_4009	0.12308292151018	2.11121265723663
chr2	219150000	219170000	chr2	219290000	219320000	2	200000000	4015	4016	4015_4016	0.178927024597802	2.59920766833995
chr2	231200000	231250000	chr2	231400000	231430000	2	200000000	4025	4026	4025_4026	0.13632866357056	3.2
chr2	236500000	236530000	chr2	237020000	237070000	2	200000000	4043	4044	4043_4044	0.0319182003139564	2.11121265723663
chr3	4690000	4750000	chr3	5030000	5060000	2	200000000	4067	4071	4067_4071	0.142712517312709	2.59920766833995
chr3	4690000	4750000	chr3	4960000	4990000	2	200000000	4067	4069	4067_4069	0.0436494737935038	2.11121265723663
chr3	13500000	13520000	chr3	13630000	13650000	2	200000000	4084	4085	4084_4085	0.0605607526179774	2.59920766833995
chr3	13670000	13690000	chr3	13860000	13880000	2	200000000	4086	4088	4086_4088	0.139115994947031	2.59920766833995
chr3	14240000	14270000	chr3	14450000	14480000	2	200000000	4089	4090	4089_4090	0.0436494737935038	2.11121265723663
chr3	15270000	15280000	chr3	15370000	15380000	2	200000000	4091	4092	4091_4092	0.176952948134547	2.11121265723663
chr3	16030000	16060000	chr3	16170000	16200000	2	200000000	4093	4094	4093_4094	0.171659498823509	2.59920766833995
chr3	36730000	36740000	chr3	36860000	36870000	2	200000000	4110	4111	4110_4111	0.196500375973286	2.11121265723663
chr3	37000000	37030000	chr3	37190000	37220000	2	200000000	4112	4113	4112_4113	0.059978707833991	2.11121265723663
chr3	37440000	37450000	chr3	37740000	37760000	2	200000000	4114	4117	4114_4117	0.171548681287458	2.11121265723663
chr3	42240000	42260000	chr3	42420000	42450000	2	200000000	4120	4121	4120_4121	0.0708683992287918	2.11121265723663
chr3	44530000	44550000	chr3	44900000	44920000	2	200000000	4122	4123	4122_4123	0.0799561672369026	2.11121265723663
chr3	45200000	45260000	chr3	45470000	45500000	2	200000000	4125	4126	4125_4126	0.160940257175876	3.67583473599051
chr3	46700000	46720000	chr3	46870000	46910000	2	200000000	4133	4134	4133_4134	0.0751032953143332	2.11121265723663
chr3	47830000	47850000	chr3	47980000	48010000	2	200000000	4137	4138	4137_4138	0.193509391757132	2.59920766833995
chr3	50430000	50440000	chr3	50520000	50550000	2	200000000	4147	4148	4147_4148	0.196744183503666	2.11121265723663
chr3	51990000	52010000	chr3	52130000	52150000	2	200000000	4154	4155	4154_4155	0.0364967263675925	2.59920766833995
chr3	99830000	99860000	chr3	100220000	100260000	2	200000000	4184	4187	4184_4187	0.0685726269677986	2.11121265723663
chr3	112300000	112320000	chr3	112510000	112530000	2	200000000	4194	4195	4194_4195	0.065168003319219	2.11121265723663
chr3	113130000	113160000	chr3	113270000	113300000	2	200000000	4197	4198	4197_4198	0.156059192780447	2.11121265723663
chr3	124730000	124770000	chr3	124890000	124920000	2	200000000	4203	4204	4203_4204	0.0622843031816898	2.59920766833995
chr3	128290000	128330000	chr3	128410000	128440000	2	200000000	4217	4218	4217_4218	0.139784901572147	2.11121265723663
chr3	128410000	128440000	chr3	128570000	128600000	2	200000000	4218	4220	4218_4220	0.0755321585132765	2.11121265723663
chr3	129620000	129660000	chr3	129820000	129850000	2	200000000	4227	4228	4227_4228	0.155585382288585	2.59920766833995
chr3	155350000	155370000	chr3	155690000	155710000	2	200000000	4261	4262	4261_4262	0.127366986214949	2.11121265723663
chr3	161260000	161280000	chr3	161410000	161430000	2	200000000	4277	4278	4277_4278	0.0312131258853812	2.11121265723663
chr3	184360000	184400000	chr3	184520000	184590000	2	200000000	4293	4294	4293_4294	0.148929357338738	2.11121265723663
chr3	184520000	184590000	chr3	184730000	184790000	2	200000000	4294	4296	4294_4296	0.053618494652232	2.11121265723663
chr3	187310000	187330000	chr3	187670000	187700000	2	200000000	4307	4309	4307_4309	0.0271615273746818	2.59920766833995
chr3	192810000	192830000	chr3	193020000	193040000	2	200000000	4322	4323	4322_4323	0.148929357338738	2.59920766833995
chr3	193770000	193810000	chr3	194300000	194330000	2	200000000	4324	4335	4324_4335	0.0358305795211586	2.11121265723663
chr3	193770000	193810000	chr3	193980000	194010000	2	200000000	4324	4330	4324_4330	0.111313336304041	2.11121265723663
chr3	194050000	194100000	chr3	194300000	194330000	2	200000000	4331	4335	4331_4335	0.196459796244396	2.11121265723663
chr3	194660000	194700000	chr3	194960000	195000000	2	200000000	4338	4342	4338_4342	0.0532868125939761	2.11121265723663
chr3	196070000	196090000	chr3	196190000	196210000	2	200000000	4349	4350	4349_4350	0.123859821512292	2.59920766833995
chr3	197310000	197330000	chr3	197460000	197470000	2	200000000	4355	4356	4355_4356	0.199793592774158	2.11121265723663
chr4	2760000	2800000	chr4	2920000	2940000	2	200000000	4365	4366	4365_4366	0.114556267159715	2.59920766833995
chr4	6720000	6740000	chr4	6870000	6890000	2	200000000	4375	4376	4375_4376	0.0688743631691405	2.11121265723663
chr4	7350000	7360000	chr4	7700000	7730000	2	200000000	4380	4385	4380_4385	0.165771597554038	3.67583473599051
chr4	8230000	8270000	chr4	8390000	8420000	2	200000000	4388	4389	4388_4389	0.0662211952760269	3.2
chr4	16020000	16040000	chr4	16180000	16200000	2	200000000	4399	4400	4399_4400	0.166625003056001	2.59920766833995
chr4	38310000	38340000	chr4	38650000	38680000	2	200000000	4408	4411	4408_4411	0.0946276619570416	2.59920766833995
chr4	39480000	39490000	chr4	39600000	39620000	2	200000000	4415	4417	4415_4417	0.125770844405294	2.11121265723663
chr4	40940000	40990000	chr4	41190000	41230000	2	200000000	4425	4426	4425_4426	0.0880163248937349	3.2
chr4	41490000	41500000	chr4	41640000	41670000	2	200000000	4428	4429	4428_4429	0.148294729884185	2.59920766833995
chr4	53910000	53960000	chr4	54210000	54240000	2	200000000	4435	4436	4435_4436	0.069042003641248	3.2
chr4	56660000	56670000	chr4	56800000	56830000	2	200000000	4438	4439	4438_4439	0.125472757683253	2.59920766833995
chr4	81440000	81460000	chr4	81850000	81860000	2	200000000	4450	4451	4450_4451	0.09320563663183	2.59920766833995
chr4	110050000	110070000	chr4	110200000	110220000	2	200000000	4471	4472	4471_4472	0.179975937556833	2.59920766833995
chr4	147700000	147720000	chr4	147850000	147870000	2	200000000	4494	4495	4494_4495	0.105797237488482	2.11121265723663
chr4	153140000	153170000	chr4	153300000	153320000	2	200000000	4502	4503	4502_4503	0.164910665386948	2.11121265723663
chr4	183830000	183840000	chr4	184160000	184180000	2	200000000	4516	4517	4516_4517	0.0410328997327609	2.11121265723663
chr4	185630000	185650000	chr4	186020000	186040000	2	200000000	4524	4525	4524_4525	0.181436951477193	2.11121265723663
chr5	1000000	1010000	chr5	1140000	1170000	2	200000000	4528	4530	4528_4530	0.150364263711198	2.59920766833995
chr5	5130000	5150000	chr5	5390000	5410000	2	200000000	4531	4532	4531_4532	0.0908889442580552	2.11121265723663
chr5	14140000	14150000	chr5	14260000	14270000	2	200000000	4537	4538	4537_4538	0.117822290756801	2.11121265723663
chr5	80090000	80100000	chr5	80300000	80310000	2	200000000	4621	4622	4621_4622	0.149327634808732	2.59920766833995
chr5	95650000	95670000	chr5	95820000	95830000	2	200000000	4631	4633	4631_4633	0.159003703162355	2.59920766833995
chr5	113360000	113380000	chr5	113500000	113510000	2	200000000	4644	4645	4644_4645	0.123241576246442	2.59920766833995
chr5	115300000	115320000	chr5	115570000	115590000	2	200000000	4646	4647	4646_4647	0.109787546958349	2.11121265723663
chr5	134170000	134190000	chr5	134280000	134300000	2	200000000	4661	4662	4661_4662	0.129058300315213	2.11121265723663
chr5	139760000	139810000	chr5	139960000	139970000	2	200000000	4682	4683	4682_4683	0.0501039214895847	2.11121265723663
chr5	140230000	140250000	chr5	140340000	140360000	2	200000000	4684	4685	4684_4685	0.18957972276605	2.11121265723663
chr5	141330000	141340000	chr5	141520000	141550000	2	200000000	4686	4687	4686_4687	0.0902506869982205	2.59920766833995
chr5	141680000	141710000	chr5	141940000	141970000	2	200000000	4688	4691	4688_4691	0.0501039214895847	2.59920766833995
chr5	149640000	149670000	chr5	149810000	149850000	2	200000000	4707	4708	4707_4708	0.149088149073763	2.11121265723663
chr5	149810000	149850000	chr5	149960000	149990000	2	200000000	4708	4709	4708_4709	0.0988356466410675	2.11121265723663
chr5	154040000	154090000	chr5	154390000	154430000	2	200000000	4716	4718	4716_4718	0.117041318386208	2.59920766833995
chr5	154640000	154660000	chr5	154790000	154850000	2	200000000	4722	4723	4722_4723	0.130614538844041	3.2
chr5	167750000	167760000	chr5	168030000	168040000	2	200000000	4735	4736	4735_4736	0.0728245797753304	2.11121265723663
chr5	170410000	170460000	chr5	170610000	170630000	2	200000000	4746	4747	4746_4747	0.109700312262584	3.2
chr5	171620000	171630000	chr5	171840000	171850000	2	200000000	4748	4749	4748_4749	0.189696066034351	2.11121265723663
chr5	172470000	172500000	chr5	172660000	172730000	2	200000000	4752	4754	4752_4754	0.0449724160429826	3.67583473599051
chr5	172660000	172730000	chr5	172920000	172940000	2	200000000	4754	4759	4754_4759	0.0238900903090413	2.11121265723663
chr5	174550000	174560000	chr5	174690000	174700000	2	200000000	4768	4769	4768_4769	0.198339128940702	2.59920766833995
chr5	178300000	178310000	chr5	178530000	178570000	2	200000000	4785	4786	4785_4786	0.177870999350872	2.11121265723663
chr6	950000	960000	chr6	1220000	1230000	2	200000000	4794	4795	4794_4795	0.190519961880255	2.11121265723663
chr6	3270000	3290000	chr6	3710000	3750000	2	200000000	4800	4805	4800_4805	0.0281657414517708	2.59920766833995
chr6	3440000	3470000	chr6	3710000	3750000	2	200000000	4802	4805	4802_4805	0.0791943045904181	3.2
chr6	3710000	3750000	chr6	3910000	3940000	2	200000000	4805	4806	4805_4806	0.146085256055966	2.59920766833995
chr6	11130000	11160000	chr6	11500000	11520000	2	200000000	4813	4814	4813_4814	0.0673824276017315	2.59920766833995
chr6	16800000	16810000	chr6	16950000	16960000	2	200000000	4823	4824	4823_4824	0.178678468593247	2.11121265723663
chr6	24850000	24860000	chr6	24970000	24990000	2	200000000	4831	4832	4831_4832	0.170274529579747	2.11121265723663
chr6	27160000	27200000	chr6	27760000	27790000	2	200000000	4850	4853	4850_4853	0.0837806727314707	3.67583473599051
chr6	29920000	29930000	chr6	30020000	30030000	2	200000000	4859	4860	4859_4860	0.120037517396601	2.11121265723663
chr6	31180000	31200000	chr6	31350000	31370000	2	200000000	4865	4866	4865_4866	0.0572551438683001	2.11121265723663
chr6	33000000	33020000	chr6	33140000	33160000	2	200000000	4873	4874	4873_4874	0.118073997737347	2.11121265723663
chr6	33810000	33860000	chr6	34020000	34050000	2	200000000	4878	4881	4878_4881	0.116596176264101	2.11121265723663
chr6	34230000	34260000	chr6	34390000	34430000	2	200000000	4886	4887	4886_4887	0.0896276035243313	3.67583473599051
chr6	35580000	35600000	chr6	35710000	35750000	2	200000000	4891	4892	4891_4892	0.0806391522881632	2.11121265723663
chr6	36600000	36610000	chr6	36740000	36750000	2	200000000	4893	4894	4893_4894	0.16675337897439	2.11121265723663
chr6	37800000	37810000	chr6	38000000	38020000	2	200000000	4902	4903	4902_4903	0.192103134572426	2.11121265723663
chr6	43760000	43780000	chr6	44070000	44090000	2	200000000	4930	4935	4930_4935	0.0717541614986092	2.59920766833995
chr6	49620000	49630000	chr6	49840000	49850000	2	200000000	4945	4946	4945_4946	0.0765861986164993	2.11121265723663
chr6	53160000	53190000	chr6	53430000	53480000	2	200000000	4951	4952	4951_4952	0.165222401587819	2.59920766833995
chr6	73500000	73520000	chr6	73610000	73630000	2	200000000	4985	4986	4985_4986	0.0633861398172813	2.11121265723663
chr6	89920000	89930000	chr6	90460000	90470000	2	200000000	4997	4998	4997_4998	0.173160302513971	2.11121265723663
