chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loop_ID	fdr	detection_scale
chr1	22100000	22160000	chr1	22270000	22280000	202	204	202_204	0.0313617744374678	2.59920766833995
chr2	70650000	70670000	chr2	70770000	70790000	2084	2085	2084_2085	0.0272822104803883	2.11121265723663
chr2	71890000	71950000	chr2	72560000	72600000	2095	2099	2095_2099	0.0472160248991312	2.59920766833995
chr2	75160000	75170000	chr2	75390000	75440000	2119	2122	2119_2122	0.0458395109782776	3.67583473599051
chr2	75180000	75200000	chr2	75390000	75440000	2120	2122	2120_2122	0.127703541925578	3.67583473599051
chr2	75770000	75780000	chr2	76570000	76610000	2126	2131	2126_2131	0.122233780473335	2.59920766833995
chr2	78420000	78460000	chr2	78950000	79000000	2141	2145	2141_2145	0.0938212763846848	3.67583473599051
chr2	79020000	79050000	chr2	79210000	79250000	2146	2150	2146_2150	0.107805362606879	3.2
chr2	79120000	79130000	chr2	79840000	79890000	2148	2157	2148_2157	0.0910070892907102	3.2
chr2	79210000	79250000	chr2	79840000	79890000	2150	2157	2150_2157	0.0230149785291665	3.67583473599051
chr2	105550000	105590000	chr2	106550000	106590000	2269	2274	2269_2274	0.072572247940468	3.67583473599051
chr2	113970000	114010000	chr2	114530000	114560000	2316	2317	2316_2317	0.0395450268549755	3.67583473599051
chr2	120510000	120550000	chr2	120660000	120680000	2347	2349	2347_2349	0.148412687800963	2.11121265723663
chr2	134110000	134130000	chr2	134230000	134250000	2402	2403	2402_2403	0.0410896112142428	2.11121265723663
chr2	136420000	136450000	chr2	137820000	137850000	2418	2422	2418_2422	0.0352519387098931	4.22242531447326
chr2	137930000	137950000	chr2	138080000	138110000	2424	2425	2424_2425	0.0859608351484718	2.59920766833995
chr2	154410000	154430000	chr2	155290000	155310000	2474	2479	2474_2479	0.0946576944222408	2.59920766833995
chr2	162880000	162910000	chr2	163110000	163140000	2511	2512	2511_2512	0.0236139841680438	2.11121265723663
chr2	163300000	163350000	chr2	164040000	164070000	2515	2518	2515_2518	0.091153361045362	3.67583473599051
chr2	165010000	165020000	chr2	165190000	165210000	2530	2531	2530_2531	0.0256725545602147	2.11121265723663
chr2	166530000	166560000	chr2	167200000	167230000	2540	2542	2540_2542	0.0858769314014646	4.22242531447326
chr1	28080000	28100000	chr1	28200000	28220000	254	255	254_255	0.0791192619477276	2.11121265723663
chr2	168730000	168780000	chr2	168910000	168940000	2550	2551	2550_2551	0.0598403248905592	2.59920766833995
chr2	169100000	169140000	chr2	169390000	169420000	2553	2554	2553_2554	0.163586202272301	2.11121265723663
chr2	170230000	170250000	chr2	170800000	170830000	2561	2564	2561_2564	0.109501817684505	2.59920766833995
chr2	172790000	172820000	chr2	173200000	173230000	2580	2584	2580_2584	0.0671812036698215	2.11121265723663
chr2	173560000	173580000	chr2	174330000	174360000	2587	2595	2587_2595	0.0877221477611455	2.59920766833995
chr2	173870000	173890000	chr2	174330000	174360000	2590	2595	2590_2595	0.137217323083188	2.59920766833995
chr2	178110000	178140000	chr2	178280000	178310000	2626	2627	2626_2627	0.0263461746049271	2.59920766833995
chr2	180100000	180150000	chr2	180960000	180990000	2638	2641	2638_2641	0.0606869227552108	3.2
chr1	28780000	28800000	chr1	29180000	29250000	264	269	264_269	0.100333695409391	2.11121265723663
chr2	187490000	187510000	chr2	187830000	187850000	2665	2667	2665_2667	0.123519530383481	2.11121265723663
chr2	197190000	197210000	chr2	197350000	197410000	2718	2721	2718_2721	0.105380401603749	2.59920766833995
chr2	206000000	206010000	chr2	206140000	206150000	2781	2782	2781_2782	0.0772763869998018	2.59920766833995
chr2	208380000	208450000	chr2	209200000	209230000	2794	2797	2794_2797	0.0513465507745177	5.57152360509519
chr2	209420000	209440000	chr2	209540000	209580000	2801	2802	2801_2802	0.0812641214919286	2.11121265723663
chr1	30690000	30730000	chr1	30900000	30930000	281	283	281_283	0.0798205334265406	2.11121265723663
chr2	217140000	217190000	chr2	217490000	217530000	2843	2847	2843_2847	0.118704280110936	3.67583473599051
chr2	221560000	221600000	chr2	221950000	222000000	2886	2889	2886_2889	0.0288972260956527	2.11121265723663
chr2	222030000	222060000	chr2	222290000	222330000	2890	2891	2890_2891	0.0888361705404994	3.67583473599051
chr2	222950000	222990000	chr2	223240000	223280000	2897	2899	2897_2899	0.0974934617683138	4.22242531447326
chr1	4630000	4670000	chr1	4810000	4830000	28	30	28_30	0.10333548966859	3.2
chr2	224340000	224370000	chr2	224760000	224800000	2911	2916	2911_2916	0.135577074237361	2.59920766833995
chr2	233430000	233480000	chr2	233820000	233850000	2998	3002	2998_3002	0.0533720065280915	2.11121265723663
chr2	237120000	237170000	chr2	237540000	237570000	3035	3038	3035_3038	0.0891376243206051	3.2
chr3	9490000	9510000	chr3	9670000	9690000	3127	3128	3127_3128	0.0986595008060121	3.67583473599051
chr3	10760000	10770000	chr3	10880000	10890000	3131	3132	3131_3132	0.0937587910577358	2.11121265723663
chr3	10930000	10950000	chr3	11040000	11070000	3134	3135	3134_3135	0.0255284110651395	2.11121265723663
chr3	15800000	15840000	chr3	16160000	16200000	3175	3177	3175_3177	0.101521706261496	2.59920766833995
chr3	17260000	17280000	chr3	17390000	17420000	3185	3186	3185_3186	0.0428310383717861	2.59920766833995
chr1	34090000	34140000	chr1	34580000	34610000	318	321	318_321	0.0286860301347294	2.59920766833995
chr1	34090000	34140000	chr1	34730000	34760000	318	322	318_322	0.0738915919600776	2.59920766833995
chr3	30010000	30040000	chr3	30690000	30730000	3242	3246	3242_3246	0.0807328880656905	3.67583473599051
chr3	32170000	32180000	chr3	32330000	32350000	3251	3252	3251_3252	0.0701530686206356	3.67583473599051
chr3	36720000	36740000	chr3	36960000	36970000	3274	3276	3274_3276	0.164286932035618	2.11121265723663
chr3	39100000	39130000	chr3	39370000	39400000	3298	3301	3298_3301	0.135921430539738	3.2
chr1	36140000	36170000	chr1	36280000	36300000	331	333	331_333	0.0614299339836574	2.11121265723663
chr3	43760000	43770000	chr3	44180000	44230000	3354	3358	3354_3358	0.0947896666793069	2.11121265723663
chr3	45750000	45770000	chr3	46070000	46100000	3370	3374	3370_3374	0.0422563227971477	3.67583473599051
chr3	52840000	52870000	chr3	53060000	53090000	3439	3440	3439_3440	0.074468207683615	3.67583473599051
chr3	54830000	54880000	chr3	55710000	55750000	3455	3462	3455_3462	0.0485997656676502	2.11121265723663
chr3	59320000	59340000	chr3	59800000	59870000	3492	3496	3492_3496	0.169063999017741	3.67583473599051
chr3	62320000	62340000	chr3	62540000	62570000	3511	3513	3511_3513	0.0408729054099808	2.11121265723663
chr3	73470000	73530000	chr3	73750000	73770000	3622	3624	3622_3624	0.0872795917709061	2.59920766833995
chr3	96850000	96880000	chr3	97680000	97710000	3666	3668	3666_3668	0.0538770008999896	5.19841533667991
chr3	98590000	98620000	chr3	98980000	99000000	3675	3677	3675_3677	0.0521829786612905	2.59920766833995
chr3	104570000	104620000	chr3	105500000	105530000	3701	3704	3701_3704	0.0475369332090379	3.2
chr3	116110000	116150000	chr3	116750000	116760000	3766	3767	3766_3767	0.0650977342972914	3.2
chr1	5490000	5520000	chr1	5620000	5650000	37	38	37_38	0.0828153995370325	2.59920766833995
chr3	129470000	129510000	chr3	129920000	129970000	3856	3859	3856_3859	0.0726260604046083	3.2
chr3	134580000	134620000	chr3	136030000	136050000	3901	3908	3901_3908	0.0453811676929013	2.59920766833995
chr3	150290000	150300000	chr3	150480000	150500000	4012	4014	4012_4014	0.060042509540436	2.59920766833995
chr3	156000000	156020000	chr3	157060000	157160000	4062	4070	4062_4070	0.0843897274768934	2.11121265723663
chr3	160020000	160040000	chr3	160330000	160360000	4091	4093	4091_4093	0.0317974767873449	2.59920766833995
chr3	160150000	160160000	chr3	160330000	160360000	4092	4093	4092_4093	0.0675850743760129	2.59920766833995
chr3	183450000	183490000	chr3	183850000	183910000	4183	4186	4183_4186	0.11916812902969	3.67583473599051
chr3	187310000	187330000	chr3	187600000	187620000	4221	4222	4221_4222	0.0427162737899848	2.11121265723663
chr3	190220000	190240000	chr3	190380000	190400000	4258	4260	4258_4260	0.110632053453613	2.59920766833995
chr3	193770000	193810000	chr3	194060000	194090000	4286	4289	4286_4289	0.110632053453613	2.11121265723663
chr4	1920000	1940000	chr4	2180000	2190000	4325	4328	4325_4328	0.116475981001676	2.59920766833995
chr4	11790000	11810000	chr4	11940000	11960000	4383	4384	4383_4384	0.111675958888625	3.2
chr4	12720000	12740000	chr4	13530000	13560000	4387	4389	4387_4389	0.0260119777251	3.67583473599051
chr1	47740000	47760000	chr1	47920000	47950000	439	440	439_440	0.124525716631284	3.67583473599051
chr4	15230000	15250000	chr4	15380000	15400000	4404	4405	4404_4405	0.0526870755713784	2.11121265723663
chr4	15440000	15490000	chr4	15980000	16000000	4407	4413	4407_4413	0.0436650836504884	3.2
chr4	17630000	17660000	chr4	18570000	18620000	4424	4431	4424_4431	0.0654401564412159	3.67583473599051
chr4	17800000	17850000	chr4	18350000	18370000	4426	4430	4426_4430	0.0697031471278631	3.2
chr4	36410000	36430000	chr4	37370000	37400000	4476	4479	4476_4479	0.0151687254488385	3.67583473599051
chr4	42370000	42380000	chr4	42510000	42530000	4508	4509	4508_4509	0.102422775385686	2.59920766833995
chr4	53690000	53710000	chr4	54210000	54250000	4552	4556	4552_4556	0.0636916464580125	3.2
chr4	55170000	55190000	chr4	55300000	55370000	4561	4562	4561_4562	0.0489087674323839	2.11121265723663
chr1	50360000	50400000	chr1	50580000	50610000	460	462	460_462	0.056951187343561	3.2
chr4	74340000	74390000	chr4	74530000	74540000	4614	4615	4614_4615	0.0887147702812434	2.59920766833995
chr4	76410000	76440000	chr4	76720000	76790000	4632	4635	4632_4635	0.0714748488849217	2.59920766833995
chr4	76720000	76790000	chr4	77190000	77240000	4635	4642	4635_4642	0.0731794432402044	3.67583473599051
chr4	78940000	78970000	chr4	80330000	80380000	4656	4671	4656_4671	0.0450173045468226	2.59920766833995
chr4	81390000	81450000	chr4	82180000	82210000	4678	4683	4678_4683	0.0477088917117131	2.59920766833995
chr4	83500000	83530000	chr4	84470000	84540000	4693	4703	4693_4703	0.105616064801217	3.2
chr4	83750000	83780000	chr4	84470000	84540000	4696	4703	4696_4703	0.096038893161276	4.22242531447326
chr4	84140000	84160000	chr4	84470000	84540000	4700	4703	4700_4703	0.0670144271273161	5.19841533667991
chr4	85780000	85810000	chr4	85950000	86000000	4715	4716	4715_4716	0.04276739487522	3.67583473599051
chr4	87540000	87560000	chr4	87830000	87880000	4731	4733	4731_4733	0.0386782800834099	3.2
chr4	89130000	89180000	chr4	89870000	89920000	4742	4749	4742_4749	0.0836471527029427	2.59920766833995
chr4	93790000	93810000	chr4	94120000	94140000	4761	4762	4761_4762	0.0644147523789651	4.22242531447326
chr4	102430000	102470000	chr4	103080000	103110000	4784	4788	4784_4788	0.0716108481676846	3.2
chr4	109990000	110070000	chr4	110310000	110330000	4813	4815	4813_4815	0.024701377014241	2.59920766833995
chr4	156460000	156500000	chr4	156670000	156680000	5009	5010	5009_5010	0.043010136197657	2.11121265723663
chr4	163550000	163570000	chr4	164710000	164750000	5038	5042	5038_5042	0.00954388933539929	3.2
chr1	54650000	54680000	chr1	54780000	54830000	504	506	504_506	0.158356205927661	2.59920766833995
chr4	173000000	173050000	chr4	173410000	173430000	5070	5075	5070_5075	0.128540176667679	2.59920766833995
chr4	175550000	175570000	chr4	175880000	175910000	5085	5086	5085_5086	0.0261829007225638	2.59920766833995
chr4	176790000	176800000	chr4	177030000	177060000	5093	5095	5093_5095	0.135773333232929	2.59920766833995
chr5	5210000	5230000	chr5	5370000	5420000	5159	5160	5159_5160	0.100810781812747	2.59920766833995
chr5	7920000	7940000	chr5	9190000	9230000	5182	5185	5182_5185	0.0181270233418625	3.67583473599051
chr5	9350000	9370000	chr5	9530000	9550000	5186	5187	5186_5187	0.113821100135312	2.59920766833995
chr5	11250000	11270000	chr5	11480000	11510000	5195	5196	5195_5196	0.159799387465654	3.2
chr5	14490000	14510000	chr5	14630000	14660000	5205	5206	5205_5206	0.113821100135312	3.67583473599051
chr5	36730000	36750000	chr5	36990000	37000000	5272	5274	5272_5274	0.0275669945800568	3.67583473599051
chr5	51370000	51400000	chr5	51950000	52020000	5334	5338	5334_5338	0.0894011094168493	3.67583473599051
chr1	59050000	59090000	chr1	59680000	59780000	536	542	536_542	0.0855108852281394	2.59920766833995
chr5	57640000	57660000	chr5	58440000	58480000	5392	5397	5392_5397	0.0325959430465979	2.59920766833995
chr5	59780000	59840000	chr5	60140000	60170000	5407	5411	5407_5411	0.104923141397778	3.2
chr5	63390000	63430000	chr5	63830000	63850000	5441	5442	5441_5442	0.0861268775998462	3.67583473599051
chr5	65090000	65110000	chr5	65460000	65500000	5454	5456	5454_5456	0.0967443647827438	3.2
chr5	68440000	68490000	chr5	68950000	69010000	5493	5499	5493_5499	0.0778425370727287	4.22242531447326
chr5	73980000	73990000	chr5	74620000	74660000	5525	5535	5525_5535	0.0477528491327133	2.59920766833995
chr5	76860000	76880000	chr5	77000000	77020000	5554	5555	5554_5555	0.0231387609256699	2.59920766833995
chr5	77110000	77130000	chr5	77450000	77510000	5558	5561	5558_5561	0.0187090100426025	5.19841533667991
chr5	77550000	77570000	chr5	78010000	78020000	5562	5563	5562_5563	0.0773227399575911	3.2
chr5	82630000	82650000	chr5	83430000	83470000	5599	5603	5599_5603	0.0767240259829844	3.67583473599051
chr5	88660000	88760000	chr5	89730000	89750000	5617	5619	5617_5619	0.129741518746422	3.67583473599051
chr5	88660000	88760000	chr5	90160000	90200000	5617	5621	5617_5621	0.109976836188312	2.59920766833995
chr5	90840000	90880000	chr5	91080000	91120000	5628	5631	5628_5631	0.0842119770742414	3.2
chr5	97000000	97010000	chr5	97150000	97170000	5652	5653	5652_5653	0.0281970110515078	2.59920766833995
chr5	116570000	116600000	chr5	116930000	116950000	5718	5719	5718_5719	0.064725953023809	2.59920766833995
chr5	127550000	127600000	chr5	128170000	128230000	5759	5764	5759_5764	0.0130886699209124	5.19841533667991
chr5	128170000	128230000	chr5	128840000	128870000	5764	5767	5764_5767	0.0198299758661506	2.59920766833995
chr5	134910000	134930000	chr5	135320000	135350000	5819	5822	5819_5822	0.139666886002361	2.59920766833995
chr5	136790000	136820000	chr5	137320000	137340000	5834	5843	5834_5843	0.0563133626605958	2.59920766833995
chr5	138170000	138200000	chr5	138400000	138410000	5853	5854	5853_5854	0.0853146697183299	3.67583473599051
chr5	139410000	139430000	chr5	139510000	139530000	5869	5870	5869_5870	0.0793094138794973	2.11121265723663
chr5	141670000	141710000	chr5	142130000	142180000	5892	5898	5892_5898	0.079602227387794	2.59920766833995
chr5	147210000	147240000	chr5	147360000	147390000	5937	5938	5937_5938	0.0890332121792522	2.11121265723663
chr5	148170000	148190000	chr5	149060000	149150000	5945	5952	5945_5952	0.147401371590793	3.2
chr5	151810000	151860000	chr5	152250000	152260000	5975	5977	5975_5977	0.0890332121792522	3.67583473599051
chr5	153940000	153990000	chr5	154600000	154660000	5983	5989	5983_5989	0.0518179902514082	2.59920766833995
chr5	170790000	170820000	chr5	171330000	171350000	6080	6081	6080_6081	0.0143734512907116	4.22242531447326
chr1	68590000	68610000	chr1	69710000	69750000	614	620	614_620	0.0279425779289983	3.67583473599051
chr1	68800000	68820000	chr1	69710000	69750000	616	620	616_620	0.133464224513482	3.67583473599051
chr6	4280000	4310000	chr6	4760000	4780000	6202	6205	6202_6205	0.128877185793615	3.2
chr6	8120000	8140000	chr6	8210000	8230000	6240	6241	6240_6241	0.077132443911719	2.11121265723663
chr6	11560000	11700000	chr6	12000000	12020000	6272	6275	6272_6275	0.0348048450996328	3.67583473599051
chr6	14180000	14230000	chr6	14790000	14810000	6298	6304	6298_6304	0.0818355743690151	2.59920766833995
chr1	7970000	8020000	chr1	8830000	8860000	62	76	62_76	0.116617303004357	3.2
chr6	21570000	21620000	chr6	21930000	21950000	6385	6388	6385_6388	0.025847041166782	2.11121265723663
chr6	26110000	26150000	chr6	27120000	27200000	6416	6424	6416_6424	0.0512365152386414	3.2
chr6	26110000	26150000	chr6	27760000	27840000	6416	6428	6416_6428	0.0622523808664449	2.11121265723663
chr6	28110000	28130000	chr6	28340000	28370000	6431	6432	6431_6432	0.10398109582062	3.67583473599051
chr6	32210000	32260000	chr6	32690000	32750000	6457	6459	6457_6459	0.0811705825819887	2.59920766833995
chr6	33000000	33020000	chr6	33150000	33160000	6465	6467	6465_6467	0.0839350978308204	3.2
chr6	40300000	40350000	chr6	40800000	40870000	6525	6530	6525_6530	0.0652920511089143	4.22242531447326
chr6	40880000	40920000	chr6	41020000	41040000	6531	6533	6531_6533	0.0822721377243	2.11121265723663
chr6	43700000	43730000	chr6	44060000	44110000	6565	6567	6565_6567	0.0594060660181923	4.22242531447326
chr6	47610000	47640000	chr6	47730000	47810000	6597	6599	6597_6599	0.121319015539531	2.59920766833995
chr6	50790000	50840000	chr6	51330000	51360000	6613	6615	6613_6615	0.0468849802197931	2.59920766833995
chr6	53090000	53110000	chr6	53440000	53520000	6631	6637	6631_6637	0.108023884608373	2.11121265723663
chr6	53970000	54010000	chr6	54260000	54290000	6643	6645	6643_6645	0.0379335356453225	2.59920766833995
chr6	85730000	85770000	chr6	86170000	86190000	6786	6788	6786_6788	0.0225288279022606	3.67583473599051
chr6	89110000	89130000	chr6	89230000	89260000	6799	6800	6799_6800	0.0883308105716865	2.11121265723663
chr1	8350000	8370000	chr1	8830000	8860000	67	76	67_76	0.0721009278893108	2.11121265723663
chr1	87280000	87340000	chr1	88040000	88060000	683	687	683_687	0.0126359046271171	2.59920766833995
chr6	109520000	109550000	chr6	110370000	110410000	6873	6877	6873_6877	0.0620809827748521	2.59920766833995
chr6	122370000	122380000	chr6	122520000	122550000	6954	6955	6954_6955	0.108024330192821	2.59920766833995
chr6	126370000	126380000	chr6	127080000	127140000	6982	6985	6982_6985	0.0738783395456183	3.67583473599051
chr6	130040000	130070000	chr6	130830000	130860000	7006	7012	7006_7012	0.053778027059143	3.2
chr6	132810000	132850000	chr6	133890000	133940000	7029	7037	7029_7037	0.0518133295947705	2.59920766833995
chr6	135130000	135160000	chr6	135410000	135430000	7050	7052	7050_7052	0.0453564083090628	3.67583473599051
chr1	90710000	90730000	chr1	91150000	91180000	705	707	705_707	0.124291128261779	2.11121265723663
chr6	139870000	139900000	chr6	140430000	140460000	7098	7103	7098_7103	0.122916509952625	3.67583473599051
chr6	144250000	144270000	chr6	144460000	144500000	7129	7134	7129_7134	0.167458671496781	5.19841533667991
chr6	147380000	147400000	chr6	148150000	148200000	7157	7159	7157_7159	0.0669957814793905	2.59920766833995
chr6	157940000	157990000	chr6	158050000	158090000	7236	7237	7236_7237	0.0971989475301525	2.11121265723663
chr6	158760000	158770000	chr6	158960000	158980000	7244	7247	7244_7247	0.0467948682185085	2.11121265723663
chr6	169790000	169840000	chr6	170240000	170270000	7303	7307	7303_7307	0.0820203489417743	3.2
chr7	4620000	4640000	chr7	4750000	4770000	7336	7337	7336_7337	0.028841597335126	2.59920766833995
chr7	8430000	8450000	chr7	8710000	8730000	7365	7366	7365_7366	0.0237926862810245	3.67583473599051
chr7	11400000	11440000	chr7	11830000	11860000	7372	7374	7372_7374	0.0626234707679364	2.59920766833995
chr7	16690000	16710000	chr7	16890000	16920000	7410	7412	7410_7412	0.124870693018174	3.2
chr7	16950000	17000000	chr7	17530000	17540000	7413	7416	7413_7416	0.105603447238119	4.22242531447326
chr7	19120000	19150000	chr7	19440000	19450000	7425	7426	7425_7426	0.0626234707679364	3.2
chr7	19120000	19150000	chr7	19650000	19680000	7425	7427	7425_7427	0.0698306358847769	2.11121265723663
chr7	19710000	19770000	chr7	20310000	20320000	7428	7433	7428_7433	0.106891173936978	3.2
chr7	20760000	20790000	chr7	21490000	21540000	7438	7446	7438_7446	0.0859236494252201	3.67583473599051
chr7	21240000	21280000	chr7	21980000	22020000	7445	7448	7445_7448	0.0781205479126567	2.59920766833995
chr7	22560000	22570000	chr7	22720000	22730000	7451	7452	7451_7452	0.00620350134644162	3.67583473599051
chr7	23270000	23290000	chr7	23530000	23580000	7455	7458	7455_7458	0.109475455205405	2.59920766833995
chr7	29740000	29760000	chr7	29910000	29930000	7511	7512	7511_7512	0.0879628001183343	2.59920766833995
chr7	31720000	31780000	chr7	32460000	32480000	7525	7529	7525_7529	0.0098193871760941	2.59920766833995
chr7	32180000	32230000	chr7	32460000	32480000	7528	7529	7528_7529	0.0234621897743367	2.59920766833995
chr7	36460000	36500000	chr7	37810000	37860000	7551	7561	7551_7561	0.0767774032675809	3.67583473599051
chr7	46340000	46370000	chr7	47150000	47200000	7638	7644	7638_7644	0.091614451255586	3.67583473599051
chr7	46770000	46790000	chr7	47070000	47120000	7640	7642	7640_7642	0.0286371340624219	2.11121265723663
chr7	51430000	51450000	chr7	52250000	52270000	7677	7683	7677_7683	0.0180956540101822	2.11121265723663
chr7	68140000	68200000	chr7	69040000	69090000	7741	7759	7741_7759	0.0445868606301384	4.22242531447326
chr7	71090000	71150000	chr7	71240000	71290000	7792	7794	7792_7794	0.108995000230571	2.11121265723663
chr7	71700000	71760000	chr7	72480000	72500000	7803	7808	7803_7808	0.0738510105569138	2.11121265723663
chr1	109530000	109560000	chr1	109760000	109790000	782	784	782_784	0.10746815338723	2.59920766833995
chr7	85180000	85210000	chr7	85440000	85480000	7892	7894	7892_7894	0.136248328836038	2.59920766833995
chr7	85880000	85910000	chr7	86880000	86910000	7899	7902	7899_7902	0.0486906677402604	2.11121265723663
chr7	93790000	93810000	chr7	94060000	94090000	7949	7953	7949_7953	0.00657910555145569	3.67583473599051
chr7	94430000	94460000	chr7	95210000	95230000	7956	7962	7956_7962	0.0764705610461731	3.67583473599051
chr7	95710000	95740000	chr7	97010000	97070000	7968	7976	7968_7976	0.104803371453088	3.2
chr1	112380000	112400000	chr1	112600000	112630000	807	810	807_810	0.0615023150801394	2.59920766833995
chr7	118350000	118370000	chr7	119170000	119200000	8114	8117	8114_8117	0.0645316162878609	2.59920766833995
chr7	122900000	122920000	chr7	123140000	123170000	8138	8140	8138_8140	0.0403876004740105	3.67583473599051
chr1	112800000	112820000	chr1	113020000	113070000	813	816	813_816	0.0166356273316863	5.57152360509519
chr7	125040000	125070000	chr7	125670000	125690000	8150	8151	8150_8151	0.0653885731765287	3.2
chr7	126790000	126820000	chr7	127240000	127270000	8152	8154	8152_8154	0.108745425683433	3.67583473599051
chr7	129650000	129680000	chr7	129800000	129830000	8173	8174	8173_8174	0.085867730732672	2.59920766833995
chr1	113830000	113860000	chr1	114260000	114300000	824	826	824_826	0.0833209730111568	3.2
chr7	145020000	145050000	chr7	146080000	146090000	8266	8267	8266_8267	0.0121948714901672	2.59920766833995
chr7	147540000	147560000	chr7	148070000	148090000	8269	8270	8269_8270	0.0308321814953162	2.59920766833995
chr1	114340000	114360000	chr1	114540000	114570000	827	828	827_828	0.0465643237388559	3.2
chr7	155790000	155830000	chr7	156570000	156600000	8311	8317	8311_8317	0.102240242189718	3.2
chr7	155790000	155830000	chr7	156640000	156660000	8311	8319	8311_8319	0.0254072770221644	2.59920766833995
chr8	2600000	2630000	chr8	2810000	2830000	8347	8348	8347_8348	0.0223877037645587	4.22242531447326
chr8	6560000	6600000	chr8	6770000	6800000	8364	8366	8364_8366	0.0954254305950339	3.2
chr8	10410000	10430000	chr8	10520000	10550000	8388	8389	8388_8389	0.0715074865614611	2.11121265723663
chr8	16780000	16800000	chr8	17110000	17150000	8416	8418	8416_8418	0.0707374916397801	4.22242531447326
chr8	22240000	22260000	chr8	22560000	22590000	8473	8475	8473_8475	0.127208134799037	3.2
chr8	28480000	28490000	chr8	28590000	28630000	8524	8525	8524_8525	0.127208134799037	2.11121265723663
chr8	35600000	35630000	chr8	35870000	35900000	8564	8565	8564_8565	0.0633563724051861	2.59920766833995
chr8	41120000	41150000	chr8	41510000	41530000	8599	8601	8599_8601	0.0816251051913854	2.59920766833995
chr8	47490000	47530000	chr8	47640000	47670000	8621	8623	8621_8623	0.0205432124276762	2.59920766833995
chr8	48300000	48330000	chr8	48640000	48680000	8631	8635	8631_8635	0.0687330597815938	2.59920766833995
chr8	53240000	53280000	chr8	53790000	53830000	8655	8663	8655_8663	0.0744301993881183	2.11121265723663
chr8	60410000	60440000	chr8	60600000	60620000	8699	8702	8699_8702	0.0902601761879843	2.11121265723663
chr8	61790000	61820000	chr8	62980000	63010000	8713	8719	8713_8719	0.0763102905985627	3.67583473599051
chr8	68560000	68590000	chr8	69530000	69560000	8749	8751	8749_8751	0.0156509416382274	2.59920766833995
chr8	78490000	78510000	chr8	78620000	78630000	8790	8792	8790_8792	0.0860075296497386	2.59920766833995
chr8	80220000	80280000	chr8	80470000	80500000	8806	8807	8806_8807	0.0762726894498883	2.11121265723663
chr1	150600000	150630000	chr1	150810000	150830000	896	897	896_897	0.156468314051539	3.2
chr8	125100000	125150000	chr8	125690000	125710000	9059	9064	9059_9064	0.0709344938075426	2.59920766833995
chr1	151550000	151600000	chr1	151710000	151740000	909	910	909_910	0.0742706502381095	3.2
chr8	133480000	133510000	chr8	134660000	134710000	9110	9118	9110_9118	0.0540346701334878	2.11121265723663
chr8	134020000	134050000	chr8	134660000	134710000	9114	9118	9114_9118	0.0142792452484814	3.2
chr8	134900000	134930000	chr8	136700000	136730000	9121	9128	9121_9128	0.0448599992577214	2.59920766833995
chr8	139620000	139660000	chr8	140380000	140430000	9138	9142	9138_9142	0.0407236159288255	2.59920766833995
chr9	1450000	1460000	chr9	1590000	1620000	9179	9180	9179_9180	0.0705471057807077	2.59920766833995
chr9	2120000	2150000	chr9	2720000	2740000	9181	9182	9181_9182	0.120667258517084	2.59920766833995
chr9	6550000	6590000	chr9	6720000	6740000	9208	9209	9208_9209	0.0705471057807077	2.59920766833995
chr9	16180000	16190000	chr9	16820000	16840000	9243	9246	9243_9246	0.136521184797262	3.2
chr1	10640000	10690000	chr1	10770000	10810000	92	93	92_93	0.101533504040675	2.11121265723663
chr9	36200000	36230000	chr9	36340000	36360000	9329	9331	9329_9331	0.0274327955029158	3.2
chr1	154540000	154580000	chr1	155060000	155070000	939	943	939_943	0.0885096745409387	3.2
chr9	90200000	90230000	chr9	90750000	90770000	9494	9497	9494_9497	0.0954864936851401	2.11121265723663
chr9	99240000	99290000	chr9	99990000	100040000	9575	9582	9575_9582	0.0640650596447305	3.67583473599051
chr9	99990000	100040000	chr9	100310000	100340000	9582	9585	9582_9585	0.0640650596447305	2.59920766833995
chr9	115570000	115630000	chr9	116110000	116170000	9708	9711	9708_9711	0.15338946149595	6.4
chr9	124760000	124780000	chr9	125350000	125380000	9781	9790	9781_9790	0.0290515689137026	2.59920766833995
chr9	125390000	125430000	chr9	126380000	126410000	9791	9803	9791_9803	0.113751896311286	2.59920766833995
chr9	126690000	126710000	chr9	126770000	126790000	9807	9808	9807_9808	0.0545398342197581	2.11121265723663
chr9	132410000	132440000	chr9	132570000	132590000	9861	9863	9861_9863	0.0740738185988078	2.59920766833995
chr9	133520000	133550000	chr9	133710000	133730000	9869	9871	9869_9871	0.0288728576574255	3.67583473599051
chr10	2920000	2940000	chr10	3040000	3050000	9909	9911	9909_9911	0.0533384410574804	2.11121265723663
