chr	start	end	strand	gene_id	gene_name
chr5	115578142	115580142	-	ENSG00000251201.8	TMED7-TICAM2
chr5	115578150	115580150	-	ENSG00000243414.5	TICAM2
chr5	115827700	115829700	-	ENSG00000145782.13	ATG12
chr5	115840092	115842092	+	ENSG00000177879.16	AP3S1
chr5	116051417	116053417	-	ENSG00000185641.6	AC034236.1
chr5	116077610	116079610	-	ENSG00000272265.1	AC034236.3
chr5	119005847	119007847	-	ENSG00000249494.6	AC008629.1
chr5	119006071	119008071	+	ENSG00000223179.3	RNU6-373P
chr5	119008560	119010560	+	ENSG00000250678.1	AC008629.2
chr5	119009971	119011971	+	ENSG00000250928.1	AC008629.3
chr5	120462800	120464800	+	ENSG00000184838.15	PRR16
chr5	123344385	123346385	-	ENSG00000168944.15	CEP120
chr5	126358632	126360632	+	ENSG00000155324.10	GRAMD2B
chr5	126530700	126532700	-	ENSG00000164904.18	ALDH7A1
chr5	126552802	126554802	-	ENSG00000202082.2	RNU6-290P
chr5	127289296	127291296	+	ENSG00000145794.17	MEGF10
chr5	127588246	127590246	-	ENSG00000282925.1	AC010424.3
chr5	127837986	127839986	-	ENSG00000250603.1	AC068658.1
chr5	128082266	128084266	+	ENSG00000064651.14	SLC12A2
chr5	128662478	128664478	+	ENSG00000248634.1	AC008588.1
chr5	131158527	131160527	-	ENSG00000169567.12	HINT1
chr5	131169444	131171444	+	ENSG00000186687.16	LYRM7
chr5	131260821	131262821	-	ENSG00000279370.1	AC004777.1
chr5	131439531	131441531	-	ENSG00000275939.1	AC008497.1
chr5	131795915	131797915	+	ENSG00000279584.1	AC005593.1
chr5	131806490	131808490	-	ENSG00000239642.6	MEIKIN
chr5	131806643	131808643	-	ENSG00000281938.2	AC034228.3
chr5	132002092	132004092	+	ENSG00000223548.1	ACSL6-AS1
chr5	132009948	132011948	+	ENSG00000231585.1	AC034228.1
chr5	133024347	133026347	+	ENSG00000287054.1	AC113410.6
chr5	133110555	133112555	-	ENSG00000251616.1	AC113410.3
chr5	133955010	133957010	-	ENSG00000113583.8	C5orf15
chr5	134148435	134150435	-	ENSG00000113558.18	SKP1
chr5	134193832	134195832	-	ENSG00000113575.10	PPP2CA
chr5	134285850	134287850	-	ENSG00000006837.12	CDKL3
chr5	134369969	134371969	+	ENSG00000119048.8	UBE2B
chr5	134393860	134395860	-	ENSG00000279469.1	AC109454.4
chr5	134397995	134399995	+	ENSG00000248559.1	AC109454.2
chr5	134401565	134403565	-	ENSG00000237190.4	CDKN2AIPNL
chr5	134922803	134924803	-	ENSG00000244921.2	MTCYBP18
chr5	134922623	134924623	+	ENSG00000249119.1	MTND6P4
chr5	134924148	134926148	-	ENSG00000248923.1	MTND5P11
chr5	134926160	134928160	-	ENSG00000247627.2	MTND4P12
chr5	134927530	134929530	-	ENSG00000198868.3	MTND4LP30
chr5	134926539	134928539	+	ENSG00000263963.1	AC008670.1
chr5	134927893	134929893	-	ENSG00000249192.1	MTND3P25
chr5	135333400	135335400	-	ENSG00000113648.16	MACROH2A1
chr5	135558077	135560077	+	ENSG00000250167.1	AC034206.1
chr5	135891746	135893746	-	ENSG00000145839.2	IL9
chr5	135896137	135898137	+	ENSG00000254239.1	AC002428.2
chr5	135899853	135901853	-	ENSG00000253927.1	AC002428.1
chr5	135928817	135930817	+	ENSG00000164616.16	FBXL21P
chr5	136079970	136081970	-	ENSG00000270123.4	VTRNA2-1
chr5	136079997	136081997	-	ENSG00000278815.1	AC005219.1
chr5	136190968	136192968	-	ENSG00000271824.2	SMIM32
chr5	136212820	136214820	-	ENSG00000069018.18	TRPC7
chr5	136212548	136214548	+	ENSG00000248211.1	TRPC7-AS1
chr5	136380768	136382768	-	ENSG00000248351.1	HSPD1P18
chr5	137745151	137747151	-	ENSG00000177733.7	HNRNPA0
chr5	138177219	138179219	+	ENSG00000112984.12	KIF20A
chr5	138187150	138189150	-	ENSG00000094880.11	CDC23
chr5	138472244	138474244	+	ENSG00000241458.1	RPL7P19
chr5	138553256	138555256	-	ENSG00000113013.15	HSPA9
chr5	138558470	138560470	-	ENSG00000222937.1	SNORD63B
chr5	138560543	138562543	-	ENSG00000206989.1	SNORD63
chr5	138609467	138611467	+	ENSG00000044115.21	CTNNA1
chr5	138618829	138620829	+	ENSG00000232174.3	AC113340.1
chr5	138621979	138623979	+	ENSG00000238745.1	AC113340.2
chr5	139272252	139274252	+	ENSG00000280987.4	MATR3
chr5	139272602	139274602	+	ENSG00000281398.4	SNHG4
chr5	139274680	139276680	+	ENSG00000252213.1	SNORA74D
chr5	139277281	139279281	+	ENSG00000200959.1	SNORA74A
chr5	139332538	139334538	-	ENSG00000253015.1	RN7SKP64
chr5	139364177	139366177	-	ENSG00000272742.1	AC135457.1
chr5	139366696	139368696	-	ENSG00000170482.17	SLC23A1
chr5	139390092	139392092	-	ENSG00000228672.4	PROB1
chr5	139396063	139398063	-	ENSG00000170469.10	SPATA24
chr5	139408088	139410088	-	ENSG00000170464.10	DNAJC18
chr5	139524931	139526931	+	ENSG00000131508.16	UBE2D2
chr5	139794308	139796308	+	ENSG00000146005.4	PSD2
chr5	140244535	140246535	-	ENSG00000113068.10	PFDN1
chr5	140347984	140349984	-	ENSG00000253965.1	AC008438.2
chr5	140358694	140360694	+	ENSG00000113073.15	SLC4A9
chr5	140370391	140372391	-	ENSG00000249637.2	AC008438.1
chr5	140396823	140398823	-	ENSG00000222790.1	RNU4-14P
chr5	140663176	140665176	+	ENSG00000120314.18	WDR55
chr5	140670294	140672294	-	ENSG00000256453.2	DND1
chr5	140673404	140675404	-	ENSG00000170445.15	HARS1
chr5	140689930	140691930	+	ENSG00000112855.17	HARS2
chr5	140697180	140699180	+	ENSG00000146007.11	ZMAT2
chr5	140709775	140711775	+	ENSG00000199990.1	VTRNA1-1
chr5	140717425	140719425	+	ENSG00000202111.1	VTRNA1-2
chr5	140832748	140834748	+	ENSG00000204963.6	PCDHA7
chr5	140839687	140841687	+	ENSG00000204962.6	PCDHA8
chr5	140859724	140861724	+	ENSG00000249504.3	PCDHA14
chr5	140867013	140869013	-	ENSG00000278946.1	AC005609.4
chr5	140866683	140868683	+	ENSG00000249158.6	PCDHA11
chr5	140873802	140875802	+	ENSG00000251664.5	PCDHA12
chr5	140874846	140876846	-	ENSG00000278915.1	AC005609.3
chr5	140877573	140879573	-	ENSG00000278901.1	AC005609.1
chr5	140880624	140882624	+	ENSG00000239389.8	PCDHA13
chr5	141045760	141047760	-	ENSG00000279047.4	AC244517.5
chr5	141049635	141051635	+	ENSG00000171815.5	PCDHB1
chr5	141191099	141193099	-	ENSG00000279375.1	AC244517.7
chr5	141190853	141192853	+	ENSG00000120324.9	PCDHB10
chr5	141198110	141200110	+	ENSG00000197479.7	PCDHB11
chr5	141368742	141370742	+	ENSG00000262209.3	PCDHGB3
chr5	141372414	141374414	+	ENSG00000253731.2	PCDHGA6
chr5	141401432	141403432	+	ENSG00000261934.2	PCDHGA9
chr5	141406521	141408521	+	ENSG00000253305.2	PCDHGB6
chr5	141411487	141413487	+	ENSG00000253846.2	PCDHGA10
chr5	141416145	141418145	+	ENSG00000254122.2	PCDHGB7
chr5	141419547	141421547	+	ENSG00000253873.6	PCDHGA11
chr5	141556811	141558811	+	ENSG00000246422.2	DIAPH1-AS1
chr5	141881315	141883315	+	ENSG00000287726.1	AC005740.5
chr5	141895668	141897668	-	ENSG00000226040.3	AC005740.1
chr5	141922355	141924355	+	ENSG00000081791.9	DELE1
chr5	141943085	141945085	-	ENSG00000113555.5	PCDH12
chr5	141950919	141952919	+	ENSG00000271871.1	AC005740.4
chr5	141956828	141958828	+	ENSG00000013561.18	RNF14
chr5	141991249	141993249	-	ENSG00000113552.16	GNPDA1
chr5	142164267	142166267	+	ENSG00000280047.1	AC091825.3
chr5	142309927	142311927	-	ENSG00000187678.9	SPRY4
chr5	142316330	142318330	+	ENSG00000277968.1	AC091825.2
chr5	142316547	142318547	+	ENSG00000274721.1	AC091825.1
chr5	142732204	142734204	-	ENSG00000287203.1	AC005592.2
chr5	142946069	142948069	-	ENSG00000285366.1	AC008533.1
chr5	143405459	143407459	+	ENSG00000279130.1	AC091925.1
chr5	143678360	143680360	+	ENSG00000266478.1	MIR5197
chr5	143810661	143812661	+	ENSG00000158497.3	HMHB1
chr5	144139379	144141379	+	ENSG00000239390.3	RN7SL87P
chr5	144157662	144159662	-	ENSG00000145817.17	YIPF5
chr5	144169373	144171373	+	ENSG00000183775.11	KCTD16
chr5	145227311	145229311	+	ENSG00000215325.4	ASS1P10
chr5	146445811	146447811	+	ENSG00000113649.11	TCERG1
chr5	147233463	147235463	+	ENSG00000169302.16	STK32A
chr5	147558494	147560494	+	ENSG00000280780.2	JAKMIP2-AS1
chr5	147584938	147586938	-	ENSG00000176049.16	JAKMIP2
chr5	147824068	147826068	-	ENSG00000164266.10	SPINK1
chr5	148168233	148170233	+	ENSG00000196800.6	SPINK14
chr5	148429659	148431659	-	ENSG00000251330.3	AC114939.1
chr5	148450532	148452532	-	ENSG00000164270.17	HTR4
chr5	149061813	149063813	-	ENSG00000207714.3	MIR584
chr5	149061754	149063754	+	ENSG00000250072.6	SH3TC2-DT
chr5	149115678	149117678	-	ENSG00000200161.1	RN7SKP145
chr5	149139983	149141983	+	ENSG00000173210.19	ABLIM3
chr5	149343930	149345930	+	ENSG00000164284.15	GRPEL2
chr5	149347616	149349616	-	ENSG00000253618.1	GRPEL2-AS1
chr5	149356537	149358537	+	ENSG00000145882.11	PCYOX1L
chr5	149370824	149372824	-	ENSG00000127743.6	IL17B
chr5	149370674	149372674	+	ENSG00000253865.1	AC131025.1
chr5	149429146	149431146	+	ENSG00000276365.1	MIR145
chr5	149550447	149552447	+	ENSG00000183111.12	ARHGEF37
chr5	149992618	149994618	-	ENSG00000164296.7	TIGD6
chr5	149998546	150000546	+	ENSG00000113716.13	HMGXB3
chr5	150218991	150220991	-	ENSG00000070808.16	CAMK2A
chr5	150659374	150661374	+	ENSG00000164591.13	MYOZ3
chr5	150670158	150672158	-	ENSG00000250309.2	AC008453.1
chr5	150845023	150847023	+	ENSG00000237693.4	IRGM
chr5	151503593	151505593	-	ENSG00000086570.12	FAT2
chr5	151507953	151509953	+	ENSG00000271795.1	AC011337.1
chr5	151650775	151652775	+	ENSG00000260581.1	AC011374.1
chr5	151660596	151662596	-	ENSG00000113140.11	SPARC
chr5	151741816	151743816	-	ENSG00000177556.12	ATOX1
chr5	151752492	151754492	+	ENSG00000253921.1	AC091982.1
chr5	153989648	153991648	-	ENSG00000055147.19	FAM114A2
chr5	154189230	154191230	+	ENSG00000164574.16	GALNT10
chr5	154474472	154476472	-	ENSG00000113196.3	HAND1
chr5	154817992	154819992	-	ENSG00000170271.11	FAXDC2
chr5	154820443	154822443	+	ENSG00000277039.1	AC112169.1
chr5	154827958	154829958	+	ENSG00000263361.1	MIR378H
chr5	156812630	156814630	+	ENSG00000199468.1	RNU6-556P
chr5	157420939	157422939	+	ENSG00000253155.1	AC008676.2
chr5	157458519	157460519	+	ENSG00000172548.14	NIPAL4
chr5	157729920	157731920	+	ENSG00000113272.14	THG1L
chr5	157807598	157809598	+	ENSG00000206819.1	RNU6-260P
chr5	157930758	157932758	-	ENSG00000244331.1	AC008677.2
chr5	157976266	157978266	-	ENSG00000222626.1	RNU2-48P
chr5	157984158	157986158	-	ENSG00000253743.1	MARK2P11
chr5	157985646	157987646	-	ENSG00000213414.3	AC008677.1
chr5	158077599	158079599	-	ENSG00000253422.1	AC008677.3
chr5	158173101	158175101	-	ENSG00000253792.1	AC025437.5
chr5	158173896	158175896	+	ENSG00000253673.1	AC025437.4
chr5	158188477	158190477	-	ENSG00000254047.2	AC025437.6
chr5	158695416	158697416	-	ENSG00000164330.17	EBF1
chr5	159098983	159100983	+	ENSG00000245812.3	LINC02202
chr5	159104880	159106880	+	ENSG00000279204.1	AC134043.3
chr5	159156909	159158909	-	ENSG00000145860.11	RNF145
chr5	159261790	159263790	+	ENSG00000164332.8	UBLCP1
chr5	159309245	159311245	+	ENSG00000249738.10	AC008691.1
chr5	159314280	159316280	-	ENSG00000113302.5	IL12B
chr5	159316542	159318542	+	ENSG00000221601.1	RNU4ATAC2P
chr5	159448056	159450056	-	ENSG00000253298.2	LINC01845
chr5	159949993	159951993	-	ENSG00000248626.1	GAPDHP40
chr5	160023240	160025240	-	ENSG00000223908.5	AC068657.2
chr5	160185867	160187867	+	ENSG00000170231.15	FABP6
chr5	160195244	160197244	-	ENSG00000247699.2	FABP6-AS1
chr5	160347254	160349254	-	ENSG00000145861.9	C1QTNF2
chr5	167719863	167721863	+	ENSG00000253357.1	AC008708.1
chr5	168084829	168086829	-	ENSG00000253925.1	AC011369.1
chr5	168229083	168231083	-	ENSG00000253978.2	AC026689.1
chr5	168705067	168707067	+	ENSG00000254042.2	AC011365.2
chr5	168991500	168993500	+	ENSG00000248965.1	AC011389.2
chr5	169550949	169552949	+	ENSG00000206614.1	RNU6-477P
chr5	169582136	169584136	+	ENSG00000040275.17	SPDL1
chr5	170104397	170106397	+	ENSG00000168269.10	FOXI1
chr5	170191079	170193079	-	ENSG00000249601.2	LINC01187
chr5	170230947	170232947	+	ENSG00000234511.10	C5orf58
chr5	170245733	170247733	-	ENSG00000043462.12	LCP2
chr5	170638658	170640658	-	ENSG00000253591.2	KCNIP1-AS1
chr5	171344843	171346843	-	ENSG00000213393.5	AC091980.1
chr5	171418147	171420147	+	ENSG00000156427.8	FGF18
chr5	172477774	172479774	+	ENSG00000287814.1	AC011407.1
chr5	172689954	172691954	-	ENSG00000253445.1	AC027309.1
chr5	172762021	172764021	-	ENSG00000213386.3	AC022217.2
chr5	172761480	172763480	+	ENSG00000253736.3	AC022217.4
chr5	172767596	172769596	-	ENSG00000120129.6	DUSP1
chr5	172974011	172976011	+	ENSG00000253785.1	AC008429.2
chr5	172982271	172984271	+	ENSG00000113732.9	ATP6V0E1
chr5	172985180	172987180	+	ENSG00000254328.1	AC008429.4
chr5	173292017	173294017	-	ENSG00000252169.1	RNA5SP200
chr5	173361634	173363634	-	ENSG00000199219.1	RNU6-500P
chr5	173573438	173575438	+	ENSG00000254164.1	AC008663.3
chr5	173576775	173578775	+	ENSG00000253955.2	AC008663.2
chr5	173606645	173608645	-	ENSG00000145919.11	BOD1
chr5	173972279	173974279	+	ENSG00000185056.10	C5orf47
chr5	174039251	174041251	-	ENSG00000253109.1	RPL12P22
chr5	174044206	174046206	+	ENSG00000170091.11	NSG2
chr5	174055560	174057560	-	ENSG00000253244.1	AC113423.1
chr5	174723082	174725082	+	ENSG00000120149.9	MSX2
chr5	175439536	175441536	-	ENSG00000184845.4	DRD1
chr5	175702398	175704398	+	ENSG00000200648.1	RNU6-226P
chr5	177085405	177087405	+	ENSG00000160867.15	FGFR4
chr5	177399609	177401609	-	ENSG00000196570.3	PFN3
chr5	177501407	177503407	-	ENSG00000146094.14	DOK3
chr5	177511077	177513077	-	ENSG00000183258.12	DDX41
chr5	177519289	177521289	-	ENSG00000146067.16	FAM193B
chr5	177590703	177592703	+	ENSG00000184840.12	TMED9
chr5	177598632	177600632	+	ENSG00000027847.14	B4GALT7
chr5	177609740	177611740	+	ENSG00000247679.3	AC139795.2
chr5	178148960	178150960	-	ENSG00000145912.8	NHP2
chr5	178164202	178166202	+	ENSG00000251211.1	AC136632.2
chr5	179491576	179493576	-	ENSG00000274716.1	AC136628.5
chr5	179502822	179504822	-	ENSG00000253652.1	AC136628.4
chr5	180784282	180786282	-	ENSG00000131446.16	MGAT1
chr5	181178321	181180321	-	ENSG00000248473.2	LINC01962
chr6	180966	182966	-	ENSG00000263667.3	AL035696.3
chr6	182839	184839	+	ENSG00000285578.1	AL035696.4
chr6	201813	203813	+	ENSG00000205653.2	AL035696.1
chr6	708092	710092	-	ENSG00000272463.1	AL357054.4
chr6	774247	776247	-	ENSG00000272485.1	AL392183.1
chr6	904945	906945	-	ENSG00000276687.1	AL356130.1
chr6	1310598	1312598	+	ENSG00000164379.7	FOXQ1
chr6	1321198	1323198	-	ENSG00000281809.1	LINC01394
chr6	1383290	1385290	-	ENSG00000261730.1	AL034346.1
chr6	1388076	1390076	+	ENSG00000137273.6	FOXF2
chr6	1389814	1391814	-	ENSG00000275859.1	MIR6720
chr6	1600154	1602154	+	ENSG00000280916.2	FOXCUT
chr6	1608415	1610415	+	ENSG00000054598.9	FOXC1
chr6	1623306	1625306	-	ENSG00000112699.11	GMDS
chr6	2226303	2228303	+	ENSG00000285603.1	AL035693.1
chr6	2244218	2246218	+	ENSG00000250903.9	GMDS-DT
chr6	2339950	2341950	+	ENSG00000236086.4	HMGN2P28
chr6	2352927	2354927	-	ENSG00000286512.1	AL031768.2
chr6	2503297	2505297	-	ENSG00000287903.1	AL359852.2
chr6	2615644	2617644	+	ENSG00000228718.2	LINC02521
chr6	2621413	2623413	-	ENSG00000164385.9	LINC01600
chr6	2663129	2665129	-	ENSG00000145949.11	MYLK4
chr6	3137894	3139894	-	ENSG00000228170.1	AL031963.1
chr6	3153166	3155166	-	ENSG00000137267.6	TUBB2A
chr6	3268462	3270462	-	ENSG00000137266.14	SLC22A23
chr6	3584601	3586601	-	ENSG00000228793.2	AL033523.1
chr6	3722114	3724114	-	ENSG00000168994.13	PXDC1
chr6	3749611	3751611	+	ENSG00000270504.1	AL391422.4
chr6	3752599	3754599	+	ENSG00000219992.2	AL391422.1
chr6	3847873	3849873	+	ENSG00000145945.7	FAM50B
chr6	3913422	3915422	-	ENSG00000218472.2	AL590004.2
chr6	3920347	3922347	+	ENSG00000217135.2	AL590004.1
chr6	3939782	3941782	+	ENSG00000217566.2	TDGF1P4
chr6	3976562	3978562	+	ENSG00000216657.1	GLRX3P2
chr6	3981173	3983173	+	ENSG00000279926.1	AL138831.3
chr6	4017213	4019213	+	ENSG00000272248.1	AL138831.2
chr6	4018343	4020343	-	ENSG00000230648.1	AL138831.1
chr6	4019767	4021767	+	ENSG00000112739.17	PRPF4B
chr6	4133923	4135923	+	ENSG00000254821.1	AL136309.3
chr6	4134572	4136572	+	ENSG00000234817.2	ECI2-DT
chr6	4304442	4306442	-	ENSG00000285424.1	AL162718.1
chr6	4774026	4776026	-	ENSG00000236336.1	CDYL-AS1
chr6	5002274	5004274	+	ENSG00000272142.4	AL359643.3
chr6	5147733	5149733	-	ENSG00000265083.1	MIR3691
chr6	5451183	5453183	-	ENSG00000269985.1	AL021328.1
chr6	6533197	6535197	+	ENSG00000218868.1	CNN3P1
chr6	6679809	6681809	-	ENSG00000261211.1	AL031123.2
chr6	6683648	6685648	+	ENSG00000279368.1	AL031123.3
chr6	6692241	6694241	-	ENSG00000226281.4	AL031123.1
chr6	6709391	6711391	+	ENSG00000287497.1	AL031123.4
chr6	6723536	6725536	+	ENSG00000288046.1	AL031123.5
chr6	6900522	6902522	-	ENSG00000223342.2	AL158817.1
chr6	7106097	7108097	+	ENSG00000124782.20	RREB1
chr6	7231056	7233056	+	ENSG00000287002.1	AL589644.1
chr6	7258410	7260410	-	ENSG00000285771.1	AL139095.5
chr6	7267806	7269806	-	ENSG00000124783.14	SSR1
chr6	7274531	7276531	+	ENSG00000238221.1	AL139095.4
chr6	7388293	7390293	+	ENSG00000124784.9	RIOK1
chr6	7588698	7590698	+	ENSG00000168566.13	SNRNP48
chr6	7618922	7620922	+	ENSG00000236512.1	AL390026.1
chr6	7724599	7726599	+	ENSG00000153162.9	BMP6
chr6	8013067	8015067	-	ENSG00000188428.20	BLOC1S5
chr6	8015226	8017226	-	ENSG00000265818.1	EEF1E1-BLOC1S5
chr6	10365093	10367093	-	ENSG00000216781.2	AL138885.1
chr6	10392686	10394686	-	ENSG00000137203.13	TFAP2A
chr6	10403002	10405002	+	ENSG00000285278.1	AL138885.3
chr6	10407840	10409840	+	ENSG00000229950.1	TFAP2A-AS1
chr6	10422640	10424640	-	ENSG00000228478.1	AL138885.2
chr6	10425123	10427123	+	ENSG00000285759.1	AL138885.4
chr6	10428755	10430755	-	ENSG00000183674.12	LINC00518
chr6	10432816	10434816	+	ENSG00000229401.1	MIR5689HG
chr6	10438217	10440217	+	ENSG00000263705.1	MIR5689
chr6	10490723	10492723	+	ENSG00000111846.17	GCNT2
chr6	10510536	10512536	-	ENSG00000237685.1	AL139039.3
chr6	10512782	10514782	+	ENSG00000216359.1	AL139039.1
chr6	10693472	10695472	+	ENSG00000111845.5	PAK1IP1
chr6	11154429	11156429	-	ENSG00000271245.1	AL136139.1
chr6	11413136	11415136	+	ENSG00000242753.2	AL445430.2
chr6	11415707	11417707	+	ENSG00000233656.2	AL445430.1
chr6	11503009	11505009	-	ENSG00000202313.1	RNU1-64P
chr6	11512692	11514692	+	ENSG00000218020.3	THAP12P5
chr6	11606052	11608052	+	ENSG00000271897.1	AL357518.1
chr6	11642567	11644567	+	ENSG00000277473.1	AL357518.2
chr6	11708319	11710319	+	ENSG00000207419.1	AL022724.1
chr6	11711554	11713554	-	ENSG00000111863.12	ADTRP
chr6	12006170	12008170	+	ENSG00000229896.2	AL157373.2
chr6	12007262	12009262	+	ENSG00000095951.17	HIVEP1
chr6	12288861	12290861	+	ENSG00000078401.7	EDN1
chr6	12317953	12319953	+	ENSG00000218893.1	SUMO2P12
chr6	13357330	13359330	-	ENSG00000145990.11	GFOD1
chr6	13519766	13521766	+	ENSG00000218265.1	RPS4XP7
chr6	13546204	13548204	+	ENSG00000202351.1	RN7SKP204
chr6	13573029	13575029	+	ENSG00000124523.16	SIRT5
chr6	13786057	13788057	-	ENSG00000050393.11	MCUR1
chr6	13922946	13924946	+	ENSG00000180537.13	RNF182
chr6	14208793	14210793	+	ENSG00000286281.1	AL353152.2
chr6	14229275	14231275	-	ENSG00000230631.1	AL353152.1
chr6	15243423	15245423	-	ENSG00000271888.1	AL136162.1
chr6	15244569	15246569	+	ENSG00000008083.14	JARID2
chr6	15247315	15249315	-	ENSG00000235488.1	JARID2-AS1
chr6	16106122	16108122	+	ENSG00000217585.1	AL021407.2
chr6	16127586	16129586	+	ENSG00000007944.15	MYLIP
chr6	16203514	16205514	+	ENSG00000251831.1	RNU6-1114P
chr6	16759638	16761638	+	ENSG00000229931.1	ATXN1-AS1
chr6	16762846	16764846	+	ENSG00000272341.1	AL137003.1
chr6	17092214	17094214	-	ENSG00000287359.1	AL138740.1
chr6	17580534	17582534	+	ENSG00000218359.1	SUMO2P13
chr6	17586399	17588399	-	ENSG00000286885.1	AL138824.1
chr6	17598802	17600802	+	ENSG00000137414.6	FAM8A1
chr6	17614535	17616535	-	ENSG00000124789.11	NUP153
chr6	17618033	17620033	+	ENSG00000206881.1	RNU6-190P
chr6	17758683	17760683	-	ENSG00000137177.20	KIF13A
chr6	18119940	18121940	-	ENSG00000187566.6	NHLRC1
chr6	18127811	18129811	-	ENSG00000137364.5	TPMT
chr6	18304354	18306354	-	ENSG00000278102.1	AL138825.1
chr6	18306473	18308473	-	ENSG00000200681.1	RNU6-263P
chr6	18385850	18387850	+	ENSG00000137393.9	RNF144B
chr6	18570284	18572284	+	ENSG00000207775.1	MIR548A1
chr6	19289819	19291819	-	ENSG00000231662.1	AL357052.1
chr6	19436783	19438783	+	ENSG00000201523.1	RNA5SP205
chr6	19835870	19837870	+	ENSG00000172201.12	ID4
chr6	20099184	20101184	-	ENSG00000172197.11	MBOAT1
chr6	20400379	20402379	+	ENSG00000112242.15	E2F3
chr6	20498675	20500675	+	ENSG00000201683.1	AL136303.1
chr6	21592251	21594251	+	ENSG00000124766.7	SOX4
chr6	21600628	21602628	+	ENSG00000220771.2	BOLA2P3
chr6	21662685	21664685	+	ENSG00000272168.8	CASC15
chr6	24750171	24752171	-	ENSG00000218806.2	AL133264.1
chr6	25030509	25032509	-	ENSG00000244618.3	RN7SL334P
chr6	25053127	25055127	-	ENSG00000223623.1	AL133268.2
chr6	25061126	25063126	-	ENSG00000168405.17	CMAHP
chr6	25060296	25062296	+	ENSG00000285801.1	AL133268.4
chr6	25217188	25219188	+	ENSG00000219681.2	AL590084.2
chr6	25246763	25248763	+	ENSG00000271108.1	KATNBL1P5
chr6	25259739	25261739	+	ENSG00000216718.7	AL024509.3
chr6	25271700	25273700	-	ENSG00000213972.3	AL024509.2
chr6	25277578	25279578	+	ENSG00000079691.18	CARMIL1
chr6	25725632	25727632	-	ENSG00000164508.4	H2AC1
chr6	25725277	25727277	+	ENSG00000146047.6	H2BC1
chr6	25881526	25883526	-	ENSG00000242387.1	H2AC3P
chr6	25883919	25885919	+	ENSG00000277410.1	H2BP5
chr6	26031094	26033094	-	ENSG00000286522.1	H3C2
chr6	26032676	26034676	-	ENSG00000278463.1	H2AC4
chr6	26042777	26044777	-	ENSG00000276410.3	H2BC3
chr6	26042489	26044489	+	ENSG00000234816.2	H2AC5P
chr6	26043911	26045911	+	ENSG00000287080.1	H3C3
chr6	26055287	26057287	-	ENSG00000187837.3	H1-2
chr6	26114373	26116373	-	ENSG00000180596.7	H2BC4
chr6	26122645	26124645	+	ENSG00000180573.9	H2AC6
chr6	26188265	26190265	-	ENSG00000277157.1	H4C4
chr6	26194054	26196054	+	ENSG00000216331.2	H1-12P
chr6	26195095	26197095	-	ENSG00000282988.2	AL031777.2
chr6	26196340	26198340	-	ENSG00000197409.7	H3C4
chr6	26198351	26200351	-	ENSG00000196866.2	H2AC7
chr6	26198020	26200020	+	ENSG00000277224.2	H2BC7
chr6	26200656	26202656	+	ENSG00000217275.2	AL031777.1
chr6	26203052	26205052	+	ENSG00000276966.2	H4C5
chr6	26214659	26216659	-	ENSG00000273802.2	H2BC8
chr6	26215475	26217475	+	ENSG00000277075.2	H2AC8
chr6	26217545	26219545	+	ENSG00000277720.1	H3C5P
chr6	26222699	26224699	+	ENSG00000274750.2	H3C6
chr6	26268905	26270905	-	ENSG00000273983.1	H3C8
chr6	26271521	26273521	-	ENSG00000218690.2	H2AC10P
chr6	26271476	26273476	+	ENSG00000278588.1	H2BC10
chr6	26277109	26279109	-	ENSG00000158406.4	H4C8
chr6	26321376	26323376	-	ENSG00000220875.1	H3C9P
chr6	26324205	26326205	-	ENSG00000287050.1	AL021917.1
chr6	26567824	26569824	+	ENSG00000284607.1	AL121936.1
chr6	26595453	26597453	+	ENSG00000146109.5	ABT1
chr6	26601233	26603233	+	ENSG00000275846.1	AL513548.3
chr6	26611403	26613403	-	ENSG00000271071.1	AL513548.2
chr6	27081780	27083780	+	ENSG00000219770.1	VN1R11P
chr6	27109290	27111290	-	ENSG00000222800.1	RNU2-62P
chr6	27122157	27124157	-	ENSG00000272468.1	AL021807.1
chr6	27125397	27127397	-	ENSG00000124635.8	H2BC11
chr6	27131542	27133542	+	ENSG00000196787.3	H2AC11
chr6	27137088	27139088	+	ENSG00000276180.1	H4C9
chr6	27145918	27147918	-	ENSG00000197903.7	H2BC12
chr6	27145629	27147629	+	ENSG00000274997.1	H2AC12
chr6	27146126	27148126	+	ENSG00000265565.1	MIR3143
chr6	27490922	27492922	-	ENSG00000285703.1	AL021918.3
chr6	27509001	27511001	+	ENSG00000278332.1	AL021918.2
chr6	27514539	27516539	-	ENSG00000270666.1	AL021918.1
chr6	27521576	27523576	+	ENSG00000218347.2	HNRNPA1P1
chr6	27758370	27760370	+	ENSG00000287252.1	AL009179.2
chr6	27780119	27782119	-	ENSG00000218069.2	RSL24D1P1
chr6	27805575	27807575	+	ENSG00000217862.2	H4C10P
chr6	27806944	27808944	-	ENSG00000185130.5	H2BC13
chr6	27806699	27808699	+	ENSG00000196747.4	H2AC13
chr6	27808564	27810564	+	ENSG00000278828.1	H3C10
chr6	27813854	27815854	-	ENSG00000276368.1	H2AC14
chr6	27813544	27815544	+	ENSG00000273703.1	H2BC14
chr6	27822608	27824608	+	ENSG00000197238.4	H4C11
chr6	27830716	27832716	-	ENSG00000273542.1	H4C12
