Iteration	Median_Both_DGE_Enhns	Median_Some_NonDGE_Enhns	log2FC
2274	27	22	0.2954558835261713
2275	21	22	-0.06711419585853691
2276	10	22	-1.137503523749935
2277	25	22	0.18442457113742758
2278	27	22	0.2954558835261713
2279	15	22	-0.5525410230287788
2280	38	22	0.7884958948062882
2281	21	22	-0.06711419585853691
2282	6	22	-1.8744691179161412
2283	18	22	-0.2895066171949848
2284	29	22	0.3985493764902748
2285	18	22	-0.2895066171949848
2286	21	22	-0.06711419585853691
2287	2	22	-3.4594316186372973
2288	26	22	0.24100809950379498
2289	14	22	-0.6520766965796931
2290	12	22	-0.8744691179161412
2291	22	22	0.0
2292	22	22	0.0
2293	38	22	0.7884958948062882
2294	17	22	-0.3719687773869579
2295	21	22	-0.06711419585853691
2296	14	22	-0.6520766965796931
2297	38	22	0.7884958948062882
2298	6	22	-1.8744691179161412
2299	36	22	0.7104933828050152
2300	21	22	-0.06711419585853691
2301	23	22	0.06413033741971556
2302	30	22	0.44745897697122117
2303	38	22	0.7884958948062882
2304	26	22	0.24100809950379498
2305	49	22	1.1552782254779108
2306	18	22	-0.2895066171949848
2307	15	22	-0.5525410230287788
2308	29	22	0.3985493764902748
2309	36	22	0.7104933828050152
2310	14	22	-0.6520766965796931
2311	10	22	-1.137503523749935
2312	21	22	-0.06711419585853691
2313	27	22	0.2954558835261713
2314	13	22	-0.758991900496205
2315	31	22	0.49476469174957804
2316	23	22	0.06413033741971556
2317	21	22	-0.06711419585853691
2318	23	22	0.06413033741971556
2319	6	22	-1.8744691179161412
2320	15	22	-0.5525410230287788
2321	8	22	-1.4594316186372973
2322	30	22	0.44745897697122117
2323	36	22	0.7104933828050152
2324	21	22	-0.06711419585853691
2325	32	22	0.5405683813627028
2326	25	22	0.18442457113742758
2327	29	22	0.3985493764902748
2328	18	22	-0.2895066171949848
2329	22	22	0.0
2330	23	22	0.06413033741971556
2331	6	22	-1.8744691179161412
2332	38	22	0.7884958948062882
2333	22	22	0.0
2334	25	22	0.18442457113742758
2335	32	22	0.5405683813627028
2336	23	22	0.06413033741971556
2337	18	22	-0.2895066171949848
2338	39	22	0.8259706002249511
2339	38	22	0.7884958948062882
2340	30	22	0.44745897697122117
2341	14	22	-0.6520766965796931
2342	22	22	0.0
2343	6	22	-1.8744691179161412
2344	6	22	-1.8744691179161412
2345	33	22	0.5849625007211562
2346	9	22	-1.2895066171949847
2347	42	22	0.932885804141463
2348	41	22	0.8981203859807864
2349	35	22	0.6698513983076692
2350	21	22	-0.06711419585853691
2351	21	22	-0.06711419585853691
2352	14	22	-0.6520766965796931
2353	15	22	-0.5525410230287788
2354	35	22	0.6698513983076692
2355	24	22	0.12553088208385882
2356	15	22	-0.5525410230287788
2357	38	22	0.7884958948062882
2358	18	22	-0.2895066171949848
2359	32	22	0.5405683813627028
2360	18	22	-0.2895066171949848
2361	29	22	0.3985493764902748
2362	18	22	-0.2895066171949848
2363	15	22	-0.5525410230287788
2364	18	22	-0.2895066171949848
2365	12	22	-0.8744691179161412
2366	22	22	0.0
2367	37	22	0.7500217469916526
2368	4	22	-2.4594316186372973
2369	38	22	0.7884958948062882
2370	18	22	-0.2895066171949848
2371	42	22	0.932885804141463
2372	29	22	0.3985493764902748
2373	35	22	0.6698513983076692
2374	10	22	-1.137503523749935
2375	21	22	-0.06711419585853691
2376	18	22	-0.2895066171949848
2377	29	22	0.3985493764902748
2378	6	22	-1.8744691179161412
2379	29	22	0.3985493764902748
2380	36	22	0.7104933828050152
2381	25	22	0.18442457113742758
2382	26	22	0.24100809950379498
2383	21	22	-0.06711419585853691
2384	8	22	-1.4594316186372973
2385	12	22	-0.8744691179161412
2386	25	22	0.18442457113742758
2387	25	22	0.18442457113742758
2388	20	22	-0.13750352374993496
2389	15	22	-0.5525410230287788
2390	35	22	0.6698513983076692
2391	28	22	0.3479233034203068
2392	13	22	-0.758991900496205
2393	23	22	0.06413033741971556
2394	23	22	0.06413033741971556
2395	38	22	0.7884958948062882
2396	23	22	0.06413033741971556
2397	6	22	-1.8744691179161412
2398	11	22	-1.0
2399	6	22	-1.8744691179161412
2400	33	22	0.5849625007211562
2401	21	22	-0.06711419585853691
2402	6	22	-1.8744691179161412
2403	22	22	0.0
2404	14	22	-0.6520766965796931
2405	21	22	-0.06711419585853691
2406	23	22	0.06413033741971556
2407	5	22	-2.137503523749935
2408	5	22	-2.137503523749935
2409	18	22	-0.2895066171949848
2410	22	22	0.0
2411	8	22	-1.4594316186372973
2412	22	22	0.0
2413	29	22	0.3985493764902748
2414	17	22	-0.3719687773869579
2415	22	22	0.0
2416	38	22	0.7884958948062882
2417	42	22	0.932885804141463
2418	30	22	0.44745897697122117
2419	35	22	0.6698513983076692
2420	18	22	-0.2895066171949848
2421	36	22	0.7104933828050152
2422	21	22	-0.06711419585853691
2423	22	22	0.0
2424	26	22	0.24100809950379498
2425	42	22	0.932885804141463
2426	1	22	-4.459431618637297
2427	38	22	0.7884958948062882
2428	38	22	0.7884958948062882
2429	21	22	-0.06711419585853691
2430	32	22	0.5405683813627028
2431	18	22	-0.2895066171949848
2432	35	22	0.6698513983076692
2433	21	22	-0.06711419585853691
2434	14	22	-0.6520766965796931
2435	6	22	-1.8744691179161412
2436	35	22	0.6698513983076692
2437	23	22	0.06413033741971556
2438	22	22	0.0
2439	19	22	-0.21150410519371174
2440	21	22	-0.06711419585853691
2441	28	22	0.3479233034203068
2442	26	22	0.24100809950379498
2443	24	22	0.12553088208385882
2444	22	22	0.0
2445	21	22	-0.06711419585853691
2446	21	22	-0.06711419585853691
2447	18	22	-0.2895066171949848
2448	36	22	0.7104933828050152
2449	25	22	0.18442457113742758
2450	23	22	0.06413033741971556
2451	38	22	0.7884958948062882
2452	3	22	-2.8744691179161412
2453	35	22	0.6698513983076692
2454	24	22	0.12553088208385882
2455	31	22	0.49476469174957804
2456	21	22	-0.06711419585853691
2457	22	22	0.0
2458	21	22	-0.06711419585853691
2459	26	22	0.24100809950379498
2460	6	22	-1.8744691179161412
2461	21	22	-0.06711419585853691
2462	14	22	-0.6520766965796931
2463	29	22	0.3985493764902748
2464	18	22	-0.2895066171949848
2465	29	22	0.3985493764902748
2466	46	22	1.0641303374197155
2467	21	22	-0.06711419585853691
2468	35	22	0.6698513983076692
2469	30	22	0.44745897697122117
2470	39	22	0.8259706002249511
2471	23	22	0.06413033741971556
2472	42	22	0.932885804141463
2473	13	22	-0.758991900496205
2474	8	22	-1.4594316186372973
2475	22	22	0.0
2476	23	22	0.06413033741971556
2477	18	22	-0.2895066171949848
2478	21	22	-0.06711419585853691
2479	23	22	0.06413033741971556
2480	5	22	-2.137503523749935
2481	31	22	0.49476469174957804
2482	29	22	0.3985493764902748
2483	22	22	0.0
2484	27	22	0.2954558835261713
2485	37	22	0.7500217469916526
2486	39	22	0.8259706002249511
2487	29	22	0.3985493764902748
2488	30	22	0.44745897697122117
2489	38	22	0.7884958948062882
2490	6	22	-1.8744691179161412
2491	21	22	-0.06711419585853691
2492	35	22	0.6698513983076692
2493	20	22	-0.13750352374993496
2494	21	22	-0.06711419585853691
2495	25	22	0.18442457113742758
2496	42	22	0.932885804141463
2497	37	22	0.7500217469916526
2498	35	22	0.6698513983076692
2499	38	22	0.7884958948062882
2500	21	22	-0.06711419585853691
2501	18	22	-0.2895066171949848
2502	9	22	-1.2895066171949847
2503	27	22	0.2954558835261713
2504	25	22	0.18442457113742758
2505	21	22	-0.06711419585853691
2506	35	22	0.6698513983076692
2507	27	22	0.2954558835261713
2508	24	22	0.12553088208385882
2509	18	22	-0.2895066171949848
2510	16	22	-0.4594316186372972
2511	14	22	-0.6520766965796931
2512	39	22	0.8259706002249511
2513	38	22	0.7884958948062882
2514	22	22	0.0
2515	35	22	0.6698513983076692
2516	38	22	0.7884958948062882
2517	37	22	0.7500217469916526
2518	12	22	-0.8744691179161412
2519	18	22	-0.2895066171949848
2520	35	22	0.6698513983076692
2521	21	22	-0.06711419585853691
2522	25	22	0.18442457113742758
2523	21	22	-0.06711419585853691
2524	18	22	-0.2895066171949848
2525	21	22	-0.06711419585853691
2526	29	22	0.3985493764902748
2527	35	22	0.6698513983076692
2528	2	22	-3.4594316186372973
2529	14	22	-0.6520766965796931
2530	3	22	-2.8744691179161412
2531	25	22	0.18442457113742758
2532	18	22	-0.2895066171949848
2533	30	22	0.44745897697122117
2534	28	22	0.3479233034203068
2535	12	22	-0.8744691179161412
2536	29	22	0.3985493764902748
2537	30	22	0.44745897697122117
2538	29	22	0.3985493764902748
2539	21	22	-0.06711419585853691
2540	25	22	0.18442457113742758
2541	15	22	-0.5525410230287788
2542	25	22	0.18442457113742758
2543	38	22	0.7884958948062882
2544	15	22	-0.5525410230287788
2545	12	22	-0.8744691179161412
2546	21	22	-0.06711419585853691
2547	36	22	0.7104933828050152
2548	9	22	-1.2895066171949847
2549	20	22	-0.13750352374993496
2550	18	22	-0.2895066171949848
2551	22	22	0.0
2552	23	22	0.06413033741971556
2553	22	22	0.0
2554	14	22	-0.6520766965796931
2555	10	22	-1.137503523749935
2556	25	22	0.18442457113742758
2557	21	22	-0.06711419585853691
2558	38	22	0.7884958948062882
2559	25	22	0.18442457113742758
2560	20	22	-0.13750352374993496
2561	18	22	-0.2895066171949848
2562	21	22	-0.06711419585853691
2563	15	22	-0.5525410230287788
2564	4	22	-2.4594316186372973
2565	25	22	0.18442457113742758
2566	25	22	0.18442457113742758
2567	14	22	-0.6520766965796931
2568	33	22	0.5849625007211562
2569	6	22	-1.8744691179161412
2570	18	22	-0.2895066171949848
2571	25	22	0.18442457113742758
2572	23	22	0.06413033741971556
2573	23	22	0.06413033741971556
2574	13	22	-0.758991900496205
2575	18	22	-0.2895066171949848
2576	38	22	0.7884958948062882
2577	27	22	0.2954558835261713
2578	25	22	0.18442457113742758
2579	22	22	0.0
2580	38	22	0.7884958948062882
2581	36	22	0.7104933828050152
2582	30	22	0.44745897697122117
2583	25	22	0.18442457113742758
2584	42	22	0.932885804141463
2585	25	22	0.18442457113742758
2586	21	22	-0.06711419585853691
2587	25	22	0.18442457113742758
2588	39	22	0.8259706002249511
2589	39	22	0.8259706002249511
2590	21	22	-0.06711419585853691
2591	18	22	-0.2895066171949848
2592	21	22	-0.06711419585853691
2593	29	22	0.3985493764902748
2594	23	22	0.06413033741971556
2595	22	22	0.0
2596	38	22	0.7884958948062882
2597	21	22	-0.06711419585853691
2598	33	22	0.5849625007211562
2599	14	22	-0.6520766965796931
2600	24	22	0.12553088208385882
2601	6	22	-1.8744691179161412
2602	2	22	-3.4594316186372973
2603	35	22	0.6698513983076692
2604	22	22	0.0
2605	14	22	-0.6520766965796931
2606	30	22	0.44745897697122117
2607	25	22	0.18442457113742758
2608	18	22	-0.2895066171949848
2609	38	22	0.7884958948062882
2610	6	22	-1.8744691179161412
2611	29	22	0.3985493764902748
2612	15	22	-0.5525410230287788
2613	29	22	0.3985493764902748
2614	21	22	-0.06711419585853691
2615	22	22	0.0
2616	33	22	0.5849625007211562
2617	23	22	0.06413033741971556
2618	27	22	0.2954558835261713
2619	27	22	0.2954558835261713
2620	22	22	0.0
2621	23	22	0.06413033741971556
2622	23	22	0.06413033741971556
2623	38	22	0.7884958948062882
2624	15	22	-0.5525410230287788
2625	29	22	0.3985493764902748
2626	21	22	-0.06711419585853691
2627	22	22	0.0
2628	20	22	-0.13750352374993496
2629	23	22	0.06413033741971556
2630	21	22	-0.06711419585853691
2631	27	22	0.2954558835261713
2632	18	22	-0.2895066171949848
2633	26	22	0.24100809950379498
2634	14	22	-0.6520766965796931
2635	26	22	0.24100809950379498
2636	22	22	0.0
2637	24	22	0.12553088208385882
2638	38	22	0.7884958948062882
2639	5	22	-2.137503523749935
2640	13	22	-0.758991900496205
2641	35	22	0.6698513983076692
2642	21	22	-0.06711419585853691
2643	15	22	-0.5525410230287788
2644	32	22	0.5405683813627028
2645	23	22	0.06413033741971556
2646	15	22	-0.5525410230287788
2647	35	22	0.6698513983076692
2648	23	22	0.06413033741971556
2649	18	22	-0.2895066171949848
2650	3	22	-2.8744691179161412
2651	27	22	0.2954558835261713
2652	32	22	0.5405683813627028
2653	18	22	-0.2895066171949848
2654	25	22	0.18442457113742758
2655	22	22	0.0
2656	38	22	0.7884958948062882
2657	32	22	0.5405683813627028
2658	23	22	0.06413033741971556
2659	13	22	-0.758991900496205
2660	21	22	-0.06711419585853691
2661	18	22	-0.2895066171949848
2662	2	22	-3.4594316186372973
2663	26	22	0.24100809950379498
2664	18	22	-0.2895066171949848
2665	6	22	-1.8744691179161412
2666	27	22	0.2954558835261713
2667	32	22	0.5405683813627028
2668	14	22	-0.6520766965796931
2669	21	22	-0.06711419585853691
2670	21	22	-0.06711419585853691
2671	21	22	-0.06711419585853691
2672	19	22	-0.21150410519371174
2673	21	22	-0.06711419585853691
2674	37	22	0.7500217469916526
2675	39	22	0.8259706002249511
2676	14	22	-0.6520766965796931
2677	23	22	0.06413033741971556
2678	41	22	0.8981203859807864
2679	23	22	0.06413033741971556
2680	42	22	0.932885804141463
2681	39	22	0.8259706002249511
2682	6	22	-1.8744691179161412
2683	27	22	0.2954558835261713
2684	24	22	0.12553088208385882
2685	16	22	-0.4594316186372972
2686	6	22	-1.8744691179161412
2687	27	22	0.2954558835261713
2688	6	22	-1.8744691179161412
2689	39	22	0.8259706002249511
2690	24	22	0.12553088208385882
2691	24	22	0.12553088208385882
2692	2	22	-3.4594316186372973
2693	22	22	0.0
2694	5	22	-2.137503523749935
2695	46	22	1.0641303374197155
2696	15	22	-0.5525410230287788
2697	32	22	0.5405683813627028
2698	6	22	-1.8744691179161412
2699	30	22	0.44745897697122117
2700	37	22	0.7500217469916526
2701	56	22	1.3479233034203069
2702	20	22	-0.13750352374993496
2703	27	22	0.2954558835261713
2704	39	22	0.8259706002249511
2705	32	22	0.5405683813627028
2706	36	22	0.7104933828050152
2707	18	22	-0.2895066171949848
2708	21	22	-0.06711419585853691
2709	21	22	-0.06711419585853691
2710	38	22	0.7884958948062882
2711	15	22	-0.5525410230287788
2712	21	22	-0.06711419585853691
2713	6	22	-1.8744691179161412
2714	15	22	-0.5525410230287788
2715	33	22	0.5849625007211562
2716	18	22	-0.2895066171949848
2717	22	22	0.0
2718	18	22	-0.2895066171949848
2719	18	22	-0.2895066171949848
2720	38	22	0.7884958948062882
2721	23	22	0.06413033741971556
2722	7	22	-1.6520766965796931
2723	25	22	0.18442457113742758
2724	29	22	0.3985493764902748
2725	38	22	0.7884958948062882
2726	22	22	0.0
2727	29	22	0.3985493764902748
2728	36	22	0.7104933828050152
2729	12	22	-0.8744691179161412
2730	12	22	-0.8744691179161412
2731	25	22	0.18442457113742758
2732	38	22	0.7884958948062882
2733	4	22	-2.4594316186372973
2734	35	22	0.6698513983076692
2735	18	22	-0.2895066171949848
2736	38	22	0.7884958948062882
2737	38	22	0.7884958948062882
2738	15	22	-0.5525410230287788
2739	18	22	-0.2895066171949848
2740	36	22	0.7104933828050152
2741	18	22	-0.2895066171949848
2742	15	22	-0.5525410230287788
2743	26	22	0.24100809950379498
2744	21	22	-0.06711419585853691
2745	14	22	-0.6520766965796931
2746	21	22	-0.06711419585853691
2747	35	22	0.6698513983076692
2748	23	22	0.06413033741971556
2749	12	22	-0.8744691179161412
2750	12	22	-0.8744691179161412
2751	23	22	0.06413033741971556
2752	14	22	-0.6520766965796931
2753	21	22	-0.06711419585853691
2754	18	22	-0.2895066171949848
2755	13	22	-0.758991900496205
2756	26	22	0.24100809950379498
2757	21	22	-0.06711419585853691
2758	25	22	0.18442457113742758
2759	18	22	-0.2895066171949848
2760	8	22	-1.4594316186372973
2761	15	22	-0.5525410230287788
2762	27	22	0.2954558835261713
2763	36	22	0.7104933828050152
2764	38	22	0.7884958948062882
2765	29	22	0.3985493764902748
2766	29	22	0.3985493764902748
2767	23	22	0.06413033741971556
2768	21	22	-0.06711419585853691
2769	25	22	0.18442457113742758
2770	1	22	-4.459431618637297
2771	22	22	0.0
2772	22	22	0.0
2773	22	22	0.0
2774	24	22	0.12553088208385882
2775	38	22	0.7884958948062882
2776	30	22	0.44745897697122117
2777	1	22	-4.459431618637297
2778	21	22	-0.06711419585853691
2779	21	22	-0.06711419585853691
2780	25	22	0.18442457113742758
2781	9	22	-1.2895066171949847
2782	25	22	0.18442457113742758
2783	10	22	-1.137503523749935
2784	10	22	-1.137503523749935
2785	30	22	0.44745897697122117
2786	25	22	0.18442457113742758
2787	21	22	-0.06711419585853691
2788	38	22	0.7884958948062882
2789	6	22	-1.8744691179161412
2790	22	22	0.0
2791	38	22	0.7884958948062882
2792	38	22	0.7884958948062882
2793	20	22	-0.13750352374993496
2794	35	22	0.6698513983076692
2795	21	22	-0.06711419585853691
2796	22	22	0.0
2797	38	22	0.7884958948062882
2798	14	22	-0.6520766965796931
2799	21	22	-0.06711419585853691
2800	21	22	-0.06711419585853691
2801	38	22	0.7884958948062882
2802	26	22	0.24100809950379498
2803	42	22	0.932885804141463
2804	18	22	-0.2895066171949848
2805	24	22	0.12553088208385882
2806	15	22	-0.5525410230287788
2807	38	22	0.7884958948062882
2808	42	22	0.932885804141463
2809	29	22	0.3985493764902748
2810	38	22	0.7884958948062882
2811	29	22	0.3985493764902748
2812	10	22	-1.137503523749935
2813	25	22	0.18442457113742758
2814	32	22	0.5405683813627028
2815	23	22	0.06413033741971556
2816	2	22	-3.4594316186372973
2817	32	22	0.5405683813627028
2818	35	22	0.6698513983076692
2819	21	22	-0.06711419585853691
2820	8	22	-1.4594316186372973
2821	29	22	0.3985493764902748
2822	16	22	-0.4594316186372972
2823	23	22	0.06413033741971556
2824	27	22	0.2954558835261713
2825	14	22	-0.6520766965796931
2826	21	22	-0.06711419585853691
2827	38	22	0.7884958948062882
2828	26	22	0.24100809950379498
2829	30	22	0.44745897697122117
2830	18	22	-0.2895066171949848
2831	14	22	-0.6520766965796931
2832	38	22	0.7884958948062882
2833	20	22	-0.13750352374993496
2834	6	22	-1.8744691179161412
2835	37	22	0.7500217469916526
2836	2	22	-3.4594316186372973
2837	33	22	0.5849625007211562
2838	5	22	-2.137503523749935
2839	35	22	0.6698513983076692
2840	35	22	0.6698513983076692
2841	15	22	-0.5525410230287788
2842	33	22	0.5849625007211562
2843	22	22	0.0
2844	23	22	0.06413033741971556
2845	38	22	0.7884958948062882
2846	30	22	0.44745897697122117
2847	36	22	0.7104933828050152
2848	21	22	-0.06711419585853691
2849	14	22	-0.6520766965796931
2850	30	22	0.44745897697122117
2851	15	22	-0.5525410230287788
2852	35	22	0.6698513983076692
2853	20	22	-0.13750352374993496
2854	21	22	-0.06711419585853691
2855	30	22	0.44745897697122117
2856	18	22	-0.2895066171949848
2857	23	22	0.06413033741971556
2858	28	22	0.3479233034203068
2859	25	22	0.18442457113742758
2860	18	22	-0.2895066171949848
2861	47	22	1.09515723304034
2862	18	22	-0.2895066171949848
2863	26	22	0.24100809950379498
2864	3	22	-2.8744691179161412
2865	18	22	-0.2895066171949848
2866	8	22	-1.4594316186372973
2867	22	22	0.0
2868	42	22	0.932885804141463
2869	10	22	-1.137503523749935
2870	18	22	-0.2895066171949848
2871	23	22	0.06413033741971556
2872	30	22	0.44745897697122117
2873	25	22	0.18442457113742758
2874	29	22	0.3985493764902748
2875	15	22	-0.5525410230287788
2876	22	22	0.0
2877	39	22	0.8259706002249511
2878	25	22	0.18442457113742758
2879	36	22	0.7104933828050152
2880	21	22	-0.06711419585853691
2881	14	22	-0.6520766965796931
2882	18	22	-0.2895066171949848
2883	21	22	-0.06711419585853691
2884	10	22	-1.137503523749935
2885	21	22	-0.06711419585853691
2886	18	22	-0.2895066171949848
2887	25	22	0.18442457113742758
2888	26	22	0.24100809950379498
2889	35	22	0.6698513983076692
2890	21	22	-0.06711419585853691
2891	22	22	0.0
2892	15	22	-0.5525410230287788
2893	7	22	-1.6520766965796931
2894	38	22	0.7884958948062882
2895	25	22	0.18442457113742758
2896	24	22	0.12553088208385882
2897	38	22	0.7884958948062882
2898	15	22	-0.5525410230287788
2899	21	22	-0.06711419585853691
2900	18	22	-0.2895066171949848
2901	13	22	-0.758991900496205
2902	14	22	-0.6520766965796931
2903	24	22	0.12553088208385882
2904	5	22	-2.137503523749935
2905	21	22	-0.06711419585853691
2906	21	22	-0.06711419585853691
2907	35	22	0.6698513983076692
2908	32	22	0.5405683813627028
2909	14	22	-0.6520766965796931
2910	35	22	0.6698513983076692
2911	35	22	0.6698513983076692
2912	30	22	0.44745897697122117
2913	12	22	-0.8744691179161412
2914	9	22	-1.2895066171949847
2915	20	22	-0.13750352374993496
2916	18	22	-0.2895066171949848
2917	38	22	0.7884958948062882
2918	25	22	0.18442457113742758
2919	21	22	-0.06711419585853691
2920	14	22	-0.6520766965796931
2921	35	22	0.6698513983076692
2922	21	22	-0.06711419585853691
2923	27	22	0.2954558835261713
2924	36	22	0.7104933828050152
2925	18	22	-0.2895066171949848
2926	15	22	-0.5525410230287788
2927	38	22	0.7884958948062882
2928	38	22	0.7884958948062882
2929	29	22	0.3985493764902748
2930	7	22	-1.6520766965796931
2931	38	22	0.7884958948062882
2932	24	22	0.12553088208385882
2933	15	22	-0.5525410230287788
2934	38	22	0.7884958948062882
2935	21	22	-0.06711419585853691
2936	21	22	-0.06711419585853691
2937	42	22	0.932885804141463
2938	35	22	0.6698513983076692
2939	20	22	-0.13750352374993496
2940	35	22	0.6698513983076692
2941	15	22	-0.5525410230287788
2942	21	22	-0.06711419585853691
2943	22	22	0.0
2944	38	22	0.7884958948062882
2945	14	22	-0.6520766965796931
2946	42	22	0.932885804141463
2947	21	22	-0.06711419585853691
2948	18	22	-0.2895066171949848
2949	10	22	-1.137503523749935
2950	23	22	0.06413033741971556
2951	27	22	0.2954558835261713
2952	38	22	0.7884958948062882
2953	18	22	-0.2895066171949848
2954	9	22	-1.2895066171949847
2955	35	22	0.6698513983076692
2956	18	22	-0.2895066171949848
2957	25	22	0.18442457113742758
2958	23	22	0.06413033741971556
2959	20	22	-0.13750352374993496
2960	28	22	0.3479233034203068
2961	15	22	-0.5525410230287788
2962	1	22	-4.459431618637297
2963	29	22	0.3985493764902748
2964	26	22	0.24100809950379498
2965	29	22	0.3985493764902748
2966	32	22	0.5405683813627028
2967	29	22	0.3985493764902748
2968	7	22	-1.6520766965796931
2969	25	22	0.18442457113742758
2970	15	22	-0.5525410230287788
2971	36	22	0.7104933828050152
2972	27	22	0.2954558835261713
2973	25	22	0.18442457113742758
2974	21	22	-0.06711419585853691
2975	37	22	0.7500217469916526
2976	18	22	-0.2895066171949848
2977	22	22	0.0
2978	36	22	0.7104933828050152
2979	17	22	-0.3719687773869579
2980	14	22	-0.6520766965796931
2981	22	22	0.0
2982	18	22	-0.2895066171949848
2983	25	22	0.18442457113742758
2984	24	22	0.12553088208385882
2985	32	22	0.5405683813627028
2986	38	22	0.7884958948062882
2987	30	22	0.44745897697122117
2988	30	22	0.44745897697122117
2989	39	22	0.8259706002249511
2990	14	22	-0.6520766965796931
2991	26	22	0.24100809950379498
2992	15	22	-0.5525410230287788
2993	27	22	0.2954558835261713
2994	27	22	0.2954558835261713
2995	2	22	-3.4594316186372973
2996	22	22	0.0
2997	26	22	0.24100809950379498
2998	35	22	0.6698513983076692
2999	22	22	0.0
3000	24	22	0.12553088208385882
3001	40	22	0.8624964762500651
3002	21	22	-0.06711419585853691
3003	21	22	-0.06711419585853691
3004	23	22	0.06413033741971556
3005	32	22	0.5405683813627028
3006	21	22	-0.06711419585853691
3007	3	22	-2.8744691179161412
3008	22	22	0.0
3009	38	22	0.7884958948062882
3010	38	22	0.7884958948062882
3011	21	22	-0.06711419585853691
3012	18	22	-0.2895066171949848
3013	18	22	-0.2895066171949848
3014	44	22	1.0
3015	12	22	-0.8744691179161412
3016	13	22	-0.758991900496205
3017	9	22	-1.2895066171949847
3018	37	22	0.7500217469916526
3019	8	22	-1.4594316186372973
3020	18	22	-0.2895066171949848
3021	32	22	0.5405683813627028
3022	26	22	0.24100809950379498
3023	21	22	-0.06711419585853691
3024	11	22	-1.0
3025	35	22	0.6698513983076692
3026	2	22	-3.4594316186372973
3027	32	22	0.5405683813627028
3028	18	22	-0.2895066171949848
3029	29	22	0.3985493764902748
3030	15	22	-0.5525410230287788
3031	6	22	-1.8744691179161412
3032	21	22	-0.06711419585853691
3033	18	22	-0.2895066171949848
3034	41	22	0.8981203859807864
3035	25	22	0.18442457113742758
3036	22	22	0.0
3037	3	22	-2.8744691179161412
3038	21	22	-0.06711419585853691
3039	26	22	0.24100809950379498
3040	14	22	-0.6520766965796931
3041	6	22	-1.8744691179161412
3042	35	22	0.6698513983076692
3043	21	22	-0.06711419585853691
3044	18	22	-0.2895066171949848
3045	25	22	0.18442457113742758
3046	4	22	-2.4594316186372973
3047	30	22	0.44745897697122117
3048	22	22	0.0
3049	36	22	0.7104933828050152
3050	25	22	0.18442457113742758
3051	25	22	0.18442457113742758
3052	23	22	0.06413033741971556
3053	21	22	-0.06711419585853691
3054	15	22	-0.5525410230287788
3055	36	22	0.7104933828050152
3056	9	22	-1.2895066171949847
3057	7	22	-1.6520766965796931
3058	23	22	0.06413033741971556
3059	28	22	0.3479233034203068
3060	27	22	0.2954558835261713
3061	23	22	0.06413033741971556
3062	15	22	-0.5525410230287788
3063	18	22	-0.2895066171949848
3064	21	22	-0.06711419585853691
3065	20	22	-0.13750352374993496
3066	2	22	-3.4594316186372973
3067	21	22	-0.06711419585853691
3068	29	22	0.3985493764902748
3069	27	22	0.2954558835261713
3070	25	22	0.18442457113742758
3071	18	22	-0.2895066171949848
3072	6	22	-1.8744691179161412
3073	15	22	-0.5525410230287788
3074	25	22	0.18442457113742758
3075	32	22	0.5405683813627028
3076	18	22	-0.2895066171949848
3077	38	22	0.7884958948062882
3078	41	22	0.8981203859807864
3079	12	22	-0.8744691179161412
3080	22	22	0.0
3081	21	22	-0.06711419585853691
3082	18	22	-0.2895066171949848
3083	23	22	0.06413033741971556
3084	19	22	-0.21150410519371174
3085	27	22	0.2954558835261713
3086	21	22	-0.06711419585853691
3087	29	22	0.3985493764902748
3088	21	22	-0.06711419585853691
3089	38	22	0.7884958948062882
3090	25	22	0.18442457113742758
3091	25	22	0.18442457113742758
3092	25	22	0.18442457113742758
3093	23	22	0.06413033741971556
3094	33	22	0.5849625007211562
3095	29	22	0.3985493764902748
3096	38	22	0.7884958948062882
3097	2	22	-3.4594316186372973
3098	29	22	0.3985493764902748
3099	23	22	0.06413033741971556
3100	29	22	0.3985493764902748
3101	40	22	0.8624964762500651
3102	32	22	0.5405683813627028
3103	26	22	0.24100809950379498
3104	15	22	-0.5525410230287788
3105	18	22	-0.2895066171949848
3106	21	22	-0.06711419585853691
3107	15	22	-0.5525410230287788
3108	18	22	-0.2895066171949848
3109	18	22	-0.2895066171949848
3110	21	22	-0.06711419585853691
3111	11	22	-1.0
3112	25	22	0.18442457113742758
3113	21	22	-0.06711419585853691
3114	32	22	0.5405683813627028
3115	30	22	0.44745897697122117
3116	25	22	0.18442457113742758
3117	16	22	-0.4594316186372972
3118	21	22	-0.06711419585853691
3119	38	22	0.7884958948062882
3120	38	22	0.7884958948062882
3121	38	22	0.7884958948062882
3122	18	22	-0.2895066171949848
3123	25	22	0.18442457113742758
3124	9	22	-1.2895066171949847
3125	21	22	-0.06711419585853691
3126	38	22	0.7884958948062882
3127	23	22	0.06413033741971556
3128	29	22	0.3985493764902748
3129	35	22	0.6698513983076692
3130	2	22	-3.4594316186372973
3131	25	22	0.18442457113742758
3132	21	22	-0.06711419585853691
3133	24	22	0.12553088208385882
3134	18	22	-0.2895066171949848
3135	21	22	-0.06711419585853691
3136	27	22	0.2954558835261713
3137	8	22	-1.4594316186372973
3138	21	22	-0.06711419585853691
3139	33	22	0.5849625007211562
3140	15	22	-0.5525410230287788
