gene_id	loops_gained	loops_shared	loops_lost	gene_name	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval	chr	start	end	strand	Mean_log2FC	Loop_Changes
ENSG00000100373.10	1	2	1	UPK3A	2	9.28147789571653	0.000125596369003742	0.00207165116333092	chr22	45284949	45295874	+	-1.10384767497402	Opposing loop changes
ENSG00000100380.14	1	0	0	ST13	7	41.881889181409	0.0113355207179354	0.0598352995775572	chr22	40824535	40856639	-	0.20552909901473	Gained loop(s)
ENSG00000100387.9	0	2	0	RBX1	2	9.74129892525561	0.546605903350912	0.713214885640649	chr22	40951347	40973309	+	-0.132424158263542	Same loop(s)
ENSG00000100393.14	0	1	0	EP300	11	48.8274378092151	0.0719200054570009	0.205069062970465	chr22	41092592	41180077	+	-0.268666885203089	Same loop(s)
ENSG00000100399.16	0	1	0	CHADL	3	11.1000346347151	0.287083698764595	0.491389549764976	chr22	41229510	41240931	-	0.457264656100691	Same loop(s)
ENSG00000100401.19	0	1	0	RANGAP1	6	30.2503546644124	0.138258775125401	0.3117321511825	chr22	41245611	41286251	-	0.0180455474010161	Same loop(s)
ENSG00000100413.17	0	1	0	POLR3H	8	33.6999234383849	0.490389608274271	0.670663964949279	chr22	41525799	41544606	-	-0.109481423979717	Same loop(s)
ENSG00000100416.15	0	2	0	TRMU	19	65.1399378660953	0.722834115826476	0.837325482714434	chr22	46330875	46357340	+	-0.0323132348227395	Same loop(s)
ENSG00000100429.18	0	3	0	HDAC10	20	51.6901379017022	0.00946479989593276	0.0525714631332486	chr22	50245183	50251405	-	-0.441239997224436	Same loop(s)
ENSG00000100441.10	0	1	0	KHNYN	5	29.0121564804545	0.790429835773796	0.879375124937937	chr14	24429286	24441843	+	-0.00835051165311524	Same loop(s)
ENSG00000100442.11	0	1	0	FKBP3	4	16.7556804154249	0.156086396205408	0.336818336253651	chr14	45115599	45135319	-	0.180798406653366	Same loop(s)
ENSG00000100445.17	0	1	0	SDR39U1	12	36.7662676351935	0.524044318541351	0.696783470492118	chr14	24439766	24442905	-	0.118634754169854	Same loop(s)
ENSG00000100483.14	0	1	0	VCPKMT	5	17.5143647335264	0.0155957720502279	0.0746778443149813	chr14	50108632	50116600	-	0.610163160215361	Same loop(s)
ENSG00000100490.9	0	1	0	CDKL1	9	31.0773775417539	0.0515143195808969	0.165577581206749	chr14	50329404	50416461	-	0.13224749446314	Same loop(s)
ENSG00000100554.12	0	1	0	ATP6V1D	14	50.0660271980625	1.01560130714906e-12	1.49255211650643e-10	chr14	67294371	67360265	-	-0.128147939313558	Same loop(s)
ENSG00000100600.15	0	2	0	LGMN	13	50.8660411526984	0.0540429211470911	0.1708233552448	chr14	92703807	92748679	-	0.0389573530155036	Same loop(s)
ENSG00000100626.17	0	1	0	GALNT16	4	16.8255572815232	0.0893038413661184	0.236425962798612	chr14	69259277	69357033	+	0.557971428920628	Same loop(s)
ENSG00000100650.16	0	1	0	SRSF5	16	92.3021745531554	0.199946074712099	0.393490331889114	chr14	69726900	69772005	+	0.212284314933159	Same loop(s)
ENSG00000100678.18	0	1	0	SLC8A3	1	1.94397575026073	0.866879272844987	0.923178722187431	chr14	70044217	70189070	-	0.172498638056196	Same loop(s)
ENSG00000100697.14	0	1	0	DICER1	14	72.2937732984688	0.00294756303859857	0.0229351381976305	chr14	95086228	95158010	-	0.131060741021997	Same loop(s)
ENSG00000100711.13	1	0	0	ZFYVE21	7	33.0657191703233	1.02118442349133e-05	0.000262287394764278	chr14	103715730	103733668	+	-0.100434465166923	Gained loop(s)
ENSG00000100739.11	0	3	0	BDKRB1	2	3.29523429352974	0.29070986625311	0.494966467402726	chr14	96256210	96268967	+	-0.490471976569598	Same loop(s)
ENSG00000100814.18	0	2	0	CCNB1IP1	14	49.1961502994561	0.00929856279279833	0.0519284880994389	chr14	20311368	20333312	-	-0.15637296063261	Same loop(s)
ENSG00000100852.13	1	1	0	ARHGAP5	10	56.4798489726989	8.81265621887013e-11	1.0166884102182e-08	chr14	32076114	32159728	+	0.415696880629805	Gained loop(s)
ENSG00000100867.14	0	1	0	DHRS2	3	9.77629134389898	0.0337219355559363	0.12586002527713	chr14	23630115	23645639	+	-0.822412270355989	Same loop(s)
ENSG00000100906.10	2	4	1	NFKBIA	7	34.4295637869588	0.00574620950109301	0.0369945358723201	chr14	35401511	35404749	-	-0.361066133597837	Opposing loop changes
ENSG00000100908.14	1	0	0	EMC9	6	17.2048451052595	0.81595351502629	0.894783853495504	chr14	24138959	24141591	-	-0.152595581889691	Gained loop(s)
ENSG00000100911.16	1	0	0	PSME2	12	38.3689460119156	0.247449845464835	0.448877464450642	chr14	24143362	24147570	-	0.146984999314126	Gained loop(s)
ENSG00000100997.20	1	1	0	ABHD12	7	26.6300761063493	0.0146253714518625	0.0710455583897433	chr20	25294742	25390835	-	0.139188755696681	Gained loop(s)
ENSG00000101003.10	0	2	0	GINS1	2	6.83598129720922	0.9370385400845	0.964511195867158	chr20	25407673	25452628	+	0.0463484053264262	Same loop(s)
ENSG00000101019.22	0	1	0	UQCC1	15	53.2688082712332	0.00574514131505965	0.0369945358723201	chr20	35302566	35412031	-	-0.510316264900306	Same loop(s)
ENSG00000101040.19	0	3	0	ZMYND8	14	60.0484133826293	0.0364300065048548	0.13255042947578	chr20	47209214	47356889	-	0.410002900646075	Same loop(s)
ENSG00000101049.17	0	1	0	SGK2	5	13.4293619646936	0.00028763308393368	0.00398446226688003	chr20	43558968	43588237	+	-1.15949282547977	Same loop(s)
ENSG00000101096.20	0	2	0	NFATC2	5	21.2506122327416	0.222344278127997	0.420732021010415	chr20	51386957	51562831	-	0.50886968779886	Same loop(s)
ENSG00000101098.12	0	1	0	RIMS4	1	4.72256519296646	0.447322506709941	0.637596858174907	chr20	44751808	44810338	-	-0.265598525750584	Same loop(s)
ENSG00000101132.10	0	2	0	PFDN4	4	18.9750753912749	0.0464881159109839	0.154559740363343	chr20	54208087	54228052	+	0.363215453170026	Same loop(s)
ENSG00000101146.13	1	3	0	RAE1	8	30.6836282832669	0.0653167841652454	0.193231703238064	chr20	57351223	57379211	+	0.196142573958117	Gained loop(s)
ENSG00000101150.17	0	1	0	TPD52L2	7	31.725828440242	0.109351187300795	0.268920270128504	chr20	63865228	63891545	+	0.454987572862606	Same loop(s)
ENSG00000101161.8	0	1	0	PRPF6	1	8.50866727408686	0.105447715563887	0.262725436381355	chr20	63981132	64033100	+	0.275051189610686	Same loop(s)
ENSG00000101166.16	0	3	0	PRELID3B	4	21.5699850960206	4.72948244803302e-07	1.9794960156157e-05	chr20	59033145	59042809	-	0.920064562652002	Same loop(s)
ENSG00000101182.15	0	1	0	PSMA7	6	25.3271313516595	0.0120835203867616	0.0625936939417636	chr20	62136733	62143440	-	0.3030451842989	Same loop(s)
ENSG00000101187.16	0	1	0	SLCO4A1	4	7.80305289944228	0.29859042905659	0.501956525874267	chr20	62642503	62685785	+	0.539395415239933	Same loop(s)
ENSG00000101189.7	0	2	0	MRGBP	1	6.21281486484705	0.0977301891936846	0.25029275130762	chr20	62796473	62801729	+	0.303468865747407	Same loop(s)
ENSG00000101222.12	1	0	0											Gained loop(s)
ENSG00000101282.9	1	1	0											Gained loop(s)
ENSG00000101311.15	0	1	0	FERMT1	4	18.4502644103502	0.650742502910002	0.789042747606494	chr20	6074845	6123544	-	-0.304651069921193	Same loop(s)
ENSG00000101327.9	0	2	0											Same loop(s)
ENSG00000101331.17	0	1	0	CCM2L	1	3.66606051363211	0.177855864841146	0.366087903768433	chr20	32010438	32032180	+	0.546232973192552	Same loop(s)
ENSG00000101336.14	0	1	0	HCK	8	19.1747630466908	0.122552375209193	0.289021323098321	chr20	32052188	32101856	+	0.41611538419818	Same loop(s)
ENSG00000101342.10	1	0	2	TLDC2	1	2.52880139665879	0.436311743630556	0.628502420296473	chr20	36876121	36894235	+	0.626124358915745	Opposing loop changes
ENSG00000101346.14	0	1	0	POFUT1	5	20.7598273663862	0.0928324306953814	0.241707836050229	chr20	32207880	32238658	+	0.186093670535119	Same loop(s)
ENSG00000101347.9	1	0	2	SAMHD1	21	83.4903908061972	0.475419026684013	0.660638439895188	chr20	36889773	36951901	-	0.0393084165959982	Opposing loop changes
ENSG00000101361.17	0	1	0	NOP56	19	67.3477577606804	0.392301083662013	0.589658334455376	chr20	2652593	2658393	+	0.00558086337844682	Same loop(s)
ENSG00000101363.12	0	3	0	MANBAL	5	21.1214170095241	0.116829746869323	0.280858755623005	chr20	37289638	37317260	+	-0.236884406841566	Same loop(s)
ENSG00000101365.21	0	1	0	IDH3B	12	40.376190396941	0.0453420034031204	0.152194401150983	chr20	2658395	2664219	-	0.016273949719316	Same loop(s)
ENSG00000101400.6	0	1	0											Same loop(s)
ENSG00000101412.13	0	1	0	E2F1	1	4.52251072777514	0.605073149815567	0.755800088592477	chr20	33675477	33686385	-	-0.167775753590771	Same loop(s)
ENSG00000101413.12	0	2	0	RPRD1B	7	27.8493392040383	0.663107662923386	0.797508145428286	chr20	38033725	38127780	+	-0.141943071751819	Same loop(s)
ENSG00000101425.14	1	0	0	BPI	1	2.24848876753834	0.0511160205672129	0.164707177383242	chr20	38304150	38337505	+	1.51825240729126	Gained loop(s)
ENSG00000101440.9	0	0	1											Lost loop(s)
ENSG00000101442.10	0	1	0	ACTR5	1	6.24084850222769	0.975461256038331	0.98637103728537	chr20	38748460	38772520	+	0.00563726764096598	Same loop(s)
ENSG00000101447.15	1	1	0	FAM83D	1	3.5265060910539	0.139922736635881	0.313989431686734	chr20	38926312	38953106	+	-2.28089881115357	Gained loop(s)
ENSG00000101448.13	0	1	0	EPPIN	2	7.0727244101937	0.0164351610618068	0.0772192140753421	chr20	45540626	45547752	-	-0.157525263227836	Same loop(s)
ENSG00000101460.13	0	2	1	MAP1LC3A	4	12.8253902006044	0.874853692693458	0.927980152894466	chr20	34546854	34560345	+	0.0566182355951895	Lost loop(s)
ENSG00000101464.10	0	2	1	PIGU	5	16.5788483037658	0.705305099297931	0.826096205110101	chr20	34560542	34698790	-	0.055500589981221	Lost loop(s)
ENSG00000101493.11	0	1	0	ZNF516	5	21.0510812443793	4.59385564573062e-05	0.000917175714519414	chr18	76357682	76495242	-	0.675422216669586	Same loop(s)
ENSG00000101574.15	0	4	0	METTL4	5	23.8540444532559	0.495328311495136	0.674292135520433	chr18	2537525	2571509	-	0.0696629943059152	Same loop(s)
ENSG00000101608.12	0	1	0	MYL12A	12	63.1477909186674	4.00308181028074e-08	2.34967678870112e-06	chr18	3247481	3256236	+	0.36442063298443	Same loop(s)
ENSG00000101624.11	0	1	0	CEP76	7	17.5053863110045	0.0361236976266326	0.13177935681414	chr18	12661833	12702777	-	0.329265426047624	Same loop(s)
ENSG00000101638.13	0	2	0	ST8SIA5	1	5.28627469301853	0.939706130944286	0.965744573081498	chr18	46667821	46759257	-	-0.0146212118578274	Same loop(s)
ENSG00000101639.18	1	0	0	CEP192	10	50.3725081601998	0.0617421930248382	0.18653658066485	chr18	12991362	13125052	+	-0.00293430336920647	Gained loop(s)
ENSG00000101654.17	1	0	1	RNMT	8	39.6580481175555	0.150191790126081	0.328335614562619	chr18	13726660	13764558	+	0.169647052550211	Opposing loop changes
ENSG00000101670.12	0	2	1	LIPG	3	14.3494570195728	0.539523766034524	0.708353202131151	chr18	49560699	49599185	+	-0.0887047661486246	Lost loop(s)
ENSG00000101746.15	1	0	0	NOL4	9	24.2499106415594	0.777640141221479	0.871320365327078	chr18	33851100	34224952	-	0.311329919645902	Gained loop(s)
ENSG00000101849.17	0	1	0	TBL1X	8	39.1554289035824	0.00104996531163892	0.0105959754377254	chrX	9463295	9741037	+	-0.233865512183101	Same loop(s)
ENSG00000101958.14	1	0	0	GLRA2	1	2.03639830149723	0.987216931080496	0.993108058861836	chrX	14529298	14731812	+	-0.0128023109921655	Gained loop(s)
ENSG00000102030.16	0	1	0	NAA10	13	47.1717033715518	0.134998947784548	0.307162979135395	chrX	153929225	153935080	-	0.167746039900445	Same loop(s)
ENSG00000102032.13	0	1	0	RENBP	4	11.7505796134459	0.964626029926955	0.980477398905473	chrX	153935269	153944687	-	-0.0348605045723291	Same loop(s)
ENSG00000102181.21	0	1	0	CD99L2	8	32.9601308425524	0.452169855957972	0.6416518080844	chrX	150766336	150898816	-	0.00604636416830425	Same loop(s)
ENSG00000102468.10	0	0	1	HTR2A	2	4.31230067719534	0.768922400833424	0.866229255929202	chr13	46831550	46897076	-	0.54052596094058	Lost loop(s)
ENSG00000102547.19	0	2	0	CAB39L	11	57.9693515647605	6.11040706261065e-05	0.00115325412554021	chr13	49308650	49444064	-	-0.0313935522079394	Same loop(s)
ENSG00000102554.14	0	0	1	KLF5	4	18.6248281355361	0.011547027526132	0.0606226698967973	chr13	73054976	73077541	+	0.553248964679267	Lost loop(s)
ENSG00000102572.14	0	4	0	STK24	8	36.507345223314	0.00427261757291784	0.0298792783829167	chr13	98445185	98577940	-	-0.063201575575962	Same loop(s)
ENSG00000102755.12	0	0	1	FLT1	7	29.316877810089	0.0959242056875299	0.246940360650675	chr13	28300346	28495145	-	0.429325581931125	Lost loop(s)
ENSG00000102780.16	0	1	0	DGKH	8	28.679373281696	0.0302316536289907	0.117081018789826	chr13	42040036	42256578	+	0.589726097433091	Same loop(s)
ENSG00000102804.15	0	5	1	TSC22D1	13	79.3821236222018	3.11020150389805e-06	9.93333310378944e-05	chr13	44432143	44577147	-	0.463138164423614	Lost loop(s)
ENSG00000102870.6	0	0	1	ZNF629	1	7.61297060948282	0.131143326781661	0.301816491849092	chr16	30778456	30787205	-	0.260679091128133	Lost loop(s)
ENSG00000102871.16	1	1	0	TRADD	5	18.5469844754288	0.208706416192558	0.404258805955776	chr16	67154185	67159909	-	-0.272273156507935	Gained loop(s)
ENSG00000102878.16	1	1	0	HSF4	19	68.8334152229008	7.59950048403222e-12	1.01739614014311e-09	chr16	67164681	67169945	+	-0.844111307605701	Gained loop(s)
ENSG00000102886.15	0	2	0	GDPD3	2	6.29737001130246	0.801092543307399	0.88584265962245	chr16	30104810	30113537	-	-0.0737929547905935	Same loop(s)
ENSG00000102910.14	0	1	0	LONP2	8	45.9967158904225	0.354588015244503	0.555879106798686	chr16	48244300	48363122	+	-0.0851752915782609	Same loop(s)
ENSG00000102921.8	0	1	0	N4BP1	6	30.3753551055483	0.509907124029442	0.685888421050132	chr16	48538726	48620148	-	0.00208469254541119	Same loop(s)
ENSG00000102977.16	0	1	0	ACD	7	18.6255903889891	0.502630040639861	0.680056727985775	chr16	67657512	67660815	-	-0.218304478857701	Same loop(s)
ENSG00000102981.9	0	1	0	PARD6A	3	7.59039601249165	0.367104825160993	0.567177299483556	chr16	67660946	67662778	+	0.395158137124685	Same loop(s)
ENSG00000102996.5	1	3	0	MMP15	1	6.49815573334076	0.0572203743121407	0.177669489484528	chr16	58025754	58046901	+	0.465594970413077	Gained loop(s)
ENSG00000103005.12	1	3	0	USB1	10	27.2489768456869	0.667780921086197	0.800714427553574	chr16	57999546	58021618	+	-0.109620198990413	Gained loop(s)
ENSG00000103044.11	0	1	2	HAS3	2	6.26225402606817	0.415308950670364	0.610991174906137	chr16	69105653	69118719	+	0.335362745789322	Lost loop(s)
ENSG00000103067.14	1	0	1	ESRP2	8	34.8337087234076	0.00048020327892586	0.00588467290901872	chr16	68229033	68238102	-	-0.298792117739925	Opposing loop changes
ENSG00000103089.9	0	1	0	FA2H	4	11.8967567378961	0.989592736149787	0.994124858203343	chr16	74712955	74774831	-	-0.0782750024966936	Same loop(s)
ENSG00000103154.9	0	1	0											Same loop(s)
ENSG00000103168.16	0	1	0	TAF1C	15	46.7311055526269	0.0144687771980633	0.0705781679843638	chr16	84177847	84187070	-	-0.634114142742578	Same loop(s)
ENSG00000103175.11	0	1	0	WFDC1	5	23.9355037145655	0.140401068691637	0.314710927597104	chr16	84294846	84329844	+	0.0389013194881848	Same loop(s)
ENSG00000103184.12	2	0	0	SEC14L5	1	5.67531901069576	3.03236925411672e-05	0.000655853854146199	chr16	4958330	5019157	+	-0.78875568543128	Gained loop(s)
ENSG00000103241.7	1	2	0	FOXF1	1	6.71490048963515	0.0288025057494303	0.11313781699726	chr16	86510527	86515422	+	0.391592766841837	Gained loop(s)
ENSG00000103248.19	1	2	0	MTHFSD	14	41.7672701780484	0.125790456234594	0.293156105587381	chr16	86530178	86555235	-	0.210575096932981	Gained loop(s)
ENSG00000103319.12	2	2	0	EEF2K	3	14.0018471874893	3.93214653984825e-08	2.31499205626126e-06	chr16	22206278	22288738	+	-0.671489766420102	Gained loop(s)
ENSG00000103404.14	2	0	0	USP31	3	17.2314090920473	0.0922804187019667	0.240977029251656	chr16	23061406	23149270	-	0.181068548647547	Gained loop(s)
ENSG00000103426.12	0	1	0											Same loop(s)
ENSG00000103490.14	1	2	0	PYCARD	2	7.3225898966247	0.0143156608088421	0.0699709692847283	chr16	31201486	31203450	-	0.903975654387973	Gained loop(s)
ENSG00000103495.14	0	1	0	MAZ	9	48.3604809271331	0.0923167968105668	0.240996585978916	chr16	29806106	29811164	+	-0.739844968459122	Same loop(s)
ENSG00000103502.14	0	1	0	CDIPT	8	30.9664408981782	0.539555918860192	0.708353202131151	chr16	29858357	29863414	-	0.0012357287727175	Same loop(s)
ENSG00000103507.14	0	1	0	BCKDK	5	22.5937913161041	0.0376246123959255	0.135384881055	chr16	31106107	31112791	+	-0.723139931022144	Same loop(s)
ENSG00000103528.17	0	1	0	SYT17	7	28.7765187062043	0.0226309335259477	0.096078242115155	chr16	19167971	19268332	+	-0.735975971847086	Same loop(s)
ENSG00000103550.14	0	1	0	KNOP1	5	24.21558778546	0.766523401557253	0.864681784868134	chr16	19701937	19718235	-	0.170400893463943	Same loop(s)
ENSG00000103653.16	0	3	0	CSK	13	44.8258021185541	0.435762483440394	0.628127839330821	chr15	74782057	74803198	+	-0.199449808584509	Same loop(s)
ENSG00000103657.14	0	1	0	HERC1	15	61.830979920349	0.0142891004528566	0.0698963123031339	chr15	63608618	63833948	-	-0.0590565630372537	Same loop(s)
ENSG00000103888.17	0	2	0	CEMIP	3	9.63854242020022	0.0816334533058735	0.222850206468799	chr15	80779343	80951776	+	-0.780967419894648	Same loop(s)
ENSG00000103942.13	0	1	0	HOMER2	10	54.7451024797549	4.36191659544142e-05	0.000879855745866852	chr15	82836946	82986153	-	-0.215329303456234	Same loop(s)
ENSG00000104205.15	0	1	0	SGK3	18	67.7926356834922	0.20966291001118	0.405428496149439	chr8	66667552	66862022	+	0.224021904696981	Same loop(s)
ENSG00000104213.13	0	3	0	PDGFRL	1	1.63370858129484	0.282192570585648	0.486310702227745	chr8	17576433	17644071	+	0.743519390117794	Same loop(s)
ENSG00000104218.14	0	1	0	CSPP1	7	31.2468818136148	0.23446846485265	0.434647250949345	chr8	67062426	67196263	+	-0.228420193818153	Same loop(s)
ENSG00000104325.7	1	2	0	DECR1	17	65.2966500108212	0.245393281600444	0.446680674442381	chr8	90001405	90053633	+	-0.032163005067864	Gained loop(s)
ENSG00000104331.9	0	2	1	IMPAD1	3	18.278385860133	7.27259876471396e-05	0.00133224194428397	chr8	56957931	56993867	-	0.13753340350204	Lost loop(s)
ENSG00000104368.18	0	2	0	PLAT	8	24.8743502453071	0.468996027098909	0.654879007406435	chr8	42174718	42207676	-	0.150963404286507	Same loop(s)
ENSG00000104371.5	0	4	0											Same loop(s)
ENSG00000104381.13	0	1	1	GDAP1	2	5.78437362659975	0.808358911237539	0.890201322837846	chr8	74321130	74488872	+	-0.250188001819555	Lost loop(s)
ENSG00000104415.14	0	2	0	CCN4	1	5.5917566723776	0.154920686722615	0.335149943849499	chr8	133191039	133231690	+	0.454047263000242	Same loop(s)
ENSG00000104419.15	0	2	0	NDRG1	26	122.102483334106	1.17238158721511e-19	4.98160228341445e-17	chr8	133237171	133302022	-	0.284067135357144	Same loop(s)
ENSG00000104435.13	1	0	0	STMN2	1	2.71201098550175	0.946235096372151	0.969853759501314	chr8	79610814	79666175	+	-0.0557828275250485	Gained loop(s)
ENSG00000104450.12	0	1	0	SPAG1	5	14.1424704057997	0.0292335018638366	0.114241846718509	chr8	100157906	100259278	+	0.521295657164737	Same loop(s)
ENSG00000104537.17	0	2	0	ANXA13	1	4.69308651580995	0.107820421803503	0.266631827501425	chr8	123680794	123737402	-	-0.324472056051292	Same loop(s)
ENSG00000104626.15	1	1	0	ERI1	3	9.32436279183518	0.224012190387475	0.42284329051797	chr8	9002147	9116746	+	-0.421651322744981	Gained loop(s)
ENSG00000104671.8	1	0	0	DCTN6	5	20.2525080205096	0.16930760720531	0.354963069993164	chr8	30156319	30183639	+	0.160443395699775	Gained loop(s)
ENSG00000104679.11	0	1	0	R3HCC1	5	16.8249320671171	0.0329464827928775	0.124055471521784	chr8	23270120	23296279	+	-0.176964584067503	Same loop(s)
ENSG00000104687.14	0	1	0	GSR	7	30.6450142057362	0.0117644590434909	0.0614341748501397	chr8	30678066	30727846	-	-0.25332387944447	Same loop(s)
ENSG00000104760.17	0	1	0	FGL1	1	5.2449404924441	0.0413415489470381	0.143574428135194	chr8	17864380	17910365	-	-0.648512924020201	Same loop(s)
ENSG00000104825.17	0	3	0	NFKBIB	3	11.5944681344292	0.603827247063313	0.754629627308153	chr19	38899700	38908893	+	0.213910393380377	Same loop(s)
ENSG00000104835.14	0	3	0	SARS2	8	21.7386130318413	0.0617531417031561	0.18653658066485	chr19	38915266	38930896	-	-0.64733466330071	Same loop(s)
ENSG00000104852.15	0	1	0	SNRNP70	10	60.1201008016933	0.253670862859442	0.455973026066825	chr19	49085419	49108605	+	0.00677788495886363	Same loop(s)
ENSG00000104870.13	0	1	0	FCGRT	12	40.9991303263984	0.147632068538363	0.324679078347279	chr19	49506816	49526428	+	0.552543537126281	Same loop(s)
ENSG00000104903.5	0	1	0	LYL1	1	2.92207306448819	0.440330896142626	0.631777706526006	chr19	13099033	13103161	-	-0.307116772347219	Same loop(s)
ENSG00000105011.9	0	0	1	ASF1B	2	6.07184339831572	0.21049548817496	0.406688356581309	chr19	14119512	14136613	-	0.184458330383257	Lost loop(s)
ENSG00000105048.17	1	3	0	TNNT1	1	2.61618366815396	0.393698624145791	0.590668813904946	chr19	55132698	55149206	-	-0.402569427601482	Gained loop(s)
ENSG00000105058.12	0	2	0	FAM32A	5	20.6856443898839	0.117093681469577	0.281306919617054	chr19	16185380	16192046	+	0.261735628282251	Same loop(s)
ENSG00000105171.10	0	1	0	POP4	10	37.778933465743	0.0150178254856968	0.0726041100527899	chr19	29606283	29617237	+	0.325616541785756	Same loop(s)
ENSG00000105185.12	0	2	0	PDCD5	5	22.9347742006338	0.0625315260712373	0.187903543083957	chr19	32581190	32587453	+	0.152289790151116	Same loop(s)
ENSG00000105229.7	0	1	0	PIAS4	6	20.9945186031065	0.121681519323132	0.287487849231227	chr19	4007736	4039386	+	-0.0757485242275645	Same loop(s)
ENSG00000105245.9	0	2	0	NUMBL	8	28.2120847726114	0.0830320367492081	0.225252489979184	chr19	40665905	40690972	-	0.0633346898681691	Same loop(s)
ENSG00000105246.6	0	1	0	EBI3	1	3.61637442288214	0.319672679658404	0.521606327456647	chr19	4229523	4237528	+	-0.285775278356202	Same loop(s)
ENSG00000105393.16	0	1	0	BABAM1	14	47.8869849901175	0.163400021141917	0.346654243766744	chr19	17267376	17281249	+	-0.0727673314774786	Same loop(s)
ENSG00000105401.9	0	1	0	CDC37	10	35.4128968023816	0.298378484623691	0.501758729501646	chr19	10391133	10420121	-	-0.0840996575885125	Same loop(s)
ENSG00000105523.3	0	1	0	FAM83E	3	10.8558483191929	0.185843345368167	0.376658443443198	chr19	48600810	48614854	-	-0.432068665202181	Same loop(s)
ENSG00000105656.13	2	2	0	ELL	5	17.9391618762796	0.53747271887432	0.706961087692965	chr19	18442663	18522116	-	0.175032574625608	Gained loop(s)
ENSG00000105669.14	0	2	0	COPE	10	34.8541873733595	0.0216527166238042	0.0928326385454874	chr19	18899514	18919387	-	-0.040777994960955	Same loop(s)
ENSG00000105696.9	0	2	0	TMEM59L	1	2.72204648884202	0.687678954676971	0.813543932218622	chr19	18607430	18621039	+	0.314620439452765	Same loop(s)
ENSG00000105726.17	0	1	0	ATP13A1	14	51.9798028345692	0.0542763059194497	0.171374466828488	chr19	19645198	19663676	-	-0.382598256122029	Same loop(s)
ENSG00000105738.11	1	2	1	SIPA1L3	11	45.0508479838439	5.58030800432697e-06	0.000159463012065168	chr19	37907208	38208369	+	-0.536949379120216	Opposing loop changes
ENSG00000105810.9	0	2	0	CDK6	4	19.2454455935906	0.0184806006876374	0.083256327228312	chr7	92604921	92836594	-	-0.531710751168167	Same loop(s)
ENSG00000105825.14	0	0	1	TFPI2	3	7.82695451549066	0.769340346405413	0.866293721859964	chr7	93885396	93890753	-	-0.0964879397042127	Lost loop(s)
ENSG00000105875.14	0	2	0	WDR91	8	29.8990904286071	0.111960728240409	0.272593970377059	chr7	135183839	135211534	-	-0.401359145322463	Same loop(s)
ENSG00000105879.12	0	3	0	CBLL1	6	28.6757913176317	0.00555638381738721	0.0361775743153399	chr7	107743949	107761667	+	-0.350726951455178	Same loop(s)
ENSG00000105880.7	1	3	0	DLX5	1	3.76671727597565	0.264197445865828	0.46762684749556	chr7	97020396	97024950	-	0.612942726648331	Gained loop(s)
ENSG00000105928.16	1	1	1	GSDME	4	12.3191311254434	0.0662320798324655	0.194936339768916	chr7	24698355	24757940	-	-0.355135166003723	Opposing loop changes
ENSG00000105953.15	0	4	0	OGDH	10	52.3718482072847	0.000149771424770206	0.00238196278971395	chr7	44606572	44709066	+	-0.191952362534039	Same loop(s)
ENSG00000105982.16	1	0	0	RNF32	5	12.6683112185562	0.85983996809629	0.919439357536522	chr7	156640281	156677130	+	0.337186804603331	Gained loop(s)
ENSG00000105983.22	0	1	0	LMBR1	16	71.5621501123484	4.2901963743754e-06	0.000128106031119459	chr7	156668946	156893216	-	0.301223253201023	Same loop(s)
ENSG00000106004.5	1	6	0	HOXA5	2	8.17017934124426	0.0135694415642577	0.0675740903987212	chr7	27141052	27143681	-	-0.970296263697916	Gained loop(s)
ENSG00000106006.6	1	6	0	HOXA6	2	8.76520668829696	0.0353528011428251	0.12998605175652	chr7	27145396	27150603	-	-0.553602805289464	Gained loop(s)
ENSG00000106031.9	1	6	0	HOXA13	1	4.86513025941057	0.0384415059391814	0.136887898540215	chr7	27193503	27200091	-	0.420683492882741	Gained loop(s)
ENSG00000106034.18	0	1	0	CPED1	8	33.6490541905019	0.192192539937545	0.383932823062953	chr7	120988697	121297442	+	0.0195821254939302	Same loop(s)
ENSG00000106038.13	1	6	0	EVX1	2	6.37927152976522	0.512211694829967	0.68804135709893	chr7	27242700	27250493	+	0.360024824801661	Gained loop(s)
ENSG00000106069.22	1	0	0	CHN2	17	55.3364197916481	0.287100616919883	0.491389549764976	chr7	29146569	29514328	+	0.307104099775904	Gained loop(s)
ENSG00000106077.18	0	1	0	ABHD11	12	45.7562361154073	0.245101174435185	0.446439992126561	chr7	73736094	73738867	-	-0.415646096422722	Same loop(s)
ENSG00000106100.11	0	2	0	NOD1	7	23.8810870435033	0.77138681064735	0.86747175656827	chr7	30424527	30478784	-	0.122581710272189	Same loop(s)
ENSG00000106123.12	0	2	0	EPHB6	8	23.8612382232488	0.0347216036257261	0.128421445648022	chr7	142855061	142871094	+	-0.297895647194467	Same loop(s)
ENSG00000106178.6	1	0	0	CCL24	1	2.68381404669268	0.00760196556010751	0.0448763128920925	chr7	75811665	75823356	-	1.33298562515076	Gained loop(s)
ENSG00000106263.18	0	1	0	EIF3B	12	61.6544523591062	0.00112001004768155	0.0111294948612016	chr7	2354086	2380745	+	-0.0811945318995025	Same loop(s)
