Gene	VCaP
ENY2	0.0850993388254
EOGT	0.00654819864863
EOMES	0.0194270290505
EP300	1
EP400	0.944469536341
EPAS1	0.00016165675569
EPB41	0.039447026849
EPB41L1	0.0341209549386
EPB41L2	0.100584868361
EPB41L3	0.0228826274311
EPB41L4A	0.000233221499231
EPB41L4B	0.081929318955
EPB41L5	0.0916088959318
EPB42	0.0574811419753
EPC1	0.0058695334055
EPC2	0.0849525779045
EPCAM	0.179923978016
EPDR1	0.00788880260076
EPG5	0.00822229474217
EPGN	0.00115599458439
EPHA1	0.1188781285
EPHA10	0.0469070889543
EPHA2	0.0515816434542
EPHA3	0.0101789355186
EPHA4	0.118676022114
EPHA5	0.298258476284
EPHA6	0.0143356894142
EPHA7	0.0402975588425
EPHA8	0.00252498318206
EPHB1	0.0101644046715
EPHB2	0.0335303490543
EPHB3	0.0435444422362
EPHB4	0.0108310478213
EPHB6	0.00256823903665
EPHX1	0.0107632135194
EPHX2	0.0104554818446
EPHX3	0.205258561217
EPHX4	0.00168970270086
EPM2A	0.000299019488206
EPM2AIP1	0.153400828121
EPN1	0.0624612519297
EPN2	0.0576719385839
EPN3	0.271516948212
EPO	8.52571296459e-05
EPOP	0.641930503439
EPOR	0.144910969059
EPPIN	0.0623950707719
EPRS	0.995452888052
EPS15	0.0100205168745
EPS15L1	0.0794523266155
EPS8	0.00605372460945
EPS8L1	0.338723217369
EPS8L2	0.0282819478876
EPS8L3	0.095785633896
EPSTI1	0.216821023257
EPX	0.0364515342982
EPYC	0.0162333685039
EQTN	0.000645159195095
ERAL1	0.715380800538
ERAP1	0.000489656957912
ERAP2	0.00410943359434
ERAS	0.019009286372
ERBB2	0.0351007657908
ERBB3	0.192229482425
ERBB4	0.0110063353721
ERBIN	0.017458748245
ERC1	0.0774766001448
ERC2	0.00162463001154
ERCC1	0.235662179279
ERCC2	0.962513420545
ERCC3	0.510791436371
ERCC4	0.179351255965
ERCC5	0.0501502450468
ERCC6	0.0753205872401
ERCC6L	0.14849482574
ERCC6L2	0.0302069449106
ERCC8	0.0109324718531
EREG	0.00320232239083
ERF	0.109219169054
ERG	0.999766787338
ERG28	0.00119662927907
ERGIC1	0.015638395634
ERGIC2	0.0162948620351
ERGIC3	0.00646716231898
ERH	0.995006091376
ERI1	0.0169692843706
ERI2	0.0377340215748
ERI3	0.000482323534364
ERICH1	0.00049338777265
ERICH3	0.000547047508602
ERICH4	0.0030910414865
ERICH5	0.0782848097305
ERICH6	0.0553840664962
ERICH6B	0.0120848802228
ERLEC1	0.027165730335
ERLIN1	0.0588331817264
ERLIN2	0.00293631573171
ERMAP	0.0263853333066
ERMARD	0.00264998728809
ERMN	0.0135103247932
ERMP1	0.0015323401005
ERN1	0.103650441266
ERN2	0.0104461400062
ERO1A	0.0432279396305
ERO1B	0.0104501281336
ERP27	0.013793756372
ERP29	0.00866457657648
ERP44	0.510327185078
ERRFI1	0.0379244225024
ERV3-1	0.0375531447157
ERVFRD-1	0.0684551264532
ERVV-1	0.000791682975577
ERVV-2	0.0867328074866
ERVW-1	0.362641094168
ESAM	0.0249829994594
ESCO1	0.000293046700151
ESCO2	0.108303642681
ESD	0.00477801906158
ESF1	0.880297881506
ESM1	0.000263740267918
ESPL1	1
ESPN	0.480533676794
ESPNL	0.105434456266
ESR1	0.0371071197221
ESR2	0.00012373954831
ESRP1	0.0297507985365
ESRP2	0.0834224871687
ESRRA	0.379566226867
ESRRB	0.0115732246937
ESRRG	0.0222985703288
ESS2	0.86879355724
ESX1	0.0344029526466
ESYT1	0.065607998196
ESYT2	0.0208606523581
ESYT3	0.0226090074436
ETAA1	0.0125440448768
ETF1	1
ETFA	0.100457913255
ETFB	0.196502908566
ETFBKMT	0.00908962571104
ETFDH	0.00713984687141
ETFRF1	0.0012390137433
ETHE1	0.0578096808159
ETNK1	0.00519521382462
ETNK2	0.0085710894067
ETNPPL	0.0718410062363
ETS1	0.00116802733768
ETS2	0.00557733207915
ETV1	0.0227618190378
ETV2	0.00803036081301
ETV3	0.0555752182516
ETV3L	0.00141063532574
ETV4	0.0125130236031
ETV5	0.0467223234558
ETV6	0.00404692846747
ETV7	0.295335043263
EVA1A	0.000625151154212
EVA1B	0.0415495185533
EVA1C	0.0574431123727
EVC	0.00578597510139
EVC2	0.00151952276221
EVI2A	0.229463604104
EVI2B	0.000264057678594
EVI5	0.00237710550607
EVI5L	0.272388798532
EVL	0.0608377523105
EVPL	0.00343809795968
EVPLL	0.336913848035
EVX1	0.00306489634949
EVX2	0.00590172503149
EWSR1	0.894447269865
EXD1	0.00271337216166
EXD2	0.00218147389477
EXD3	0.0120915650618
EXO1	0.0107539088809
EXO5	0.0248577794659
EXOC1	0.36926113297
EXOC2	0.942220285003
EXOC3	0.949607037654
EXOC3L1	0.123587633394
EXOC3L2	0.0474579665755
EXOC3L4	0.0150527607428
EXOC4	0.849162166479
EXOC5	0.298317550374
EXOC6	0.0151433977328
EXOC6B	0.00560580981695
EXOC7	0.418173463986
EXOC8	0.626852139992
EXOG	0.00199585545842
EXOSC1	0.831731605854
EXOSC10	0.869997928668
EXOSC2	0.889473346643
EXOSC3	0.690204913027
EXOSC4	0.995358593032
EXOSC5	0.880433797175
EXOSC6	0.999296204304
EXOSC7	0.688720014293
EXOSC8	0.999701801114
EXOSC9	0.617184154772
EXPH5	0.000305362617086
EXT1	0.0525987978526
EXT2	0.182112405687
EXTL1	0.0989602295188
EXTL2	0.0122372145661
EXTL3	0.0316045133273
EYA1	0.0658023804657
EYA2	0.00954277339767
EYA3	0.00496041175495
EYA4	0.00613022003048
EYS	0.00147380089386
EZH1	0.1098422232
EZH2	0.53891046524
EZR	0.000843739096382
F10	0.0110058989557
F11	0.0397714733004
F11R	0.0510272497255
F12	0.0112306630166
F13A1	0.00107678819116
F13B	0.0173558488002
F2	0.00348100112912
F2R	0.0218193340287
F2RL1	0.00615475083241
F2RL2	0.00539310165022
F2RL3	0.0482473447457
F3	0.0792177277053
F5	0.00176397426717
F7	0.00510241824977
F8	0.00358540268081
F8A1	0.489263222294
F9	0.0012929918187
FA2H	0.0486445306704
FAAH	0.0151253433619
FAAH2	0.000326125395704
FAAP100	0.259311507149
FAAP20	0.671815856493
FAAP24	0.0360003353637
FABP1	0.0104148734518
FABP12	0.0431343337804
FABP2	0.000461102435878
FABP3	0.00681111253799
FABP4	0.0129409362032
FABP5	0.153625292419
FABP6	0.0084122214483
FABP7	0.01194035425
FADD	0.00503508325278
FADS1	0.00587222091356
FADS2	0.0622054926788
FADS3	0.0275469802331
FADS6	0.0321439019104
FAF1	0.0107275358375
FAF2	0.737202723615
FAH	0.00351822595237
FAHD1	0.074590712277
FAHD2A	0.0288273735985
FAHD2B	0.00681370254396
FAIM	0.305695355614
FAIM2	0.0123022606621
FAM102A	0.0311093762481
FAM102B	0.0129417133279
FAM104A	0.0169878072175
FAM104B	0.938834241816
FAM107A	0.0277394453741
FAM107B	0.00172924646113
FAM110A	0.000882658666721
FAM110B	0.342616737654
FAM110C	0.0264633981443
FAM110D	0.124966544513
FAM111A	0.00150860546039
FAM111B	0.0369845706924
FAM114A1	0.330058036631
FAM114A2	0.00186238905801
FAM117A	0.178421539816
FAM117B	0.58755529945
FAM118A	0.000593811442084
FAM118B	0.00332351910433
FAM120A	0.048392263341
FAM120AOS	0.0683192392514
FAM120B	0.0055768856707
FAM120C	0.0129006846908
FAM122A	0.00517979716909
FAM122B	0.00209754544291
FAM122C	0.0351181267014
FAM124A	0.15686639313
FAM124B	0.00227612296635
FAM126A	0.0202015900605
FAM126B	0.00158714499939
FAM129A	0.00241690527208
FAM129B	0.197721007091
FAM129C	0.0230212701343
FAM131A	0.0071621617828
FAM131B	0.0210478761126
FAM131C	0.014332370508
FAM133A	0.0098770983765
FAM133B	0.16142160495
FAM135A	0.000582883387393
FAM135B	0.250103675759
FAM136A	0.490606288166
FAM13A	0.000900363163242
FAM13B	0.00298975868399
FAM13C	0.0328513697076
FAM149A	0.00411664283279
FAM149B1	2.45500627224e-05
FAM151A	0.013170061827
FAM151B	0.005859822018
FAM153A	0.000163154946253
FAM153B	0.175822253422
FAM153C	0.271144427452
FAM155A	0.00370570004478
FAM155B	0.000391495589821
FAM156B	0.112034823658
FAM160A1	0.0239987379257
FAM160A2	0.0106877921807
FAM160B1	0.0110001835728
FAM160B2	0.0423250907505
FAM161A	0.00254001944121
FAM161B	0.159474943708
FAM162A	0.0954669910175
FAM162B	0.0143895095671
FAM163A	0.000229336912349
FAM163B	0.00138374172436
FAM166A	0.465739745805
FAM166B	0.00890501961251
FAM167A	0.00213201093421
FAM167B	0.0527138688428
FAM168A	0.00770890736835
FAM168B	0.0401340107068
FAM169A	0.0466526419817
FAM169B	0.00205575649552
FAM170A	0.0105667589259
FAM170B	0.000839154581562
FAM171A1	0.00187920575441
FAM171A2	0.0875329124854
FAM171B	0.0878772567941
FAM172A	0.000572979511282
FAM173A	0.0508842658489
FAM173B	0.00493377194754
FAM174A	0.00256505616196
FAM174B	0.00121209857409
FAM177A1	0.0543352798663
FAM177B	0.0230905289309
FAM178B	0.0244665508486
FAM180A	0.0134863757365
FAM181A	0.00114474787427
FAM181B	0.000227333215521
FAM183A	0.152605652923
FAM184A	0.00106788050092
FAM184B	0.00158810248438
FAM185A	0.000654261361134
FAM186A	0.328146507552
FAM186B	0.00230155349207
FAM187B	0.0099113564809
FAM189A1	0.00748704107888
FAM189A2	0.0144210618243
FAM189B	0.0372109632169
FAM192A	0.0210689860448
FAM193A	0.000367663660549
FAM193B	0.196495638277
FAM198A	0.0239418927087
FAM198B	0.0459137258079
FAM199X	0.00757037203751
FAM19A1	0.00156778042484
FAM19A2	0.00915990814808
FAM19A3	0.00372146451697
FAM19A4	0.00199690251366
FAM19A5	0.0264996834659
FAM200A	0.00419280022815
FAM200B	0.361703453568
FAM204A	0.00276646133277
FAM205A	0.0105847746722
FAM206A	0.0265095186958
FAM207A	0.654593637729
FAM208A	0.0278930450776
FAM208B	0.0460036590601
FAM209A	0.00741180272233
FAM209B	0.0178903055849
FAM20A	0.36687980141
FAM20B	0.0291658159899
FAM20C	0.000922649305081
FAM210A	0.662622556714
FAM210B	0.00386760672344
FAM213A	0.00430019325041
FAM214A	0.0108183967711
FAM214B	0.0361351268988
FAM216A	0.000956232756396
FAM216B	0.0125596590832
FAM217A	0.0174317912817
FAM217B	0.0172099397182
FAM218A	0.013510190892
FAM219A	0.583519924023
FAM219B	0.0302878902133
FAM220A	0.0608659721043
FAM221A	0.0462731097225
FAM221B	0.0016970911857
FAM222A	0.426973385594
FAM222B	0.00921779847639
FAM227B	0.0050769992575
FAM228A	0.0446627120751
FAM229A	0.516593984193
FAM229B	0.00749572553403
FAM234A	0.0226281618929
FAM234B	0.00597945293764
FAM241A	0.000507004985797
FAM241B	0.00120836256234
FAM243A	0.000161628163336
FAM24A	0.00763015299581
FAM24B	0.0176975236834
FAM25A	0.214216438174
FAM25G	0.999813978677
FAM32A	0.766043859819
FAM3A	0.000544541711101
FAM3B	0.00175783064819
FAM3C	7.26758348721e-07
FAM3D	0.0143237886761
FAM43A	0.0279893050381
FAM43B	0.00652560215174
FAM45A	0.0354852320771
FAM47A	0.00389521986464
FAM47B	0.00552682343099
FAM47C	0.0665791424343
FAM47E	0.00106354779508
FAM49A	0.00559159134094
FAM49B	0.0133107739099
FAM50A	0.193378072742
FAM50B	0.0428802425431
FAM53A	0.636779871462
FAM53B	0.0452678538621
FAM53C	0.299019218571
FAM57A	0.0204538314884
FAM57B	0.0666178147585
FAM69A	0.0482036789352
FAM69B	0.113024381461
FAM69C	0.00135851496651
FAM71A	0.0118174434078
FAM71B	0.00984623128776
FAM71C	0.0755854909884
FAM71D	0.00426802200035
FAM71E1	0.00862389710627
FAM71F1	0.00031206213473
FAM71F2	0.303378926254
FAM72D	0.726501524033
FAM76A	0.00557276868809
FAM76B	0.00477028540448
FAM78A	0.30186808273
FAM78B	0.0154291197828
FAM81A	0.0101562076803
FAM81B	0.00442085282448
FAM83A	0.0132716214312
FAM83B	0.000128475664583
FAM83C	0.263830801535
FAM83D	0.051219703006
FAM83E	0.256693877545
FAM83F	0.000526222320376
FAM83G	0.0504939504497
FAM83H	0.429226533362
FAM84A	0.251756359928
FAM84B	0.0299432868148
FAM86B1	0.88685578204
FAM86B2	0.00323837186144
FAM86C1	0.0125666916941
FAM89A	0.0118822063321
FAM89B	0.368089767893
FAM8A1	0.00380247437978
FAM90A26	4.687235838e-06
FAM91A1	0.00696034328764
FAM92A	0.02422110227
FAM92B	0.0345883290279
FAM98A	0.00897044107449
FAM98B	0.678358700948
FAM98C	0.145614900308
FAM9A	0.272045669459
FAM9B	0.0021580741896
FAM9C	0.0108055288333
FAN1	0.0447263124455
FANCA	0.0561666018014
FANCB	0.000580983309402
FANCC	0.123951266179
FANCD2	0.0344403667047
FANCD2OS	0.0109792466428
FANCE	0.0132525898879
FANCF	0.0857386846207
FANCG	0.0110101604773
FANCI	0.0262203055622
FANCL	0.030440049983
FANCM	0.0383884750202
FANK1	0.0508447574566
FAP	0.00116286047654
FAR1	0.0114419084927
FAR2	0.0020983971408
FARP1	0.0941414634886
FARP2	0.00973645175997
FARS2	0.718921951851
FARSA	0.93150713088
FARSB	0.999999218451
FAS	0.00809107041254
FASLG	0.0145356432197
FASN	0.309577821973
FASTK	0.0315022377152
FASTKD1	0.01035455474
FASTKD2	0.000384497016808
FASTKD3	0.00545912309749
FASTKD5	0.369196821077
FAT1	0.00121105942653
FAT2	0.00258745614964
FAT4	0.0456668014744
FATE1	0.00138522373485
FAU	0.999999393601
FAXC	0.00233264445805
FAXDC2	0.00226704911467
FBF1	0.0949335298892
FBH1	0.0199803452737
FBL	0.999823667748
FBLIM1	0.794912125437
FBLN1	0.00480640717367
FBLN2	0.00101016870603
FBLN5	0.107623472766
FBLN7	0.00129750882367
FBN1	0.0622762700287
FBN2	0.00403190635264
FBN3	0.324094296975
FBP1	0.35448518087
FBP2	0.0326083910526
FBRSL1	0.111403569257
FBXL12	0.0484734296882
FBXL13	0.0352979562618
FBXL14	0.0604388758333
FBXL15	0.00916051384621
FBXL16	0.0262660874722
FBXL17	0.00425463615884
FBXL18	0.0975104286719
FBXL19	0.0819586436908
FBXL2	0.0497164528362
FBXL20	0.000124809045014
FBXL22	0.00189659146029
FBXL3	0.0745525264842
FBXL4	0.000144930731568
FBXL5	0.00392191649421
FBXL6	0.204890168934
FBXL7	0.120435426129
FBXL8	0.262858881393
FBXO10	0.00050312235071
FBXO11	0.438101041865
FBXO15	0.0455518161201
FBXO16	0.014112508007
FBXO17	0.0071253695467
FBXO2	0.120823519895
FBXO21	0.219910395406
FBXO22	0.409476410369
FBXO24	0.0299801714438
FBXO25	0.0158325072975
FBXO27	0.00212569074838
FBXO28	0.811197761465
FBXO3	0.122466221508
FBXO30	0.00164288384176
FBXO31	0.0123095583723
FBXO32	0.000221323451643
FBXO33	0.00342643739177
FBXO34	0.00989950111466
FBXO36	0.0279067422752
FBXO38	0.0147537349323
FBXO39	0.00387169844948
FBXO4	0.00263587996644
FBXO40	0.0039304932407
FBXO41	0.00357935462656
FBXO42	0.00122100001677
FBXO43	0.0603147287939
FBXO44	0.043236461294
FBXO45	0.0319400400576
FBXO46	0.0220037047187
FBXO47	0.201236205021
FBXO48	0.00424483142324
FBXO5	0.987467401745
FBXO6	0.00161594291711
FBXO7	0.326116667672
FBXO8	0.00237260833239
FBXO9	0.0337998672932
FBXW10	0.00839050016057
FBXW11	0.036145882978
FBXW12	0.263463918761
FBXW2	0.00887544861128
FBXW4	0.33132258016
FBXW5	0.0243060722549
FBXW7	0.000280433528705
FBXW8	0.0278036320198
FBXW9	0.391191194492
FCAMR	0.0127569559441
FCAR	0.0141328145593
FCER1A	0.0158900900973
FCER1G	0.00056938950009
FCER2	0.0603375478251
FCF1	0.927348631951
FCGR1A	0.0110897382182
FCGR2A	0.0545171820315
FCGR2B	0.0123191014406
FCGR3A	0.000531150137143
FCGR3B	0.00200711869278
FCGRT	0.0113878397122
FCHO1	0.0961426303694
FCHO2	0.00485000602852
FCHSD1	0.0194638169843
FCHSD2	0.0120291430797
FCMR	0.0438422108193
FCN1	0.17367862831
FCN2	0.133775619815
FCN3	0.000695517650969
FCRL1	0.000119273223718
FCRL2	0.000418772355344
FCRL3	0.00661686148342
FCRL4	0.0371441971796
FCRL5	0.00101524630264
FCRL6	0.0157274999016
FCRLA	7.52930155397e-06
FCRLB	0.00270668916831
FDCSP	0.00286842014394
FDFT1	0.063550937654
FDPS	0.548285445187
FDX1	0.290750148559
FDX2	0.63386201316
FDXACB1	0.0193474070108
FDXR	0.83347032395
FECH	0.80926448546
FEM1A	0.287225142035
FEM1B	0.283539342766
FEM1C	0.0508985423375
FEN1	0.456464328739
FER	0.00176094333921
FER1L6	0.0131306075233
FERD3L	0.0102427686224
FERMT1	0.0203177747702
FERMT2	0.217705069656
FERMT3	0.0201058776438
FES	0.0135231523832
FETUB	0.546066299428
FEV	0.0614898365383
FEZ1	0.000674687531904
FEZ2	0.000719461556655
FEZF1	0.000526969909811
FEZF2	0.0565083384473
FFAR1	0.065576213785
FFAR2	0.0364149801771
FFAR3	0.000281086043704
FFAR4	0.0360458156627
FGA	0.00659724529039
FGB	0.0010342568364
FGD1	0.189578388891
FGD2	0.10234445636
FGD3	0.00238508338814
FGD4	0.00569572326398
FGD5	0.262950538528
FGD6	0.00350446369076
FGF1	0.00731310541697
FGF10	0.000988943512873
FGF11	0.169045290419
FGF12	0.00129036374068
FGF13	0.0367865511596
FGF14	0.035013441543
FGF17	0.00948150368464
FGF18	0.00101870487051
FGF19	0.000350533968399
FGF2	0.00516782869605
FGF20	0.00849113475146
FGF21	0.0986361922235
FGF22	0.0881578690968
FGF23	0.00454118251291
FGF3	0.0137069621924
FGF4	0.000359795927977
FGF5	0.0336628389799
FGF6	0.0364236990753
FGF7	0.000921075242927
FGF8	0.00725285591253
FGF9	0.00293115907011
FGFBP1	0.0129679987003
FGFBP2	0.000185068104149
FGFBP3	0.00842834356767
FGFR1	0.00216795641539
FGFR1OP	0.927539610306
FGFR1OP2	0.0406527476994
FGFR2	0.0301163885688
FGFR3	0.0542496557153
FGFR4	0.0024056296682
FGFRL1	0.0295211700108
FGG	0.07143233791
FGGY	0.0003681641755
FGL1	0.00715026191803
FGL2	0.0129119467627
FGR	0.0285554525011
FH	0.11334233556
FHDC1	0.00910596271831
FHIT	0.0261517507025
FHL1	0.000688739923692
FHL2	0.00268787754912
FHL3	0.00232449234909
FHL5	0.00224237163916
FHOD1	0.000237038099303
FHOD3	0.00249892030459
FIBCD1	0.0364753096508
FIBIN	0.00756043848244
FIBP	0.190822014428
FICD	0.0124728009935
FIG4	0.0496860151584
FIGLA	0.0280032556149
FIGN	0.00305493423979
FIGNL1	0.0140554967025
FILIP1	0.00159049867928
FILIP1L	0.029977781945
FIP1L1	0.957241129137
FIS1	0.0685555514047
FITM1	0.0384924965543
FITM2	0.0149705810398
FIZ1	0.170002516362
FJX1	0.00408155682733
FKBP10	0.0349721171251
FKBP11	0.0181083453823
FKBP14	0.000635950230977
FKBP15	0.0018063280406
FKBP1A	0.00601429599891
FKBP1B	0.0135571335575
FKBP2	0.0118255488672
FKBP3	0.00546253630158
FKBP4	0.999431600856
FKBP5	0.057823315229
FKBP6	0.0767865511556
FKBP7	0.0068596140655
FKBP8	0.201439826466
FKBP9	0.00238632153997
FKBPL	0.311504208947
FKRP	0.0215474415402
FKTN	0.00411380131572
FLAD1	0.57705749943
FLCN	0.0192069870653
FLG	0.0579702120442
FLG2	0.0981178902156
FLI1	0.044942169104
FLII	0.827196321059
FLNA	0.00453449558113
FLNB	0.0158741611666
FLNC	0.0195016070499
FLOT1	0.252512764273
FLOT2	0.0241613720691
FLRT1	0.121922088204
FLRT2	0.00258806416099
FLRT3	0.000659687569797
FLT1	0.0142404147252
FLT3	0.526399273079
FLT3LG	0.0405466908631
FLT4	0.00688575801541
FLVCR1	0.00568411865191
FLVCR2	0.0801292534062
FLYWCH1	0.178359475205
FLYWCH2	0.138449278582
FMC1	0.0317593841008
FMN1	0.00683859574628
FMN2	0.0027352588591
FMNL1	0.0906799802797
FMNL2	0.005439924213
FMNL3	0.0293005935529
FMO1	0.0744531477758
FMO2	0.000399365089994
FMO3	0.00798790397848
FMO4	0.114450051345
FMO5	0.0174646039986
FMOD	0.00537452259018
FMR1	0.00150275659322
FMR1NB	0.0733778347335
FN1	0.00383176708857
FN3K	0.0204062126028
FN3KRP	0.00726605180992
FNBP1	0.0710931097815
FNBP1L	0.000320477895021
FNBP4	0.536730836367
FNDC1	0.00729238749857
FNDC10	0.27946972968
FNDC11	0.114515619943
FNDC3A	0.152295577221
FNDC3B	0.00668316942282
FNDC4	0.00367251193994
FNDC5	0.158055982837
FNDC7	0.00311114922394
FNDC8	0.0605036133314
FNDC9	0.000255341754757
FNIP1	0.0543815700059
FNIP2	0.00140906370445
FNTA	0.16619432082
FNTB	0.910508625601
FOCAD	0.00141696564448
FOLH1	0.039699156935
FOLR1	8.6627956265e-05
FOLR2	6.90142021677e-05
FOLR3	0.151254828252
FOPNL	0.000881644170536
FOS	0.0708055850855
FOSB	0.096182810454
FOSL1	0.253632621981
FOSL2	0.104272524311
FOXA1	0.999999784304
FOXA2	0.0227102451236
FOXA3	0.0106373086864
FOXB1	0.00136870228363
FOXB2	0.00703505630977
FOXC1	0.151128116559
FOXC2	0.106780901967
FOXD2	0.0453938557132
FOXD3	0.267888204624
FOXD4	0.999740486878
FOXD4L1	0.226691250216
FOXD4L4	1.32300920025e-05
FOXD4L5	0.0557286167679
FOXD4L6	0.122451284634
FOXE1	0.0538631378574
FOXE3	0.00346025313424
FOXF1	0.151622429774
FOXF2	0.00338746324324
FOXG1	0.0323159716474
FOXH1	0.00451205022795
FOXI1	0.00152238462163
FOXI2	0.00609625025242
FOXJ1	0.000234659697625
FOXJ2	0.0203276953525
FOXJ3	0.00735544324764
FOXK1	0.0440686683521
FOXK2	0.0609891960166
FOXL1	0.0885194466196
FOXL2	0.871763741525
FOXL2NB	0.00518229964785
FOXM1	0.104609677236
FOXN1	0.150756838473
FOXN2	0.040586611316
FOXN3	0.000545276654023
FOXN4	0.0288253285303
FOXO1	0.0369187764085
FOXO3	0.00836992005065
FOXO4	0.0451166760681
FOXP1	0.0264610050369
FOXP2	0.000492534949956
FOXP3	0.000528242554299
FOXP4	0.0497297036033
FOXQ1	0.00412263844929
FOXR1	0.00048858057457
FOXR2	0.177711067198
FOXRED1	0.164515095015
FOXRED2	0.0472768378529
FOXS1	0.0568496283249
FPGS	0.212766174427
FPGT	0.00125712581745
FPR1	0.0357173126075
FPR2	0.0180287604276
FPR3	0.356391174836
FRA10AC1	0.0061653384727
FRAS1	0.000739144359618
FRAT1	0.00558208714152
FRAT2	0.0175316638234
FREM1	0.0044597074956
FREM2	0.0121861133826
FREM3	0.0155896000524
FRG1	0.665861280906
FRG2	0.241645102456
FRG2B	0.0132927744534
FRG2C	0.00487607541549
FRK	0.0240580935834
FRMD1	0.00292630231504
FRMD3	0.0062925307067
FRMD4A	0.0172701060591
FRMD4B	0.00486165315923
FRMD5	0.0147072074781
FRMD6	0.00703986090899
FRMD7	0.00832584832702
FRMD8	0.165516468331
FRMPD1	0.00301818274391
FRMPD2	0.0104443518833
FRMPD4	0.05374132254
FRRS1L	0.191727657731
FRS2	0.000421116661238
FRS3	0.0692768904017
FRY	0.00937089322499
FRYL	0.0027002563786
FRZB	0.010032168617
FSBP	0.0576365001215
FSCB	0.0258383730477
FSCN1	0.164370684573
FSCN2	0.617785387965
FSCN3	0.0024334658345
FSD1	0.00123331143881
FSD1L	0.0144207250211
FSD2	0.025233388706
FSHB	0.00115416158093
FSHR	0.00271746982562
FSIP1	0.000969287753424
FSIP2	0.00489424311154
FST	0.0456181307241
FSTL1	0.000476357086716
FSTL3	0.0324090323395
FSTL4	0.00472556204422
FSTL5	0.0117180939147
FTCD	0.082147991932
FTH1	0.334244211055
FTHL17	0.0108301066425
FTL	0.000142299957352
FTMT	0.0735093751853
FTO	0.0977703143536
FTSJ1	0.0270733443071
FTSJ3	0.443276435529
FUBP1	0.190289465528
FUBP3	0.0403034097878
FUCA1	0.184463183405
FUCA2	0.00704223270651
FUK	0.00730675942898
FUNDC1	0.000619400445044
FUNDC2	0.110999663853
FUOM	0.00151153053951
FURIN	0.99999594425
FUS	0.133118480691
FUT1	0.193195950927
FUT10	0.00139988270147
FUT11	0.0293731461108
FUT2	0.620118051917
FUT3	0.291135358646
FUT4	0.0383732601195
FUT5	0.072482136799
FUT6	0.191030763201
FUT7	0.0474193565362
FUT8	0.00743548506164
FUT9	0.00823246389805
FUZ	0.121280465034
FXN	0.0381093094015
FXR1	0.00165486155816
FXR2	0.017298020009
FXYD1	0.034073082566
FXYD2	0.00492899357719
FXYD3	0.0365930844496
FXYD4	0.0228890309034
FXYD5	0.00624051856778
FXYD6	0.000336391165445
FXYD7	0.013190246135
FYB1	0.0042876433133
FYB2	0.175897793497
FYCO1	0.0135202667893
FYN	0.0741620289011
FYTTD1	0.106467351702
FZD1	0.0117535763909
FZD10	0.119779033144
FZD2	0.271030263993
FZD3	0.00529735150711
FZD4	0.00104890944181
FZD5	0.164983371481
FZD6	0.0094090009902
FZD7	0.00377672601275
FZD8	0.021832123323
FZD9	0.00542867449055
FZR1	0.517787736838
G0S2	0.0348328523108
G2E3	0.000452682054959
G3BP1	0.0179064818428
G3BP2	0.0235976525923
G6PC	0.113604340568
G6PC2	0.00105188268609
G6PC3	0.00246802543696
G6PD	0.0596799689129
GAA	0.00490137076853
GAB1	0.00226405192346
GAB2	0.0190708584384
GAB3	0.00178856224188
GAB4	0.0178410986989
GABARAP	0.0296802709061
GABARAPL1	0.0179133702892
GABARAPL2	0.041745617965
GABBR1	0.183766930723
GABBR2	0.0207447946352
GABPA	0.016988597017
GABPB1	0.678122003791
GABPB2	0.270401532249
GABRA1	0.000660824186985
GABRA2	0.000150321858318
GABRA3	0.00060657821386
GABRA4	0.00145641867734
GABRA5	0.00294944115315
GABRA6	0.0137985267904
GABRB1	0.000928432929448
GABRB2	0.0135401336852
GABRB3	0.00385450067211
GABRD	0.0405888846795
GABRE	0.0017613734275
GABRG1	0.000125641177711
GABRG2	0.000528023573522
GABRG3	0.00866427250472
GABRP	0.06884934226
GABRQ	0.00214801544097
GABRR1	0.00339635895521
GABRR2	0.00380799364682
GAD1	0.156932407045
GAD2	6.54005032823e-05
GADD45A	6.00532672016e-05
GADD45B	0.277957635309
GADD45G	0.0829739027652
GADD45GIP1	0.168350126218
GADL1	0.00297264431991
GAGE10	0.00216159844961
GAGE12E	4.18659112197e-07
GAGE12H	0.145644695011
GAGE12J	0.414828450826
GAGE13	0.000101210157095
GAGE2A	0.671328816496
GAK	0.952949307175
GAL	0.0153576056577
GAL3ST1	0.0276728086465
GAL3ST2	0.223190407984
GAL3ST3	0.0259654840238
GAL3ST4	0.0804692702752
GALC	0.0230238576182
GALE	0.220294235833
GALK1	0.257532943188
GALK2	0.0478433720569
GALM	0.0240606265632
GALNS	0.0138147774174
GALNT1	0.00043859356124
GALNT10	0.00214555908436
GALNT11	0.0809887785688
GALNT12	0.103974190812
GALNT13	0.00533835066378
GALNT14	0.0228253671916
GALNT15	0.0142147759805
GALNT16	0.0681199491402
GALNT17	0.00192930460815
GALNT18	0.08444085313
GALNT2	0.309131922352
GALNT3	0.000999256843681
GALNT4	0.028348731327
GALNT5	0.00423632934723
GALNT6	0.0484485194716
GALNT7	0.0019555704421
GALNT8	0.12828276241
GALNT9	0.0218305936472
GALNTL5	0.0731505177902
GALNTL6	0.0200867330858
GALP	0.869150479053
GALR1	0.00233832097156
GALR2	0.0907584659087
GALR3	0.011027953918
