chr_x	start_x	end_x	chr_y	start_y	end_y	anchor_ID_x	anchor_ID_y	loop_ID	fdr	detection_scale	Benign	Malignant	Consistent_in_benign_or_tumour
chr14	77840000	77870000	chr14	78810000	78820000	13561	13573	13561_13573	0.151001188978341	2.59920766833995	1	0	FALSE
chr14	78930000	78990000	chr14	80050000	80080000	13574	13580	13574_13580	0.1081167431058	2.59920766833995	1	0	FALSE
chr14	89170000	89200000	chr14	89410000	89440000	13609	13614	13609_13614	0.128801972508598	2.59920766833995	1	0	FALSE
chr14	90280000	90310000	chr14	90720000	90730000	13622	13625	13622_13625	0.104396527820141	3.67583473599051	1	0	FALSE
chr14	91330000	91340000	chr14	91420000	91430000	13632	13633	13632_13633	0.0281958661191698	2.59920766833995	1	0	FALSE
chr1	213360000	213390000	chr1	214090000	214100000	1369	1373	1369_1373	0.114046115425147	3.2	1	0	FALSE
chr15	29130000	29140000	chr15	29560000	29570000	13769	13770	13769_13770	0.181561324505681	2.59920766833995	1	0	FALSE
chr1	214240000	214250000	chr1	214580000	214620000	1376	1380	1376_1380	0.0618424638736066	3.67583473599051	2	0	FALSE
chr1	16070000	16090000	chr1	16350000	16370000	137	140	137_140	0.085390520343001	2.59920766833995	2	0	FALSE
chr15	38810000	38820000	chr15	39570000	39600000	13820	13822	13820_13822	0.181245528317561	2.59920766833995	1	0	FALSE
chr1	214670000	214680000	chr1	215490000	215500000	1382	1384	1382_1384	0.128578289167802	2.59920766833995	1	0	FALSE
chr15	42260000	42270000	chr15	42460000	42470000	13837	13838	13837_13838	0.163525408396675	3.2	1	0	FALSE
chr15	48110000	48120000	chr15	48240000	48280000	13862	13863	13862_13863	0.196228097757998	2.59920766833995	1	0	FALSE
chr15	49220000	49250000	chr15	50130000	50170000	13872	13877	13872_13877	0.0970376528495598	3.2	2	0	FALSE
chr15	56480000	56510000	chr15	57260000	57270000	13908	13916	13908_13916	0.178698170421997	3.67583473599051	1	0	FALSE
chr15	56900000	56930000	chr15	57280000	57310000	13911	13917	13911_13917	0.154385964120233	2.59920766833995	1	0	FALSE
chr15	57120000	57160000	chr15	57280000	57310000	13913	13917	13913_13917	0.0717571649900858	2.59920766833995	1	0	FALSE
chr15	59230000	59250000	chr15	59480000	59540000	13939	13941	13939_13941	0.182920584248723	2.59920766833995	1	0	FALSE
chr1	218300000	218360000	chr1	219220000	219230000	1394	1401	1394_1401	0.102788912481421	2.59920766833995	1	0	FALSE
chr1	218300000	218360000	chr1	219430000	219450000	1394	1405	1394_1405	0.0781941380613432	3.67583473599051	2	0	FALSE
chr1	218300000	218360000	chr1	219820000	219830000	1394	1409	1394_1409	0.14762964706502	3.2	1	0	FALSE
chr15	63520000	63530000	chr15	64080000	64090000	13975	13984	13975_13984	0.159166444392587	2.59920766833995	1	0	FALSE
chr15	63680000	63690000	chr15	64040000	64070000	13978	13983	13978_13983	0.152568678532555	2.59920766833995	1	0	FALSE
chr15	63720000	63730000	chr15	64040000	64070000	13979	13983	13979_13983	0.144707248549971	4.22242531447326	1	0	FALSE
chr15	67850000	67880000	chr15	68070000	68090000	14020	14022	14020_14022	0.142562438018024	2.59920766833995	2	0	FALSE
chr15	70060000	70120000	chr15	70270000	70280000	14043	14044	14043_14044	0.192053240511204	2.59920766833995	1	0	FALSE
chr15	70980000	71020000	chr15	71720000	71740000	14050	14056	14050_14056	0.156396351274886	2.59920766833995	1	0	FALSE
chr15	72330000	72340000	chr15	72590000	72600000	14061	14063	14061_14063	0.171721312114808	3.2	1	0	FALSE
chr15	73320000	73330000	chr15	73690000	73720000	14069	14071	14069_14071	0.152568678532555	2.59920766833995	1	0	FALSE
chr15	74840000	74850000	chr15	75330000	75350000	14080	14086	14080_14086	0.165089631771477	2.59920766833995	1	0	FALSE
chr15	78100000	78130000	chr15	78240000	78250000	14105	14106	14105_14106	0.0812092782796512	2.59920766833995	2	0	FALSE
chr1	220190000	220210000	chr1	220750000	220780000	1412	1416	1412_1416	0.0645845172153669	2.59920766833995	1	0	FALSE
chr15	85300000	85320000	chr15	85820000	85840000	14154	14159	14154_14159	0.127467849839341	2.59920766833995	2	0	FALSE
chr1	220670000	220690000	chr1	220750000	220780000	1415	1416	1415_1416	0.079111458638219	2.59920766833995	4	0	TRUE
chr15	88470000	88490000	chr15	88830000	88860000	14172	14176	14172_14176	0.186364564200856	2.59920766833995	1	0	FALSE
chr1	221190000	221230000	chr1	221400000	221450000	1419	1421	1419_1421	0.190585922552232	2.59920766833995	1	0	FALSE
chr1	221470000	221500000	chr1	222140000	222150000	1422	1427	1422_1427	0.132704095572883	2.59920766833995	1	0	FALSE
chr15	95900000	95910000	chr15	96320000	96390000	14235	14240	14235_14240	0.0908595912357024	2.59920766833995	1	0	FALSE
chr15	96160000	96170000	chr15	96320000	96390000	14238	14240	14238_14240	0.137377997133338	2.59920766833995	1	0	FALSE
chr15	96320000	96390000	chr15	97240000	97250000	14240	14243	14240_14243	0.118904305645224	3.2	1	0	FALSE
chr16	14980000	14990000	chr16	15710000	15720000	14373	14378	14373_14378	0.0885434949283954	3.67583473599051	1	0	FALSE
chr16	15470000	15480000	chr16	16140000	16180000	14375	14383	14375_14383	0.0924439744656553	2.59920766833995	1	0	FALSE
chr16	19900000	19930000	chr16	20340000	20350000	14402	14405	14402_14405	0.102348276326831	6.4	1	0	FALSE
chr16	21120000	21130000	chr16	22650000	22690000	14409	14420	14409_14420	0.15788530265941	2.59920766833995	1	0	FALSE
chr16	23670000	23680000	chr16	24010000	24060000	14433	14437	14433_14437	0.199582906465603	2.59920766833995	1	0	FALSE
chr16	23700000	23750000	chr16	24270000	24280000	14434	14440	14434_14440	0.199003361133761	2.59920766833995	1	0	FALSE
chr16	23760000	23770000	chr16	24010000	24060000	14435	14437	14435_14437	0.148255679388094	5.19841533667991	1	0	FALSE
chr16	27150000	27210000	chr16	27470000	27500000	14479	14484	14479_14484	0.199582906465603	3.67583473599051	1	0	FALSE
chr16	30770000	30780000	chr16	30900000	30920000	14510	14511	14510_14511	0.148223066640653	2.59920766833995	2	0	FALSE
chr16	46920000	46930000	chr16	48130000	48180000	14528	14536	14528_14536	0.0854486007163035	2.59920766833995	1	0	FALSE
chr16	47110000	47150000	chr16	48040000	48060000	14532	14535	14532_14535	0.103030221021893	3.2	1	0	FALSE
chr16	48280000	48290000	chr16	48610000	48640000	14538	14541	14538_14541	0.157120516045473	2.59920766833995	1	0	FALSE
chr16	53290000	53300000	chr16	53460000	53490000	14580	14581	14580_14581	0.135760905455216	2.59920766833995	1	0	FALSE
chr16	53530000	53570000	chr16	53880000	53930000	14582	14587	14582_14587	0.135760905455216	3.67583473599051	1	0	FALSE
chr16	53530000	53570000	chr16	55360000	55380000	14582	14599	14582_14599	0.116202800203747	2.59920766833995	1	0	FALSE
chr16	54060000	54090000	chr16	54920000	54960000	14589	14597	14589_14597	0.103030221021893	2.59920766833995	2	0	FALSE
chr16	54260000	54290000	chr16	54510000	54520000	14592	14593	14592_14593	0.188278482950853	2.59920766833995	1	0	FALSE
chr16	66420000	66430000	chr16	66720000	66740000	14636	14638	14636_14638	0.192607548153541	2.59920766833995	1	0	FALSE
chr16	67510000	67550000	chr16	68050000	68070000	14646	14651	14646_14651	0.165352324916999	3.67583473599051	1	0	FALSE
chr16	67990000	68000000	chr16	68220000	68240000	14650	14653	14650_14653	0.186915995060853	2.59920766833995	1	0	FALSE
chr16	68500000	68540000	chr16	69100000	69130000	14655	14660	14655_14660	0.139145973272681	2.59920766833995	2	0	FALSE
chr16	68550000	68560000	chr16	69100000	69130000	14656	14660	14656_14660	0.129012738906308	3.67583473599051	1	0	FALSE
chr16	70520000	70540000	chr16	70650000	70660000	14668	14669	14668_14669	0.169342310088855	2.59920766833995	2	0	FALSE
chr16	70520000	70540000	chr16	70760000	70770000	14668	14671	14668_14671	0.196645714081928	3.2	1	0	FALSE
chr16	72920000	72970000	chr16	73170000	73200000	14680	14682	14680_14682	0.162768977414462	2.59920766833995	1	0	FALSE
chr16	78490000	78530000	chr16	78750000	78760000	14715	14717	14715_14717	0.0779275978458004	2.59920766833995	1	0	FALSE
chr16	81370000	81420000	chr16	81610000	81620000	14735	14736	14735_14736	0.132321303879609	3.67583473599051	1	0	FALSE
chr16	81370000	81420000	chr16	81630000	81640000	14735	14737	14735_14737	0.193251882414563	3.2	1	0	FALSE
chr16	85310000	85320000	chr16	85610000	85640000	14758	14760	14758_14760	0.186014230911684	2.59920766833995	1	0	FALSE
chr16	86550000	86580000	chr16	86840000	86850000	14767	14769	14767_14769	0.0841676703869814	2.59920766833995	1	0	FALSE
chr16	87050000	87070000	chr16	87270000	87300000	14771	14773	14771_14773	0.0463442402779552	3.2	3	0	TRUE
chr16	88730000	88740000	chr16	89210000	89220000	14785	14789	14785_14789	0.069312078398268	2.59920766833995	1	0	FALSE
chr1	228130000	228140000	chr1	228500000	228510000	1478	1479	1478_1479	0.156521676585633	2.59920766833995	1	0	FALSE
chr1	228670000	228740000	chr1	229000000	229010000	1480	1483	1480_1483	0.187754491864412	3.67583473599051	1	0	FALSE
chr1	228670000	228740000	chr1	229170000	229180000	1480	1485	1480_1485	0.123976819064087	3.2	1	0	FALSE
chr17	4240000	4250000	chr17	4620000	4640000	14828	14832	14828_14832	0.159715721254487	2.59920766833995	1	0	FALSE
chr1	228830000	228840000	chr1	229220000	229280000	1482	1486	1482_1486	0.172345416899423	2.59920766833995	1	0	FALSE
chr17	6690000	6700000	chr17	6970000	7010000	14851	14854	14851_14854	0.155212736910061	3.2	1	0	FALSE
chr17	8080000	8100000	chr17	8290000	8310000	14867	14869	14867_14869	0.180853903232453	3.2	2	0	FALSE
chr17	9280000	9310000	chr17	9510000	9540000	14879	14880	14879_14880	0.118909473383396	2.59920766833995	1	0	FALSE
chr17	15250000	15270000	chr17	15490000	15500000	14938	14939	14938_14939	0.00477005035441624	2.59920766833995	2	0	FALSE
chr17	17490000	17510000	chr17	17620000	17650000	14953	14955	14953_14955	0.16876635620613	2.59920766833995	1	0	FALSE
chr17	19380000	19390000	chr17	19740000	19770000	14963	14966	14963_14966	0.147958552114419	2.59920766833995	1	0	FALSE
chr17	27230000	27250000	chr17	27420000	27480000	14975	14977	14975_14977	0.137069515953061	2.59920766833995	2	0	FALSE
chr17	30080000	30130000	chr17	30280000	30290000	15014	15017	15014_15017	0.198425754698795	2.59920766833995	1	0	FALSE
chr17	35260000	35270000	chr17	35510000	35550000	15076	15080	15076_15080	0.198425754698795	6.4	1	0	FALSE
chr17	36590000	36650000	chr17	36950000	36960000	15085	15092	15085_15092	0.173138819690893	2.59920766833995	1	0	FALSE
chr17	42820000	42830000	chr17	42970000	42980000	15138	15141	15138_15141	0.159713516324027	2.59920766833995	1	0	FALSE
chr17	43920000	43940000	chr17	44150000	44170000	15149	15150	15149_15150	0.190921138404343	3.2	2	0	FALSE
chr17	45660000	45670000	chr17	45830000	45860000	15164	15165	15164_15165	0.0479544862456865	3.2	1	0	FALSE
chr17	49410000	49450000	chr17	49830000	49880000	15182	15186	15182_15186	0.156800287491438	2.59920766833995	1	0	FALSE
chr17	50780000	50790000	chr17	50950000	50970000	15195	15197	15195_15197	0.180944216221594	2.59920766833995	1	0	FALSE
chr17	54980000	55020000	chr17	55300000	55310000	15209	15211	15209_15211	0.17123770519026	2.59920766833995	1	0	FALSE
chr17	57110000	57150000	chr17	58190000	58200000	15237	15255	15237_15255	0.0614718193159043	2.59920766833995	1	0	FALSE
chr17	57220000	57270000	chr17	57460000	57470000	15238	15240	15238_15240	0.182538470515126	2.59920766833995	1	0	FALSE
chr17	58240000	58250000	chr17	58430000	58470000	15256	15258	15256_15258	0.183458349934207	2.59920766833995	1	0	FALSE
chr17	59700000	59710000	chr17	59900000	59910000	15268	15271	15268_15271	0.0669133760644628	5.19841533667991	1	0	FALSE
chr17	60160000	60170000	chr17	60620000	60630000	15272	15274	15272_15274	0.18864466416605	2.59920766833995	1	0	FALSE
chr17	60970000	61010000	chr17	61540000	61600000	15276	15281	15276_15281	0.0774632248281746	3.67583473599051	2	0	FALSE
chr17	65530000	65580000	chr17	65730000	65740000	15312	15313	15312_15313	0.178625638248863	2.59920766833995	1	0	FALSE
chr17	68150000	68160000	chr17	68750000	68790000	15332	15337	15332_15337	0.199067770626803	2.59920766833995	1	0	FALSE
chr17	69730000	69740000	chr17	70120000	70170000	15347	15349	15347_15349	0.148170087780902	3.2	1	0	FALSE
chr17	71230000	71240000	chr17	72090000	72170000	15361	15367	15361_15367	0.06310837571438	2.59920766833995	2	0	FALSE
chr17	72090000	72170000	chr17	72480000	72490000	15367	15373	15367_15373	0.178048060197701	5.57152360509519	1	0	FALSE
chr17	72520000	72590000	chr17	73220000	73270000	15374	15379	15374_15379	0.0443239883314076	2.59920766833995	2	0	FALSE
chr17	76100000	76130000	chr17	76380000	76410000	15403	15405	15403_15405	0.0730179714643073	2.59920766833995	2	0	FALSE
chr17	76850000	76880000	chr17	77230000	77280000	15411	15413	15411_15413	0.195095043156642	2.59920766833995	1	0	FALSE
chr17	77290000	77300000	chr17	77480000	77510000	15414	15417	15414_15417	0.0976739650299989	2.59920766833995	1	0	FALSE
chr1	235110000	235160000	chr1	235760000	235800000	1541	1547	1541_1547	0.102648530547655	2.59920766833995	1	0	FALSE
chr17	78110000	78120000	chr17	78240000	78250000	15426	15428	15426_15428	0.163298228541496	2.59920766833995	1	0	FALSE
chr1	235180000	235190000	chr1	235410000	235450000	1542	1545	1542_1545	0.123976819064087	5.57152360509519	1	0	FALSE
chr17	78480000	78510000	chr17	78720000	78730000	15431	15433	15431_15433	0.166292141978759	2.59920766833995	1	0	FALSE
chr17	78480000	78510000	chr17	78830000	78840000	15431	15436	15431_15436	0.166040144532142	3.2	1	0	FALSE
chr17	79210000	79220000	chr17	79690000	79720000	15442	15444	15442_15444	0.0925450106970333	2.59920766833995	1	0	FALSE
chr18	3270000	3310000	chr18	3870000	3880000	15505	15512	15505_15512	0.131918609804733	2.59920766833995	1	0	FALSE
chr18	6690000	6710000	chr18	6870000	6900000	15530	15533	15530_15533	0.118159326189328	2.59920766833995	1	0	FALSE
chr18	10810000	10820000	chr18	11520000	11560000	15581	15585	15581_15585	0.0560366472566186	3.67583473599051	1	0	FALSE
chr18	11710000	11720000	chr18	12020000	12060000	15586	15589	15586_15589	0.19391311088165	3.2	1	0	FALSE
chr18	13200000	13230000	chr18	13720000	13730000	15597	15602	15597_15602	0.186686302266859	2.59920766833995	1	0	FALSE
chr18	22160000	22180000	chr18	22550000	22580000	15613	15614	15613_15614	0.105319290540174	2.59920766833995	2	0	FALSE
chr18	23000000	23010000	chr18	23360000	23420000	15617	15621	15617_15621	0.126393063331307	2.59920766833995	1	0	FALSE
chr18	30970000	31010000	chr18	31500000	31510000	15651	15655	15651_15655	0.126393063331307	2.59920766833995	1	0	FALSE
chr18	31050000	31060000	chr18	31230000	31240000	15652	15653	15652_15653	0.184308112731169	2.59920766833995	1	0	FALSE
chr18	32240000	32250000	chr18	32520000	32560000	15661	15665	15661_15665	0.126393063331307	5.57152360509519	1	0	FALSE
chr18	35390000	35420000	chr18	35730000	35740000	15678	15679	15678_15679	0.132012764127898	3.67583473599051	1	0	FALSE
chr18	36110000	36120000	chr18	36270000	36290000	15684	15685	15684_15685	0.085603707647353	2.59920766833995	1	0	FALSE
chr18	44660000	44690000	chr18	45370000	45390000	15712	15715	15712_15715	0.12900288617238	2.59920766833995	1	0	FALSE
chr18	49030000	49050000	chr18	49400000	49450000	15736	15737	15736_15737	0.159661774072039	2.59920766833995	1	0	FALSE
chr18	49520000	49560000	chr18	49780000	49790000	15738	15740	15738_15740	0.166331829445848	4.52548339959391	1	0	FALSE
chr18	50500000	50520000	chr18	50780000	50800000	15744	15745	15744_15745	0.0548739711302424	3.2	4	0	TRUE
chr18	50850000	50860000	chr18	51050000	51070000	15747	15748	15747_15748	0.121726588656022	3.67583473599051	1	0	FALSE
chr18	55420000	55430000	chr18	55770000	55790000	15768	15772	15768_15772	0.153351084546842	2.59920766833995	1	0	FALSE
chr18	63510000	63540000	chr18	63950000	63960000	15821	15824	15821_15824	0.0943889023798662	2.59920766833995	1	0	FALSE
chr18	70920000	70950000	chr18	72570000	72580000	15850	15852	15850_15852	0.177163855782996	2.59920766833995	1	0	FALSE
chr18	77200000	77240000	chr18	77640000	77680000	15879	15882	15879_15882	0.129655579278118	2.59920766833995	1	0	FALSE
chr19	4250000	4270000	chr19	4470000	4480000	15921	15923	15921_15923	0.195930514231263	2.59920766833995	1	0	FALSE
chr19	5050000	5070000	chr19	5600000	5610000	15928	15935	15928_15935	0.177311649504477	3.67583473599051	1	0	FALSE
chr19	5230000	5240000	chr19	5550000	5590000	15930	15934	15930_15934	0.167735302704406	3.2	1	0	FALSE
chr19	6030000	6060000	chr19	6300000	6310000	15939	15942	15939_15942	0.196805294650437	2.59920766833995	1	0	FALSE
chr19	7100000	7160000	chr19	7710000	7720000	15949	15955	15949_15955	0.177036839931553	3.67583473599051	1	0	FALSE
chr19	7170000	7180000	chr19	7300000	7310000	15950	15951	15950_15951	0.0715153046860352	2.59920766833995	1	0	FALSE
chr19	11790000	11800000	chr19	11990000	12000000	15983	15985	15983_15985	0.187606910240903	2.59920766833995	1	0	FALSE
chr19	13570000	13620000	chr19	14320000	14330000	15994	16002	15994_16002	0.15722188194063	2.59920766833995	1	0	FALSE
chr19	13850000	13900000	chr19	14110000	14120000	15997	15999	15997_15999	0.176757030156134	2.59920766833995	1	0	FALSE
chr19	14140000	14180000	chr19	14320000	14330000	16000	16002	16000_16002	0.0954559587928685	3.2	1	0	FALSE
chr19	14140000	14180000	chr19	14460000	14470000	16000	16006	16000_16006	0.150274053937091	3.67583473599051	1	0	FALSE
chr19	15610000	15650000	chr19	15850000	15860000	16017	16019	16017_16019	0.187606910240903	4.22242531447326	1	0	FALSE
chr19	31090000	31110000	chr19	32020000	32060000	16074	16082	16074_16082	0.156080216670585	2.59920766833995	1	0	FALSE
chr19	35710000	35730000	chr19	35920000	35940000	16116	16118	16116_16118	0.191096708104439	2.59920766833995	1	0	FALSE
chr19	37890000	37920000	chr19	38190000	38200000	16136	16138	16136_16138	0.141499168135879	3.67583473599051	1	0	FALSE
chr19	38620000	38640000	chr19	38850000	38880000	16144	16146	16144_16146	0.133072374826378	2.59920766833995	1	0	FALSE
chr19	40960000	40970000	chr19	41130000	41160000	16164	16165	16164_16165	0.116719148363407	3.2	1	0	FALSE
chr19	46250000	46290000	chr19	46520000	46530000	16184	16187	16184_16187	0.161813072764972	2.59920766833995	1	0	FALSE
chr19	47270000	47280000	chr19	47730000	47740000	16193	16199	16193_16199	0.104925416338171	2.59920766833995	1	0	FALSE
chr19	57730000	57760000	chr19	57900000	57910000	16244	16245	16244_16245	0.159781612347225	2.59920766833995	2	0	FALSE
chr20	1750000	1780000	chr20	2160000	2180000	16260	16262	16260_16262	0.0873688388682039	3.2	3	0	TRUE
chr20	2840000	2870000	chr20	2990000	3020000	16271	16272	16271_16272	0.117512083892471	2.59920766833995	2	0	FALSE
chr20	4570000	4620000	chr20	5080000	5110000	16284	16288	16284_16288	0.185895596428431	2.59920766833995	1	0	FALSE
chr20	4940000	4960000	chr20	5080000	5110000	16287	16288	16287_16288	0.172112250989876	2.59920766833995	2	0	FALSE
chr20	10450000	10500000	chr20	10650000	10710000	16323	16325	16323_16325	0.142638110274907	2.59920766833995	1	0	FALSE
chr20	13100000	13140000	chr20	13750000	13780000	16336	16342	16336_16342	0.113942740313612	2.59920766833995	2	0	FALSE
chr20	18610000	18650000	chr20	19180000	19230000	16367	16371	16367_16371	0.0799731011420662	2.59920766833995	1	0	FALSE
chr20	20650000	20680000	chr20	21480000	21520000	16385	16392	16385_16392	0.0824834286575163	2.59920766833995	1	0	FALSE
chr20	22670000	22730000	chr20	23030000	23050000	16407	16412	16407_16412	0.144433303572957	3.2	1	0	FALSE
chr20	32120000	32170000	chr20	32500000	32530000	16447	16451	16447_16451	0.172582249815574	2.59920766833995	1	0	FALSE
chr20	33830000	33840000	chr20	34060000	34080000	16469	16471	16469_16471	0.141019554770436	3.2	1	0	FALSE
chr20	33850000	33880000	chr20	34090000	34100000	16470	16472	16470_16472	0.16248388056177	3.67583473599051	2	0	FALSE
chr20	34190000	34220000	chr20	34500000	34590000	16475	16478	16475_16478	0.119884154498294	3.2	2	0	FALSE
chr20	34830000	34870000	chr20	35080000	35090000	16482	16484	16482_16484	0.162289440203627	3.2	1	0	FALSE
chr20	35510000	35520000	chr20	35870000	35940000	16493	16497	16493_16497	0.130476320397298	6.4	1	0	FALSE
chr20	36620000	36650000	chr20	36860000	36890000	16506	16510	16506_16510	0.0767092264038096	2.59920766833995	2	0	FALSE
chr20	36770000	36780000	chr20	36860000	36890000	16508	16510	16508_16510	0.119231993935394	2.59920766833995	1	0	FALSE
chr20	37550000	37600000	chr20	37950000	37960000	16518	16522	16518_16522	0.146397208554069	2.59920766833995	1	0	FALSE
chr20	37550000	37600000	chr20	38150000	38180000	16518	16524	16518_16524	0.0960166023012004	2.59920766833995	1	0	FALSE
chr20	39240000	39290000	chr20	40670000	40760000	16536	16544	16536_16544	0.0872247877106642	2.59920766833995	1	0	FALSE
chr20	41430000	41440000	chr20	41700000	41710000	16551	16552	16551_16552	0.183489739639482	2.59920766833995	1	0	FALSE
chr20	47760000	47800000	chr20	48160000	48180000	16627	16631	16627_16631	0.181360104329011	2.59920766833995	1	0	FALSE
chr20	47940000	47950000	chr20	48590000	48630000	16628	16634	16628_16634	0.166355225937975	2.59920766833995	1	0	FALSE
chr20	49490000	49550000	chr20	49830000	49860000	16646	16649	16646_16649	0.184752033555929	2.59920766833995	1	0	FALSE
chr20	53520000	53600000	chr20	54040000	54050000	16682	16690	16682_16690	0.113171434657394	3.2	1	0	FALSE
chr20	55430000	55440000	chr20	56150000	56190000	16702	16706	16702_16706	0.132771781587711	2.59920766833995	1	0	FALSE
chr20	59210000	59250000	chr20	59380000	59500000	16735	16737	16735_16737	0.177933328553437	3.67583473599051	1	0	FALSE
chr20	60390000	60400000	chr20	60860000	60880000	16745	16748	16745_16748	0.154732552070118	3.2	1	0	FALSE
chr20	61280000	61290000	chr20	61860000	61910000	16753	16754	16753_16754	0.183082166266768	3.2	1	0	FALSE
chr20	61980000	62030000	chr20	62170000	62180000	16755	16758	16755_16758	0.125115902067037	3.67583473599051	1	0	FALSE
chr20	63530000	63560000	chr20	63730000	63750000	16774	16777	16774_16777	0.125086696655969	3.2	2	0	FALSE
chr21	25860000	25920000	chr21	26710000	26730000	16826	16831	16826_16831	0.0871976760865696	3.2	2	0	FALSE
chr21	28040000	28080000	chr21	28720000	28760000	16838	16842	16838_16842	0.112359971525595	3.2	1	0	FALSE
chr2	9800000	9830000	chr2	10410000	10460000	1683	1688	1683_1688	0.129667216558976	3.2	1	0	FALSE
chr21	30040000	30060000	chr21	30440000	30450000	16849	16851	16849_16851	0.119267157556672	2.59920766833995	1	0	FALSE
chr21	32950000	32970000	chr21	33150000	33220000	16868	16869	16868_16869	0.149472947501829	3.2	1	0	FALSE
chr21	33920000	33940000	chr21	34620000	34630000	16874	16877	16874_16877	0.147500320831052	3.67583473599051	1	0	FALSE
chr21	34720000	34770000	chr21	36030000	36040000	16879	16885	16879_16885	0.149472947501829	2.59920766833995	3	0	TRUE
chr21	35380000	35430000	chr21	35830000	35850000	16881	16883	16881_16883	0.120750415157313	3.67583473599051	2	0	FALSE
chr21	36410000	36430000	chr21	37020000	37030000	16889	16897	16889_16897	0.0822006060312195	3.2	1	0	FALSE
chr21	36490000	36510000	chr21	36910000	36940000	16890	16895	16890_16895	0.0688839742237829	2.59920766833995	3	0	TRUE
chr21	36640000	36650000	chr21	36910000	36940000	16892	16895	16892_16895	0.179179399859061	2.59920766833995	1	0	FALSE
chr21	39810000	39820000	chr21	40100000	40170000	16924	16927	16924_16927	0.138971376035128	5.57152360509519	1	0	FALSE
chr21	42660000	42670000	chr21	42800000	42840000	16957	16958	16957_16958	0.170033837330254	2.59920766833995	1	0	FALSE
chr21	42900000	42920000	chr21	43630000	43670000	16959	16964	16959_16964	0.140788514434536	3.67583473599051	2	0	FALSE
chr21	44940000	44970000	chr21	45270000	45310000	16972	16974	16972_16974	0.181691475900254	3.2	1	0	FALSE
chr21	45550000	45590000	chr21	45900000	45920000	16977	16979	16977_16979	0.102186899264653	2.59920766833995	1	0	FALSE
chr2	11810000	11870000	chr2	12550000	12560000	1700	1703	1700_1703	0.180020043611559	2.59920766833995	1	0	FALSE
chr22	25210000	25230000	chr22	26320000	26350000	17037	17047	17037_17047	0.198699368716425	2.59920766833995	1	0	FALSE
chr22	25920000	25930000	chr22	26320000	26350000	17046	17047	17046_17047	0.198699368716425	2.59920766833995	1	0	FALSE
chr22	26740000	26790000	chr22	27550000	27560000	17055	17062	17055_17062	0.177101599242394	2.59920766833995	1	0	FALSE
chr22	27980000	28080000	chr22	28430000	28450000	17070	17073	17070_17073	0.119656896002926	3.67583473599051	2	0	FALSE
chr22	27980000	28080000	chr22	28460000	28470000	17070	17074	17070_17074	0.139472352854404	3.2	1	0	FALSE
chr22	31950000	32000000	chr22	32250000	32260000	17113	17115	17113_17115	0.186203325061906	2.59920766833995	1	0	FALSE
chr22	32500000	32540000	chr22	33200000	33210000	17116	17124	17116_17124	0.131976831791769	2.59920766833995	1	0	FALSE
chr2	15630000	15670000	chr2	15890000	15900000	1714	1717	1714_1717	0.165294383693872	3.67583473599051	1	0	FALSE
chr22	38040000	38110000	chr22	38430000	38450000	17174	17177	17174_17177	0.109141158857055	3.2	3	0	TRUE
chr22	39510000	39570000	chr22	39870000	39880000	17186	17188	17186_17188	0.132431140838914	2.59920766833995	1	0	FALSE
chr22	42630000	42660000	chr22	42800000	42820000	17218	17221	17218_17221	0.184289822618342	3.67583473599051	1	0	FALSE
chr22	45070000	45110000	chr22	45250000	45290000	17237	17238	17237_17238	0.168098783238516	2.59920766833995	1	0	FALSE
chr22	48560000	48600000	chr22	48880000	48890000	17272	17275	17272_17275	0.164449795850621	2.59920766833995	1	0	FALSE
chrX	1630000	1680000	chrX	2170000	2190000	17295	17298	17295_17298	0.193964164628143	2.59920766833995	1	0	FALSE
chrX	1710000	1720000	chrX	2170000	2190000	17296	17298	17296_17298	0.168745392397922	3.2	1	0	FALSE
chr1	19450000	19460000	chr1	19630000	19690000	172	174	172_174	0.135978085494931	3.67583473599051	1	0	FALSE
chrX	8960000	8980000	chrX	9310000	9350000	17309	17310	17309_17310	0.0747387914536155	2.59920766833995	1	0	FALSE
chrX	13740000	13770000	chrX	14020000	14040000	17339	17340	17339_17340	0.0490283300043877	2.59920766833995	3	0	TRUE
chrX	18370000	18430000	chrX	18670000	18680000	17365	17368	17365_17368	0.192771430479932	2.59920766833995	1	0	FALSE
chrX	19580000	19590000	chrX	19870000	19910000	17376	17378	17376_17378	0.0836416536206128	2.59920766833995	2	0	FALSE
chrX	38790000	38800000	chrX	39140000	39160000	17404	17405	17404_17405	0.136337391943858	3.2	1	0	FALSE
chrX	50740000	50760000	chrX	50900000	50920000	17438	17439	17438_17439	0.17514630890421	3.2	2	0	FALSE
chrX	65740000	65750000	chrX	65980000	66000000	17451	17452	17451_17452	0.102435770223103	3.2	1	0	FALSE
chrX	118830000	118860000	chrX	119020000	119030000	17546	17548	17546_17548	0.197648677658442	3.67583473599051	1	0	FALSE
chrX	138170000	138180000	chrX	138730000	138740000	17585	17586	17585_17586	0.120728792861048	3.2	1	0	FALSE
chr2	21540000	21550000	chr2	21900000	21910000	1758	1759	1758_1759	0.114846642926471	2.59920766833995	1	0	FALSE
chr2	23380000	23390000	chr2	23750000	23760000	1762	1763	1762_1763	0.127055997035534	2.59920766833995	1	0	FALSE
