gene_id	chr	start	end
ENSG00000162981.14	chr2	14632700	14650814
ENSG00000287291.1	chr2	14705668	14992066
ENSG00000079785.15	chr2	15591178	15631111
ENSG00000224194.1	chr2	15668684	15680484
ENSG00000202160.1	chr2	15864935	15865051
ENSG00000214657.4	chr2	15869939	15870243
ENSG00000238371.1	chr2	15903669	15903772
ENSG00000233718.8	chr2	15918350	15942249
ENSG00000223850.1	chr2	15920399	15936017
ENSG00000134323.12	chr2	15940550	15947007
ENSG00000243541.3	chr2	15950689	15950981
ENSG00000251704.1	chr2	16199203	16199295
ENSG00000226041.1	chr2	16202430	16204226
ENSG00000228876.4	chr2	16224047	16333978
ENSG00000285354.1	chr2	16294445	16302290
ENSG00000237633.4	chr2	16523176	16555564
ENSG00000279663.2	chr2	16541690	16545695
ENSG00000197872.11	chr2	16549459	16666331
ENSG00000223536.6	chr2	16728124	16769567
ENSG00000163032.12	chr2	17539126	17657018
ENSG00000163029.16	chr2	17663812	17800242
ENSG00000151379.4	chr2	17816460	17817798
ENSG00000170745.12	chr2	17877847	18361616
ENSG00000287881.1	chr2	18403967	18504484
ENSG00000287849.1	chr2	18505729	18514332
ENSG00000287284.1	chr2	18939697	18946650
ENSG00000236204.6	chr2	18986451	19348067
ENSG00000266738.1	chr2	19348429	19348505
ENSG00000143867.7	chr2	19351485	19358623
ENSG00000234597.2	chr2	19458220	19468961
ENSG00000237992.3	chr2	19468997	19520095
ENSG00000228784.9	chr2	19868860	19885047
ENSG00000118965.14	chr2	19910260	19990131
ENSG00000234378.1	chr2	20063856	20106829
ENSG00000115884.11	chr2	20200797	20225433
ENSG00000232800.1	chr2	20386386	20396588
ENSG00000143878.10	chr2	20447074	20449440
ENSG00000228950.1	chr2	20451042	20452947
ENSG00000118960.13	chr2	20560448	20651130
ENSG00000143869.7	chr2	20667144	20679243
ENSG00000270100.1	chr2	20678254	20678932
ENSG00000118961.15	chr2	20684014	20823130
ENSG00000218819.5	chr2	21123917	21144368
ENSG00000233005.2	chr2	21221169	21970959
ENSG00000231204.7	chr2	21317660	21561313
ENSG00000228999.4	chr2	21932662	22536322
ENSG00000206882.1	chr2	22338886	22339003
ENSG00000233714.1	chr2	23347654	23351864
ENSG00000223634.1	chr2	23357516	23360376
ENSG00000235497.5	chr2	23375229	23381299
ENSG00000119771.15	chr2	23385179	23708611
ENSG00000119778.15	chr2	23748664	23927123
ENSG00000115128.7	chr2	24067586	24076373
ENSG00000219626.9	chr2	24076526	24169640
ENSG00000115129.14	chr2	24077433	24085861
ENSG00000198399.14	chr2	24202864	24360714
ENSG00000242628.6	chr2	24210650	24222201
ENSG00000286829.1	chr2	24402995	24413292
ENSG00000084676.15	chr2	24491914	24770702
ENSG00000138092.11	chr2	24793136	24822376
ENSG00000138031.14	chr2	24819169	24919839
ENSG00000271936.1	chr2	24825610	24826717
ENSG00000115137.12	chr2	24943636	24972094
ENSG00000237953.1	chr2	24968958	24969224
ENSG00000202479.1	chr2	24969388	24969477
ENSG00000224165.6	chr2	24971390	25039716
ENSG00000084710.14	chr2	25042076	25159135
ENSG00000230452.1	chr2	25204313	25209202
ENSG00000235072.2	chr2	25369136	25375845
ENSG00000138101.18	chr2	25377198	25673647
ENSG00000084731.15	chr2	25926598	25982749
ENSG00000084733.11	chr2	26034084	26137454
ENSG00000231655.1	chr2	26140263	26141264
ENSG00000214465.3	chr2	26149204	26150731
ENSG00000227133.1	chr2	26160023	26161136
ENSG00000237951.1	chr2	26162056	26162554
ENSG00000157833.13	chr2	26173088	26189663
ENSG00000286707.1	chr2	26298570	26306340
ENSG00000173567.15	chr2	26308173	26346817
ENSG00000138018.18	chr2	26308547	26395891
ENSG00000157856.12	chr2	26401920	26456711
ENSG00000115155.17	chr2	26457203	26558698
ENSG00000173557.15	chr2	26562585	26579532
ENSG00000157884.11	chr2	26581205	26641366
ENSG00000171303.7	chr2	26692690	26733420
ENSG00000145835.6	chr2	26827169	26827520
ENSG00000157851.17	chr2	26847747	26950351
ENSG00000230286.1	chr2	26950308	27009807
ENSG00000084764.12	chr2	26970637	27027219
ENSG00000205500.8	chr2	26984776	27014612
ENSG00000138080.14	chr2	27078615	27086403
ENSG00000138030.13	chr2	27086747	27100762
ENSG00000138028.16	chr2	27098889	27119128
ENSG00000115194.11	chr2	27253684	27275817
ENSG00000163793.13	chr2	27275433	27281499
ENSG00000138100.13	chr2	27282392	27307439
ENSG00000115241.11	chr2	27381195	27409591
ENSG00000115216.14	chr2	27427790	27442259
ENSG00000157992.12	chr2	27442366	27446481
ENSG00000138002.15	chr2	27444377	27489789
ENSG00000235267.1	chr2	27455156	27455862
ENSG00000259080.1	chr2	27583046	27635174
ENSG00000198522.14	chr2	27628247	27651511
ENSG00000206731.1	chr2	27642043	27642169
ENSG00000119760.16	chr2	27650809	27663840
ENSG00000163798.13	chr2	27663471	27694976
ENSG00000205334.2	chr2	27705786	27715732
ENSG00000243147.8	chr2	27771717	27988087
ENSG00000171174.15	chr2	27781379	27890681
ENSG00000158019.20	chr2	27889941	28338901
ENSG00000270846.1	chr2	27896116	27897195
ENSG00000229951.5	chr2	28384409	28394672
ENSG00000075426.12	chr2	28392448	28417317
ENSG00000270640.1	chr2	28396815	28397110
ENSG00000270210.1	chr2	28425945	28426719
ENSG00000227938.1	chr2	28448167	28450184
ENSG00000163803.13	chr2	28457145	28644142
ENSG00000242915.1	chr2	28460256	28460361
ENSG00000226833.6	chr2	28707511	28751722
ENSG00000213639.10	chr2	28751640	28802940
ENSG00000163811.12	chr2	28894667	28948219
ENSG00000189350.12	chr2	28956611	29061373
ENSG00000200283.1	chr2	28972414	28972521
ENSG00000115295.20	chr2	29097705	29189643
ENSG00000171094.18	chr2	29192774	29921586
ENSG00000288553.1	chr2	29841187	29955405
ENSG00000233862.7	chr2	30051066	30143804
ENSG00000225943.1	chr2	30077093	30078272
ENSG00000207187.1	chr2	30187434	30187566
ENSG00000231712.1	chr2	30209995	30210307
ENSG00000213626.13	chr2	30231534	30323730
ENSG00000287658.1	chr2	30343222	30348298
ENSG00000235997.3	chr2	30346623	30361010
ENSG00000280154.1	chr2	30408170	30408346
ENSG00000172954.13	chr2	30447226	30644225
ENSG00000278908.1	chr2	30677762	30679895
ENSG00000162949.16	chr2	30722771	30820542
ENSG00000158089.15	chr2	30910467	31155202
ENSG00000214711.10	chr2	31173056	31233858
ENSG00000013016.16	chr2	31234152	31269451
ENSG00000158125.10	chr2	31334321	31414742
ENSG00000115760.14	chr2	32357028	32618899
ENSG00000279897.2	chr2	32557273	32574818
ENSG00000279544.1	chr2	32563328	32566436
ENSG00000018699.13	chr2	32628032	32821051
ENSG00000049323.16	chr2	32946953	33399509
ENSG00000152689.18	chr2	33436324	33564750
ENSG00000237133.1	chr2	33555047	33563547
ENSG00000119812.19	chr2	33583660	33599382
ENSG00000286415.1	chr2	33599442	33657460
ENSG00000228262.10	chr2	33706886	34738231
ENSG00000226994.9	chr2	34799850	35185689
ENSG00000260025.1	chr2	36354749	36355114
ENSG00000150938.10	chr2	36355778	36551135
ENSG00000273090.1	chr2	36513255	36513732
ENSG00000171055.15	chr2	36531805	36646087
ENSG00000270677.1	chr2	36656322	36656941
ENSG00000236213.2	chr2	37562486	37646698
ENSG00000163171.8	chr2	37641882	37738468
ENSG00000237803.6	chr2	37820498	37876274
ENSG00000115841.20	chr2	37923187	38067142
ENSG00000235848.4	chr2	37949911	38067041
ENSG00000138061.12	chr2	38066973	38109902
ENSG00000232973.13	chr2	38073447	38231651
ENSG00000213594.4	chr2	38285410	38286410
ENSG00000119787.14	chr2	38293954	38377285
ENSG00000231367.6	chr2	38406527	38515934
ENSG00000271443.1	chr2	38535258	38536249
ENSG00000143889.16	chr2	38561969	38603586
ENSG00000235586.1	chr2	38601598	38602178
ENSG00000143891.17	chr2	38666081	38741237
ENSG00000115875.19	chr2	38743599	38751494
ENSG00000214694.11	chr2	38889841	38975449
ENSG00000269210.2	chr2	38959287	38960342
ENSG00000115904.13	chr2	38981549	39124345
ENSG00000205111.8	chr2	39175646	39229588
ENSG00000011566.15	chr2	39249266	39437301
ENSG00000138050.15	chr2	39736060	39779267
ENSG00000227028.6	chr2	39786453	40255209
ENSG00000235653.1	chr2	39929110	39929998
ENSG00000183023.18	chr2	40097270	40611053
ENSG00000287255.1	chr2	40534806	40545781
ENSG00000285898.1	chr2	40591285	40679604
ENSG00000233128.2	chr2	40746481	40767452
ENSG00000287145.1	chr2	41716133	41731611
ENSG00000236533.1	chr2	41850203	41850601
ENSG00000207218.1	chr2	41857271	41857372
ENSG00000214691.9	chr2	41860155	41894050
ENSG00000223245.1	chr2	41871271	41871388
ENSG00000224875.2	chr2	42143238	42170301
ENSG00000143924.19	chr2	42169353	42332548
ENSG00000115944.15	chr2	42333546	42425088
ENSG00000057935.13	chr2	42494569	42756947
ENSG00000273913.1	chr2	42511570	42511851
ENSG00000215263.2	chr2	42532766	42533442
ENSG00000232202.1	chr2	42826322	42827617
ENSG00000231826.6	chr2	43027823	43040662
ENSG00000233978.1	chr2	43041193	43043782
ENSG00000230587.2	chr2	43092530	43132482
ENSG00000287387.1	chr2	43219849	43223227
ENSG00000152518.8	chr2	43222402	43226606
ENSG00000279873.2	chr2	43227210	43228855
ENSG00000234936.1	chr2	43229573	43233394
ENSG00000115970.18	chr2	43230836	43596046
ENSG00000252804.1	chr2	43408307	43408412
ENSG00000264071.2	chr2	43492032	43492313
ENSG00000219391.1	chr2	44065894	44066154
ENSG00000285542.1	chr2	44168851	44320310
ENSG00000138079.14	chr2	44275458	44321494
ENSG00000138078.15	chr2	44316281	44361862
ENSG00000143919.15	chr2	44361947	44772592
ENSG00000259439.2	chr2	44921077	44939199
ENSG00000278957.1	chr2	44927914	44928396
ENSG00000274520.1	chr2	44932320	44932406
ENSG00000277311.1	chr2	44934055	44934271
ENSG00000276229.1	chr2	44935294	44935368
ENSG00000277809.1	chr2	44935585	44935908
ENSG00000276048.1	chr2	44937426	44937696
ENSG00000274547.1	chr2	44938833	44939028
ENSG00000276670.1	chr2	44940045	44940245
ENSG00000236502.1	chr2	44940154	44941873
ENSG00000138083.5	chr2	44941702	44946071
ENSG00000225156.2	chr2	44954664	44968762
ENSG00000231848.1	chr2	44996413	44996873
ENSG00000068784.13	chr2	45388680	45612165
ENSG00000171132.14	chr2	45651345	46187990
ENSG00000228481.1	chr2	45674701	45675476
ENSG00000233829.1	chr2	46003942	46004309
ENSG00000232696.1	chr2	46078015	46078828
ENSG00000116016.14	chr2	46293667	46386697
ENSG00000284608.1	chr2	46429195	46484424
ENSG00000241791.3	chr2	46448224	46448511
ENSG00000284701.1	chr2	46479565	46484425
ENSG00000250565.7	chr2	46490750	46542577
ENSG00000151665.13	chr2	46580937	46617055
ENSG00000119878.6	chr2	46616416	46630176
ENSG00000279254.1	chr2	46668870	46670778
ENSG00000222005.9	chr2	46698940	46822804
ENSG00000228925.1	chr2	46899275	46908678
ENSG00000180398.13	chr2	46901870	46941855
ENSG00000068724.17	chr2	46916157	47076137
ENSG00000272814.1	chr2	46956615	46956888
ENSG00000239605.11	chr2	47045538	47155308
ENSG00000273269.3	chr2	47065941	47176511
ENSG00000143933.18	chr2	47160083	47176921
ENSG00000234690.7	chr2	47192405	47345074
ENSG00000095002.15	chr2	47403067	47663146
ENSG00000184261.5	chr2	47509290	47570985
ENSG00000116062.16	chr2	47695530	47810101
ENSG00000283502.1	chr2	47781379	47781465
ENSG00000138081.20	chr2	47789316	47905793
ENSG00000235369.1	chr2	47797826	47798091
ENSG00000236549.1	chr2	47883455	47883909
ENSG00000233230.1	chr2	47905678	47907810
ENSG00000230773.9	chr2	47924181	48314224
ENSG00000170802.16	chr2	48314637	48379295
ENSG00000272663.1	chr2	48440043	48440597
ENSG00000162869.16	chr2	48440598	48515391
ENSG00000243244.6	chr2	48529383	48598513
ENSG00000068781.21	chr2	48529925	48776517
ENSG00000282890.1	chr2	48809340	49419013
ENSG00000170820.12	chr2	48962157	49154527
ENSG00000282998.1	chr2	49202126	49451896
ENSG00000179915.23	chr2	49918503	51225575
ENSG00000286412.1	chr2	51011777	51016950
ENSG00000231918.1	chr2	51032601	52407917
ENSG00000228033.6	chr2	52722671	52961452
ENSG00000115239.23	chr2	53532672	53860160
ENSG00000068878.15	chr2	53864069	53970993
ENSG00000170634.13	chr2	53970838	54305300
ENSG00000177994.16	chr2	54330034	54383742
ENSG00000115306.16	chr2	54456317	54671446
ENSG00000228108.1	chr2	54516048	54540697
ENSG00000237887.1	chr2	54529343	54529801
ENSG00000238018.2	chr2	54661011	54680045
ENSG00000214595.12	chr2	54723499	54972025
ENSG00000115310.18	chr2	54972187	55112621
ENSG00000162994.16	chr2	55172547	55232563
ENSG00000202344.1	chr2	55951654	55952014
ENSG00000272180.1	chr2	55952158	56181652
ENSG00000226702.1	chr2	55963191	56047326
ENSG00000207548.3	chr2	55982967	55983076
ENSG00000211520.2	chr2	56000714	56000795
ENSG00000271894.1	chr2	56147630	56386171
ENSG00000233251.8	chr2	56173534	56185870
ENSG00000055813.6	chr2	56183990	56386172
ENSG00000231570.1	chr2	56750300	56750563
ENSG00000028116.17	chr2	57907629	58159920
ENSG00000233723.9	chr2	58427799	59063766
ENSG00000231043.3	chr2	58460292	58462032
ENSG00000285673.1	chr2	59014354	59277688
ENSG00000222030.1	chr2	59217708	59279400
ENSG00000271955.2	chr2	59218680	60100200
ENSG00000233891.8	chr2	59238703	59733396
ENSG00000231815.2	chr2	59434552	59442261
ENSG00000228590.2	chr2	60336446	60439828
ENSG00000119866.22	chr2	60450520	60554467
ENSG00000213495.3	chr2	60711484	60711920
ENSG00000252718.1	chr2	60719640	60719741
ENSG00000271707.1	chr2	60734895	60735715
ENSG00000115421.13	chr2	60756253	60802086
ENSG00000162927.14	chr2	60940222	61018259
ENSG00000222251.1	chr2	60998752	60998888
ENSG00000173209.23	chr2	61177418	61191203
ENSG00000115464.15	chr2	61187463	61471087
ENSG00000273302.1	chr2	61199979	61200769
ENSG00000271146.1	chr2	61249780	61250621
ENSG00000082898.17	chr2	61477849	61538626
ENSG00000230702.1	chr2	61856695	61857055
ENSG00000277498.1	chr2	61858137	61860298
ENSG00000115484.15	chr2	61868085	61888671
ENSG00000236498.1	chr2	61868432	61886082
ENSG00000286360.1	chr2	61878940	61881353
ENSG00000173163.10	chr2	61888724	62147247
ENSG00000278523.1	chr2	61928634	61928704
ENSG00000170340.11	chr2	62196115	62224731
ENSG00000266097.1	chr2	62205826	62205917
ENSG00000228541.1	chr2	62463127	62464070
ENSG00000115504.14	chr2	62673851	63046487
ENSG00000231609.7	chr2	62957326	63048640
ENSG00000115507.10	chr2	63050057	63057836
ENSG00000270437.1	chr2	63083008	63087322
ENSG00000143951.16	chr2	63119559	63827843
ENSG00000169764.15	chr2	63840940	63891562
ENSG00000251775.1	chr2	63883249	63883391
ENSG00000143952.20	chr2	63892146	64019428
ENSG00000225889.8	chr2	64143239	64252859
ENSG00000238012.2	chr2	64330481	64332801
ENSG00000238201.1	chr2	64338067	64341647
ENSG00000264297.2	chr2	64340747	64340848
ENSG00000283222.1	chr2	64340759	64340839
ENSG00000236148.5	chr2	64347193	64347741
ENSG00000223863.1	chr2	64486353	64500904
ENSG00000260101.1	chr2	64522187	64524093
ENSG00000119844.15	chr2	64524305	64593005
ENSG00000252414.1	chr2	64578892	64578997
ENSG00000233694.6	chr2	64606975	64616556
ENSG00000179833.4	chr2	64631621	64751005
ENSG00000226756.1	chr2	64644612	64646698
ENSG00000227791.3	chr2	64665607	64666064
ENSG00000287123.1	chr2	64836985	64848264
ENSG00000234572.1	chr2	64846130	64863626
ENSG00000237638.2	chr2	64901840	65056168
ENSG00000244534.3	chr2	64906863	64907138
ENSG00000115902.11	chr2	64988477	65023865
ENSG00000232613.6	chr2	65030727	65053017
ENSG00000011523.14	chr2	65056366	65087004
ENSG00000138069.18	chr2	65070696	65130331
ENSG00000272025.1	chr2	65158662	65158860
ENSG00000273763.2	chr2	65203502	65227605
ENSG00000138071.13	chr2	65227753	65271253
ENSG00000198369.10	chr2	65310851	65432637
ENSG00000232693.2	chr2	65373700	65380685
ENSG00000204929.13	chr2	65436711	66200373
ENSG00000234255.9	chr2	65439838	65456571
ENSG00000243029.3	chr2	65545401	65545696
ENSG00000251900.1	chr2	65555432	65555534
ENSG00000235725.1	chr2	65589566	65640177
ENSG00000281920.1	chr2	65623272	65628424
ENSG00000264525.1	chr2	66358249	66358328
ENSG00000226819.1	chr2	66426735	66433470
ENSG00000143995.20	chr2	66433452	66573869
ENSG00000230749.5	chr2	66439088	66444221
ENSG00000232046.7	chr2	66574030	66731223
ENSG00000230525.6	chr2	66904436	66971462
ENSG00000223859.1	chr2	67040546	67041966
ENSG00000235885.8	chr2	67086446	67311439
ENSG00000236780.7	chr2	67123357	67397980
ENSG00000236605.1	chr2	67324627	67325304
ENSG00000235495.1	chr2	67565604	67684077
ENSG00000237013.1	chr2	67796054	67825562
ENSG00000235968.1	chr2	68023694	68024766
ENSG00000197223.11	chr2	68041130	68110948
ENSG00000284932.1	chr2	68117026	68117200
ENSG00000243667.7	chr2	68122936	68157549
ENSG00000236259.1	chr2	68125265	68125747
ENSG00000273398.6	chr2	68131238	68261230
ENSG00000115946.8	chr2	68157888	68176238
ENSG00000221823.11	chr2	68178857	68256237
ENSG00000119865.9	chr2	68284171	68320051
ENSG00000204923.4	chr2	68459422	68467294
ENSG00000169621.10	chr2	68467572	68655862
ENSG00000163219.12	chr2	68679601	68826833
ENSG00000283586.1	chr2	68921248	68926834
ENSG00000169605.6	chr2	68974573	68980980
ENSG00000169604.19	chr2	69013178	69249327
ENSG00000286347.1	chr2	69030042	69033637
ENSG00000198380.12	chr2	69319769	69387254
ENSG00000169599.12	chr2	69395750	69437628
ENSG00000115977.19	chr2	69457997	69674349
ENSG00000244236.3	chr2	69516751	69517046
ENSG00000207016.1	chr2	69520043	69520174
ENSG00000196975.16	chr2	69644425	69827112
ENSG00000231024.1	chr2	69700192	69713847
ENSG00000087338.5	chr2	69829660	69881384
ENSG00000275381.1	chr2	69844509	69844933
ENSG00000270723.1	chr2	69873565	69873819
ENSG00000124380.11	chr2	69893956	69905575
ENSG00000059728.11	chr2	69897688	69942945
ENSG00000179818.14	chr2	69962263	70103220
ENSG00000263669.2	chr2	70075014	70075272
ENSG00000231327.1	chr2	70124036	70125317
ENSG00000115998.7	chr2	70149880	70248615
ENSG00000116001.16	chr2	70209444	70248660
ENSG00000143977.14	chr2	70281362	70293740
ENSG00000035141.8	chr2	70295975	70302090
ENSG00000233849.1	chr2	70301451	70302072
ENSG00000075340.23	chr2	70607618	70768225
ENSG00000286979.1	chr2	70629657	70648761
ENSG00000183733.6	chr2	70777310	70790643
ENSG00000277764.1	chr2	70900155	70900351
ENSG00000116035.4	chr2	70900576	70965373
ENSG00000116039.13	chr2	70935900	70965431
ENSG00000258881.6	chr2	70939318	70995336
ENSG00000239322.1	chr2	70941817	70948610
ENSG00000233870.1	chr2	71178587	71178773
ENSG00000124374.9	chr2	71182738	71227103
ENSG00000075292.19	chr2	71276561	71435069
ENSG00000135636.14	chr2	71453722	71686768
ENSG00000003137.8	chr2	72129238	72148038
ENSG00000144036.15	chr2	72175984	72826041
ENSG00000212378.1	chr2	72760534	72760602
ENSG00000116096.6	chr2	72887382	72892158
ENSG00000144040.13	chr2	72942036	73075619
ENSG00000135631.17	chr2	73073382	73156721
ENSG00000163016.10	chr2	73641083	73697509
ENSG00000144034.16	chr2	73729104	73737400
ENSG00000163017.14	chr2	73892314	73919865
ENSG00000257800.1	chr2	74120680	74123218
ENSG00000217702.3	chr2	74123965	74135640
ENSG00000163170.12	chr2	74135400	74147912
ENSG00000225439.3	chr2	74148007	74151952
ENSG00000114978.18	chr2	74152528	74178898
ENSG00000065911.12	chr2	74198610	74217565
ENSG00000264324.1	chr2	74211604	74363377
ENSG00000188687.17	chr2	74216242	74343414
ENSG00000135637.14	chr2	74471986	74483408
ENSG00000115282.20	chr2	74483073	74494886
ENSG00000179528.16	chr2	74497517	74503316
ENSG00000272183.1	chr2	74501717	74502365
ENSG00000257702.3	chr2	74502595	74504678
ENSG00000159374.17	chr2	74557883	74648338
ENSG00000287687.2	chr2	74723873	74778780
ENSG00000159399.10	chr2	74834127	74893359
ENSG00000204792.2	chr2	74918148	74938418
ENSG00000236209.1	chr2	74919555	74924846
ENSG00000230836.1	chr2	74940258	74942670
ENSG00000115353.11	chr2	75046463	75199520
ENSG00000263909.1	chr2	75090812	75090914
ENSG00000270571.2	chr2	75154366	75189949
ENSG00000236167.1	chr2	75455994	75456578
ENSG00000115363.14	chr2	75469302	75569722
ENSG00000237293.1	chr2	75474453	75482579
ENSG00000230477.1	chr2	75598071	75598559
ENSG00000221638.2	chr2	75627950	75628168
ENSG00000287474.1	chr2	75799974	76208703
ENSG00000287172.1	chr2	76185020	76399490
ENSG00000287749.1	chr2	76197855	76252927
ENSG00000200488.1	chr2	76445079	76445410
ENSG00000251947.1	chr2	76595413	76595678
ENSG00000176204.13	chr2	76747719	77593319
ENSG00000234653.1	chr2	76985965	77009791
ENSG00000286932.1	chr2	77210587	77327103
ENSG00000227088.2	chr2	77652025	78290469
ENSG00000237077.1	chr2	77788382	77793087
ENSG00000270470.1	chr2	78437850	78438921
ENSG00000143954.13	chr2	79025686	79028505
ENSG00000115386.6	chr2	79120362	79123409
ENSG00000204787.8	chr2	79135503	79138427
ENSG00000066032.18	chr2	79185231	80648861
ENSG00000229385.2	chr2	79492704	79513900
ENSG00000230237.1	chr2	79573764	79575593
ENSG00000276917.1	chr2	79866495	79866583
ENSG00000231781.1	chr2	81983272	82005700
ENSG00000224627.1	chr2	83594956	83595243
ENSG00000228225.1	chr2	84031140	84032358
ENSG00000115423.19	chr2	84516455	84819589
ENSG00000186854.11	chr2	84821650	84907008
ENSG00000213400.3	chr2	84874696	84875020
ENSG00000034510.6	chr2	84905656	84906671
ENSG00000213399.3	chr2	84915868	84916660
ENSG00000287625.1	chr2	84926019	84966685
ENSG00000176407.18	chr2	84971093	85059472
ENSG00000260840.2	chr2	85061213	85067347
ENSG00000235463.1	chr2	85068809	85069031
ENSG00000152284.5	chr2	85133392	85310387
ENSG00000246575.2	chr2	85315041	85316529
ENSG00000152291.14	chr2	85318020	85328296
ENSG00000042493.16	chr2	85394753	85418432
ENSG00000286011.1	chr2	85418504	85426724
ENSG00000152292.17	chr2	85418931	85437029
ENSG00000207207.1	chr2	85434507	85434619
ENSG00000286532.1	chr2	85537462	85538666
ENSG00000168906.13	chr2	85539168	85545281
ENSG00000115486.12	chr2	85544720	85561547
ENSG00000118640.11	chr2	85561562	85582031
ENSG00000276281.1	chr2	85567662	85567960
ENSG00000168883.20	chr2	85602856	85649283
ENSG00000168878.18	chr2	85657314	85668741
ENSG00000115523.16	chr2	85685175	85698854
ENSG00000199687.1	chr2	85728194	85728337
ENSG00000168874.13	chr2	85751344	85791383
ENSG00000229498.1	chr2	85815130	85825391
ENSG00000252321.1	chr2	85820435	85820612
ENSG00000115525.18	chr2	85837120	85905199
ENSG00000232504.5	chr2	85889151	85891136
ENSG00000272564.1	chr2	85904279	85904727
ENSG00000068654.16	chr2	86020216	86106155
ENSG00000132300.19	chr2	86106223	86142157
ENSG00000208772.1	chr2	86135870	86136006
ENSG00000132305.20	chr2	86143932	86195770
ENSG00000200241.1	chr2	86159956	86160066
ENSG00000265420.1	chr2	86193026	86193108
ENSG00000273080.1	chr2	86195590	86196049
ENSG00000132313.15	chr2	86199355	86213790
ENSG00000068615.18	chr2	86213993	86338083
ENSG00000251974.1	chr2	86364136	86364265
ENSG00000115548.17	chr2	86440647	86492716
ENSG00000172086.9	chr2	88027205	88064252
ENSG00000144115.16	chr2	88170295	88186636
ENSG00000225420.1	chr2	88538720	88575610
ENSG00000172071.14	chr2	88556741	88627464
ENSG00000197794.2	chr2	88915081	88915378
ENSG00000225136.1	chr2	88922328	88922753
ENSG00000253435.1	chr2	88931666	88932380
ENSG00000233757.6	chr2	95207535	95259774
ENSG00000115041.13	chr2	95297327	95386077
ENSG00000144028.15	chr2	96274338	96321271
ENSG00000230747.1	chr2	96307263	96321731
ENSG00000163121.10	chr2	96497646	96508109
ENSG00000235480.1	chr2	96527940	96532306
ENSG00000114982.19	chr2	96593170	96642787
ENSG00000168763.16	chr2	96816245	96835382
ENSG00000163126.15	chr2	96824526	96857934
ENSG00000213337.9	chr2	96836611	96858016
ENSG00000168758.11	chr2	96859718	96870757
ENSG00000168754.15	chr2	96875882	96986580
ENSG00000274206.1	chr2	96938923	96939203
ENSG00000252845.1	chr2	96956708	96956815
ENSG00000228486.10	chr2	97664217	97703064
ENSG00000115085.13	chr2	97713560	97739862
ENSG00000075568.17	chr2	97756333	97995948
ENSG00000168658.19	chr2	98087116	98313299
ENSG00000144191.12	chr2	98346188	98398601
ENSG00000040933.15	chr2	98444854	98594390
ENSG00000071073.13	chr2	98619106	98731132
ENSG00000196872.12	chr2	98793846	98936259
ENSG00000238830.1	chr2	98840675	98840736
ENSG00000135951.16	chr2	98997261	99154964
ENSG00000241962.9	chr2	99141485	99322741
ENSG00000273155.1	chr2	99154998	99195298
ENSG00000158411.11	chr2	99161427	99181058
ENSG00000185414.20	chr2	99181152	99199561
ENSG00000115514.12	chr2	99318982	99340702
ENSG00000158417.11	chr2	99337371	99401326
ENSG00000135945.10	chr2	99400475	99490035
ENSG00000144218.19	chr2	99545419	100192428
ENSG00000232084.5	chr2	100208254	100251484
ENSG00000170500.13	chr2	100271875	100322501
ENSG00000269383.2	chr2	100370255	100370545
ENSG00000270699.1	chr2	100377421	100377532
ENSG00000115526.11	chr2	100391860	100417668
ENSG00000234988.2	chr2	100603752	100611542
ENSG00000228488.1	chr2	100722221	100722882
ENSG00000286737.1	chr2	100739958	100747391
ENSG00000170485.17	chr2	100820139	100996829
ENSG00000232034.1	chr2	100822661	100847220
ENSG00000230140.7	chr2	100970767	100977766
ENSG00000223947.1	chr2	100993676	101002244
ENSG00000071082.11	chr2	101002229	101024032
ENSG00000204634.12	chr2	101007617	101252866
ENSG00000272902.2	chr2	101151660	101155412
ENSG00000163162.9	chr2	101271219	101308701
ENSG00000264857.1	chr2	101309450	101309534
ENSG00000175874.10	chr2	101345550	101387503
ENSG00000196460.14	chr2	101397359	101475112
ENSG00000237549.1	chr2	101509530	101510222
ENSG00000232556.1	chr2	101520834	101521976
ENSG00000286047.1	chr2	101535601	101539077
ENSG00000071054.16	chr2	101696850	101894689
ENSG00000281162.2	chr2	101962056	101987167
ENSG00000115590.14	chr2	101991960	102028544
ENSG00000287771.1	chr2	102037963	102058190
ENSG00000115594.12	chr2	102064544	102179874
ENSG00000226925.1	chr2	102172621	102182108
ENSG00000115598.10	chr2	102187006	102240002
ENSG00000205716.4	chr2	102249857	102250255
ENSG00000115602.17	chr2	102311502	102352037
ENSG00000115604.10	chr2	102311529	102398775
ENSG00000115607.9	chr2	102418689	102452565
ENSG00000264764.1	chr2	102432289	102432366
ENSG00000236525.1	chr2	102433957	102435340
ENSG00000234389.1	chr2	102438713	102440475
ENSG00000180251.5	chr2	102473226	102533972
ENSG00000115616.3	chr2	102619553	102711355
ENSG00000135953.11	chr2	102714630	102736888
ENSG00000229209.1	chr2	103109759	103176260
ENSG00000256637.7	chr2	103874310	104077778
ENSG00000233955.1	chr2	104395002	104396280
ENSG00000227157.2	chr2	104406471	104416720
ENSG00000225765.2	chr2	104412146	104414195
ENSG00000287793.1	chr2	104423039	104429454
ENSG00000235597.2	chr2	104430130	104532747
ENSG00000233639.7	chr2	104794848	104853183
ENSG00000269707.2	chr2	104853285	104927722
ENSG00000198914.5	chr2	104853287	104858574
ENSG00000229743.4	chr2	104865407	104872595
ENSG00000135973.3	chr2	105241743	105243467
