gene_id	chr	start	end
ENSG00000225591.2	chr1	172720000	174240000
ENSG00000120334.15	chr1	172720000	174240000
ENSG00000252357.1	chr1	172720000	174240000
ENSG00000117593.12	chr1	172720000	174240000
ENSG00000152061.23	chr1	172720000	175040000
ENSG00000223828.1	chr1	174240000	175040000
ENSG00000120332.16	chr1	175000000	177960000
ENSG00000235750.10	chr1	175000000	177960000
ENSG00000260990.1	chr1	175000000	177960000
ENSG00000116147.17	chr1	175000000	177960000
ENSG00000236021.2	chr1	175000000	177960000
ENSG00000253025.1	chr1	175000000	177960000
ENSG00000225904.1	chr1	175000000	177960000
ENSG00000116183.11	chr1	175000000	177960000
ENSG00000286754.1	chr1	175000000	177960000
ENSG00000152092.16	chr1	175000000	178000000
ENSG00000198797.7	chr1	175000000	178000000
ENSG00000224968.2	chr1	175000000	178000000
ENSG00000227579.6	chr1	175000000	178000000
ENSG00000120341.18	chr1	175000000	178280000
ENSG00000254154.8	chr1	175000000	178280000
ENSG00000242193.11	chr1	177960000	178280000
ENSG00000276563.1	chr1	177960000	178280000
ENSG00000075391.16	chr1	177960000	179680000
ENSG00000188585.9	chr1	178280000	179680000
ENSG00000285910.1	chr1	178280000	179680000
ENSG00000240021.10	chr1	178280000	179680000
ENSG00000213057.5	chr1	178280000	179680000
ENSG00000201347.1	chr1	178280000	179680000
ENSG00000273384.1	chr1	178280000	179680000
ENSG00000116191.17	chr1	178280000	179680000
ENSG00000228196.1	chr1	178280000	179680000
ENSG00000201791.1	chr1	178280000	179680000
ENSG00000116194.13	chr1	178280000	179680000
ENSG00000116199.12	chr1	178280000	179680000
ENSG00000186283.14	chr1	178280000	179680000
ENSG00000143322.21	chr1	178280000	179680000
ENSG00000223794.1	chr1	178280000	179680000
ENSG00000057252.13	chr1	178280000	179680000
ENSG00000162779.22	chr1	178280000	179680000
ENSG00000116218.13	chr1	178280000	179680000
ENSG00000251875.1	chr1	178280000	179680000
ENSG00000227141.2	chr1	178280000	179680000
ENSG00000261060.1	chr1	178280000	179680000
ENSG00000162782.16	chr1	178280000	180480000
ENSG00000143340.6	chr1	179640000	180480000
ENSG00000229407.5	chr1	179640000	180480000
ENSG00000231966.1	chr1	179640000	180480000
ENSG00000169905.12	chr1	179640000	180480000
ENSG00000272906.1	chr1	179640000	180480000
ENSG00000143337.18	chr1	179640000	180480000
ENSG00000135837.16	chr1	179640000	180480000
ENSG00000116260.17	chr1	179640000	180480000
ENSG00000121454.6	chr1	179640000	180480000
ENSG00000230124.8	chr1	179640000	181200000
ENSG00000236719.5	chr1	180480000	181200000
ENSG00000206905.1	chr1	180480000	181200000
ENSG00000143324.14	chr1	180480000	181200000
ENSG00000225857.5	chr1	180480000	181200000
ENSG00000135835.12	chr1	180480000	181200000
ENSG00000135823.14	chr1	180480000	181200000
ENSG00000153029.14	chr1	180480000	181200000
ENSG00000237292.1	chr1	180480000	181440000
ENSG00000225359.1	chr1	180480000	181440000
ENSG00000198216.12	chr1	181160000	182600000
ENSG00000287452.2	chr1	181200000	182600000
ENSG00000179930.6	chr1	181200000	182600000
ENSG00000224810.1	chr1	181200000	182600000
ENSG00000225982.1	chr1	181200000	182600000
ENSG00000228918.4	chr1	181200000	182600000
ENSG00000135821.18	chr1	181200000	182600000
ENSG00000203730.3	chr1	181200000	182600000
ENSG00000203729.8	chr1	181200000	182600000
ENSG00000121446.20	chr1	181200000	182840000
ENSG00000270443.1	chr1	181200000	182600000
ENSG00000233537.1	chr1	181200000	182600000
ENSG00000135828.11	chr1	181440000	182840000
ENSG00000276839.1	chr1	181440000	182840000
ENSG00000143333.7	chr1	181440000	182880000
ENSG00000135838.13	chr1	182560000	182880000
ENSG00000157060.16	chr1	182840000	183640000
ENSG00000226570.2	chr1	182840000	183640000
ENSG00000176855.11	chr1	182840000	183640000
ENSG00000058085.15	chr1	182840000	183640000
ENSG00000157064.11	chr1	182840000	183640000
ENSG00000116698.21	chr1	182840000	183640000
ENSG00000116701.14	chr1	182840000	183640000
ENSG00000286966.1	chr1	182840000	183640000
ENSG00000143344.15	chr1	182840000	184760000
ENSG00000173627.8	chr1	183640000	184040000
ENSG00000198756.12	chr1	183640000	184760000
ENSG00000198860.12	chr1	183920000	184760000
ENSG00000286655.1	chr1	183920000	184760000
ENSG00000271387.1	chr1	183920000	184760000
ENSG00000116667.14	chr1	183920000	184760000
ENSG00000232036.2	chr1	183920000	184760000
ENSG00000285847.2	chr1	183920000	184760000
ENSG00000286378.1	chr1	183920000	184760000
ENSG00000116406.19	chr1	183920000	185200000
ENSG00000135842.17	chr1	184720000	185200000
ENSG00000252222.1	chr1	184720000	185200000
ENSG00000260976.2	chr1	184720000	186320000
ENSG00000121486.12	chr1	184720000	186320000
ENSG00000116668.13	chr1	184720000	186320000
ENSG00000231084.2	chr1	184720000	186320000
ENSG00000213051.3	chr1	185000000	186320000
ENSG00000201421.1	chr1	185000000	186320000
ENSG00000116679.16	chr1	185000000	186320000
ENSG00000273004.1	chr1	185000000	186320000
ENSG00000261024.7	chr1	185000000	186320000
ENSG00000261729.2	chr1	185000000	186320000
ENSG00000143341.12	chr1	185000000	186320000
ENSG00000288078.1	chr1	185000000	186320000
ENSG00000157181.16	chr1	186280000	187720000
ENSG00000262180.2	chr1	186280000	187720000
ENSG00000229739.4	chr1	186280000	187720000
ENSG00000116703.14	chr1	186280000	187720000
ENSG00000288562.1	chr1	186280000	187720000
ENSG00000073756.12	chr1	186280000	187720000
ENSG00000273129.1	chr1	186280000	187720000
ENSG00000116711.10	chr1	186280000	187720000
ENSG00000230426.4	chr1	186280000	192440000
ENSG00000285280.2	chr1	187040000	193120000
ENSG00000228687.1	chr1	192400000	193120000
ENSG00000226814.2	chr1	192400000	193120000
ENSG00000116741.8	chr1	192400000	193120000
ENSG00000116750.13	chr1	192400000	193120000
ENSG00000134371.13	chr1	193080000	196760000
ENSG00000162630.6	chr1	193080000	196760000
ENSG00000276735.1	chr1	193080000	196760000
ENSG00000162687.18	chr1	193120000	196760000
ENSG00000000971.16	chr1	193120000	196960000
ENSG00000177888.7	chr1	196960000	198720000
ENSG00000134376.16	chr1	196960000	198720000
ENSG00000213047.13	chr1	196960000	198760000
ENSG00000203724.11	chr1	196960000	198760000
ENSG00000143355.16	chr1	196960000	198760000
ENSG00000287989.1	chr1	196960000	198760000
ENSG00000081237.20	chr1	196960000	200560000
ENSG00000236278.2	chr1	196960000	198760000
ENSG00000229989.4	chr1	198720000	200560000
ENSG00000116833.14	chr1	198720000	200560000
ENSG00000252860.1	chr1	198720000	200560000
ENSG00000229220.1	chr1	198720000	200560000
ENSG00000203721.7	chr1	198720000	200560000
ENSG00000273093.1	chr1	198720000	200560000
ENSG00000230623.6	chr1	198720000	200560000
ENSG00000282849.1	chr1	198720000	200560000
ENSG00000118193.12	chr1	198720000	201240000
ENSG00000118197.14	chr1	200520000	201240000
ENSG00000118200.14	chr1	200520000	201240000
ENSG00000233217.2	chr1	200520000	201440000
ENSG00000116852.14	chr1	200520000	201440000
ENSG00000081248.11	chr1	200520000	201440000
ENSG00000232237.3	chr1	200520000	201440000
ENSG00000223396.4	chr1	201240000	202480000
ENSG00000134369.15	chr1	201240000	202480000
ENSG00000231871.5	chr1	201240000	202480000
ENSG00000221028.1	chr1	201240000	202480000
ENSG00000198700.10	chr1	201240000	202480000
ENSG00000198892.6	chr1	201240000	202480000
ENSG00000223774.5	chr1	201240000	202480000
ENSG00000163431.13	chr1	201240000	202480000
ENSG00000134375.11	chr1	201240000	202480000
ENSG00000206637.1	chr1	201240000	202480000
ENSG00000238003.1	chr1	201240000	202480000
ENSG00000176393.11	chr1	201240000	202480000
ENSG00000234678.2	chr1	201240000	202480000
ENSG00000275207.1	chr1	201240000	202480000
ENSG00000163435.16	chr1	201240000	202480000
ENSG00000249007.1	chr1	201240000	202480000
ENSG00000170075.9	chr1	201240000	202760000
ENSG00000143862.8	chr1	201240000	202760000
ENSG00000243323.7	chr1	201440000	203000000
ENSG00000133067.17	chr1	201440000	203000000
ENSG00000077152.11	chr1	201440000	203040000
ENSG00000077157.22	chr1	201440000	203840000
ENSG00000143858.12	chr1	202120000	203840000
ENSG00000226862.1	chr1	202120000	203840000
ENSG00000225620.1	chr1	202120000	203840000
ENSG00000117139.18	chr1	202120000	203840000
ENSG00000214796.8	chr1	202160000	203840000
ENSG00000234761.1	chr1	202160000	203840000
ENSG00000231547.1	chr1	202160000	203840000
ENSG00000163444.12	chr1	202320000	203840000
ENSG00000143847.15	chr1	202320000	203840000
ENSG00000122180.5	chr1	202520000	203840000
ENSG00000163485.17	chr1	202520000	203840000
ENSG00000133063.16	chr1	202520000	203840000
ENSG00000236523.2	chr1	202520000	203840000
ENSG00000231507.2	chr1	202520000	203840000
ENSG00000122176.12	chr1	202520000	203840000
ENSG00000229652.1	chr1	202520000	203840000
ENSG00000188783.6	chr1	202520000	203840000
ENSG00000188770.10	chr1	202520000	203840000
ENSG00000058668.14	chr1	202520000	203840000
ENSG00000058673.16	chr1	202520000	204520000
ENSG00000257315.2	chr1	202520000	204520000
ENSG00000182004.13	chr1	203760000	204520000
ENSG00000236430.1	chr1	203760000	204520000
ENSG00000143842.15	chr1	203760000	204520000
ENSG00000261065.1	chr1	203760000	204520000
ENSG00000143845.15	chr1	203760000	204520000
ENSG00000230550.2	chr1	203760000	204520000
ENSG00000143839.15	chr1	203760000	204520000
ENSG00000225522.2	chr1	203760000	204520000
ENSG00000170498.9	chr1	203760000	204520000
ENSG00000174567.8	chr1	203760000	204520000
ENSG00000143850.16	chr1	203760000	204520000
ENSG00000280924.1	chr1	203760000	204520000
ENSG00000226330.1	chr1	203760000	204520000
ENSG00000237848.1	chr1	203760000	204520000
ENSG00000198625.13	chr1	203800000	206160000
ENSG00000200408.1	chr1	204520000	206160000
ENSG00000287197.1	chr1	204520000	206160000
ENSG00000163531.15	chr1	204520000	206160000
ENSG00000229657.2	chr1	204520000	206160000
ENSG00000184144.12	chr1	204520000	206160000
ENSG00000117222.14	chr1	204520000	206160000
ENSG00000271580.1	chr1	204520000	206160000
ENSG00000133069.17	chr1	204520000	206160000
ENSG00000225063.1	chr1	204520000	206160000
ENSG00000162873.14	chr1	204520000	206160000
ENSG00000235363.1	chr1	204520000	206160000
ENSG00000117266.15	chr1	204520000	206160000
ENSG00000117280.13	chr1	204520000	206160000
ENSG00000285521.1	chr1	204520000	206160000
ENSG00000133065.11	chr1	204520000	206160000
ENSG00000286619.1	chr1	204520000	206160000
ENSG00000174502.19	chr1	204520000	206160000
ENSG00000276600.5	chr1	204520000	206160000
ENSG00000263961.8	chr1	204520000	206160000
ENSG00000198049.7	chr1	204520000	206160000
ENSG00000226780.1	chr1	204520000	206160000
ENSG00000263528.8	chr1	206400000	207520000
ENSG00000162888.4	chr1	206400000	207520000
ENSG00000261000.1	chr1	206400000	207520000
ENSG00000266094.8	chr1	206400000	207520000
ENSG00000143486.16	chr1	206400000	207520000
ENSG00000143479.17	chr1	206400000	207520000
ENSG00000162889.10	chr1	206400000	207520000
ENSG00000162892.16	chr1	206400000	207520000
ENSG00000162894.12	chr1	206400000	207520000
ENSG00000271680.1	chr1	206400000	207520000
ENSG00000226945.1	chr1	206400000	207520000
ENSG00000123836.15	chr1	206400000	207520000
ENSG00000123843.13	chr1	206400000	207520000
ENSG00000123838.11	chr1	206400000	207520000
ENSG00000275392.1	chr1	206400000	207520000
ENSG00000237074.2	chr1	206400000	207520000
ENSG00000196352.15	chr1	206400000	207520000
ENSG00000283044.1	chr1	206400000	207520000
ENSG00000117322.17	chr1	206400000	207520000
ENSG00000203710.11	chr1	206400000	209880000
ENSG00000197721.17	chr1	207560000	209880000
ENSG00000174059.17	chr1	207560000	209880000
ENSG00000284237.1	chr1	207560000	209880000
ENSG00000076356.7	chr1	207560000	209880000
ENSG00000287220.1	chr1	207560000	209880000
ENSG00000226843.1	chr1	207560000	209880000
ENSG00000232537.2	chr1	207560000	209880000
ENSG00000224540.1	chr1	207560000	209880000
ENSG00000230937.12	chr1	207560000	209880000
ENSG00000284485.1	chr1	207560000	209880000
ENSG00000224260.6	chr1	207560000	209880000
ENSG00000008118.10	chr1	207560000	209880000
ENSG00000227591.5	chr1	207560000	209880000
ENSG00000117594.10	chr1	207560000	209880000
ENSG00000236136.1	chr1	207560000	209880000
ENSG00000117597.18	chr1	207560000	211280000
ENSG00000143469.19	chr1	209840000	211280000
ENSG00000287343.1	chr1	209840000	211280000
ENSG00000233455.2	chr1	209840000	211280000
ENSG00000054392.13	chr1	209840000	211280000
ENSG00000270936.1	chr1	209840000	211280000
ENSG00000143473.13	chr1	209840000	211280000
ENSG00000284299.1	chr1	209840000	211280000
ENSG00000283952.1	chr1	209840000	211280000
ENSG00000284376.1	chr1	209840000	211280000
ENSG00000234233.1	chr1	209840000	211280000
ENSG00000117625.13	chr1	209840000	213120000
ENSG00000082512.15	chr1	211240000	213120000
ENSG00000198570.5	chr1	211240000	213120000
ENSG00000223649.1	chr1	211240000	213120000
ENSG00000227764.2	chr1	211240000	213120000
ENSG00000117650.13	chr1	211240000	213120000
ENSG00000224763.1	chr1	211240000	213120000
ENSG00000231057.4	chr1	211240000	213120000
ENSG00000123684.13	chr1	211240000	213120000
ENSG00000241395.3	chr1	211240000	213120000
ENSG00000229258.6	chr1	211240000	213120000
ENSG00000233626.2	chr1	211240000	213120000
ENSG00000143493.13	chr1	211240000	213120000
ENSG00000212187.1	chr1	211240000	213120000
ENSG00000143476.18	chr1	211240000	213120000
ENSG00000220749.4	chr1	211240000	213120000
ENSG00000264358.1	chr1	211240000	213120000
ENSG00000066027.12	chr1	211240000	213120000
ENSG00000230063.1	chr1	211240000	213120000
ENSG00000234915.1	chr1	211240000	213120000
ENSG00000225338.1	chr1	211240000	213120000
ENSG00000229832.1	chr1	211240000	213120000
ENSG00000065600.12	chr1	211240000	213120000
ENSG00000117691.10	chr1	211240000	213120000
ENSG00000224535.2	chr1	211240000	213120000
ENSG00000162772.17	chr1	211240000	213120000
ENSG00000235862.2	chr1	211240000	213120000
ENSG00000162771.8	chr1	211240000	213120000
ENSG00000237980.2	chr1	211240000	213120000
ENSG00000123685.9	chr1	211240000	213120000
ENSG00000117697.15	chr1	211240000	213120000
ENSG00000203705.11	chr1	211240000	213120000
ENSG00000236905.2	chr1	211240000	213120000
ENSG00000143494.15	chr1	211240000	213120000
ENSG00000174606.14	chr1	211240000	213120000
ENSG00000136643.12	chr1	211240000	214200000
ENSG00000225233.2	chr1	213080000	214200000
ENSG00000230461.9	chr1	213080000	214200000
ENSG00000117707.16	chr1	213080000	214200000
ENSG00000274895.1	chr1	213080000	214200000
ENSG00000283518.1	chr1	213080000	214640000
ENSG00000143499.14	chr1	214160000	214640000
ENSG00000228470.1	chr1	214160000	214640000
ENSG00000152104.12	chr1	214160000	214640000
ENSG00000117724.13	chr1	214160000	215880000
ENSG00000250536.1	chr1	214160000	214640000
ENSG00000224584.2	chr1	214160000	214640000
ENSG00000196482.18	chr1	215640000	218280000
ENSG00000092978.11	chr1	215640000	218280000
ENSG00000162814.11	chr1	215640000	218280000
ENSG00000067533.6	chr1	218240000	219960000
ENSG00000229016.1	chr1	218240000	219960000
ENSG00000223375.1	chr1	218240000	219960000
ENSG00000232480.1	chr1	218240000	219960000
ENSG00000092969.12	chr1	218240000	219960000
ENSG00000228208.7	chr1	218240000	219960000
ENSG00000228063.2	chr1	218240000	219960000
ENSG00000223842.1	chr1	218240000	219960000
ENSG00000277007.1	chr1	218240000	219960000
ENSG00000287676.1	chr1	218240000	219960000
ENSG00000228536.3	chr1	218240000	219960000
ENSG00000238232.1	chr1	218240000	219960000
ENSG00000196660.10	chr1	218240000	220800000
ENSG00000067704.10	chr1	219840000	220800000
ENSG00000207590.1	chr1	219840000	220800000
ENSG00000207624.1	chr1	219840000	220800000
ENSG00000118873.16	chr1	219840000	220800000
ENSG00000281696.1	chr1	219840000	220800000
ENSG00000222370.1	chr1	219840000	220800000
ENSG00000270585.1	chr1	219840000	220800000
ENSG00000116141.15	chr1	219840000	220800000
ENSG00000162817.7	chr1	219840000	220800000
ENSG00000117791.16	chr1	219840000	220800000
ENSG00000186205.13	chr1	219840000	222480000
ENSG00000286231.1	chr1	219840000	222480000
ENSG00000257551.1	chr1	220800000	222480000
ENSG00000136630.13	chr1	220800000	222480000
ENSG00000286398.1	chr1	220800000	222480000
ENSG00000227585.2	chr1	220800000	222480000
ENSG00000238042.5	chr1	220800000	222480000
ENSG00000236230.2	chr1	220800000	222480000
ENSG00000162819.12	chr1	222520000	223560000
ENSG00000197520.10	chr1	222520000	223560000
ENSG00000287684.1	chr1	222520000	223560000
ENSG00000278610.1	chr1	222520000	223560000
ENSG00000154309.8	chr1	222520000	223560000
ENSG00000287338.1	chr1	222520000	223560000
ENSG00000187554.14	chr1	222520000	223560000
ENSG00000236846.1	chr1	222520000	223560000
ENSG00000226601.1	chr1	222520000	223560000
ENSG00000143502.15	chr1	222520000	223560000
ENSG00000251789.2	chr1	222520000	223560000
ENSG00000203697.12	chr1	222520000	223880000
ENSG00000227002.2	chr1	223600000	223880000
ENSG00000212398.1	chr1	223600000	223880000
ENSG00000162909.18	chr1	223600000	223880000
ENSG00000252484.1	chr1	224040000	225440000
ENSG00000143756.12	chr1	224040000	225440000
ENSG00000143748.18	chr1	224040000	225440000
ENSG00000206887.1	chr1	224040000	225440000
ENSG00000143786.8	chr1	224040000	225440000
ENSG00000286719.1	chr1	224040000	225440000
ENSG00000185842.15	chr1	224040000	225440000
ENSG00000234476.3	chr1	225400000	226400000
ENSG00000282418.1	chr1	225400000	226400000
ENSG00000154380.17	chr1	225400000	226400000
ENSG00000227496.3	chr1	225400000	226400000
ENSG00000143742.13	chr1	225400000	226400000
ENSG00000234112.2	chr1	225400000	226400000
ENSG00000143819.12	chr1	225400000	226400000
ENSG00000242861.1	chr1	225400000	226400000
ENSG00000196187.12	chr1	225400000	226400000
ENSG00000243709.1	chr1	225400000	226400000
ENSG00000255835.1	chr1	225400000	226400000
ENSG00000143811.19	chr1	225400000	226400000
ENSG00000284519.1	chr1	225400000	226400000
ENSG00000248322.1	chr1	225400000	226400000
ENSG00000143768.13	chr1	225400000	226400000
ENSG00000213032.3	chr1	225400000	226400000
ENSG00000143751.10	chr1	225400000	226400000
ENSG00000272562.2	chr1	225400000	227960000
ENSG00000163041.12	chr1	225400000	227960000
ENSG00000229965.1	chr1	226000000	227960000
ENSG00000203685.10	chr1	226000000	227960000
ENSG00000143772.9	chr1	226000000	227960000
ENSG00000287259.1	chr1	226000000	227960000
ENSG00000143801.17	chr1	226000000	227960000
ENSG00000163050.17	chr1	226000000	227960000
ENSG00000143776.18	chr1	226000000	227960000
ENSG00000287532.1	chr1	226000000	227960000
ENSG00000234277.3	chr1	226000000	227960000
ENSG00000242757.1	chr1	226000000	227960000
ENSG00000224834.1	chr1	226000000	227960000
ENSG00000143740.14	chr1	226000000	228560000
ENSG00000230005.2	chr1	226000000	228560000
ENSG00000143816.8	chr1	226000000	228560000
ENSG00000264483.1	chr1	226000000	228560000
ENSG00000227625.2	chr1	227720000	228560000
ENSG00000143774.16	chr1	227720000	228560000
ENSG00000168159.12	chr1	227720000	228560000
ENSG00000215811.6	chr1	227720000	228560000
ENSG00000234975.6	chr1	228640000	229560000
ENSG00000116574.6	chr1	228640000	229560000
ENSG00000236975.2	chr1	228640000	229560000
ENSG00000233920.2	chr1	228640000	229560000
ENSG00000177800.2	chr1	228640000	229560000
ENSG00000177788.6	chr1	228640000	229560000
ENSG00000168118.12	chr1	228640000	229560000
ENSG00000069248.12	chr1	228640000	229560000
ENSG00000135763.10	chr1	229520000	230600000
ENSG00000143641.10	chr1	229520000	230600000
ENSG00000227006.2	chr1	229520000	230600000
ENSG00000224407.1	chr1	229520000	230600000
ENSG00000177614.11	chr1	229520000	230600000
ENSG00000135775.14	chr1	230600000	231320000
ENSG00000244137.1	chr1	230600000	231320000
ENSG00000135773.13	chr1	230600000	231320000
ENSG00000202063.1	chr1	230600000	231320000
ENSG00000225656.1	chr1	230600000	231320000
ENSG00000288037.1	chr1	230600000	231320000
ENSG00000287395.1	chr1	230600000	231320000
ENSG00000240502.2	chr1	230600000	231320000
ENSG00000143643.13	chr1	230600000	231320000
ENSG00000119283.15	chr1	230600000	231320000
ENSG00000235710.5	chr1	230600000	231320000
ENSG00000143633.13	chr1	230600000	231640000
ENSG00000116906.13	chr1	230600000	231640000
ENSG00000222407.1	chr1	230600000	231720000
ENSG00000116903.7	chr1	231240000	231720000
ENSG00000010072.16	chr1	231240000	231720000
ENSG00000287450.1	chr1	231240000	231720000
ENSG00000135766.9	chr1	231240000	231720000
ENSG00000287856.1	chr1	231240000	231720000
ENSG00000233461.6	chr1	231240000	231720000
ENSG00000116918.15	chr1	231240000	231720000
ENSG00000270106.6	chr1	231240000	233280000
ENSG00000229228.1	chr1	231240000	231720000
ENSG00000162946.22	chr1	231240000	233280000
ENSG00000286071.1	chr1	231640000	233280000
ENSG00000274121.1	chr1	231640000	233280000
ENSG00000116991.10	chr1	231640000	233280000
ENSG00000212916.4	chr1	231640000	233280000
ENSG00000135778.12	chr1	231640000	233280000
ENSG00000135749.19	chr1	231640000	234800000
ENSG00000251508.1	chr1	233280000	234800000
ENSG00000143674.11	chr1	233280000	234800000
ENSG00000252501.1	chr1	233280000	234800000
ENSG00000287921.1	chr1	233280000	234800000
ENSG00000183780.13	chr1	233280000	234800000
ENSG00000264377.1	chr1	233280000	234800000
ENSG00000168275.15	chr1	233280000	235120000
ENSG00000059588.10	chr1	233280000	235120000
ENSG00000231768.2	chr1	233280000	235120000
ENSG00000212144.1	chr1	233280000	235120000
ENSG00000168264.10	chr1	233280000	235120000
ENSG00000228830.1	chr1	233280000	235120000
ENSG00000272362.1	chr1	233280000	235120000
ENSG00000228044.3	chr1	233280000	235120000
ENSG00000241475.1	chr1	233280000	235120000
ENSG00000282097.1	chr1	233280000	235120000
ENSG00000227630.4	chr1	233280000	235120000
ENSG00000286263.1	chr1	234360000	236080000
ENSG00000239690.3	chr1	234360000	236080000
ENSG00000237520.1	chr1	234360000	236080000
ENSG00000238005.4	chr1	234360000	236080000
ENSG00000258082.1	chr1	234360000	236080000
ENSG00000280587.1	chr1	234360000	236080000
ENSG00000233018.1	chr1	234360000	236080000
ENSG00000273416.1	chr1	234360000	236080000
ENSG00000173726.11	chr1	234360000	236080000
ENSG00000207181.1	chr1	234840000	236080000
ENSG00000188739.15	chr1	234840000	236080000
ENSG00000054267.22	chr1	234840000	236080000
ENSG00000263439.1	chr1	234840000	236080000
ENSG00000152904.11	chr1	234840000	236080000
ENSG00000285053.1	chr1	234840000	236080000
ENSG00000227962.1	chr1	234840000	236080000
ENSG00000284770.2	chr1	234840000	236080000
ENSG00000229795.2	chr1	234840000	236080000
ENSG00000162885.13	chr1	234840000	236080000
ENSG00000238236.1	chr1	234840000	236080000
ENSG00000235638.1	chr1	234840000	236080000
ENSG00000231199.2	chr1	234840000	236080000
ENSG00000226663.2	chr1	234840000	236080000
ENSG00000231582.2	chr1	234840000	236080000
ENSG00000232714.1	chr1	234840000	236080000
ENSG00000235761.2	chr1	234840000	236080000
ENSG00000143669.14	chr1	234840000	236080000
ENSG00000222831.1	chr1	234840000	236080000
ENSG00000235371.1	chr1	236000000	236600000
ENSG00000286142.2	chr1	236000000	236600000
ENSG00000186197.14	chr1	236000000	236600000
ENSG00000244457.2	chr1	236000000	236600000
ENSG00000116977.18	chr1	236000000	236600000
ENSG00000223776.5	chr1	236000000	236600000
ENSG00000273058.2	chr1	236000000	236600000
ENSG00000230325.1	chr1	236000000	236600000
ENSG00000119285.11	chr1	236000000	237800000
ENSG00000077522.13	chr1	236560000	237800000
ENSG00000116984.13	chr1	236560000	237800000
ENSG00000198626.17	chr1	236560000	240000000
ENSG00000252290.1	chr1	236560000	237800000
ENSG00000237250.3	chr1	237640000	240000000
ENSG00000234464.2	chr1	237640000	240000000
ENSG00000231877.1	chr1	237640000	240000000
ENSG00000224783.1	chr1	237640000	240000000
ENSG00000133019.11	chr1	237640000	240000000
ENSG00000233355.7	chr1	237640000	240000000
ENSG00000234601.1	chr1	237640000	240000000
ENSG00000231979.1	chr1	237640000	240000000
ENSG00000215805.3	chr1	237640000	242240000
ENSG00000155816.20	chr1	239960000	242240000
ENSG00000228818.1	chr1	239960000	242240000
ENSG00000202041.1	chr1	239960000	242240000
ENSG00000223694.1	chr1	239960000	242240000
ENSG00000233735.5	chr1	239960000	242240000
ENSG00000199241.1	chr1	239960000	242240000
ENSG00000230015.3	chr1	239960000	242240000
ENSG00000182901.16	chr1	239960000	242240000
ENSG00000238085.1	chr1	239960000	242240000
ENSG00000287516.1	chr1	239960000	242240000
ENSG00000287738.1	chr1	239960000	242240000
ENSG00000091483.6	chr1	239960000	242240000
ENSG00000117009.12	chr1	239960000	242240000
ENSG00000054277.14	chr1	239960000	242240000
ENSG00000203668.2	chr1	239960000	242240000
ENSG00000287513.1	chr1	239960000	242240000
ENSG00000174371.17	chr1	239960000	242240000
ENSG00000197769.6	chr1	239960000	242240000
ENSG00000180287.17	chr1	239960000	242880000
ENSG00000143702.16	chr1	242880000	244520000
ENSG00000054282.16	chr1	243200000	244520000
ENSG00000224727.1	chr1	243200000	244520000
ENSG00000265201.1	chr1	243200000	244520000
ENSG00000117020.18	chr1	243200000	244520000
ENSG00000226766.1	chr1	243200000	244520000
ENSG00000232184.1	chr1	243200000	244520000
ENSG00000226828.2	chr1	243200000	244520000
ENSG00000179456.10	chr1	243200000	244520000
ENSG00000279774.1	chr1	243200000	244520000
ENSG00000035687.10	chr1	243200000	244800000
ENSG00000179397.18	chr1	243200000	245120000
ENSG00000227735.1	chr1	244440000	245120000
ENSG00000287601.1	chr1	244480000	245120000
ENSG00000203667.10	chr1	244480000	245120000
ENSG00000153187.20	chr1	244480000	245120000
ENSG00000203666.12	chr1	244480000	246800000
ENSG00000252282.1	chr1	244480000	245120000
ENSG00000251754.1	chr1	244480000	246760000
ENSG00000223353.2	chr1	245040000	246800000
ENSG00000201170.1	chr1	245040000	246800000
ENSG00000162849.16	chr1	245040000	246800000
ENSG00000232793.2	chr1	245040000	246800000
ENSG00000185420.19	chr1	245040000	246800000
ENSG00000235096.2	chr1	245040000	246800000
ENSG00000226876.3	chr1	245040000	246800000
ENSG00000207326.1	chr1	245040000	246800000
ENSG00000227728.2	chr1	245040000	246800000
ENSG00000242042.1	chr1	245040000	246800000
ENSG00000260698.1	chr1	245040000	246800000
ENSG00000235021.1	chr1	245040000	246800000
ENSG00000143653.10	chr1	245040000	248160000
ENSG00000228879.1	chr1	245040000	246800000
ENSG00000287116.1	chr1	246760000	248440000
ENSG00000169224.13	chr1	246760000	248440000
ENSG00000236817.5	chr1	246760000	248440000
ENSG00000035115.22	chr2	0	680000
ENSG00000143727.16	chr2	0	680000
ENSG00000189292.16	chr2	0	680000
ENSG00000228643.1	chr2	0	680000
ENSG00000235779.8	chr2	0	680000
ENSG00000277997.1	chr2	0	680000
ENSG00000151353.15	chr2	0	680000
ENSG00000237667.7	chr2	680000	1840000
ENSG00000231482.3	chr2	680000	1840000
ENSG00000228613.1	chr2	680000	1840000
ENSG00000130508.11	chr2	680000	1840000
ENSG00000186487.19	chr2	680000	4160000
ENSG00000234423.2	chr2	1840000	4160000
ENSG00000032389.12	chr2	1840000	4160000
ENSG00000224885.1	chr2	1840000	4160000
ENSG00000171853.16	chr2	1840000	4160000
ENSG00000118004.18	chr2	1840000	4160000
ENSG00000151360.10	chr2	1840000	6880000
ENSG00000237401.8	chr2	1840000	6880000
ENSG00000234275.4	chr2	3680000	6880000
ENSG00000205837.7	chr2	3680000	6880000
ENSG00000134321.12	chr2	3680000	7080000
ENSG00000271947.1	chr2	6840000	7080000
