name	chr	start	end	strand	Ensembl_ID	22Rv1	DU145	LNCaP	MDA PCa 2b	NCI-H660	PC3	VCaP	start_tad	end_tad	Fraction
EHMT2	chr6	31879758	31897687	-	ENSG00000204371.11	-0.0149101704279	-0.294922554233	-0.090155461669	-0.205255073259	-0.0742686323066	-0.0801576567984	-0.25173469731	31280000	32000000	0.142101388888889
EI24	chr11	125569279	125584684	+	ENSG00000149547.15								125440000	125640000	0.646395
EID1	chr15	48878133	48880173	+	ENSG00000255302.5		-0.00170146778363	-0.199395239008	-0.115667652607		-0.188721756978		48840000	49200000	0.105925
EID2	chr19	39538706	39540161	-	ENSG00000176396.11	0.0379037471399	0.0107037159042	-0.102047226047	-0.0359238222111	0.0115857635209	-0.140815078182	-0.0673307575646	39360000	39560000	0.099195
EID2B	chr19	39530986	39532852	-	ENSG00000176401.6		0.198979946469	0.130874738612	-0.0519162714725		-0.00571777480636		39360000	39560000	0.13574
EID3	chr12	104303738	104305205	+	ENSG00000255150.2								104120000	104400000	0.656207142857143
EIF1	chr17	41688884	41692668	+	ENSG00000173812.11	0.136852698321	-0.185465270671	-0.0809984926097	-0.0173848280106	-0.0693328946055	-0.00906562445003	-0.181634273556	41680000	41920000	0.0370166666666667
EIF1AD	chr11	65996544	66002176	-	ENSG00000175376.9		0.115642454989	0.148380436344	0.0140758638511		0.202472377988		65520000	66040000	0.0727384615384615
EIF1AX	chrX	20124524	20141838	-	ENSG00000173674.11								20120000	20520000	0.945405
EIF1AY	chrY	20575775	20593154	+	ENSG00000198692.10		-1.32559928842	-1.21399756799	-1.02037997558		-0.837383521483		20560000	21480000	0.0171467391304348
EIF1B	chr3	40309706	40312424	+	ENSG00000114784.4		-0.192736783795	0.131616982552	-0.119015560051		-0.0819986432632		40160000	40320000	0.9356625
EIF2A	chr3	150546677	150586016	+	ENSG00000144895.12		-0.0840558421921	-0.00772656192289	-0.211825684269		-0.00291353642719		150520000	151160000	0.0416828125
EIF2AK1	chr7	6022246	6059175	-	ENSG00000086232.13	-0.165019128845	-0.0785631476108	0.306211781918	-0.00650561242475	0.238162234629	0.0385572495028	0.0472750508579	6000000	6360000	0.835625
EIF2AK2	chr2	37099209	37157065	-	ENSG00000055332.18	0.193090610234	-0.151902779315	-0.0884309258576	0.0181208423825	0.0135379291017	0.0633585226379	0.244865444327	36760000	37360000	0.338225
EIF2AK3	chr2	88556740	88627464	-	ENSG00000172071.14	-0.0521857806163	-0.189644401621	0.020658806796	-0.0639915716029	-0.384254740638	-0.287208170375	0.237269044844	88520000	88720000	0.46268
EIF2AK4	chr15	39934114	40035591	+	ENSG00000128829.12	-0.289856354149	-0.157114859281	-0.272617648108	-0.295539554442	0.142462573644	-0.0716701946509	-0.1144085945	39760000	40040000	0.621835714285714
EIF2B1	chr12	123620405	123633766	-	ENSG00000111361.13	-0.62134024479	-0.444523122049	-0.456501874197	-0.0751590246444	-0.345324566491	-0.118180354109	-0.475552991636	123600000	123760000	0.7889625
EIF2B2	chr14	75002920	75012366	+	ENSG00000119718.11	-0.692481383912	-0.395205846957	-0.907987712373	-0.576664303503	-0.816617272813	-0.379702016226	-0.891437907025	74840000	75120000	0.581857142857143
EIF2B3	chr1	44850521	44986722	-	ENSG00000070785.17	-1.37186581441	-1.24067671824	-1.64804111941	-1.17729115038	-0.955852209994	-0.431652550064	-1.08148772509	44720000	45320000	0.555463333333333
EIF2B4	chr2	27364351	27370486	-	ENSG00000115211.15	-1.02434478826	-0.51649943174	-0.894905221946	-0.649434641038	-1.49107201165	-0.449655899389	-0.599546040481	27360000	27680000	0.96723125
EIF2B5	chr3	184135037	184146127	+	ENSG00000145191.15	-1.11654018218	-0.635962681662	-1.07363108693	-0.724005778817	-0.642485260815	-0.450822823478	-0.869718663723	183880000	184360000	0.531327083333333
EIF2D	chr1	206571291	206612465	-	ENSG00000143486.16	-0.181301722395	0.146339453632	-0.0649361761959	-0.240345529041	0.00540113208121	0.163067052746	-0.154861633963	206400000	206680000	0.241196428571429
EIF2S1	chr14	67360150	67386516	+	ENSG00000134001.14		-0.502781528981	-0.373896587218	-0.842191360798		-0.365327345494		67360000	67800000	0.000340909090909091
EIF2S2	chr20	34088308	34112243	-	ENSG00000125977.7	-1.32966239242	-0.887575504614	-1.19241771387	-1.3108699467	-0.532481249834	-1.1699760308	-1.37273061945	33680000	34160000	0.09949375
EIF2S3	chrX	24054945	24078810	+	ENSG00000130741.11		-0.897555624381	-1.00897984073	-0.982704542697		-0.849532390425		24040000	24280000	0.0622708333333333
EIF2S3B	chr12	10505601	10523135	+	ENSG00000180574.3								10440000	10760000	0.205003125
EIF3B	chr7	2354085	2380745	+	ENSG00000106263.18		-1.53520091493	-1.30516121194	-1.24166236515		-1.36598827066		2200000	2400000	0.770425
EIF3C	chr16	28688557	28735730	+	ENSG00000184110.14								28640000	28800000	0.30348125
EIF3CL	chr16	28379578	28403879	-	ENSG00000205609.12								28320000	28480000	0.47575625
EIF3E	chr8	108201215	108435333	-	ENSG00000104408.10	-0.982136943897	-0.755426640112	-0.710572334929	-0.709061945183	-0.342030424892	-0.426404866041	-0.325837416345	108080000	108720000	0.4447921875
EIF3F	chr11	7970250	8001862	+	ENSG00000175390.14	-1.0552041091	-1.15182510123	-1.09603967827	-1.20077168587	-0.491576830849	-0.660652004487	-1.24453169802	6760000	8120000	0.889889705882353
EIF3G	chr19	10115013	10119918	-	ENSG00000130811.12	-1.15746246688	-1.21079382194	-1.2479580797	-1.47734084559	-1.18238237685	-0.815098322331	-1.59114234213	10080000	10400000	0.87525625
EIF3I	chr1	32221927	32231604	+	ENSG00000084623.11	-0.99651525931	-1.26381383628	-0.758489327728	-0.9078268248	-0.615603486437	-1.00343391003	-0.935291782065	32200000	32400000	0.109635
EIF3J	chr15	44537124	44563029	+	ENSG00000104131.13	-0.280224318697	-0.446139844072	-0.0846384090433	-0.42409868106	-0.186882971763	-0.24469010706	-0.247765720048	44520000	44800000	0.0611571428571429
EIF3K	chr19	38619081	38636955	+	ENSG00000178982.10		-0.0739821791702	-0.317655819294	0.0146809113663		-0.146006932685		38600000	38960000	0.0530027777777778
EIF3L	chr22	37848867	37889407	+	ENSG00000100129.18	-0.0833291865701	-0.0815513076953	-0.342319638166	-0.22116745417	-0.0889560419315	0.0497712160274	-0.0170599033102	37800000	38040000	0.2036125
EIF3M	chr11	32583797	32606264	+	ENSG00000149100.13		-0.793042585912	-0.790743665292	-0.946124806469		-0.970462242804		32280000	32800000	0.584225
EIF4A1	chr17	7572705	7579006	+	ENSG00000161960.15	-1.24494642684	-0.849238488363	-1.34502721087	-0.987328676694	-0.866703152783	-0.876404212142	-0.73398349456	7200000	7720000	0.716740384615385
EIF4A2	chr3	186783204	186789897	+	ENSG00000156976.17	-0.84391134746	-0.441108647696	-0.771416448385	-0.573121260352	-0.914996023808	-0.64245822418	-0.939776113073	186560000	186840000	0.797157142857143
EIF4A3	chr17	80134368	80147151	-	ENSG00000141543.12	-1.10425971392	-1.04705972066	-0.901939528405	-1.0339831278	-1.38625866761	-0.836058057794	-1.20598626659	80000000	80400000	0.6321225
EIF4B	chr12	53006157	53042209	+	ENSG00000063046.17	-0.158835234932	-0.349280947839	-0.554269693483	-0.397969974884	0.0794170815421	-0.297170942924	-0.698304141037	53000000	53320000	0.019240625
EIF4E	chr4	98871683	98930637	-	ENSG00000151247.12	-0.816171952773	-0.532190071794	-0.77819149769	-0.67970780674	-0.604507589885	-0.311310988954	-0.813481333795	98440000	99080000	0.2333796875
EIF4E1B	chr5	176630617	176646644	+	ENSG00000175766.13								176280000	177080000	0.43827125
EIF4EBP1	chr8	38030533	38060365	+	ENSG00000187840.5								37760000	38160000	0.6763325
EIF4EBP2	chr10	70404144	70428618	+	ENSG00000148730.7		0.13499229123	0.0462715131198	0.0343025230373		0.0265612656908		70400000	70560000	0.0259
EIF4EBP3	chr5	140547661	140549576	+	ENSG00000243056.2	0.0551663245574	-0.0731771546585	0.0409553583857	0.280547993716	-0.34483153167	-0.297940713527	-0.121528235567	140360000	140720000	0.521280555555556
EIF4ENIF1	chr22	31436976	31496108	-	ENSG00000184708.18		0.0638869787966	-0.0543005999101	0.0298913688943		-0.0544938711204		31360000	31960000	0.773153333333333
EIF4G1	chr3	184314494	184335358	+	ENSG00000114867.20	-0.989070216553	-0.50123216377	-1.00613214285	-1.06766238717	-0.306744123147	-0.418085780017	-0.396429461055	183880000	184360000	0.905195833333333
EIF4G2	chr11	10797049	10808940	-	ENSG00000110321.17		-0.473239451377	-0.533335810781	-0.615713779164		-0.431360427724		10760000	11800000	0.952942307692308
EIF4G3	chr1	20806291	21176888	-	ENSG00000075151.20		-0.0339770102129	-0.274265937655					20680000	21200000	0.0444461538461538
EIF4H	chr7	74174244	74197101	+	ENSG00000106682.14		-0.00127618780002	-0.139810399996	0.0143506840545		-0.0440686508832		74040000	74200000	0.839025
EIF5	chr14	103333543	103345025	+	ENSG00000100664.11		-0.135626079628	0.139206513313	-0.151778417176		-0.200963203097		103320000	103560000	0.0564291666666667
EIF5A	chr17	7306998	7312463	+	ENSG00000132507.18	-0.633088391767	-0.629465944155	-0.713464001551	-0.441157585885	-0.157954499327	-0.424766904103	-0.632574255193	7200000	7720000	0.205765384615385
EIF5A2	chr3	170888417	170908644	-	ENSG00000163577.8		0.0739567570761	0.0879241692419	-0.0501683857233		0.00239860438778		170880000	171200000	0.9104875
EIF5AL1	chr10	79512600	79516440	+	ENSG00000253626.3	-0.341622278841	-0.0274058822353	-0.535487998577	-0.046822574224	-0.196140240666	-0.331238041422	-0.282167151664	79320000	79520000	0.963
EIF5B	chr2	99337370	99401326	+	ENSG00000158417.11	-0.977606509113	-1.21157718313	-1.17692155807	-1.08045855374	-1.04068367801	-1.16552322797	-1.3797229478	99320000	99520000	0.08685
EIF6	chr20	35278910	35284985	-	ENSG00000242372.8	-0.881987897945	-0.534442994339	-1.15954735228	-0.97242319143	-0.212251048757	-0.755352098911	-0.859327331208	35120000	35480000	0.541708333333333
EIPR1	chr2	3188924	3377882	-	ENSG00000032389.12	0.0115128108548	-0.141155656974	-0.171925939883	-0.0262553794452	-0.509938867138	-0.415404167734	-0.244215221399	1840000	3680000	0.164194565217391
ELAC1	chr18	50967990	50988121	+	ENSG00000141642.9	-0.102384049219	0.0418646343757	-0.0402287506757	-0.0343571821927	0.0391819699013	-0.0769975951431	0.10831343121	50800000	51080000	0.599964285714286
ELAC2	chr17	12991611	13018065	-	ENSG00000006744.19	-0.108005120146	-0.0388382814243	0.139300296484	-0.260251420525	-0.406333372222	-0.189684329738	-0.0513927224283	12760000	13040000	0.0783392857142857
ELANE	chr19	851013	856247	+	ENSG00000197561.7	0.098901704199	-0.0760662911879	-0.204350180931	0.012733480957	0.192364129631	-0.144042012658	0.336716590551	760000	1000000	0.379220833333333
ELAVL1	chr19	7958572	8005659	-	ENSG00000066044.15	0.288226542551	-0.153863777245	0.0117316910886	-0.241008819678	-0.0777136099181	-0.231252526116	-0.632722660014	7840000	8280000	0.623502272727273
ELAVL2	chr9	23690103	23826337	-	ENSG00000107105.15	0.461229551866	0.167068408777	-0.194563687225	0.150463411373	-0.0520162320312	-0.110347176173	-0.208042730718	23520000	23840000	0.042696875
ELAVL3	chr19	11451325	11481046	-	ENSG00000196361.10	0.106909927524	0.0112348803259	-0.279528534466	-0.0700733328296	-0.485011072535	-0.0490438100979	0.0712424254058	11280000	11600000	0.37173125
ELAVL4	chr1	50024028	50203786	+	ENSG00000162374.17	0.0832476228785	-0.0419555718221	0.138922504558	-0.268186675005	-0.185788736712	-0.0237002244484	-0.210412445123	48920000	50360000	0.766686111111111
ELF1	chr13	40931923	41061440	-	ENSG00000120690.16	0.107408931613	-0.0770542591651	0.104030065239	-0.0545041567216	0.013750962506	-0.00226542299242	0.0305127362621	40680000	41080000	0.0464
ELF2	chr4	139028111	139177218	-	ENSG00000109381.20	-0.0225377581903	0.0106668128954	-0.0400044734353	-0.210375785228	0.0914235503784	-0.0951027137137	-0.370845157558	138960000	139680000	0.698308333333333
ELF3	chr1	202007944	202017183	+	ENSG00000163435.16	-0.00140751429807	0.0505775502362	-0.150013329991	-0.0142827608318	0.0389563407174	-0.041135527173	-0.00843679790112	202000000	202160000	0.04965
ELF4	chrX	130064873	130110716	-	ENSG00000102034.16	0.0222108101112	0.0460144573152	0.128296737539	0.167965656484	-0.124807079394	0.0778238971158	0.0804897764654	129520000	130320000	0.261605
ELFN1	chr7	1688118	1747954	+	ENSG00000225968.7								1560000	1840000	0.457564285714286
ELFN2	chr22	37367959	37427479	-	ENSG00000166897.15		0.0395623357916	-0.0868478241801	0.176905130516		0.0740415843633		37280000	37520000	0.385504166666667
ELK1	chrX	47635520	47650604	-	ENSG00000126767.18	-0.249881245137	-0.0275126367829	0.311744486761	-0.0515069356621	-0.280481305554	0.0759609776357	-0.23056245966	47520000	47680000	0.183725
ELK3	chr12	96194374	96269824	+	ENSG00000111145.8	0.00924362634025	0.000997949387718	-0.000164997192289	-0.131081781759	0.0393690356737	-0.0651971415879	-0.0346998495043	96000000	96560000	0.347096428571429
ELK4	chr1	205597555	205632011	-	ENSG00000158711.14	-0.11574398113	-0.0654053530894	-0.311367967346	-0.0965427637623	-0.0675106872417	0.0182776690274	0.00077892072362	205520000	205760000	0.5332875
ELL	chr19	18442662	18522116	-	ENSG00000105656.13	-0.380088777162	-0.727766504955	-0.315811358814	0.0249238641893	-0.355293176108	-0.305662282627	-0.120391715643	18440000	18600000	0.486775
ELL2	chr5	95885097	95961851	-	ENSG00000118985.16	0.037113431212	-0.414778054137	0.0770792572622	0.30986460369	-0.628730884476	-0.0101836391159	-0.114675772493	95840000	96360000	0.765671153846154
ELL3	chr15	43772604	43777315	-	ENSG00000128886.12	-0.19388350312	-0.0903125063464	-0.181593058439	-0.655671654372	-0.245951386879	-0.324421378912	-0.845185146119	43720000	44520000	0.92835625
ELMO1	chr7	36854360	37449249	-	ENSG00000155849.15	0.106822843243	0.0223457156727	0.0131826431345	0.0659433474066	0.152541626345	0.0446156437092	-0.0126888572559	36360000	37880000	0.283388815789474
ELMO2	chr20	46366049	46432985	-	ENSG00000062598.18	-0.178757429753	-0.0949788085159	-0.292693886831	0.00410146839214	0.0337976180828	-0.448138598065	0.0524258676353	46320000	46440000	0.0584583333333333
ELMO3	chr16	67199110	67204029	+	ENSG00000102890.16	0.1207940183	-0.0568593299501	0.134026150079	-0.137608436939	-0.0975641532843	0.125505151333	0.21593755344	66880000	67240000	0.886416666666667
ELMOD1	chr11	107591090	107666779	+	ENSG00000110675.13		0.0919273603539	-0.00138441565265	0.142678474017		0.0273791373609		107280000	107760000	0.648104166666667
ELMOD2	chr4	140524167	140553770	+	ENSG00000179387.10		0.286898175643	0.145101603234	-0.0325604542086		-0.0911377265276		140360000	140840000	0.342014583333333
ELMOD3	chr2	85354393	85391752	+	ENSG00000115459.18		0.161178129966	0.000100038636168	-0.118796170734		-0.160955167863		85320000	85600000	0.122832142857143
ELMSAN1	chr14	73715121	73790285	-	ENSG00000156030.13		-0.1270124548	0.113176397452	-0.00119721266067		-0.090362434026		73640000	73880000	0.3738125
ELN	chr7	74027788	74069907	+	ENSG00000049540.17		-0.0388041738623	0.126533673148	0.142892694298		0.0994645525432		73320000	74720000	0.505562857142857
ELOA	chr1	23743154	23762059	+	ENSG00000011007.12								23680000	24200000	0.12145
ELOA2	chr18	47032571	47035621	-	ENSG00000206181.5	0.125091257378	0.072312786275	-0.077405557313	-0.0511623972327	-0.0505802966251	0.0378053506094	-0.442792388093	46960000	47040000	0.0547375
ELOA3	chr18	47028201	47029842	-	ENSG00000274744.2								46960000	47040000	0.126975
ELOA3B	chr18	47022286	47023927	-	ENSG00000278674.2								46960000	47040000	0.2009125
ELOA3D	chr18	46962767	46964644	-	ENSG00000183791.5								46960000	47040000	0.94195
ELOB	chr16	2771413	2777297	-	ENSG00000103363.14	-0.55903508966	-0.634926812328	-0.5600830241	-0.469108017237	-0.361238495024	-0.15645860228	-0.474891196953	2680000	3000000	0.695946875
ELOC	chr8	73939168	73972287	-	ENSG00000154582.16	-0.194413176476	-0.106258605041	-0.461618707172	0.0205957147586	-0.352484137597	0.214839061087	0.194416496935	73680000	74080000	0.2692825
ELOF1	chr19	11551146	11559236	-	ENSG00000130165.10		-0.286739597338	-0.266891582715	-0.431638715483		-0.194830706471		11280000	11600000	0.1273875
ELOVL1	chr1	43363397	43368074	-	ENSG00000066322.15								43200000	43440000	0.299691666666667
ELOVL2	chr6	10980758	11044305	-	ENSG00000197977.4	-0.25019289085	0.0164749809717	0.0194956350302	-0.080980717436	-0.141393645139	0.0233868181632	-0.237567758781	10840000	11120000	0.270339285714286
ELOVL3	chr10	102226298	102229589	+	ENSG00000119915.5		0.143979670501	-0.0670049211722	0.287294125822		0.165295082814		102120000	102400000	0.379635714285714
ELOVL4	chr6	79914813	79947553	-	ENSG00000118402.6	-0.198329618928	-0.318581107066	-0.36833034663	-0.272379355371	0.0218365168814	-0.14324387824	-0.16511771595	79880000	80120000	0.718529166666667
ELOVL5	chr6	53267397	53349179	-	ENSG00000012660.14		0.123794621373	-0.0122216596154	-0.145625584407		0.000708835281397		53120000	53480000	0.363391666666667
ELOVL6	chr4	110045845	110199199	-	ENSG00000170522.9		0.319926098003	-0.0609846660143	0.00453198436845		0.200022007332		110000000	110520000	0.616925
ELOVL7	chr5	60751790	60844274	-	ENSG00000164181.14	-0.169962398716	-0.20197406088	0.0175202831078	-0.12735388192	-0.132663619717	-0.355576703428	-0.362377867349	60680000	61320000	0.743321875
ELP1	chr9	108867516	108934124	-	ENSG00000070061.15	0.0127199058705	-0.140025702216	-0.364480836509	-0.0921662019355	-0.0359621937825	-0.171993521425	0.168664369694	108840000	109560000	0.869272222222222
ELP2	chr18	36129443	36180557	+	ENSG00000134759.14		-0.133246622009	-0.220545660154	-0.197217965734		-0.090465125453		35960000	36800000	0.201717857142857
ELP3	chr8	28089672	28191156	+	ENSG00000134014.17	-0.643516445732	-0.115117870945	-0.0491496521031	-0.0863460199973	-0.0752564962721	-0.513575432773	0.0669125448676	28040000	28320000	0.1774
ELP4	chr11	31509754	31790324	+	ENSG00000109911.19	-0.0243540006692	-0.238231000777	-0.597828588091	-0.243978719141	0.106517685199	-0.15108477068	-0.460606556145	31360000	32000000	0.233990625
ELP5	chr17	7251415	7259940	+	ENSG00000170291.15		-0.251480681127	-0.291417728538	-0.301726171138		-0.0566929270005		7200000	7720000	0.098875
ELP6	chr3	47495639	47513712	-	ENSG00000163832.16		-0.353312329942	-0.236295932862	-0.0811202102327		-0.236491824321		47360000	47520000	0.0393
ELSPBP1	chr19	47994631	48025154	+	ENSG00000169393.9		-0.0489954723233	-0.0641656179082	0.00341212547695		0.0495010451652		47960000	48320000	0.0961972222222222
EMB	chr5	50396191	50443248	-	ENSG00000170571.12		-0.13217623363	-0.268394139019	-0.158272876401		0.157455638203		50280000	50480000	0.18376
EMC1	chr1	19215659	19251527	-	ENSG00000127463.15	0.0554627232387	-0.172757548077	-0.107803652597	-0.235047968288	0.109776611237	-0.0496302658909	0.182713633362	19080000	19280000	0.142365
EMC10	chr19	50476399	50490870	+	ENSG00000161671.16		0.0769216032605	0.440713791039	0.0575893900951		-0.00667006941941		50320000	50520000	0.781995
EMC2	chr8	108443600	108489196	+	ENSG00000104412.8		-0.2823373401	-0.116854332371	-0.152065345733		0.0612684686467		108080000	108720000	0.568125
EMC3	chr3	9962536	10011116	-	ENSG00000125037.12		-0.229212837595	0.146355176148	-0.054449660773		0.072148048887		9720000	10320000	0.514806666666667
EMC4	chr15	34225012	34230156	+	ENSG00000128463.13		-0.316391515192	-0.0956805209586	-0.152969220526		0.29223053164		34040000	34360000	0.5781625
EMC6	chr17	3668811	3669668	+	ENSG00000127774.7								3640000	3840000	0.144055
EMC7	chr15	34084016	34101862	-	ENSG00000134153.10		0.0368121703977	-0.0741248480688	-0.156317082109		-0.0417132869677		34040000	34360000	0.80668125
EMC8	chr16	85771757	85799608	-	ENSG00000131148.9		-0.0480891138667	0.010971988197	-0.0258162056991		-0.0162981930734		85640000	85800000	0.00245
EMC9	chr14	24138958	24141591	-	ENSG00000100908.14								24000000	24320000	0.557528125
EMCN	chr4	100395340	100880126	-	ENSG00000164035.10		0.118332983696	0.233757017028	0.0347635609004		-0.0409334959734		99960000	102320000	0.610116101694915
EMD	chrX	154379272	154381523	+	ENSG00000102119.11	0.142904961299	-0.110792215981	0.178569510593	-0.081790627581	-0.060498746702	-0.098730982905	0.0262518594501	154280000	154560000	0.354542857142857
EME1	chr17	50373219	50381483	+	ENSG00000154920.14	-0.0981009006599	-0.0253346004362	0.01215980546	-0.0630536879248	-0.179620270482	0.110543666766	-0.120155594858	50320000	50480000	0.33261875
EME2	chr16	1772809	1781708	+	ENSG00000197774.13		0.185684844746	-0.215492647394	-0.227901228788		-0.197090951181		1440000	1800000	0.924469444444444
EMG1	chr12	6970912	6997428	+	ENSG00000126749.16		-0.770168831895	-0.572580889787	-0.80012378579		-0.836822417647		6880000	7200000	0.2841
EMID1	chr22	29205895	29259597	+	ENSG00000186998.16		-0.176352316403	-0.157437848553	-0.208360817681		-0.165707412623		29040000	29280000	0.691229166666667
EMILIN1	chr2	27078614	27086403	+	ENSG00000138080.14		0.0567519116202	-0.0613219850082	-0.0952591923142		0.156109170559		27040000	27360000	0.12066875
EMILIN2	chr18	2847005	2916003	+	ENSG00000132205.11		-0.175196248458	-0.0215050748927	0.113460899555		-0.0665465315673		2800000	2920000	0.391708333333333
EMILIN3	chr20	41359961	41366818	-	ENSG00000183798.5		-0.111126114175	-0.286225466925	-0.135024959081		0.108715952284		40960000	41400000	0.0754136363636364
EML1	chr14	99737692	99942060	+	ENSG00000066629.17	0.0164714465747	-0.0300632746552	-0.0622108670897	-0.00336508997229	-0.0379801287905	-0.173915123073	-0.00757126267345	99680000	99960000	0.206042857142857
EML2	chr19	45606993	45645629	-	ENSG00000125746.16	0.111246393626	-0.203182838941	-0.308940780381	-0.122608407995	-0.0172091756182	-0.169539873623	-0.434622110366	45400000	45680000	0.122753571428571
EML3	chr11	62602217	62612765	-	ENSG00000149499.11		0.0486364943507	-0.0333563993793	-0.039644749878		0.131233311189		62560000	62880000	0.835109375
EML4	chr2	42169352	42332548	+	ENSG00000143924.19		-0.116067045271	0.19009916	-0.109093620943		-0.116653153764		42080000	42360000	0.319114285714286
EML5	chr14	88612430	88792752	-	ENSG00000165521.15		-0.173140585283	-0.0638728889943	-0.225776914576		0.0161624773481		88600000	88920000	0.39765
EML6	chr2	54723498	54972025	+	ENSG00000214595.12		-0.112120821957	0.407582938721					54720000	55240000	0.00672692307692308
EMP1	chr12	13196722	13219941	+	ENSG00000134531.10		-0.134394964141	-0.00304823640089	0.0190832312005		0.0228316378653		12720000	13240000	0.916773076923077
EMP2	chr16	10528421	10580632	-	ENSG00000213853.10	0.1681240243	0.212112774686	-0.220182473797	0.0665318544812	-0.0762985943195	0.075109577029	0.143104835366	10480000	10720000	0.5807
EMP3	chr19	48321508	48330553	+	ENSG00000142227.11	0.241834067492	0.0466222425545	0.345627453093	0.257924330469	-0.182452667267	0.103245691994	-0.191307013133	48320000	48480000	0.009425
EMSY	chr11	76444922	76553025	+	ENSG00000158636.16	-0.255359368879	0.029999171507	-0.163029283625	-0.285488303765	-0.107280683441	0.166652740876	-0.267436048419	76360000	76720000	0.235894444444444
EMX1	chr2	72916259	72936071	+	ENSG00000135638.14	0.179428912302	-0.0861073076574	0.0597462734437	-0.202376970314	-0.128048052513	-0.00574610439846	-0.207684545052	72880000	73240000	0.100719444444444
EMX2	chr10	117542444	117549546	+	ENSG00000170370.12	0.0985168607539	-0.0406750569487	-0.0759641986486	-0.000419651051807	-0.0817202319839	-0.239885380104	0.0205520296529	117520000	118240000	0.0311722222222222
EN1	chr2	118842170	118847648	-	ENSG00000163064.7	-0.415085984499	0.0943413626132	-0.208656761775	0.133086347097	0.0276867973766	-0.0294735087488	-0.0884873566807	118560000	118880000	0.1011
EN2	chr7	155458128	155464831	+	ENSG00000164778.4	-0.143809318055	-0.103596935082	0.00509626556809	0.0924895786151	-0.109525901947	-0.125907228373	0.0362396687953	155360000	155600000	0.408866666666667
ENAH	chr1	225486834	225653142	-	ENSG00000154380.17	-0.280446052328	-0.340958040599	-0.0448548771601	-0.164314649795	-0.399283892234	-0.130778958072	-0.199543320246	225480000	225760000	0.381635714285714
ENAM	chr4	70628743	70646824	+	ENSG00000132464.12	-0.125998133652	0.275660542217	-0.106433625009	0.0716845289516	0.0925730602299	0.119800968884	0.331068205821	70600000	71040000	0.065325
ENC1	chr5	74627405	74641424	-	ENSG00000171617.14	0.113166962351	0.0272319111539	0.0688124689936	0.0946964052198	-0.57924743119	0.321046067364	-0.17420880278	73880000	74680000	0.04822
ENDOD1	chr11	95089845	95132645	+	ENSG00000149218.5								94440000	95160000	0.9025625
ENDOG	chr9	128818499	128822676	+	ENSG00000167136.7		0.111303552453	0.442048163277	0.300531232487		-0.087794240559		128160000	129120000	0.685936458333333
ENDOU	chr12	47709733	47725567	-	ENSG00000111405.9	0.0114542429153	-0.259905964723	-0.171686306113	-0.00920738848754	-0.0806454612005	-0.0111256379517	-0.107156874235	47640000	47880000	0.643470833333333
ENDOV	chr17	80415164	80438086	+	ENSG00000173818.17	-0.28904583653	0.171890283403	-0.144814556559	-0.16633652459	-0.00665357373556	-0.0467949889743	-0.386448110559	80400000	80960000	0.0270785714285714
ENG	chr9	127815011	127854756	-	ENSG00000106991.13	-0.0986953902468	-0.100390293444	-0.154364812569	-0.0954235388874	-0.414495864287	0.0535756030576	-0.31254948433	127480000	127920000	0.148281818181818
ENGASE	chr17	79074938	79088599	+	ENSG00000167280.16		0.109739520764	0.101858593447	-0.0346425245028		0.0908968654408		79000000	79720000	0.104080555555556
ENHO	chr9	34521042	34522990	-	ENSG00000168913.7								34080000	34640000	0.208946428571429
ENKD1	chr16	67662944	67667265	-	ENSG00000124074.12								67480000	67680000	0.063675
ENKUR	chr10	24981978	25062279	-	ENSG00000151023.17		0.0766431710243	0.399126990505	-0.0685428539903		0.0273573672323		24560000	25080000	0.0340788461538462
ENO1	chr1	8860999	8879190	-	ENSG00000074800.16	-0.0787848537077	-0.256357811462	-0.0184763799787	0.126382729806	-0.383439874454	-0.158829034738	-0.135171939351	8720000	8880000	0.0050625
ENO2	chr12	6913744	6923698	+	ENSG00000111674.9		0.0249392265535	-0.10534035902	0.176167840618		0.0802955124004		6880000	7200000	0.10545
ENO3	chr17	4948091	4957131	+	ENSG00000108515.17		-0.0815839385781	-0.0628583138432	-0.0658242446126		-0.178224902412		4920000	5080000	0.17556875
ENO4	chr10	116849498	116911788	+	ENSG00000188316.15		0.0339026595525	-0.11331742137					116800000	117200000	0.123745
ENOPH1	chr4	82430589	82461177	+	ENSG00000145293.16	-0.214003482239	-0.0611869312376	-0.207084755399	0.00676286143541	-0.646536172276	0.133013818814	-0.450836771112	82280000	82800000	0.289594230769231
ENOSF1	chr18	670317	712662	-	ENSG00000132199.20		-0.0151972239813	-0.0230401951447	-0.064971704442		0.0535159705366		640000	840000	0.63669
ENOX1	chr13	43213517	43786908	-	ENSG00000120658.13		-0.0845840022217	-0.139649198848	-0.27518573062		0.225073279825		43080000	43880000	0.116365
ENOX2	chrX	130623368	130903317	-	ENSG00000165675.16	0.393879513097	-0.0444509822389	-0.162872404506	0.00855732614793	0.0322768406254	0.118082898505	0.0565017623109	130080000	130920000	0.0198607142857143
ENPEP	chr4	110365732	110565285	+	ENSG00000138792.10	-0.321713204213	-0.0853193171285	-0.0858789900029	0.037933482954	0.0870760964557	0.0830767489163	0.0556242809582	110000000	110600000	0.609553333333333
ENPP1	chr6	131808015	131895155	+	ENSG00000197594.13								131640000	131920000	0.600053571428571
