Iteration	Mean_Both_DGE_Enhns	Mean_Some_NonDGE_Enhns	log2FC
2244	1	3	-1.5849625007211563
2245	5	3	0.7369655941662062
2246	0	3	-inf
2247	4	3	0.41503749927884376
2248	0	3	-inf
2249	5	3	0.7369655941662062
2250	2	3	-0.5849625007211563
2251	2	3	-0.5849625007211563
2252	4	3	0.41503749927884376
2253	5	3	0.7369655941662062
2254	0	3	-inf
2255	4	3	0.41503749927884376
2256	2	3	-0.5849625007211563
2257	0	3	-inf
2258	7	3	1.222392421336448
2259	11	3	1.874469117916141
2260	6	3	1.0
2261	8	3	1.4150374992788437
2262	6	3	1.0
2263	8	3	1.4150374992788437
2264	5	3	0.7369655941662062
2265	4	3	0.41503749927884376
2266	6	3	1.0
2267	0	3	-inf
2268	5	3	0.7369655941662062
2269	4	3	0.41503749927884376
2270	2	3	-0.5849625007211563
2271	6	3	1.0
2272	0	3	-inf
2273	4	3	0.41503749927884376
2274	0	3	-inf
2275	2	3	-0.5849625007211563
2276	0	3	-inf
2277	2	3	-0.5849625007211563
2278	6	3	1.0
2279	3	3	0.0
2280	4	3	0.41503749927884376
2281	8	3	1.4150374992788437
2282	0	3	-inf
2283	4	3	0.41503749927884376
2284	0	3	-inf
2285	3	3	0.0
2286	4	3	0.41503749927884376
2287	5	3	0.7369655941662062
2288	0	3	-inf
2289	2	3	-0.5849625007211563
2290	5	3	0.7369655941662062
2291	7	3	1.222392421336448
2292	0	3	-inf
2293	1	3	-1.5849625007211563
2294	6	3	1.0
2295	7	3	1.222392421336448
2296	6	3	1.0
2297	7	3	1.222392421336448
2298	15	3	2.321928094887362
2299	6	3	1.0
2300	0	3	-inf
2301	1	3	-1.5849625007211563
2302	6	3	1.0
2303	4	3	0.41503749927884376
2304	7	3	1.222392421336448
2305	0	3	-inf
2306	6	3	1.0
2307	0	3	-inf
2308	0	3	-inf
2309	0	3	-inf
2310	2	3	-0.5849625007211563
2311	3	3	0.0
2312	1	3	-1.5849625007211563
2313	3	3	0.0
2314	1	3	-1.5849625007211563
2315	4	3	0.41503749927884376
2316	4	3	0.41503749927884376
2317	10	3	1.7369655941662063
2318	6	3	1.0
2319	5	3	0.7369655941662062
2320	0	3	-inf
2321	0	3	-inf
2322	3	3	0.0
2323	0	3	-inf
2324	4	3	0.41503749927884376
2325	5	3	0.7369655941662062
2326	5	3	0.7369655941662062
2327	3	3	0.0
2328	3	3	0.0
2329	2	3	-0.5849625007211563
2330	5	3	0.7369655941662062
2331	0	3	-inf
2332	9	3	1.584962500721156
2333	2	3	-0.5849625007211563
2334	1	3	-1.5849625007211563
2335	5	3	0.7369655941662062
2336	8	3	1.4150374992788437
2337	0	3	-inf
2338	0	3	-inf
2339	2	3	-0.5849625007211563
2340	0	3	-inf
2341	4	3	0.41503749927884376
2342	1	3	-1.5849625007211563
2343	4	3	0.41503749927884376
2344	5	3	0.7369655941662062
2345	10	3	1.7369655941662063
2346	5	3	0.7369655941662062
2347	4	3	0.41503749927884376
2348	1	3	-1.5849625007211563
2349	1	3	-1.5849625007211563
2350	0	3	-inf
2351	6	3	1.0
2352	5	3	0.7369655941662062
2353	1	3	-1.5849625007211563
2354	0	3	-inf
2355	4	3	0.41503749927884376
2356	0	3	-inf
2357	1	3	-1.5849625007211563
2358	3	3	0.0
2359	4	3	0.41503749927884376
2360	0	3	-inf
2361	4	3	0.41503749927884376
2362	2	3	-0.5849625007211563
2363	6	3	1.0
2364	0	3	-inf
2365	0	3	-inf
2366	1	3	-1.5849625007211563
2367	7	3	1.222392421336448
2368	0	3	-inf
2369	3	3	0.0
2370	3	3	0.0
2371	0	3	-inf
2372	6	3	1.0
2373	10	3	1.7369655941662063
2374	6	3	1.0
2375	0	3	-inf
2376	0	3	-inf
2377	0	3	-inf
2378	4	3	0.41503749927884376
2379	8	3	1.4150374992788437
2380	1	3	-1.5849625007211563
2381	2	3	-0.5849625007211563
2382	4	3	0.41503749927884376
2383	2	3	-0.5849625007211563
2384	4	3	0.41503749927884376
2385	1	3	-1.5849625007211563
2386	0	3	-inf
2387	3	3	0.0
2388	0	3	-inf
2389	2	3	-0.5849625007211563
2390	4	3	0.41503749927884376
2391	1	3	-1.5849625007211563
2392	6	3	1.0
2393	0	3	-inf
2394	11	3	1.874469117916141
2395	0	3	-inf
2396	0	3	-inf
2397	4	3	0.41503749927884376
2398	5	3	0.7369655941662062
2399	4	3	0.41503749927884376
2400	4	3	0.41503749927884376
2401	5	3	0.7369655941662062
2402	4	3	0.41503749927884376
2403	3	3	0.0
2404	6	3	1.0
2405	0	3	-inf
2406	0	3	-inf
2407	3	3	0.0
2408	1	3	-1.5849625007211563
2409	0	3	-inf
2410	2	3	-0.5849625007211563
2411	5	3	0.7369655941662062
2412	6	3	1.0
2413	0	3	-inf
2414	6	3	1.0
2415	8	3	1.4150374992788437
2416	9	3	1.584962500721156
2417	5	3	0.7369655941662062
2418	7	3	1.222392421336448
2419	5	3	0.7369655941662062
2420	4	3	0.41503749927884376
2421	0	3	-inf
2422	11	3	1.874469117916141
2423	0	3	-inf
2424	0	3	-inf
2425	0	3	-inf
2426	6	3	1.0
2427	4	3	0.41503749927884376
2428	7	3	1.222392421336448
2429	0	3	-inf
2430	0	3	-inf
2431	4	3	0.41503749927884376
2432	4	3	0.41503749927884376
2433	4	3	0.41503749927884376
2434	7	3	1.222392421336448
2435	3	3	0.0
2436	1	3	-1.5849625007211563
2437	2	3	-0.5849625007211563
2438	6	3	1.0
2439	1	3	-1.5849625007211563
2440	4	3	0.41503749927884376
2441	0	3	-inf
2442	4	3	0.41503749927884376
2443	4	3	0.41503749927884376
2444	4	3	0.41503749927884376
2445	5	3	0.7369655941662062
2446	3	3	0.0
2447	2	3	-0.5849625007211563
2448	4	3	0.41503749927884376
2449	0	3	-inf
2450	5	3	0.7369655941662062
2451	0	3	-inf
2452	2	3	-0.5849625007211563
2453	6	3	1.0
2454	8	3	1.4150374992788437
2455	6	3	1.0
2456	5	3	0.7369655941662062
2457	5	3	0.7369655941662062
2458	0	3	-inf
2459	5	3	0.7369655941662062
2460	1	3	-1.5849625007211563
2461	1	3	-1.5849625007211563
2462	3	3	0.0
2463	5	3	0.7369655941662062
2464	4	3	0.41503749927884376
2465	2	3	-0.5849625007211563
2466	5	3	0.7369655941662062
2467	6	3	1.0
2468	1	3	-1.5849625007211563
2469	0	3	-inf
2470	4	3	0.41503749927884376
2471	2	3	-0.5849625007211563
2472	0	3	-inf
2473	0	3	-inf
2474	5	3	0.7369655941662062
2475	1	3	-1.5849625007211563
2476	0	3	-inf
2477	5	3	0.7369655941662062
2478	5	3	0.7369655941662062
2479	4	3	0.41503749927884376
2480	0	3	-inf
2481	10	3	1.7369655941662063
2482	4	3	0.41503749927884376
2483	1	3	-1.5849625007211563
2484	5	3	0.7369655941662062
2485	6	3	1.0
2486	5	3	0.7369655941662062
2487	7	3	1.222392421336448
2488	6	3	1.0
2489	1	3	-1.5849625007211563
2490	7	3	1.222392421336448
2491	3	3	0.0
2492	9	3	1.584962500721156
2493	1	3	-1.5849625007211563
2494	0	3	-inf
2495	7	3	1.222392421336448
2496	0	3	-inf
2497	6	3	1.0
2498	1	3	-1.5849625007211563
2499	3	3	0.0
2500	3	3	0.0
2501	4	3	0.41503749927884376
2502	10	3	1.7369655941662063
2503	3	3	0.0
2504	0	3	-inf
2505	5	3	0.7369655941662062
2506	2	3	-0.5849625007211563
2507	0	3	-inf
2508	0	3	-inf
2509	4	3	0.41503749927884376
2510	0	3	-inf
2511	4	3	0.41503749927884376
2512	0	3	-inf
2513	0	3	-inf
2514	5	3	0.7369655941662062
2515	4	3	0.41503749927884376
2516	3	3	0.0
2517	5	3	0.7369655941662062
2518	1	3	-1.5849625007211563
2519	4	3	0.41503749927884376
2520	3	3	0.0
2521	0	3	-inf
2522	5	3	0.7369655941662062
2523	2	3	-0.5849625007211563
2524	0	3	-inf
2525	8	3	1.4150374992788437
2526	4	3	0.41503749927884376
2527	0	3	-inf
2528	3	3	0.0
2529	1	3	-1.5849625007211563
2530	3	3	0.0
2531	0	3	-inf
2532	0	3	-inf
2533	2	3	-0.5849625007211563
2534	0	3	-inf
2535	0	3	-inf
2536	2	3	-0.5849625007211563
2537	2	3	-0.5849625007211563
2538	3	3	0.0
2539	0	3	-inf
2540	10	3	1.7369655941662063
2541	4	3	0.41503749927884376
2542	3	3	0.0
2543	10	3	1.7369655941662063
2544	2	3	-0.5849625007211563
2545	6	3	1.0
2546	2	3	-0.5849625007211563
2547	4	3	0.41503749927884376
2548	0	3	-inf
2549	6	3	1.0
2550	3	3	0.0
2551	5	3	0.7369655941662062
2552	0	3	-inf
2553	2	3	-0.5849625007211563
2554	10	3	1.7369655941662063
2555	1	3	-1.5849625007211563
2556	5	3	0.7369655941662062
2557	1	3	-1.5849625007211563
2558	0	3	-inf
2559	7	3	1.222392421336448
2560	0	3	-inf
2561	2	3	-0.5849625007211563
2562	5	3	0.7369655941662062
2563	10	3	1.7369655941662063
2564	5	3	0.7369655941662062
2565	0	3	-inf
2566	1	3	-1.5849625007211563
2567	0	3	-inf
2568	4	3	0.41503749927884376
2569	6	3	1.0
2570	0	3	-inf
2571	5	3	0.7369655941662062
2572	0	3	-inf
2573	4	3	0.41503749927884376
2574	0	3	-inf
2575	6	3	1.0
2576	0	3	-inf
2577	0	3	-inf
2578	5	3	0.7369655941662062
2579	0	3	-inf
2580	7	3	1.222392421336448
2581	1	3	-1.5849625007211563
2582	1	3	-1.5849625007211563
2583	4	3	0.41503749927884376
2584	1	3	-1.5849625007211563
2585	1	3	-1.5849625007211563
2586	3	3	0.0
2587	7	3	1.222392421336448
2588	2	3	-0.5849625007211563
2589	11	3	1.874469117916141
2590	0	3	-inf
2591	2	3	-0.5849625007211563
2592	3	3	0.0
2593	4	3	0.41503749927884376
2594	2	3	-0.5849625007211563
2595	0	3	-inf
2596	1	3	-1.5849625007211563
2597	4	3	0.41503749927884376
2598	3	3	0.0
2599	2	3	-0.5849625007211563
2600	0	3	-inf
2601	0	3	-inf
2602	4	3	0.41503749927884376
2603	12	3	2.0
2604	4	3	0.41503749927884376
2605	4	3	0.41503749927884376
2606	2	3	-0.5849625007211563
2607	6	3	1.0
2608	2	3	-0.5849625007211563
2609	4	3	0.41503749927884376
2610	5	3	0.7369655941662062
2611	6	3	1.0
2612	0	3	-inf
2613	1	3	-1.5849625007211563
2614	0	3	-inf
2615	2	3	-0.5849625007211563
2616	6	3	1.0
2617	3	3	0.0
2618	0	3	-inf
2619	0	3	-inf
2620	10	3	1.7369655941662063
2621	2	3	-0.5849625007211563
2622	7	3	1.222392421336448
2623	0	3	-inf
2624	4	3	0.41503749927884376
2625	0	3	-inf
2626	0	3	-inf
2627	3	3	0.0
2628	10	3	1.7369655941662063
2629	5	3	0.7369655941662062
2630	0	3	-inf
2631	0	3	-inf
2632	3	3	0.0
2633	3	3	0.0
2634	0	3	-inf
2635	0	3	-inf
2636	0	3	-inf
2637	0	3	-inf
2638	0	3	-inf
2639	14	3	2.222392421336448
2640	10	3	1.7369655941662063
2641	4	3	0.41503749927884376
2642	5	3	0.7369655941662062
2643	4	3	0.41503749927884376
2644	7	3	1.222392421336448
2645	6	3	1.0
2646	0	3	-inf
2647	0	3	-inf
2648	4	3	0.41503749927884376
2649	4	3	0.41503749927884376
2650	0	3	-inf
2651	4	3	0.41503749927884376
2652	0	3	-inf
2653	5	3	0.7369655941662062
2654	4	3	0.41503749927884376
2655	7	3	1.222392421336448
2656	4	3	0.41503749927884376
2657	2	3	-0.5849625007211563
2658	1	3	-1.5849625007211563
2659	4	3	0.41503749927884376
2660	0	3	-inf
2661	2	3	-0.5849625007211563
2662	0	3	-inf
2663	1	3	-1.5849625007211563
2664	3	3	0.0
2665	3	3	0.0
2666	0	3	-inf
2667	3	3	0.0
2668	3	3	0.0
2669	0	3	-inf
2670	3	3	0.0
2671	7	3	1.222392421336448
2672	0	3	-inf
2673	4	3	0.41503749927884376
2674	1	3	-1.5849625007211563
2675	9	3	1.584962500721156
2676	5	3	0.7369655941662062
2677	5	3	0.7369655941662062
2678	8	3	1.4150374992788437
2679	0	3	-inf
2680	3	3	0.0
2681	1	3	-1.5849625007211563
2682	5	3	0.7369655941662062
2683	4	3	0.41503749927884376
2684	4	3	0.41503749927884376
2685	8	3	1.4150374992788437
2686	0	3	-inf
2687	0	3	-inf
2688	4	3	0.41503749927884376
2689	3	3	0.0
2690	2	3	-0.5849625007211563
2691	4	3	0.41503749927884376
2692	5	3	0.7369655941662062
2693	6	3	1.0
2694	4	3	0.41503749927884376
2695	3	3	0.0
2696	9	3	1.584962500721156
2697	1	3	-1.5849625007211563
2698	6	3	1.0
2699	3	3	0.0
2700	2	3	-0.5849625007211563
2701	4	3	0.41503749927884376
2702	2	3	-0.5849625007211563
2703	5	3	0.7369655941662062
2704	2	3	-0.5849625007211563
2705	0	3	-inf
2706	5	3	0.7369655941662062
2707	1	3	-1.5849625007211563
2708	3	3	0.0
2709	6	3	1.0
2710	2	3	-0.5849625007211563
2711	1	3	-1.5849625007211563
2712	0	3	-inf
2713	4	3	0.41503749927884376
2714	0	3	-inf
2715	6	3	1.0
2716	0	3	-inf
2717	8	3	1.4150374992788437
2718	0	3	-inf
2719	9	3	1.584962500721156
2720	1	3	-1.5849625007211563
2721	0	3	-inf
2722	5	3	0.7369655941662062
2723	1	3	-1.5849625007211563
2724	20	3	2.736965594166206
2725	1	3	-1.5849625007211563
2726	0	3	-inf
2727	0	3	-inf
2728	1	3	-1.5849625007211563
2729	6	3	1.0
2730	0	3	-inf
2731	2	3	-0.5849625007211563
2732	2	3	-0.5849625007211563
2733	3	3	0.0
2734	0	3	-inf
2735	0	3	-inf
2736	0	3	-inf
2737	0	3	-inf
2738	0	3	-inf
2739	0	3	-inf
2740	7	3	1.222392421336448
2741	0	3	-inf
2742	5	3	0.7369655941662062
2743	4	3	0.41503749927884376
2744	4	3	0.41503749927884376
2745	1	3	-1.5849625007211563
2746	0	3	-inf
2747	3	3	0.0
2748	1	3	-1.5849625007211563
2749	12	3	2.0
2750	1	3	-1.5849625007211563
2751	4	3	0.41503749927884376
2752	4	3	0.41503749927884376
2753	0	3	-inf
2754	4	3	0.41503749927884376
2755	0	3	-inf
2756	5	3	0.7369655941662062
2757	2	3	-0.5849625007211563
2758	12	3	2.0
2759	0	3	-inf
2760	2	3	-0.5849625007211563
2761	6	3	1.0
2762	0	3	-inf
2763	2	3	-0.5849625007211563
2764	10	3	1.7369655941662063
2765	6	3	1.0
2766	0	3	-inf
2767	10	3	1.7369655941662063
2768	4	3	0.41503749927884376
2769	4	3	0.41503749927884376
2770	0	3	-inf
2771	2	3	-0.5849625007211563
2772	2	3	-0.5849625007211563
2773	7	3	1.222392421336448
2774	1	3	-1.5849625007211563
2775	6	3	1.0
2776	1	3	-1.5849625007211563
2777	1	3	-1.5849625007211563
2778	6	3	1.0
2779	7	3	1.222392421336448
2780	5	3	0.7369655941662062
2781	5	3	0.7369655941662062
2782	1	3	-1.5849625007211563
2783	1	3	-1.5849625007211563
2784	1	3	-1.5849625007211563
2785	5	3	0.7369655941662062
2786	4	3	0.41503749927884376
2787	0	3	-inf
2788	0	3	-inf
2789	5	3	0.7369655941662062
2790	0	3	-inf
2791	6	3	1.0
2792	0	3	-inf
2793	0	3	-inf
2794	0	3	-inf
2795	3	3	0.0
2796	4	3	0.41503749927884376
2797	0	3	-inf
2798	1	3	-1.5849625007211563
2799	7	3	1.222392421336448
2800	0	3	-inf
2801	0	3	-inf
2802	4	3	0.41503749927884376
2803	3	3	0.0
2804	4	3	0.41503749927884376
2805	0	3	-inf
2806	5	3	0.7369655941662062
2807	0	3	-inf
2808	2	3	-0.5849625007211563
2809	6	3	1.0
2810	4	3	0.41503749927884376
2811	4	3	0.41503749927884376
2812	0	3	-inf
2813	4	3	0.41503749927884376
2814	12	3	2.0
2815	6	3	1.0
2816	4	3	0.41503749927884376
2817	0	3	-inf
2818	7	3	1.222392421336448
2819	0	3	-inf
2820	0	3	-inf
2821	4	3	0.41503749927884376
2822	6	3	1.0
2823	0	3	-inf
2824	10	3	1.7369655941662063
2825	4	3	0.41503749927884376
2826	3	3	0.0
2827	0	3	-inf
2828	3	3	0.0
2829	0	3	-inf
2830	6	3	1.0
2831	0	3	-inf
2832	1	3	-1.5849625007211563
2833	0	3	-inf
2834	5	3	0.7369655941662062
2835	8	3	1.4150374992788437
2836	7	3	1.222392421336448
2837	0	3	-inf
2838	2	3	-0.5849625007211563
2839	6	3	1.0
2840	5	3	0.7369655941662062
2841	0	3	-inf
2842	0	3	-inf
2843	1	3	-1.5849625007211563
2844	1	3	-1.5849625007211563
2845	0	3	-inf
2846	0	3	-inf
2847	1	3	-1.5849625007211563
2848	5	3	0.7369655941662062
2849	0	3	-inf
2850	0	3	-inf
2851	0	3	-inf
2852	6	3	1.0
2853	6	3	1.0
2854	4	3	0.41503749927884376
2855	3	3	0.0
2856	1	3	-1.5849625007211563
2857	6	3	1.0
2858	4	3	0.41503749927884376
2859	3	3	0.0
2860	6	3	1.0
2861	4	3	0.41503749927884376
2862	5	3	0.7369655941662062
2863	8	3	1.4150374992788437
2864	7	3	1.222392421336448
2865	5	3	0.7369655941662062
2866	6	3	1.0
2867	0	3	-inf
2868	3	3	0.0
2869	5	3	0.7369655941662062
2870	10	3	1.7369655941662063
2871	2	3	-0.5849625007211563
2872	1	3	-1.5849625007211563
2873	3	3	0.0
2874	4	3	0.41503749927884376
2875	0	3	-inf
2876	2	3	-0.5849625007211563
2877	0	3	-inf
2878	4	3	0.41503749927884376
2879	2	3	-0.5849625007211563
2880	6	3	1.0
2881	13	3	2.1154772174199357
2882	6	3	1.0
2883	0	3	-inf
2884	4	3	0.41503749927884376
2885	6	3	1.0
2886	4	3	0.41503749927884376
2887	1	3	-1.5849625007211563
2888	0	3	-inf
2889	1	3	-1.5849625007211563
2890	2	3	-0.5849625007211563
2891	2	3	-0.5849625007211563
2892	0	3	-inf
2893	0	3	-inf
2894	0	3	-inf
2895	2	3	-0.5849625007211563
2896	0	3	-inf
2897	4	3	0.41503749927884376
2898	1	3	-1.5849625007211563
2899	4	3	0.41503749927884376
2900	2	3	-0.5849625007211563
2901	2	3	-0.5849625007211563
2902	0	3	-inf
2903	5	3	0.7369655941662062
2904	6	3	1.0
2905	0	3	-inf
2906	10	3	1.7369655941662063
2907	5	3	0.7369655941662062
2908	4	3	0.41503749927884376
2909	0	3	-inf
2910	1	3	-1.5849625007211563
2911	10	3	1.7369655941662063
2912	4	3	0.41503749927884376
2913	6	3	1.0
2914	4	3	0.41503749927884376
2915	2	3	-0.5849625007211563
2916	3	3	0.0
2917	4	3	0.41503749927884376
2918	3	3	0.0
2919	1	3	-1.5849625007211563
2920	0	3	-inf
2921	0	3	-inf
2922	6	3	1.0
2923	5	3	0.7369655941662062
2924	5	3	0.7369655941662062
2925	2	3	-0.5849625007211563
2926	6	3	1.0
2927	6	3	1.0
2928	4	3	0.41503749927884376
2929	5	3	0.7369655941662062
2930	0	3	-inf
2931	10	3	1.7369655941662063
2932	1	3	-1.5849625007211563
2933	6	3	1.0
2934	0	3	-inf
2935	0	3	-inf
2936	6	3	1.0
2937	0	3	-inf
2938	2	3	-0.5849625007211563
2939	0	3	-inf
2940	3	3	0.0
2941	3	3	0.0
2942	0	3	-inf
2943	1	3	-1.5849625007211563
2944	0	3	-inf
2945	0	3	-inf
2946	0	3	-inf
2947	4	3	0.41503749927884376
2948	1	3	-1.5849625007211563
2949	2	3	-0.5849625007211563
2950	10	3	1.7369655941662063
2951	3	3	0.0
2952	1	3	-1.5849625007211563
2953	6	3	1.0
2954	1	3	-1.5849625007211563
2955	4	3	0.41503749927884376
2956	8	3	1.4150374992788437
2957	5	3	0.7369655941662062
2958	5	3	0.7369655941662062
2959	0	3	-inf
2960	8	3	1.4150374992788437
2961	1	3	-1.5849625007211563
2962	0	3	-inf
2963	0	3	-inf
2964	0	3	-inf
2965	3	3	0.0
2966	4	3	0.41503749927884376
2967	2	3	-0.5849625007211563
2968	1	3	-1.5849625007211563
2969	4	3	0.41503749927884376
2970	3	3	0.0
2971	5	3	0.7369655941662062
2972	2	3	-0.5849625007211563
2973	5	3	0.7369655941662062
2974	4	3	0.41503749927884376
2975	2	3	-0.5849625007211563
2976	1	3	-1.5849625007211563
2977	2	3	-0.5849625007211563
2978	3	3	0.0
2979	3	3	0.0
2980	0	3	-inf
2981	0	3	-inf
2982	10	3	1.7369655941662063
2983	4	3	0.41503749927884376
2984	4	3	0.41503749927884376
2985	6	3	1.0
2986	4	3	0.41503749927884376
2987	0	3	-inf
2988	1	3	-1.5849625007211563
2989	4	3	0.41503749927884376
2990	3	3	0.0
2991	0	3	-inf
2992	3	3	0.0
2993	0	3	-inf
2994	0	3	-inf
2995	0	3	-inf
2996	0	3	-inf
2997	0	3	-inf
2998	2	3	-0.5849625007211563
2999	0	3	-inf
3000	0	3	-inf
3001	4	3	0.41503749927884376
3002	5	3	0.7369655941662062
3003	1	3	-1.5849625007211563
3004	2	3	-0.5849625007211563
3005	1	3	-1.5849625007211563
3006	2	3	-0.5849625007211563
3007	5	3	0.7369655941662062
3008	5	3	0.7369655941662062
3009	4	3	0.41503749927884376
3010	9	3	1.584962500721156
3011	0	3	-inf
3012	0	3	-inf
3013	0	3	-inf
3014	0	3	-inf
3015	0	3	-inf
3016	2	3	-0.5849625007211563
3017	4	3	0.41503749927884376
3018	0	3	-inf
3019	0	3	-inf
3020	2	3	-0.5849625007211563
3021	5	3	0.7369655941662062
3022	0	3	-inf
3023	2	3	-0.5849625007211563
3024	2	3	-0.5849625007211563
3025	6	3	1.0
3026	2	3	-0.5849625007211563
3027	2	3	-0.5849625007211563
3028	12	3	2.0
3029	0	3	-inf
3030	0	3	-inf
3031	0	3	-inf
3032	4	3	0.41503749927884376
3033	3	3	0.0
3034	0	3	-inf
3035	0	3	-inf
3036	2	3	-0.5849625007211563
3037	9	3	1.584962500721156
3038	0	3	-inf
3039	0	3	-inf
3040	6	3	1.0
3041	13	3	2.1154772174199357
3042	4	3	0.41503749927884376
3043	3	3	0.0
3044	0	3	-inf
3045	2	3	-0.5849625007211563
3046	4	3	0.41503749927884376
3047	4	3	0.41503749927884376
3048	8	3	1.4150374992788437
3049	7	3	1.222392421336448
3050	0	3	-inf
3051	3	3	0.0
3052	0	3	-inf
3053	1	3	-1.5849625007211563
3054	5	3	0.7369655941662062
3055	4	3	0.41503749927884376
3056	1	3	-1.5849625007211563
3057	2	3	-0.5849625007211563
3058	6	3	1.0
3059	2	3	-0.5849625007211563
3060	0	3	-inf
3061	0	3	-inf
3062	0	3	-inf
3063	3	3	0.0
3064	4	3	0.41503749927884376
3065	0	3	-inf
3066	0	3	-inf
3067	3	3	0.0
3068	0	3	-inf
3069	3	3	0.0
3070	0	3	-inf
3071	0	3	-inf
3072	6	3	1.0
3073	0	3	-inf
3074	4	3	0.41503749927884376
3075	1	3	-1.5849625007211563
3076	1	3	-1.5849625007211563
3077	0	3	-inf
3078	2	3	-0.5849625007211563
3079	5	3	0.7369655941662062
3080	0	3	-inf
3081	5	3	0.7369655941662062
3082	6	3	1.0
3083	1	3	-1.5849625007211563
3084	5	3	0.7369655941662062
3085	1	3	-1.5849625007211563
3086	4	3	0.41503749927884376
3087	0	3	-inf
3088	4	3	0.41503749927884376
3089	9	3	1.584962500721156
3090	8	3	1.4150374992788437
3091	1	3	-1.5849625007211563
3092	5	3	0.7369655941662062
3093	4	3	0.41503749927884376
3094	0	3	-inf
3095	7	3	1.222392421336448
3096	6	3	1.0
3097	0	3	-inf
3098	0	3	-inf
3099	6	3	1.0
3100	1	3	-1.5849625007211563
3101	3	3	0.0
3102	2	3	-0.5849625007211563
3103	5	3	0.7369655941662062
3104	1	3	-1.5849625007211563
3105	4	3	0.41503749927884376
3106	2	3	-0.5849625007211563
3107	4	3	0.41503749927884376
3108	10	3	1.7369655941662063
3109	5	3	0.7369655941662062
3110	0	3	-inf
3111	4	3	0.41503749927884376
3112	4	3	0.41503749927884376
3113	1	3	-1.5849625007211563
3114	4	3	0.41503749927884376
3115	0	3	-inf
3116	8	3	1.4150374992788437
3117	0	3	-inf
3118	3	3	0.0
3119	4	3	0.41503749927884376
3120	3	3	0.0
3121	1	3	-1.5849625007211563
3122	7	3	1.222392421336448
3123	6	3	1.0
3124	0	3	-inf
3125	4	3	0.41503749927884376
3126	4	3	0.41503749927884376
3127	3	3	0.0
3128	4	3	0.41503749927884376
3129	4	3	0.41503749927884376
3130	4	3	0.41503749927884376
3131	0	3	-inf
3132	1	3	-1.5849625007211563
3133	5	3	0.7369655941662062
3134	3	3	0.0
3135	4	3	0.41503749927884376
3136	2	3	-0.5849625007211563
3137	8	3	1.4150374992788437
3138	5	3	0.7369655941662062
3139	5	3	0.7369655941662062
3140	0	3	-inf
3141	3	3	0.0
3142	4	3	0.41503749927884376
3143	4	3	0.41503749927884376
3144	3	3	0.0
3145	0	3	-inf
3146	0	3	-inf
3147	3	3	0.0
3148	6	3	1.0
3149	1	3	-1.5849625007211563
3150	1	3	-1.5849625007211563
3151	0	3	-inf
3152	1	3	-1.5849625007211563
3153	5	3	0.7369655941662062
3154	2	3	-0.5849625007211563
3155	7	3	1.222392421336448
3156	4	3	0.41503749927884376
3157	2	3	-0.5849625007211563
3158	0	3	-inf
3159	1	3	-1.5849625007211563
3160	0	3	-inf
3161	0	3	-inf
3162	4	3	0.41503749927884376
3163	5	3	0.7369655941662062
3164	0	3	-inf
3165	7	3	1.222392421336448
3166	3	3	0.0
3167	3	3	0.0
3168	2	3	-0.5849625007211563
3169	4	3	0.41503749927884376
3170	0	3	-inf
3171	15	3	2.321928094887362
3172	2	3	-0.5849625007211563
3173	1	3	-1.5849625007211563
3174	0	3	-inf
3175	8	3	1.4150374992788437
3176	4	3	0.41503749927884376
3177	0	3	-inf
3178	5	3	0.7369655941662062
3179	6	3	1.0
3180	0	3	-inf
3181	2	3	-0.5849625007211563
3182	10	3	1.7369655941662063
3183	0	3	-inf
3184	2	3	-0.5849625007211563
3185	0	3	-inf
3186	10	3	1.7369655941662063
3187	4	3	0.41503749927884376
3188	0	3	-inf
3189	6	3	1.0
3190	6	3	1.0
3191	4	3	0.41503749927884376
3192	2	3	-0.5849625007211563
3193	5	3	0.7369655941662062
3194	3	3	0.0
3195	6	3	1.0
3196	3	3	0.0
3197	6	3	1.0
3198	5	3	0.7369655941662062
3199	0	3	-inf
3200	5	3	0.7369655941662062
3201	0	3	-inf
3202	3	3	0.0
3203	4	3	0.41503749927884376
3204	3	3	0.0
3205	0	3	-inf
3206	4	3	0.41503749927884376
3207	8	3	1.4150374992788437
3208	4	3	0.41503749927884376
3209	5	3	0.7369655941662062
3210	2	3	-0.5849625007211563
3211	2	3	-0.5849625007211563
3212	5	3	0.7369655941662062
3213	1	3	-1.5849625007211563
3214	3	3	0.0
3215	3	3	0.0
3216	3	3	0.0
3217	2	3	-0.5849625007211563
3218	2	3	-0.5849625007211563
3219	7	3	1.222392421336448
3220	5	3	0.7369655941662062
3221	3	3	0.0
3222	0	3	-inf
3223	2	3	-0.5849625007211563
3224	4	3	0.41503749927884376
3225	0	3	-inf
3226	4	3	0.41503749927884376
3227	0	3	-inf
3228	2	3	-0.5849625007211563
3229	0	3	-inf
3230	0	3	-inf
3231	0	3	-inf
3232	10	3	1.7369655941662063
3233	7	3	1.222392421336448
3234	1	3	-1.5849625007211563
3235	5	3	0.7369655941662062
3236	1	3	-1.5849625007211563
3237	0	3	-inf
3238	18	3	2.584962500721156
3239	0	3	-inf
3240	4	3	0.41503749927884376
3241	7	3	1.222392421336448
3242	7	3	1.222392421336448
3243	2	3	-0.5849625007211563
3244	0	3	-inf
3245	4	3	0.41503749927884376
