target_id	gene_name	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval	chr	start	end	strand
ENSG00000177189.14	RPS6KA3	13	43.6322873779073	1.10659170204988e-53	3.14459211711593e-52	chrX	20149911	20267519	-
ENSG00000134900.12	TPP2	15	59.4523096417207	1.14200636504168e-53	3.24042191253975e-52	chr13	102596986	102679958	+
ENSG00000140575.13	IQGAP1	18	64.5084178316135	1.29144464977561e-53	3.65902949366158e-52	chr15	90388242	90502239	+
ENSG00000104613.12	INTS10	17	57.3083417518639	1.45277829413706e-53	4.11005356980902e-52	chr8	19817391	19852083	+
ENSG00000160216.20	AGPAT3	16	56.8629452734155	1.56574015916008e-53	4.42310048206386e-52	chr21	43865223	43987592	+
ENSG00000184863.11	RBM33	9	45.4653536389225	1.98342917895318e-53	5.59478925839326e-52	chr7	155644451	155781485	+
ENSG00000137275.14	RIPK1	3	17.4256815065473	2.01694676818789e-53	5.68096786045628e-52	chr6	3063991	3115187	+
ENSG00000167978.17	SRRM2	23	88.9634422115633	2.20568261805867e-53	6.20344187719203e-52	chr16	2752626	2772538	+
ENSG00000143179.16	UCK2	9	32.1556621994093	2.21796730249772e-53	6.22884571037226e-52	chr1	165827614	165911618	+
ENSG00000111271.14	ACAD10	19	52.4352230968564	2.33946975996513e-53	6.56044865484803e-52	chr12	111686056	111757107	+
ENSG00000113719.16	ERGIC1	14	63.2637472031573	2.43664621900843e-53	6.82296564805093e-52	chr5	172834251	172952683	+
ENSG00000175309.15	PHYKPL	16	62.8108749368134	2.79497959133062e-53	7.81492614784749e-52	chr5	178208471	178232802	-
ENSG00000144645.14	OSBPL10	13	34.9922209855074	2.85082379406455e-53	7.95945016439044e-52	chr3	31657890	32077580	-
ENSG00000177426.20	TGIF1	17	61.2883890801006	2.96164852446057e-53	8.25683467088695e-52	chr18	3411608	3459978	+
ENSG00000135048.14	CEMIP2	12	50.6469789692243	2.99599362572091e-53	8.34044562695242e-52	chr9	71683366	71816690	-
ENSG00000131236.17	CAP1	16	60.7105843919155	3.23076169748923e-53	8.98095483193196e-52	chr1	40040233	40072649	+
ENSG00000170248.15	PDCD6IP	16	67.7572888090857	3.3309235352247e-53	9.24596789422589e-52	chr3	33798571	33869707	+
ENSG00000157110.16	RBPMS	19	71.0474581019455	3.46768846873887e-53	9.61166964424828e-52	chr8	30384511	30572256	+
ENSG00000123349.14	PFDN5	15	48.7128615988954	4.49040997558008e-53	1.24284425234516e-51	chr12	53295291	53299450	+
ENSG00000157764.13	BRAF	17	77.4058551488605	4.5020867460986e-53	1.24427802955305e-51	chr7	140719327	140924928	-
ENSG00000173039.19	RELA	13	36.0907106659666	4.73836654044185e-53	1.30769357851704e-51	chr11	65653597	65663090	-
ENSG00000177106.16	EPS8L2	21	57.2024383009675	5.04074986701466e-53	1.38914362881916e-51	chr11	694438	727727	+
ENSG00000071054.16	MAP4K4	15	54.1853043949686	5.95182180199171e-53	1.63786268640154e-51	chr2	101696850	101894689	+
ENSG00000132561.14	MATN2	14	52.7772326804668	6.01255156142406e-53	1.65220086163494e-51	chr8	97868840	98036724	+
ENSG00000176225.14	RTTN	19	58.2855101285241	6.04087407801623e-53	1.65760546155079e-51	chr18	70003031	70205726	-
ENSG00000139624.14	CERS5	18	41.378458689159	7.45486376482309e-53	2.04267533172613e-51	chr12	50129289	50167533	-
ENSG00000006607.14	FARP2	18	49.6505167785868	7.63314989438176e-53	2.08853885610134e-51	chr2	241356285	241494841	+
ENSG00000163482.12	STK36	14	37.7900877432008	8.51784737278636e-53	2.3272800389583e-51	chr2	218672069	218702716	+
ENSG00000075711.21	DLG1	15	63.4476903061399	8.63447909370836e-53	2.3557860125612e-51	chr3	197042560	197299330	-
ENSG00000250722.6	SELENOP	14	52.3372060439607	8.7616316080374e-53	2.38707724308308e-51	chr5	42799880	42887392	-
ENSG00000105568.18	PPP2R1A	10	44.2904476396137	9.1216711996521e-53	2.48163875691671e-51	chr19	52190048	52229518	+
ENSG00000070087.14	PFN2	10	32.4163064371981	1.00268910440443e-52	2.72404317966781e-51	chr3	149964904	150050788	-
ENSG00000196235.14	SUPT5H	15	50.9367184227569	1.00529754157762e-52	2.7272611634329e-51	chr19	39436156	39476670	+
ENSG00000182979.18	MTA1	17	58.5069551733339	1.09370493174457e-52	2.96290389783645e-51	chr14	105419820	105470729	+
ENSG00000091039.17	OSBPL8	11	43.2149284227619	1.11373887412886e-52	3.0129153469195e-51	chr12	76351797	76559809	-
ENSG00000100462.16	PRMT5	11	31.9271442611659	1.13727054549397e-52	3.07223452155796e-51	chr14	22920525	22929408	-
ENSG00000196141.14	SPATS2L	23	74.4288418465336	1.15036136696998e-52	3.10322130444732e-51	chr2	200305881	200482264	+
ENSG00000102786.15	INTS6	15	65.6609071933858	1.16155667582517e-52	3.12901476963143e-51	chr13	51354077	51454264	-
ENSG00000138095.19	LRPPRC	9	41.874599758865	1.16538807837457e-52	3.13492666644777e-51	chr2	43886224	43995989	-
ENSG00000082146.13	STRADB	8	23.5953505167122	1.20098076504617e-52	3.22614089662402e-51	chr2	201387858	201480846	+
ENSG00000004534.15	RBM6	19	66.6117953811708	1.24694686731496e-52	3.34333071689488e-51	chr3	49940007	50100045	+
ENSG00000182446.14	NPLOC4	15	47.2407548859872	1.24809766750892e-52	3.34333071689488e-51	chr17	81556887	81648465	-
ENSG00000153944.11	MSI2	17	65.4845120973208	1.34433529739827e-52	3.59609692054037e-51	chr17	57255851	57684689	+
ENSG00000100722.20	ZC3H14	18	77.1731883290149	1.37574022131448e-52	3.67497244893113e-51	chr14	88562970	88627596	+
ENSG00000167323.11	STIM1	19	54.3021650667984	1.55827892237545e-52	4.15678498610823e-51	chr11	3854527	4093210	+
ENSG00000111605.18	CPSF6	6	31.332988119558	1.62327222328684e-52	4.32413531190722e-51	chr12	69239569	69274358	+
ENSG00000178904.19	DPY19L3	12	54.795137455614	1.65024667722381e-52	4.38988536234272e-51	chr19	32405543	32485895	+
ENSG00000196305.17	IARS1	12	53.6727632652654	1.70869915209138e-52	4.53907279611738e-51	chr9	92210207	92293756	-
ENSG00000104517.13	UBR5	11	53.3916617114451	1.97479121450659e-52	5.23866705421672e-51	chr8	102252273	102412759	-
ENSG00000138756.17	BMP2K	7	29.0274453337056	2.00766674087719e-52	5.31851190705681e-51	chr4	78776342	78916372	+
ENSG00000143933.18	CALM2	8	38.5615803995595	2.30500747936801e-52	6.09776357076457e-51	chr2	47160083	47176921	-
ENSG00000100325.15	ASCC2	17	52.1259116136105	2.32511532537539e-52	6.14247363129859e-51	chr22	29788609	29838304	-
ENSG00000101347.9	SAMHD1	19	63.6980480350809	2.40627589905043e-52	6.34812703781169e-51	chr20	36889773	36951901	-
ENSG00000163374.19	YY1AP1	20	75.1616845693375	2.44644571463142e-52	6.44522349000489e-51	chr1	155659443	155689000	-
ENSG00000169203.16	NPIPB12	8	30.0696867031619	2.51572824558037e-52	6.6186460285166e-51	chr16	29483642	29505999	-
ENSG00000100592.15	DAAM1	12	51.4649550076618	2.73095633584077e-52	7.17503521266918e-51	chr14	59188646	59371405	+
ENSG00000006744.19	ELAC2	15	50.2302882639372	2.75274679558018e-52	7.22237799667769e-51	chr17	12991612	13018065	-
ENSG00000075826.17	SEC31B	10	28.9393294876731	2.97635031991831e-52	7.79836356735915e-51	chr10	100486646	100519864	-
ENSG00000143947.13	RPS27A	7	36.7153724147381	3.07467501671126e-52	8.04497958949054e-51	chr2	55231903	55235853	+
ENSG00000119707.14	RBM25	10	52.6365418938129	3.31949947346927e-52	8.67372079336385e-51	chr14	73058532	73123899	+
ENSG00000100201.21	DDX17	10	54.4018827429901	3.50348066481374e-52	9.14198435601873e-51	chr22	38483438	38507660	-
ENSG00000104177.18	MYEF2	12	50.6013342676216	3.6242133035988e-52	9.44415746990854e-51	chr15	48134632	48178353	-
ENSG00000031823.14	RANBP3	20	61.7181502747277	3.63725711996319e-52	9.46526978514334e-51	chr19	5916139	5978142	-
ENSG00000128699.14	ORMDL1	7	32.7604053716672	3.85867786061218e-52	1.00278503479383e-50	chr2	189770267	189784364	-
ENSG00000153774.9	CFDP1	11	39.9216972672704	4.09392544378896e-52	1.06247905182778e-50	chr16	75293698	75433503	-
ENSG00000101199.13	ARFGAP1	17	50.8221907641859	4.23841125954278e-52	1.0984883742087e-50	chr20	63272785	63289790	+
ENSG00000142875.19	PRKACB	11	44.1587033653919	4.29151906437117e-52	1.11074952216083e-50	chr1	84078062	84238498	+
ENSG00000136153.20	LMO7	20	92.2159325317831	4.32017998524313e-52	1.11665866744078e-50	chr13	75620434	75859870	+
ENSG00000163539.17	CLASP2	20	85.4469355728269	4.4209909756681e-52	1.14117574335541e-50	chr3	33496245	33718356	-
ENSG00000168216.13	LMBRD1	15	44.384811199465	4.44057501206567e-52	1.14468819927448e-50	chr6	69672757	69867236	-
ENSG00000163516.14	ANKZF1	13	38.2252985591289	4.82523491554911e-52	1.24217371421387e-50	chr2	219229783	219236679	+
ENSG00000154978.13	VOPP1	12	32.4692109687479	5.65846235387912e-52	1.45471851629325e-50	chr7	55436056	55572988	-
ENSG00000162614.18	NEXN	8	35.8752470834151	5.77712280526735e-52	1.48323368752393e-50	chr1	77888513	77943895	+
ENSG00000082898.17	XPO1	17	65.8009793128024	6.51082362940524e-52	1.66936820580989e-50	chr2	61477849	61538626	-
ENSG00000092140.16	G2E3	10	39.6480303862918	6.84387990321289e-52	1.75241753724915e-50	chr14	30559158	30620064	+
ENSG00000114120.14	SLC25A36	12	53.2014175951523	7.23761718413537e-52	1.85076210851462e-50	chr3	140941830	140980995	+
ENSG00000147099.21	HDAC8	27	76.7839256421062	7.82774797858897e-52	1.99899809378553e-50	chrX	72329516	72573101	-
ENSG00000168397.17	ATG4B	19	58.2658583754463	8.19349219895559e-52	2.08961326346999e-50	chr2	241637213	241673857	+
ENSG00000112769.20	LAMA4	17	51.9771384319791	8.77095585620381e-52	2.23391113715255e-50	chr6	112107931	112254939	-
ENSG00000178209.15	PLEC	15	83.6293182493766	9.25146066093948e-52	2.35316369241665e-50	chr8	143915147	143976734	-
ENSG00000143549.21	TPM3	18	75.6712927544914	9.85849520568756e-52	2.50424083122724e-50	chr1	154155304	154194648	-
ENSG00000148737.17	TCF7L2	20	54.1868039254892	1.11861881375445e-51	2.83773591256145e-50	chr10	112950247	113167678	+
ENSG00000181222.17	POLR2A	7	21.9718880758528	1.24684603376824e-51	3.15884154560358e-50	chr17	7484366	7514616	+
ENSG00000154582.16	ELOC	9	34.6629369687536	1.28962626564675e-51	3.26290777621298e-50	chr8	73939169	73972287	-
ENSG00000165322.18	ARHGAP12	7	31.456291944721	1.31285295910886e-51	3.31729191633404e-50	chr10	31805398	31928876	-
ENSG00000115866.11	DARS1	11	40.3610267016247	1.43611816130589e-51	3.62397511771959e-50	chr2	135905881	135986100	-
ENSG00000103121.9	CMC2	17	43.0204788194557	1.4529631557419e-51	3.66165833183218e-50	chr16	80966448	81020270	-
ENSG00000116641.18	DOCK7	19	78.1290297217349	1.46094109285332e-51	3.6769257229198e-50	chr1	62454298	62688386	-
ENSG00000187764.11	SEMA4D	18	54.2538607833365	1.46937921943155e-51	3.69330973619061e-50	chr9	89360787	89498130	-
ENSG00000075151.20	EIF4G3	12	51.5575647548146	1.51118649367228e-51	3.79341479859831e-50	chr1	20806292	21176888	-
ENSG00000127838.14	PNKD	7	32.3001233565254	1.79368453074404e-51	4.49665442635348e-50	chr2	218270392	218346793	+
ENSG00000085733.16	CTTN	12	55.9659168170624	1.80437378139313e-51	4.51753869738859e-50	chr11	70398404	70436584	+
ENSG00000004766.17	VPS50	19	63.1274107387806	1.90706848297513e-51	4.76841810109957e-50	chr7	93232340	93361123	+
ENSG00000105402.8	NAPA	13	47.8073697114798	1.91476577541592e-51	4.78142228116573e-50	chr19	47487637	47515091	-
ENSG00000122085.17	MTERF4	19	59.4197075609444	1.92977238121086e-51	4.81262114809005e-50	chr2	241072169	241102332	-
ENSG00000127947.16	PTPN12	15	49.9443421847948	2.10828876045143e-51	5.25098239647935e-50	chr7	77537295	77640069	+
ENSG00000174099.11	MSRB3	11	43.1047815525122	2.18445977561264e-51	5.43363091978037e-50	chr12	65278643	65491430	+
ENSG00000159592.11	GPBP1L1	14	57.8709793601777	2.22365559702188e-51	5.52395274315953e-50	chr1	45627304	45688113	-
ENSG00000196547.15	MAN2A2	20	54.1837134422561	2.30519359489757e-51	5.71908975687475e-50	chr15	90902218	90922584	+
ENSG00000187098.15	MITF	11	35.9566821304653	2.33634201483529e-51	5.78886916043212e-50	chr3	69739435	69968337	+
ENSG00000206149.10	HERC2P9	8	40.0115733399227	2.99360181212269e-51	7.40781078909379e-50	chr15	28589492	28685264	+
ENSG00000151338.18	MIPOL1	14	64.1716780036879	3.03977051838047e-51	7.51235157916661e-50	chr14	37197913	37552361	+
ENSG00000130703.16	OSBPL2	22	70.5983035519401	3.27179241402286e-51	8.07534021981699e-50	chr20	62231922	62296213	+
ENSG00000277053.4	GTF2IP1	8	48.0750007153832	3.31295411551144e-51	8.16641057585465e-50	chr7	75185385	75237696	-
ENSG00000075420.13	FNDC3B	11	49.3817068983695	3.59933817721527e-51	8.86094140208278e-50	chr3	172039578	172401669	+
ENSG00000030419.16	IKZF2	12	42.7203809036352	3.72075185524705e-51	9.14808219300985e-50	chr2	212999691	213152427	-
ENSG00000278540.5	ACACA	17	74.0067331298472	3.85971253666265e-51	9.47757361726921e-50	chr17	37084992	37406836	-
ENSG00000019144.19	PHLDB1	24	79.7386077174426	3.86802276003617e-51	9.48581817195554e-50	chr11	118606440	118658031	+
ENSG00000007392.16	LUC7L	15	48.8456150075793	4.71560097548041e-51	1.15496042817617e-49	chr16	188969	229463	-
ENSG00000196275.14	GTF2IRD2	6	27.9656694327444	5.33148239497686e-51	1.30413642798202e-49	chr7	74796144	74851551	-
ENSG00000074800.16	ENO1	14	49.6479467866898	5.34993976074506e-51	1.30698209486671e-49	chr1	8861000	8879190	-
ENSG00000119685.20	TTLL5	18	56.1253878364492	6.44092320543748e-51	1.57150321214961e-49	chr14	75633625	75955079	+
ENSG00000283050.2	GTF2IP12	7	33.2168906195424	6.81265795061744e-51	1.66008699399715e-49	chr4	119405523	119454638	-
ENSG00000062716.13	VMP1	15	61.8396520585714	7.02804229086957e-51	1.7103950952608e-49	chr17	59707192	59842255	+
ENSG00000145730.20	PAM	19	80.8786387277991	7.51634070704449e-51	1.82690956296984e-49	chr5	102753981	103031105	+
ENSG00000132485.14	ZRANB2	5	31.5578188070984	7.62239810763168e-51	1.85033955583612e-49	chr1	71063291	71081289	-
ENSG00000177239.15	MAN1B1	9	35.6993842332929	8.55847903050734e-51	2.07494365659882e-49	chr9	137086985	137109183	+
ENSG00000180747.15	SMG1P3	6	34.6957977510998	8.84794036157046e-51	2.14240963015372e-49	chr16	21446683	21520444	-
ENSG00000174501.14	ANKRD36C	8	42.3210391282667	9.13088524062637e-51	2.2081293562338e-49	chr2	95836919	95991831	-
ENSG00000107581.13	EIF3A	3	23.0404928275446	1.01812062340653e-50	2.45902450190483e-49	chr10	119033670	119080823	-
ENSG00000174483.20	BBS1	16	43.5535354561266	1.06316766889257e-50	2.56459072573041e-49	chr11	66510606	66533613	+
ENSG00000165525.18	NEMF	14	59.3947761646615	1.07530549248674e-50	2.59060705630169e-49	chr14	49782083	49852821	-
ENSG00000197548.12	ATG7	18	52.2412153178896	1.37043101975535e-50	3.29747051776059e-49	chr3	11272309	11557665	+
ENSG00000129933.21	MAU2	16	50.678846475042	1.6902886546692e-50	4.06199480588196e-49	chr19	19320829	19358754	+
ENSG00000187735.14	TCEA1	11	41.4150990669923	1.7741189211163e-50	4.25810773134593e-49	chr8	53966552	54022456	-
ENSG00000161956.13	SENP3	8	24.848829684564	1.85537000144863e-50	4.44754713864151e-49	chr17	7561919	7571969	+
ENSG00000106772.18	PRUNE2	13	69.2051376272773	1.86950599712552e-50	4.47583104536813e-49	chr9	76611376	76906114	-
ENSG00000112282.18	MED23	9	35.9923373208976	1.89755316131121e-50	4.53730782753978e-49	chr6	131573966	131628242	-
ENSG00000160633.13	SAFB	13	52.992384075659	2.18829587105955e-50	5.22598888010019e-49	chr19	5623035	5668478	+
ENSG00000126091.20	ST3GAL3	19	46.8225491018454	2.33102498015535e-50	5.55650520849168e-49	chr1	43705824	43931165	+
ENSG00000278259.4	MYO19	18	42.5248691553667	2.33249631265458e-50	5.55650520849168e-49	chr17	36495633	36543435	-
ENSG00000079246.16	XRCC5	9	41.896081789154	2.47327903409167e-50	5.87795686906816e-49	chr2	216107464	216206303	+
ENSG00000130227.17	XPO7	9	33.8058079736388	2.47357240978903e-50	5.87795686906816e-49	chr8	21919662	22006585	+
ENSG00000134313.15	KIDINS220	12	55.0914262757708	2.47788002328684e-50	5.88089666493344e-49	chr2	8721081	8837630	-
ENSG00000089280.18	FUS	9	39.9081082041791	2.57616787842796e-50	6.10660190291221e-49	chr16	31180110	31194871	+
ENSG00000244687.11	UBE2V1	14	42.4603070065339	2.76474962317687e-50	6.54551910169426e-49	chr20	50081124	50115959	-
ENSG00000132640.15	BTBD3	12	40.6989832285334	2.80035679145738e-50	6.62163378108436e-49	chr20	11890723	11926609	+
ENSG00000149084.13	HSD17B12	12	40.3309619484197	3.07709463603054e-50	7.26702756644795e-49	chr11	43680680	43856617	+
ENSG00000112200.17	ZNF451	14	58.8107776046803	3.26134114546285e-50	7.6926683447106e-49	chr6	57086844	57170305	+
ENSG00000075413.18	MARK3	23	80.9722752551461	3.35207553328034e-50	7.89696220035896e-49	chr14	103385392	103503831	+
ENSG00000204271.13	SPIN3	13	38.197333035434	3.62878910997814e-50	8.53835354095961e-49	chrX	56818298	56995827	-
ENSG00000198604.11	BAZ1A	11	37.7362558040511	3.81286745856037e-50	8.96047244586586e-49	chr14	34752731	34875647	-
ENSG00000175166.17	PSMD2	15	41.6004356996027	4.16129513814972e-50	9.76731443394383e-49	chr3	184299198	184309050	+
ENSG00000086758.16	HUWE1	15	71.1417600544691	4.20045427267827e-50	9.84716042651247e-49	chrX	53532096	53686728	-
ENSG00000132849.20	PATJ	17	79.1928446070259	4.39423765792583e-50	1.02888549953855e-48	chr1	61742406	62178675	+
ENSG00000180229.12	HERC2P3	12	47.7528599159542	4.41967678108101e-50	1.03357838080641e-48	chr15	20379495	20506180	-
ENSG00000081189.15	MEF2C	18	46.746013610449	5.04978711533061e-50	1.17949478804789e-48	chr5	88717117	88904257	-
ENSG00000106244.13	PDAP1	4	18.4068283721315	5.14155534386717e-50	1.19946661998889e-48	chr7	99392048	99408597	-
ENSG00000134138.20	MEIS2	22	77.7925928682777	5.36870753501754e-50	1.25093498075658e-48	chr15	36889204	37101299	-
ENSG00000186635.14	ARAP1	19	62.0687601883343	5.97901662894596e-50	1.39144721135118e-48	chr11	72685069	72793599	-
ENSG00000185513.16	L3MBTL1	17	43.3177661179841	6.81828644546465e-50	1.5848378675969e-48	chr20	43489442	43550950	+
ENSG00000011304.20	PTBP1	16	56.5709875444892	6.91828906113337e-50	1.60613321682288e-48	chr19	797075	812327	+
ENSG00000112237.13	CCNC	15	52.5281229291956	7.03185367560764e-50	1.63052171245658e-48	chr6	99542387	99568825	-
ENSG00000104131.13	EIF3J	7	29.1501021529229	7.59535926273207e-50	1.7586719264862e-48	chr15	44537125	44563029	+
ENSG00000171634.18	BPTF	17	80.9894503277733	7.60288390920782e-50	1.7586719264862e-48	chr17	67825503	67984378	+
ENSG00000165195.15	PIGA	9	28.8568985677583	7.89377549635013e-50	1.82375732305903e-48	chrX	15319451	15335580	-
ENSG00000079335.20	CDC14A	12	45.3139740526707	8.69266773474795e-50	2.00591162799551e-48	chr1	100345001	100520277	+
ENSG00000115548.17	KDM3A	13	47.7042682009127	9.56111184427208e-50	2.20365794408355e-48	chr2	86440647	86492716	+
ENSG00000124155.18	PIGT	25	71.2169124929421	9.91386448719875e-50	2.28221450148218e-48	chr20	45416084	45456934	+
ENSG00000004776.13	HSPB6	1	6.55097027561695	1.00976480801015e-49	2.32173173683294e-48	chr19	35754566	35758079	-
ENSG00000054690.14	PLEKHH1	12	43.9438693185052	1.01305575301493e-49	2.32650561600659e-48	chr14	67533290	67589612	+
ENSG00000229117.9	RPL41	6	40.459515485018	1.0693496142813e-49	2.45284469009937e-48	chr12	56116590	56117967	+
ENSG00000133812.15	SBF2	14	54.281729490284	1.09380047810411e-49	2.50592829630719e-48	chr11	9778667	10294207	-
ENSG00000169718.18	DUS1L	12	37.5980693600268	1.14820406658622e-49	2.6274256257259e-48	chr17	82057506	82065887	-
ENSG00000144481.17	TRPM8	12	58.609872296435	1.16084241485744e-49	2.65317598708407e-48	chr2	233917373	234019522	+
ENSG00000128641.19	MYO1B	13	49.7657737127548	1.19018264219658e-49	2.71699262765091e-48	chr2	191245185	191425389	+
ENSG00000165458.14	INPPL1	14	46.8151554350117	1.19483257822127e-49	2.72112109044852e-48	chr11	72223701	72239147	+
ENSG00000253729.8	PRKDC	9	27.8301188820419	1.19378757813329e-49	2.72112109044852e-48	chr8	47773111	47960178	-
ENSG00000015171.19	ZMYND11	12	58.6194745274528	1.47522979231941e-49	3.35570976393037e-48	chr10	134465	254637	+
ENSG00000103275.20	UBE2I	15	49.8836395029529	1.48171343653294e-49	3.36645995847157e-48	chr16	1308880	1327018	+
ENSG00000203880.12	PCMTD2	8	30.9614133530424	1.60939087443762e-49	3.65221130546253e-48	chr20	64255695	64287821	+
ENSG00000106415.13	GLCCI1	9	29.4379563845199	1.67762004988838e-49	3.80253926810794e-48	chr7	7968796	8094272	+
ENSG00000105707.14	HPN	9	36.6969541158926	1.72512367444497e-49	3.90559027619912e-48	chr19	35040506	35066571	+
ENSG00000067369.13	TP53BP1	14	60.3236710399052	1.90539754000696e-49	4.30862799099804e-48	chr15	43403061	43510728	-
ENSG00000134352.20	IL6ST	12	54.4882290069497	1.9780110411378e-49	4.46755253194721e-48	chr5	55935095	55995022	-
ENSG00000100461.18	RBM23	21	70.1305441124017	2.05297833307422e-49	4.63141272242291e-48	chr14	22893204	22919182	-
ENSG00000163399.16	ATP1A1	9	44.8262660332537	2.09142659477084e-49	4.71259924348775e-48	chr1	116372668	116410261	+
ENSG00000140105.18	WARS1	23	64.1756820478238	2.25182979464998e-49	5.06807239211882e-48	chr14	100333790	100376805	-
ENSG00000184014.8	DENND5A	13	46.2082010506723	2.31930146074913e-49	5.21380057250329e-48	chr11	9138825	9265350	-
ENSG00000104731.14	KLHDC4	18	51.5461442151533	2.73758745512523e-49	6.14689478640252e-48	chr16	87696485	87765992	-
ENSG00000149476.15	TKFC	17	44.6809911347545	2.78295103482272e-49	6.2414357341873e-48	chr11	61333210	61353295	+
ENSG00000147576.17	ADHFE1	10	28.1477587456768	2.87549950903558e-49	6.44145521597175e-48	chr8	66432492	66468907	+
ENSG00000120992.18	LYPLA1	11	42.0345245530749	2.90797771007092e-49	6.50660012628369e-48	chr8	54046367	54102017	-
ENSG00000198431.16	TXNRD1	17	55.1358637880587	2.94953117051497e-49	6.59187520523608e-48	chr12	104215779	104350307	+
ENSG00000100416.15	TRMU	19	50.3128636459133	3.24760655500585e-49	7.24958139254395e-48	chr22	46330875	46357340	+
ENSG00000067066.17	SP100	17	67.195382306549	3.36809976248285e-49	7.50980381266984e-48	chr2	230415942	230545606	+
ENSG00000015133.19	CCDC88C	14	40.0119574033059	3.37633382370385e-49	7.51940950295348e-48	chr14	91271323	91417844	-
ENSG00000164253.14	WDR41	18	50.0437454326615	3.78643131201542e-49	8.42294064100249e-48	chr5	77425970	77620611	-
ENSG00000145901.15	TNIP1	17	55.4277500349285	3.80367298426258e-49	8.45147896375651e-48	chr5	151029945	151093577	-
ENSG00000151746.14	BICD1	11	46.0929224721895	3.89737451954492e-49	8.64964243022525e-48	chr12	32106835	32383633	+
ENSG00000091409.15	ITGA6	9	35.7187245424228	4.03665428240541e-49	8.94838419802209e-48	chr2	172427354	172506459	+
ENSG00000125257.16	ABCC4	15	76.3559698666193	4.07465781449283e-49	9.0221874128302e-48	chr13	95019835	95301475	-
ENSG00000146555.19	SDK1	10	32.3051027487496	4.16407209029852e-49	9.20952341171911e-48	chr7	3301252	4269000	+
ENSG00000188895.12	MSL1	9	40.6617842321388	4.57088401002855e-49	1.0097594168867e-47	chr17	40121971	40136917	+
ENSG00000168090.10	COPS6	8	25.5407883289156	4.89289940024228e-49	1.07965094715254e-47	chr7	100088969	100092187	+
ENSG00000168405.17	CMAHP	14	35.2184623744837	5.79663228545895e-49	1.27759376482618e-47	chr6	25061626	25452263	-
ENSG00000142937.12	RPS8	7	38.4690409886571	5.81186959038811e-49	1.27947975016901e-47	chr1	44775251	44778779	+
ENSG00000165629.20	ATP5F1C	8	31.4441480548526	5.99132590100416e-49	1.31747261747339e-47	chr10	7788147	7807815	+
ENSG00000133706.18	LARS1	14	60.0439700400402	6.01364611011238e-49	1.32086426544705e-47	chr5	146113034	146182650	-
ENSG00000134531.10	EMP1	10	37.8024714909319	6.28505176851781e-49	1.37889572190632e-47	chr12	13196723	13219941	+
ENSG00000132676.16	DAP3	21	71.0063505344877	6.34610764875019e-49	1.3906979381752e-47	chr1	155687960	155739010	+
ENSG00000174231.17	PRPF8	12	37.0166972477912	6.35841212917673e-49	1.39180191440139e-47	chr17	1650629	1684867	-
ENSG00000137573.14	SULF1	20	65.7208393984435	6.38034967885605e-49	1.3950095593508e-47	chr8	69466624	69660915	+
ENSG00000141562.18	NARF	16	52.11557625027	6.61239758741295e-49	1.44409636250536e-47	chr17	82458180	82490537	+
ENSG00000181666.18	ZNF875	23	89.5002466715364	6.7490188059585e-49	1.47225463770528e-47	chr19	37312837	37369365	+
ENSG00000153310.19	FAM49B	23	65.129582961205	6.80647959812939e-49	1.48310015634781e-47	chr8	129839593	130017129	-
ENSG00000109458.8	GAB1	10	32.5159374779122	7.34936663422791e-49	1.59957294483372e-47	chr4	143336762	143474568	+
ENSG00000121964.14	GTDC1	16	48.489746709347	8.1746101995373e-49	1.77716582465083e-47	chr2	143938068	144332568	-
ENSG00000131374.14	TBC1D5	25	73.4486947712922	8.25911142558751e-49	1.7935006931324e-47	chr3	17157162	18444817	-
ENSG00000136938.9	ANP32B	3	13.8497602254966	8.82218922654958e-49	1.91360577866483e-47	chr9	97983341	98015943	+
ENSG00000146067.16	FAM193B	15	49.6445601866341	8.99929179797049e-49	1.9498126222458e-47	chr5	177519789	177554563	-
ENSG00000168542.15	COL3A1	5	15.2353736483704	1.00858715430879e-48	2.18276494536454e-47	chr2	188974373	189012746	+
ENSG00000204764.14	RANBP17	19	57.520621717056	1.08089897577638e-48	2.33662055113375e-47	chr5	170861870	171300015	+
ENSG00000133030.21	MPRIP	15	58.6443511140926	1.10841019546759e-48	2.39339125972838e-47	chr17	17042545	17217679	+
ENSG00000170871.12	KIAA0232	3	16.2896300434154	1.1537289691619e-48	2.48844267413939e-47	chr4	6781375	6884170	+
ENSG00000160613.13	PCSK7	11	41.7250689928552	1.16545811442654e-48	2.5109133032184e-47	chr11	117204337	117232525	-
ENSG00000159352.15	PSMD4	12	38.0753929881448	1.25029358354639e-48	2.69065988827686e-47	chr1	151254703	151267479	+
ENSG00000128928.10	IVD	12	37.1487107028258	1.25549326436492e-48	2.69881733921226e-47	chr15	40405485	40435947	+
ENSG00000266173.7	STRADA	17	42.7964720044425	1.28159480447427e-48	2.75183691593001e-47	chr17	63682336	63741986	-
ENSG00000078674.17	PCM1	22	106.632771033864	1.31768734465976e-48	2.82616637315436e-47	chr8	17922840	18029944	+
ENSG00000065882.16	TBC1D1	17	54.7973203814276	1.33381221497931e-48	2.85755093439584e-47	chr4	37891084	38139175	+
ENSG00000175354.20	PTPN2	17	60.1779931196239	1.53525338733757e-48	3.2854422489024e-47	chr18	12785478	12929643	-
