chr	start	end	strand	target_id	gene_name	pval	qval	num_aggregated_transcripts	sum_mean_obs_counts
chr19	57630395	57644041	+	ENSG00000121417.14	ZNF211	0.895695847735228	0.999828459195453	11	41.9263098554418
chr19	41354417	41364165	-	ENSG00000123810.8	B9D2	0.96074320352033	0.999828459195453	3	8.89735123438073
chr19	40691530	40718207	-	ENSG00000123815.12	COQ8B	0.422061901004777	0.999828459195453	12	42.178277834242
chr19	33386950	33521791	-	ENSG00000124299.15	PEPD	0.325139037686553	0.999828459195453	9	19.450081303981
chr19	33621953	33773509	+	ENSG00000124302.13	CHST8	0.0764886586681384	0.999828459195453	2	4.67502138830875
chr19	46297046	46343433	+	ENSG00000124440.15	HIF3A	0.45124570445801	0.999828459195453	5	17.0168000588532
chr19	43596392	43601157	+	ENSG00000124444.16	ZNF576	0.207734340861325	0.999828459195453	5	12.5928555052292
chr19	43912624	43935282	-	ENSG00000124459.12	ZNF45	0.889499282465513	0.999828459195453	6	26.3918774198827
chr19	43460787	43465608	-	ENSG00000124466.9	LYPD3	0.704833419746736	0.999828459195453	2	7.98995024821568
chr19	42580243	42595055	-	ENSG00000124469.12	CEACAM8	0.120383558183777	0.999828459195453	1	3.35174502524427
chr19	55090914	55117637	-	ENSG00000125503.13	PPP1R12C	0.470375898962464	0.999828459195453	9	38.8633256802286
chr19	54173412	54189882	-	ENSG00000125505.17	MBOAT7	0.406913626814858	0.999828459195453	3	10.6828507417725
chr19	45527427	45602212	-	ENSG00000125741.4	OPA3	0.39161941341552	0.999828459195453	3	13.6972098788241
chr19	45687454	45692569	-	ENSG00000125743.10	SNRPD2	0.910253869476179	0.999828459195453	7	30.7520194086868
chr19	45485294	45497055	-	ENSG00000125744.12	RTN2	0.705042863823922	0.999828459195453	5	12.5685379376353
chr19	45606994	45645629	-	ENSG00000125746.16	EML2	0.143660146747201	0.999828459195453	16	46.9777571080753
chr19	45506579	45526983	+	ENSG00000125753.14	VASP	0.50939062087343	0.999828459195453	7	29.7254625265514
chr19	45815410	45863194	-	ENSG00000125755.19	SYMPK	0.871874485225729	0.999828459195453	16	56.8676807896055
chr19	35935358	35946624	+	ENSG00000126243.9	LRFN3	0.915803765707124	0.999828459195453	2	8.57711521892148
chr19	35738801	35742453	-	ENSG00000126246.10	IGFLR1	0.978776886373279	0.999828459195453	6	12.9917860283533
chr19	36139953	36150353	+	ENSG00000126247.11	CAPNS1	0.872990666955022	0.999828459195453	12	50.6019363594058
chr19	34404399	34426168	+	ENSG00000126249.8	PDCD2L	0.97908874076424	0.999828459195453	4	14.0807545432805
chr19	35629030	35637686	+	ENSG00000126254.12	RBM42	0.588953681621681	0.999828459195453	6	26.9088381228861
chr19	34428352	34471251	+	ENSG00000126261.13	UBA2	0.873337047540531	0.999828459195453	10	42.7478093550962
chr19	35443907	35451767	+	ENSG00000126262.4	FFAR2	0.871332011508068	0.999828459195453	3	12.6793959335403
chr19	35902529	35904377	+	ENSG00000126264.10	HCST	0.558518839717613	0.999828459195453	1	3.1166135526961
chr19	35351552	35353862	+	ENSG00000126266.3	FFAR1	0.86391792525176	0.999828459195453	1	2.77116272266229
chr19	35648323	35658782	+	ENSG00000126267.11	COX6B1	0.983460615883144	0.999828459195453	3	11.9779021941309
chr19	49665142	49673916	+	ENSG00000126453.9	BCL2L12	0.636857324171817	0.999828459195453	5	12.8898031806897
chr19	49659569	49665875	-	ENSG00000126456.16	IRF3	0.566344477793067	0.999828459195453	14	42.0693563628212
chr19	49675786	49689029	+	ENSG00000126457.21	PRMT1	0.992534931501677	0.999828459195453	14	49.5311727130203
chr19	49635292	49640143	-	ENSG00000126458.4	RRAS	0.576263919629241	0.999828459195453	2	7.80068724982701
chr19	49580646	49591004	+	ENSG00000126460.11	PRRG2	0.876448375977448	0.999828459195453	4	14.0259229466299
chr19	49642209	49658642	+	ENSG00000126461.15	SCAF1	0.310750440328761	0.999828459195453	4	14.9497541454862
chr19	49591182	49626439	+	ENSG00000126464.14	PRR12	0.771660079584943	0.999828459195453	3	14.4831783547912
chr19	56661980	56671783	-	ENSG00000127903.14	ZNF835	0.28208071787168	0.999828459195453	2	6.09394450514459
chr19	40028260	40056231	-	ENSG00000128000.16	ZNF780B	0.464558103343607	0.999828459195453	7	29.585118820257
chr19	39306568	39315336	-	ENSG00000128011.4	LRFN1	0.336233160899676	0.999828459195453	1	5.09319874129227
chr19	38930548	38933162	+	ENSG00000128626.11	MRPS12	0.322011434615494	0.999828459195453	4	15.5996049672009
chr19	51077495	51084245	-	ENSG00000129437.10	KLK14	0.92671013506632	0.999828459195453	1	2.34086632425097
chr19	51124908	51136651	+	ENSG00000129450.8	SIGLEC9	0.621742581180341	0.999828459195453	2	7.16687605514936
chr19	55171196	55180289	-	ENSG00000129990.15	SYT5	0.405216276257029	0.999828459195453	1	3.3934016409801
chr19	44846175	44889223	+	ENSG00000130202.10	NECTIN2	0.810762853584987	0.999828459195453	6	34.4552689025055
chr19	44905791	44909393	+	ENSG00000130203.10	APOE	0.947481223130137	0.999828459195453	4	16.7531027820997
chr19	44890569	44903689	+	ENSG00000130204.13	TOMM40	0.951471041094525	0.999828459195453	5	22.3707415257257
chr19	44914247	44919349	+	ENSG00000130208.9	APOC1	0.369733587451115	0.999828459195453	6	19.3197502217222
chr19	38403135	38409088	+	ENSG00000130244.12	FAM98C	0.930580957604747	0.999828459195453	8	26.6593559589498
chr19	38647649	38731589	+	ENSG00000130402.12	ACTN4	0.20977818116636	0.999828459195453	8	39.5179293922644
chr19	49151198	49155396	-	ENSG00000130528.12	HRC	0.379341709201958	0.999828459195453	1	4.07572419885898
chr19	49157741	49211836	+	ENSG00000130529.16	TRPM4	0.683942222010286	0.999828459195453	12	59.9221400200636
chr19	40890826	40912357	+	ENSG00000130612.16	CYP2G1P	0.869335393645636	0.999828459195453	2	6.555640220964
chr19	39125770	39182816	+	ENSG00000130669.17	PAK4	0.655318598731515	0.999828459195453	11	48.2178891098196
chr19	58551566	58555105	-	ENSG00000130724.9	CHMP2A	0.34980679420021	0.999828459195453	6	19.6339858025451
chr19	58555712	58558954	-	ENSG00000130725.8	UBE2M	0.5615301998935	0.999828459195453	3	8.81307199336857
chr19	58544064	58550722	+	ENSG00000130726.12	TRIM28	0.993962461262523	0.999828459195453	14	71.1518802795155
chr19	47045909	47048624	-	ENSG00000130748.7	TMEM160	0.61848659394676	0.999828459195453	1	4.39332308252244
chr19	47064187	47113776	-	ENSG00000130749.10	ZC3H4	0.968444714314324	0.999828459195453	5	26.1017208191817
chr19	39328353	39342372	-	ENSG00000130755.13	GMFG	0.555965187863678	0.999828459195453	4	12.4374025195512
chr19	40191426	40215575	+	ENSG00000130758.8	MAP3K10	0.864892191917139	0.999828459195453	6	19.7393172961392
chr19	53519527	53580269	+	ENSG00000130844.18	ZNF331	0.591595845588199	0.999828459195453	25	91.5573052910498
chr19	33177603	33208864	+	ENSG00000130881.14	LRP3	0.246009359717056	0.999828459195453	4	19.2511411086859
chr19	55072020	55087923	+	ENSG00000131037.15	EPS8L1	0.898322793643438	0.999828459195453	14	47.0316697903714
chr19	54273821	54281184	-	ENSG00000131042.14	LILRB2	0.198577491882512	0.999828459195453	1	1.18206520391454
chr19	44207547	44237268	+	ENSG00000131115.16	ZNF227	0.969560526997681	0.999828459195453	12	44.221681853827
chr19	43607224	43619629	-	ENSG00000131116.12	ZNF428	0.957153814623872	0.999828459195453	3	12.5371256079633
chr19	43401496	43418597	+	ENSG00000131126.18	TEX101	0.683430771966263	0.999828459195453	1	1.93636039202276
chr19	50311937	50333515	-	ENSG00000131398.14	KCNC3	0.268958952277908	0.999828459195453	3	10.1888704196781
chr19	50358477	50365830	-	ENSG00000131400.8	NAPSA	0.929499480874168	0.999828459195453	3	6.0986257273417
chr19	50329653	50383388	+	ENSG00000131408.15	NR1H2	0.147932378233509	0.999828459195453	10	29.3861969252488
chr19	50516892	50568435	-	ENSG00000131409.13	LRRC4B	0.690870613767376	0.999828459195453	3	6.25649740032996
chr19	57351307	57359898	+	ENSG00000131845.14	AC005261.1	0.711916712811743	0.999828459195453	4	21.9807918914296
chr19	56219670	56368383	-	ENSG00000131848.9	ZSCAN5A	0.923541576316102	0.999828459195453	12	41.7711426628406
chr19	58432814	58440153	-	ENSG00000131849.12	ZNF132	0.277582751250387	0.999828459195453	3	14.7754884377471
chr19	57119138	57131926	+	ENSG00000131864.10	USP29	0.291063601359483	0.999828459195453	1	3.02723115762512
chr19	32978592	33064888	-	ENSG00000131941.8	RHPN2	0.450944353714997	0.999828459195453	7	37.2958469833674
chr19	29698886	29715789	-	ENSG00000131943.17	C19orf12	0.595938656601013	0.999828459195453	7	27.672671094301
chr19	32972209	32978229	+	ENSG00000131944.10	FAAP24	0.51196565972369	0.999828459195453	2	4.42545329931232
chr19	55339853	55348121	+	ENSG00000133247.14	KMT5C	0.615217145949745	0.999828459195453	8	25.4133024552027
chr19	55262223	55280381	-	ENSG00000133265.11	HSPBP1	0.418028315570713	0.999828459195453	4	11.9386155585454
chr19	47349315	47382704	+	ENSG00000134815.19	DHX34	0.867969051481986	0.999828459195453	3	15.1252667365305
chr19	57134096	57145202	-	ENSG00000141946.1	ZIM3	0.193128501731007	0.999828459195453	1	2.78109636974777
chr19	41844743	41852333	+	ENSG00000142025.16	DMRTC2	0.904661111596624	0.999828459195453	1	1.146638469935
chr19	41310172	41324873	+	ENSG00000142039.4	CCDC97	0.900875659722469	0.999828459195453	3	12.6691910639802
chr19	41350911	41384083	+	ENSG00000142046.15	TMEM91	0.16574407409052	0.999828459195453	8	19.0729685288418
chr19	36334453	36379201	-	ENSG00000142065.14	ZFP14	0.333506381806414	0.999828459195453	2	11.4869083998803
chr19	48321509	48330553	+	ENSG00000142227.11	EMP3	0.777291191175801	0.999828459195453	5	14.5538064949873
chr19	47113274	47210636	+	ENSG00000142230.13	SAE1	0.848261216229194	0.999828459195453	8	28.2910023200392
chr19	48661407	48673081	-	ENSG00000142233.11	NTN5	0.917157246797306	0.999828459195453	3	8.02606553643556
chr19	48485271	48513935	-	ENSG00000142235.11	LMTK3	0.311161398165385	0.999828459195453	3	9.81624578086363
chr19	45079195	45091518	+	ENSG00000142252.11	GEMIN7	0.830190396106853	0.999828459195453	4	14.9106648795288
chr19	44777869	44800652	+	ENSG00000142273.13	CBLC	0.61001327419534	0.999828459195453	3	15.2353692657032
chr19	34481758	34512304	+	ENSG00000142279.13	WTIP	0.507484845300914	0.999828459195453	1	4.43770396482206
chr19	58305319	58315663	+	ENSG00000142396.10	ERVK3-1	0.302049263996684	0.999828459195453	6	29.8452004080801
chr19	53793603	53824394	-	ENSG00000142405.21	NLRP12	0.585095634168938	0.999828459195453	2	8.01322798481708
chr19	53963040	53990215	+	ENSG00000142408.4	CACNG8	0.684896930945158	0.999828459195453	1	4.96278794687009
chr19	56087366	56121295	-	ENSG00000142409.6	ZNF787	0.612436742787923	0.999828459195453	2	10.3867413981199
chr19	51410020	51417803	-	ENSG00000142512.15	SIGLEC10	0.211268364043352	0.999828459195453	4	12.5017463981727
chr19	50854915	50860764	+	ENSG00000142515.15	KLK3	0.619096419634303	0.999828459195453	16	121.13403736725
chr19	50025714	50053414	+	ENSG00000142528.16	ZNF473	0.124107186662874	0.999828459195453	7	21.7308770473345
chr19	50466785	50476848	-	ENSG00000142530.11	FAM71E1	0.740357916346214	0.999828459195453	1	2.41545495684745
chr19	49496365	49499708	+	ENSG00000142534.7	RPS11	0.512912705932209	0.999828459195453	9	41.4310108054307
chr19	49487554	49492308	+	ENSG00000142541.17	RPL13A	0.249880185380795	0.999828459195453	13	72.8748553799644
chr19	51097606	51108409	-	ENSG00000142544.7	CTU1	0.642156960677237	0.999828459195453	1	4.99830703277201
chr19	49555468	49590262	-	ENSG00000142546.14	NOSIP	0.68288345186103	0.999828459195453	8	21.6796075926912
chr19	51311848	51330354	+	ENSG00000142549.9	IGLON5	0.95260961269012	0.999828459195453	1	2.13173555304198
chr19	52012765	52030240	-	ENSG00000142556.19	ZNF614	0.230595338391897	0.999828459195453	4	21.3967097822876
chr19	57363477	57379565	+	ENSG00000152433.14	ZNF547	0.220567320190998	0.999828459195453	3	11.2370114004019
chr19	57499915	57518404	+	ENSG00000152439.13	ZNF773	0.961557506174158	0.999828459195453	5	20.7803098965405
chr19	57746815	57758148	+	ENSG00000152443.13	ZNF776	0.767076539350757	0.999828459195453	5	23.1962977877837
chr19	57940833	57947706	-	ENSG00000152454.4	AC010326.1	0.449101977700146	0.999828459195453	2	10.5990184724781
chr19	58034025	58054631	+	ENSG00000152467.10	ZSCAN1	0.611219130318852	0.999828459195453	2	4.03207911763264
chr19	58367618	58381030	-	ENSG00000152475.7	ZNF837	0.795717449012926	0.999828459195453	2	8.23181133790338
chr19	33373685	33382686	+	ENSG00000153879.9	CEBPG	0.132303324394595	0.999828459195453	3	15.1025394026518
chr19	33795933	33815763	+	ENSG00000153885.14	KCTD15	0.781147933744659	0.999828459195453	10	35.0192095519411
chr19	34758073	34773229	-	ENSG00000153896.19	ZNF599	0.418684490034004	0.999828459195453	4	19.3735829523506
chr19	35124513	35142451	-	ENSG00000153902.14	LGI4	0.341272313390968	0.999828459195453	5	13.9617501059995
chr19	43785874	43827206	-	ENSG00000159871.15	LYPD5	0.709508161566565	0.999828459195453	3	9.65383024551666
chr19	44002957	44013924	+	ENSG00000159882.13	ZNF230	0.772430049303269	0.999828459195453	4	15.0075522540093
chr19	44025342	44033110	+	ENSG00000159885.14	ZNF222	0.729932820942895	0.999828459195453	4	11.3679714445468
chr19	43951223	43967709	+	ENSG00000159905.14	ZNF221	0.897803841080852	0.999828459195453	5	19.6374035421093
chr19	44259880	44275317	+	ENSG00000159915.12	ZNF233	0.418543638523673	0.999828459195453	4	17.7977297589593
chr19	44228729	44305046	-	ENSG00000159917.17	ZNF235	0.913688252967006	0.999828459195453	7	29.2803438395328
chr19	46860997	47005077	+	ENSG00000160007.19	ARHGAP35	0.997486862401298	0.999828459195453	5	20.3723252586555
chr19	46620468	46625089	-	ENSG00000160013.9	PTGIR	0.790910453056682	0.999828459195453	2	5.73106782140535
chr19	46601074	46610782	+	ENSG00000160014.17	CALM3	0.399830585527261	0.999828459195453	10	30.5308172590215
chr19	20776304	20809995	+	ENSG00000160229.13	ZNF66	0.830047759142355	0.999828459195453	2	8.27924880996265
chr19	51367098	51369003	-	ENSG00000160318.6	CLDND2	0.859472369342362	0.999828459195453	2	3.70718060694807
chr19	21932958	22010949	-	ENSG00000160321.15	ZNF208	0.782814600364387	0.999828459195453	5	18.4969060982541
chr19	53445001	53458261	+	ENSG00000160336.15	ZNF761	0.442054202688688	0.999828459195453	4	28.537275673252
chr19	21082159	21125270	+	ENSG00000160352.16	ZNF714	0.583313724724452	0.999828459195453	8	27.6604170764329
chr19	40319536	40348527	-	ENSG00000160392.13	C19orf47	0.425854693544344	0.999828459195453	8	24.4175769210415
chr19	40576853	40591399	+	ENSG00000160410.15	SHKBP1	0.918974243988898	0.999828459195453	12	28.9890248229529
chr19	55039108	55071291	-	ENSG00000160439.16	RDH13	0.979721017593102	0.999828459195453	12	35.8547902206209
chr19	40466241	40576464	+	ENSG00000160460.16	AC020929.1	0.84676402275887	0.999828459195453	9	24.4407264171246
chr19	55282072	55312562	+	ENSG00000160469.17	BRSK1	0.920204449656941	0.999828459195453	4	8.07328444451231
chr19	55349306	55354719	-	ENSG00000160471.13	COX6B2	0.343465602723711	0.999828459195453	1	3.15078627534822
chr19	42198598	42220140	-	ENSG00000160570.14	DEDD2	0.871939464553343	0.999828459195453	6	21.9470662738502
chr19	38990714	39032785	-	ENSG00000161243.9	FBXO27	0.653481309997177	0.999828459195453	2	7.01218421702041
chr19	35497220	35513658	-	ENSG00000161249.21	DMKN	0.409201598442591	0.999828459195453	9	18.8317459037298
chr19	35742464	35745445	-	ENSG00000161265.15	U2AF1L4	0.166061449661335	0.999828459195453	13	32.2365173760322
chr19	35825964	35869287	-	ENSG00000161270.19	NPHS1	0.821898788463053	0.999828459195453	1	2.98851706004486
chr19	36034984	36054739	-	ENSG00000161277.11	THAP8	0.730630628863413	0.999828459195453	1	1.74582781979245
chr19	36150922	36152449	-	ENSG00000161281.11	COX7A1	0.88341062740037	0.999828459195453	2	8.99858139480398
chr19	48332356	48364059	-	ENSG00000161558.11	TMEM143	0.380436545170922	0.999828459195453	6	12.7316572121916
chr19	49388219	49417990	+	ENSG00000161609.10	CCDC155	0.452610570813374	0.999828459195453	1	2.89366394046689
chr19	49453225	49471050	+	ENSG00000161618.10	ALDH16A1	0.230876115554645	0.999828459195453	5	19.3452904278365
chr19	49948985	49961172	-	ENSG00000161640.15	SIGLEC11	0.618096588606534	0.999828459195453	1	4.39764756119215
chr19	49969673	49975814	+	ENSG00000161643.12	SIGLEC16	0.601492497347993	0.999828459195453	1	2.92894277138776
chr19	50152548	50163195	-	ENSG00000161652.12	IZUMO2	0.816621675611388	0.999828459195453	1	2.8575713413545
chr19	50476400	50490870	+	ENSG00000161671.16	EMC10	0.131673766808915	0.999828459195453	6	32.8710155860916
chr19	50505998	50511353	-	ENSG00000161677.11	JOSD2	0.306421310973222	0.999828459195453	5	13.1440543996009
chr19	50661827	50719450	-	ENSG00000161681.15	SHANK1	0.474318710443433	0.999828459195453	3	7.11812916988997
chr19	29665459	29675477	+	ENSG00000166289.6	PLEKHF1	0.644374701973037	0.999828459195453	3	11.0923266265152
chr19	34254552	34355571	+	ENSG00000166398.13	KIAA0355	0.891072211312634	0.999828459195453	4	15.5985577839121
chr19	57977053	58003349	-	ENSG00000166704.11	ZNF606	0.614004232183242	0.999828459195453	7	31.879796285048
chr19	23304991	23395471	-	ENSG00000167232.14	ZNF91	0.680510986167863	0.999828459195453	11	57.0874659272201
chr19	43584369	43596135	-	ENSG00000167378.8	IRGQ	0.417700754927432	0.999828459195453	3	16.9748593292773
chr19	44165073	44178381	+	ENSG00000167380.16	ZNF226	0.55722594875179	0.999828459195453	10	40.6432169063214
chr19	44474428	44500524	-	ENSG00000167384.10	ZNF180	0.53477510065763	0.999828459195453	7	31.3228210662347
chr19	52336243	52367778	+	ENSG00000167554.15	ZNF610	0.410792021781113	0.999828459195453	7	28.0133257927911
chr19	52397849	52418412	+	ENSG00000167555.14	ZNF528	0.566275028661091	0.999828459195453	11	48.4261573095335
chr19	52555457	52587174	+	ENSG00000167562.12	ZNF701	0.64520671740843	0.999828459195453	6	28.9133628418302
chr19	40778216	40796942	+	ENSG00000167578.18	RAB4B	0.576548067133297	0.999828459195453	6	18.5102994122707
chr19	35758143	35771028	+	ENSG00000167595.15	PROSER3	0.693697245618205	0.999828459195453	8	25.8735898931339
chr19	41193210	41207539	+	ENSG00000167600.14	CYP2S1	0.369190274092816	0.999828459195453	1	3.19368103983477
chr19	41219223	41261766	+	ENSG00000167601.12	AXL	0.123658741278481	0.999828459195453	5	21.4289358498338
chr19	54160108	54173250	-	ENSG00000167608.11	TMC4	0.190033764715354	0.999828459195453	6	12.0371290805499
chr19	54351384	54370558	-	ENSG00000167613.16	LAIR1	0.605904604471799	0.999828459195453	1	4.86121666171101
chr19	54448887	54462037	+	ENSG00000167615.16	LENG8	0.231637541845818	0.999828459195453	5	19.2144422463258
chr19	54465026	54473296	-	ENSG00000167617.3	CDC42EP5	0.689489797409038	0.999828459195453	1	5.2036414381492
chr19	42313309	42325064	+	ENSG00000167619.13	TMEM145	0.641750334896509	0.999828459195453	2	6.41560589514046
chr19	36214602	36238774	+	ENSG00000167635.11	ZNF146	0.983543148066504	0.999828459195453	5	26.8051729830086
chr19	43827321	43852017	+	ENSG00000167637.17	ZNF283	0.689857932470551	0.999828459195453	9	33.9357607534427
chr19	38251237	38256532	-	ENSG00000167641.11	PPP1R14A	0.850209014534853	0.999828459195453	2	7.16270731893284
chr19	38244035	38292615	+	ENSG00000167642.13	SPINT2	0.779756478513583	0.999828459195453	9	40.301717683762
chr19	38304164	38305006	+	ENSG00000167644.12	C19orf33	0.78358362786857	0.999828459195453	1	3.92089972170385
chr19	38303558	38317273	-	ENSG00000167645.17	YIF1B	0.805705000653377	0.999828459195453	12	39.1436258165766
chr19	55158661	55166722	-	ENSG00000167646.13	DNAAF3	0.894118485778197	0.999828459195453	1	1.24897316005972
chr19	56132599	56160893	+	ENSG00000167685.15	ZNF444	0.912671256623559	0.999828459195453	9	32.4417120419225
chr19	50797704	50804929	-	ENSG00000167747.14	C19orf48	0.860337734676444	0.999828459195453	13	60.827771891293
chr19	50819146	50823787	-	ENSG00000167748.11	KLK1	0.617955054116765	0.999828459195453	1	3.14768104887398
chr19	50906352	50910738	-	ENSG00000167749.11	KLK4	0.686726636929558	0.999828459195453	8	48.5075850671935
chr19	50861568	50880567	+	ENSG00000167751.13	KLK2	0.999828459195453	0.999828459195453	20	153.298787779647
chr19	51022216	51028039	-	ENSG00000167757.14	KLK11	0.902728369653803	0.999828459195453	10	38.4700299798153
chr19	51055626	51065114	-	ENSG00000167759.13	KLK13	0.561439325001562	0.999828459195453	1	2.49104236622469
chr19	52594060	52690496	-	ENSG00000167766.18	ZNF83	0.804677904766744	0.999828459195453	15	65.2587485044137
chr19	32345594	32387667	+	ENSG00000168813.17	ZNF507	0.837391545524908	0.999828459195453	5	31.1790271578083
chr19	51142299	51153526	+	ENSG00000168995.13	SIGLEC7	0.871019717918462	0.999828459195453	1	3.16954898816682
chr19	29205320	29213151	-	ENSG00000169021.6	UQCRFS1	0.617124995894953	0.999828459195453	1	8.02384358009511
chr19	49928702	49933935	+	ENSG00000169136.11	ATF5	0.456416342177806	0.999828459195453	3	13.8228028258745
chr19	49690898	49713731	+	ENSG00000169169.14	CPT1C	0.578601768463231	0.999828459195453	7	15.0208145890817
chr19	46410329	46413564	-	ENSG00000169515.8	CCDC8	0.738480436091632	0.999828459195453	1	6.02829909318019
chr19	45883608	45886141	-	ENSG00000170604.5	IRF2BP1	0.777185826683988	0.999828459195453	1	7.12576584891106
chr19	45863989	45873797	+	ENSG00000170608.3	FOXA3	0.864774972804529	0.999828459195453	1	3.26488188705677
chr19	45071500	45076587	-	ENSG00000170684.9	ZNF296	0.510311805046035	0.999828459195453	2	2.78913782378865
chr19	54200809	54249003	+	ENSG00000170889.14	RPS9	0.397168005964029	0.999828459195453	10	36.4951674549597
chr19	54189938	54194536	+	ENSG00000170892.12	TSEN34	0.311517996387262	0.999828459195453	2	6.85872282128824
chr19	54102728	54109257	+	ENSG00000170906.16	NDUFA3	0.110674394892597	0.999828459195453	5	9.92359342266434
chr19	53066606	53103436	-	ENSG00000170949.17	ZNF160	0.856901930091833	0.999828459195453	15	57.9561125439397
chr19	53107879	53133077	-	ENSG00000170954.11	ZNF415	0.849889816926863	0.999828459195453	15	44.3527675543023
chr19	41796587	41811554	+	ENSG00000170956.17	CEACAM3	0.0820432057759424	0.999828459195453	1	1.97465014967859
chr19	51167328	51173524	+	ENSG00000171101.13	SIGLEC17P	0.844517637996786	0.999828459195453	3	5.33145886766527
chr19	55635459	55645623	+	ENSG00000171425.10	ZNF581	0.45475744806942	0.999828459195453	3	12.1467274829182
chr19	55600022	55603138	+	ENSG00000171443.7	ZNF524	0.808448852517442	0.999828459195453	2	10.573593195485
chr19	40778242	40808418	+	ENSG00000171570.11	RAB4B-EGLN2	0.639067748975454	0.999828459195453	2	4.76014281294324
chr19	58401504	58418327	+	ENSG00000171574.18	ZNF584	0.835581830956132	0.999828459195453	6	22.4805701503614
chr19	58183029	58213562	+	ENSG00000171606.18	ZNF274	0.902466884678071	0.999828459195453	11	40.7663042650079
chr19	57578456	57593890	+	ENSG00000171649.12	ZIK1	0.564013902865827	0.999828459195453	5	18.5259801224849
chr19	38801671	38812945	-	ENSG00000171747.9	LGALS4	0.955177681750752	0.999828459195453	2	4.81949649053733
chr19	38409051	38426305	-	ENSG00000171777.16	RASGRP4	0.954733240532921	0.999828459195453	3	5.29553082357904
chr19	37551406	37614179	+	ENSG00000171817.17	ZNF540	0.738548382699403	0.999828459195453	9	33.0320209286459
chr19	37467585	37488652	+	ENSG00000171827.10	ZNF570	0.41242785950952	0.999828459195453	4	16.8270628136499
chr19	21358930	21379302	+	ENSG00000172687.13	ZNF738	0.902714498606974	0.999828459195453	5	20.166785526081
chr19	57900296	57916610	-	ENSG00000173480.11	ZNF417	0.616121985617333	0.999828459195453	6	25.4924634589814
chr19	55891699	55932336	-	ENSG00000173572.11	NLRP13	0.266021326995823	0.999828459195453	2	3.70908420812843
chr19	55641062	55653161	+	ENSG00000173581.8	CCDC106	0.388933539900706	0.999828459195453	4	14.9517579861238
chr19	32719753	32829580	+	ENSG00000173809.18	TDRD12	0.0900632189721914	0.999828459195453	3	6.78087243522458
chr19	50825289	50837213	-	ENSG00000174562.13	KLK15	0.867386119824984	0.999828459195453	2	6.75503951934485
chr19	58354357	58362848	-	ENSG00000174586.11	ZNF497	0.576360902260543	0.999828459195453	3	9.20947372660365
chr19	48748011	48755390	-	ENSG00000174951.11	FUT1	0.879511312500624	0.999828459195453	4	10.9085480244815
chr19	51927147	51948759	+	ENSG00000176024.18	ZNF613	0.12989183091101	0.999828459195453	6	29.8390334743685
chr19	45890023	45902613	-	ENSG00000176182.6	MYPOP	0.8626909625752	0.999828459195453	1	5.0004891308124
chr19	43872365	43901385	-	ENSG00000176222.9	ZNF404	0.213279344292207	0.999828459195453	2	10.4691005219575
chr19	43525497	43536130	+	ENSG00000176472.10	ZNF575	0.246191568219273	0.999828459195453	2	4.21493359506733
chr19	43474954	43504935	-	ENSG00000176531.10	PHLDB3	0.982321721577595	0.999828459195453	9	36.6293701047386
chr19	48712725	48719725	-	ENSG00000176909.12	MAMSTR	0.710911037116627	0.999828459195453	1	3.2936411287485
chr19	45764785	45769252	-	ENSG00000177045.10	SIX5	0.51477684826188	0.999828459195453	4	17.7473913462258
chr19	45710629	45730896	-	ENSG00000177051.6	FBXO46	0.79004545593843	0.999828459195453	3	14.1713874316373
chr19	41425359	41428730	-	ENSG00000177191.2	B3GNT8	0.334837431155932	0.999828459195453	1	3.41839007713476
chr19	49119544	49151026	+	ENSG00000177380.14	PPFIA3	0.687300640434222	0.999828459195453	5	18.0717391569962
chr19	48270081	48287608	+	ENSG00000178150.10	ZNF114	0.352528779067163	0.999828459195453	3	6.26261057014425
chr19	57454790	57457142	-	ENSG00000178201.4	VN1R1	0.939073216304727	0.999828459195453	1	4.99171351883786
chr19	57320472	57330770	+	ENSG00000178229.8	ZNF543	0.841659633186226	0.999828459195453	1	7.33912610090547
chr19	44051367	44067999	+	ENSG00000178386.13	ZNF223	0.78479459473373	0.999828459195453	5	17.9418006106698
chr19	32405543	32485895	+	ENSG00000178904.19	DPY19L3	0.85549839020665	0.999828459195453	12	62.3334413711714
chr19	47801243	47819051	-	ENSG00000178928.8	TPRX1	0.348080282920878	0.999828459195453	1	1.49020133459298
chr19	57803841	57814913	-	ENSG00000178935.5	ZNF552	0.895466022137313	0.999828459195453	4	22.3794569089193
chr19	47778585	47784686	+	ENSG00000178980.15	SELENOW	0.985863062346714	0.999828459195453	13	45.7458217496756
chr19	38619082	38636955	+	ENSG00000178982.10	EIF3K	0.625001598134541	0.999828459195453	10	25.6553983782752
chr19	39342396	39385710	+	ENSG00000179134.15	SAMD4B	0.242760804020907	0.999828459195453	12	54.0771101170187
chr19	55947832	55988629	+	ENSG00000179709.8	NLRP8	0.297576411198724	0.999828459195453	1	4.12157657433676
chr19	45149750	45158737	-	ENSG00000179846.9	NKPD1	0.57106024228051	0.999828459195453	1	3.73218241280205
chr19	55785397	55836800	-	ENSG00000179873.14	NLRP11	0.840271675647571	0.999828459195453	2	3.41107668743139
chr19	57697367	57709194	-	ENSG00000179909.15	ZNF154	0.9501485545845	0.999828459195453	2	9.11836203581366
